Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,FNF , ,,RIVREL , ,,PPTINC , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,INCHES, ,CFS, ,CFS, ,
06/07/2003,2366.82,,2395565,,5831,,3855,,6938,,143,,6938,,0,,0.00,,0,,3855,,
06/08/2003,2367.16,,2401088,,5523,,3849,,6781,,148,,6781,,0,,0.00,,0,,3849,,
06/09/2003,2367.40,,2404999,,3911,,3679,,5785,,134,,5785,,0,,0.00,,0,,3679,,
06/10/2003,2367.54,,2407280,,2281,,3811,,5100,,139,,5100,,0,,0.00,,0,,3811,,
06/11/2003,2367.60,,2408258,,978,,3807,,4444,,144,,4444,,0,,0.00,,0,,3807,,
06/12/2003,2367.61,,2408421,,163,,3818,,4029,,129,,4029,,0,,0.00,,0,,3818,,
06/13/2003,2367.55,,2407443,,-978,,3833,,3460,,120,,3460,,0,,0.00,,0,,3833,,
06/14/2003,2367.47,,2406140,,-1303,,3834,,3287,,110,,3287,,0,,0.00,,0,,3834,,
06/15/2003,2367.39,,2404836,,-1304,,3831,,3294,,120,,3294,,0,,0.00,,0,,3831,,
06/16/2003,2367.35,,2404184,,-652,,3823,,3623,,129,,3623,,0,,0.00,,0,,3823,,
06/17/2003,2367.31,,2403532,,-652,,3817,,3612,,124,,3612,,0,,0.00,,0,,3817,,
06/18/2003,2367.21,,2401903,,-1629,,3821,,3115,,115,,3115,,0,,0.00,,0,,3821,,
06/19/2003,2367.04,,2399133,,-2770,,3826,,2549,,120,,2549,,0,,0.00,,0,,3826,,
06/20/2003,2366.84,,2395889,,-3244,,3827,,2340,,148,,2340,,0,,0.00,,0,,3827,,
06/21/2003,2366.62,,2392325,,-3564,,3830,,2167,,134,,2167,,0,,0.00,,0,,3830,,
06/22/2003,2366.40,,2388762,,-3563,,3829,,2171,,138,,2171,,0,,0.00,,0,,3829,,
06/23/2003,2366.14,,2384550,,-4212,,3858,,1858,,124,,1858,,0,,0.00,,0,,3858,,
06/24/2003,2365.89,,2380510,,-4040,,3856,,1923,,104,,1923,,0,,0.00,,0,,3856,,
06/25/2003,2365.71,,2377612,,-2898,,3388,,2050,,123,,2050,,0,,0.00,,0,,3388,,
06/26/2003,2365.57,,2375357,,-2255,,2986,,1977,,128,,1977,,0,,0.00,,0,,2986,,
06/27/2003,2365.47,,2373746,,-1611,,2893,,2218,,137,,2218,,0,,0.00,,0,,2893,,
06/28/2003,2365.38,,2372297,,-1449,,2933,,2349,,147,,2349,,0,,0.00,,0,,2933,,
06/29/2003,2365.23,,2369881,,-2416,,2851,,1808,,175,,1808,,0,,0.00,,0,,2851,,
06/30/2003,2365.03,,2366660,,-3221,,2825,,1362,,161,,1362,,0,,0.00,,0,,2825,,
07/01/2003,2364.81,,2363135,,-3525,,2906,,1289,,160,,1289,,0,,0.00,,0,,2906,,
07/02/2003,2364.60,,2359773,,-3362,,2841,,1278,,132,,1278,,0,,0.00,,0,,2841,,
07/03/2003,2364.38,,2356251,,-3522,,2930,,1295,,141,,1295,,0,,0.00,,0,,2930,,
07/04/2003,2364.16,,2352729,,-3522,,2926,,1291,,141,,1291,,0,,0.00,,0,,2926,,
07/05/2003,2363.95,,2349371,,-3358,,2815,,1263,,141,,1263,,0,,0.00,,0,,2815,,
07/06/2003,2363.74,,2346029,,-3342,,2869,,1334,,150,,1334,,0,,0.00,,0,,2869,,
07/07/2003,2363.51,,2342369,,-3660,,2772,,1077,,150,,1077,,0,,0.00,,0,,2772,,
07/08/2003,2363.26,,2338390,,-3979,,2966,,1128,,168,,1128,,0,,0.00,,0,,2966,,
07/09/2003,2362.91,,2332828,,-5562,,3895,,1222,,131,,1222,,0,,0.00,,0,,3895,,
07/10/2003,2362.55,,2327133,,-5695,,3893,,1162,,140,,1162,,0,,0.00,,0,,3893,,
07/11/2003,2362.20,,2321595,,-5538,,3673,,1030,,149,,1030,,0,,0.00,,0,,3673,,
07/12/2003,2361.81,,2315443,,--,,3874,,920,,148,,920,,0,,0.00,,0,,3874,,
07/13/2003,2361.43,,2309467,,--,,3689,,829,,153,,829,,0,,0.00,,0,,3689,,
07/14/2003,2361.08,,2303962,,-5505,,3555,,932,,152,,932,,0,,0.00,,0,,3555,,
07/15/2003,2360.90,,2301141,,--,,1878,,599,,143,,599,,0,,0.00,,0,,1878,,
07/16/2003,2360.76,,2298952,,-2189,,1943,,986,,147,,986,,0,,0.00,,0,,1943,,
07/17/2003,2360.57,,2295981,,-2971,,2447,,1096,,147,,1096,,0,,0.00,,0,,2447,,
07/18/2003,2360.37,,2292855,,-3126,,2597,,1168,,147,,1168,e,0,,0.00,,0,,2597,,
07/19/2003,2360.13,,2289102,,-3753,,2375,,621,,138,,621,e,0,,0.00,,0,,2375,,
07/20/2003,2360.00,,2287070,,-2032,,1515,,651,,160,,651,e,0,,0.00,,0,,1515,,
07/21/2003,2359.84,,2284580,,-2490,,2202,,1071,,124,,1071,,0,,0.00,,0,,2202,,
07/22/2003,2359.68,,2282091,,-2489,,2133,,1020,,142,,1020,,0,,0.00,,0,,2133,,
07/23/2003,2359.55,,2280068,,-2023,,1657,,797,,160,,797,,0,,0.00,,0,,1657,,
07/24/2003,2359.34,,2276800,,--,,2342,,863,,169,,863,e,0,,0.01,,0,,2342,,
07/25/2003,2359.08,,2272755,,-4045,,2303,,369,,105,,369,e,0,,0.00,,0,,2303,,
07/26/2003,2358.86,,2269339,,-3416,,2201,,639,,160,,639,,0,,0.00,,0,,2201,,
07/27/2003,2358.57,,2264842,,-4497,,2568,,465,,164,,465,,0,,0.00,,0,,2568,,
07/28/2003,2358.40,,2262206,,-2636,,1615,,436,,150,,436,,0,,0.00,,0,,1615,,
07/29/2003,2358.21,,2259260,,-2946,,2053,,723,,155,,723,,0,,0.00,,0,,2053,,
07/30/2003,2358.00,,2256004,,-3256,,2337,,841,,146,,841,e,0,,0.00,,0,,2337,,
07/31/2003,2357.74,,2251986,,-4018,,2072,,210,,164,,210,e,0,,0.00,,0,,2072,,
08/01/2003,2357.38,,2246424,,-5562,,3227,,609,,186,,609,,0,,0.00,,0,,3227,,
08/02/2003,2357.04,,2241170,,-5254,,3278,,742,,113,,742,,0,,0.33,,0,,3278,,
08/03/2003,2356.80,,2237472,,-3698,,2445,,663,,82,,663,,0,,1.13,,0,,2445,,
08/04/2003,2356.47,,2232391,,-5081,,3090,,619,,91,,619,,0,,0.00,,0,,3090,,
08/05/2003,2356.10,,2226694,,-5697,,3473,,691,,90,,691,,0,,0.00,,0,,3473,,
08/06/2003,2355.71,,2220704,,-5990,,2929,,-1,,90,,-1,,0,,0.00,,0,,2929,,
08/07/2003,2355.34,,2215027,,-5677,,2898,,149,,113,,149,e,0,,0.00,,0,,2898,,
08/08/2003,2354.99,,2209657,,--,,3100,,515,,122,,515,e,0,,0.00,,0,,3100,,
08/09/2003,2354.64,,2204306,,-5351,,3077,,487,,108,,487,,0,,0.00,,0,,3077,,
08/10/2003,2354.30,,2199107,,-5199,,2807,,316,,130,,316,,0,,0.00,,0,,2807,,
08/11/2003,2353.91,,2193149,,-5958,,3154,,249,,99,,249,,0,,0.00,,0,,3154,,
08/12/2003,2353.60,,2188426,,-4723,,2401,,137,,117,,137,e,0,,0.00,,0,,2401,,
08/13/2003,2353.34,,2184464,,-3962,,2403,,513,,107,,513,e,0,,0.00,,0,,2403,,
08/14/2003,2353.02,,2179589,,-4875,,2675,,338,,121,,338,,0,,0.00,,0,,2675,,
08/15/2003,2352.70,,2174729,,-4860,,2778,,458,,130,,458,,0,,0.00,,0,,2778,,
08/16/2003,2352.39,,2170023,,-4706,,2650,,411,,134,,411,,0,,0.00,,0,,2650,,
08/17/2003,2352.19,,2166987,,-3036,,1824,,409,,116,,409,,0,,0.00,,0,,1824,,
08/18/2003,2351.95,,2163346,,-3641,,2396,,689,,129,,689,,0,,0.00,,0,,2396,,
08/19/2003,2351.64,,2158656,,-4690,,2961,,730,,134,,730,e,0,,0.00,,0,,2961,,
08/20/2003,2351.27,,2153058,,-5598,,2910,,230,,142,,230,e,0,,0.00,,0,,2910,,
08/21/2003,2350.79,,2145807,,-7251,,4054,,531,,133,,531,,0,,0.00,,0,,4054,,
08/22/2003,2350.27,,2137968,,-7839,,4063,,213,,102,,213,,0,,0.00,,0,,4063,,
08/23/2003,2349.79,,2130744,,-7224,,3645,,87,,84,,87,e,0,,0.00,,0,,3645,,
08/24/2003,2349.33,,2123836,,-6908,,3831,,463,,115,,463,e,0,,0.00,,0,,3831,,
08/25/2003,2348.86,,2116786,,-7050,,3800,,374,,128,,374,,0,,0.00,,0,,3800,,
08/26/2003,2348.36,,2109307,,-7479,,4043,,391,,119,,391,,0,,0.00,,0,,4043,,
08/27/2003,2347.86,,2101836,,-7471,,4033,,358,,92,,358,,0,,0.00,,0,,4033,,
08/28/2003,2347.34,,2094089,,-7747,,3932,,149,,123,,149,,0,,0.00,,0,,3932,,
08/29/2003,2346.81,,2086204,,-7885,,4102,,254,,127,,254,,0,,0.00,,0,,4102,,
08/30/2003,2346.31,,2078784,,-7420,,4108,,459,,92,,459,,0,,0.00,,0,,4108,,
08/31/2003,2345.80,,2071228,,-7556,,4089,,389,,109,,389,,0,,0.00,,0,,4089,,
09/01/2003,2345.30,,2063838,,-7390,,4093,,471,,104,,471,,0,,0.00,,0,,4093,,
09/02/2003,2344.83,,2056902,,-6936,,3799,,406,,104,,406,,0,,0.00,,0,,3799,,
09/03/2003,2344.30,,2049100,,-7802,,3825,,0,,108,,0,,0,,0.00,,0,,3825,,
09/04/2003,2343.86,,2042631,,-6469,,3399,,168,,30,,168,,0,,0.04,,0,,3399,,
09/05/2003,2343.47,,2036914,,-5717,,3263,,441,,60,,441,,0,,0.00,,0,,3263,,
09/06/2003,2343.00,,2030023,,-6891,,3483,,125,,116,,125,,0,,0.00,,0,,3483,,
09/07/2003,2342.47,,2022284,,-7739,,3782,,0,,120,,0,,0,,0.00,,0,,3782,,
09/08/2003,2342.00,,2015422,,-6862,,3482,,82,,60,,82,e,0,,0.00,,0,,3482,,
09/09/2003,2341.51,,2008296,,-7126,,3588,,63,,68,,63,e,213,,0.10,,0,,3375,,
09/10/2003,2341.05,,2001607,,-6689,,3453,,115,,34,,115,e,0,,0.08,,0,,3453,,
09/11/2003,2340.68,,1996245,,-5362,,3281,,638,,60,,638,e,0,,0.00,,0,,3281,,
09/12/2003,2340.27,,1990307,,-5938,,3234,,334,,94,,334,,0,,0.00,,0,,3234,,
09/13/2003,2339.86,,1984378,,-5929,,3131,,248,,106,,248,,0,,0.00,,0,,3131,,
09/14/2003,2339.43,,1978179,,-6199,,3053,,42,,114,,42,r,0,,0.00,,0,,3053,,
09/15/2003,2338.95,,1971263,,-6916,,3712,,314,,89,,314,r,0,,0.00,,0,,3712,,
09/16/2003,2338.43,,1963805,,-7458,,3464,,-199,,97,,-199,,0,,0.00,,0,,3464,,
09/17/2003,2338.00,,1957638,,-6167,,3084,,59,,84,,59,,0,,0.00,,0,,3084,,
09/18/2003,2337.60,,1951931,,-5707,,3047,,250,,80,,250,,0,,0.00,,0,,3047,,
09/19/2003,2337.16,,1945653,,-6278,,3392,,298,,71,,298,,0,,0.00,,0,,3392,,
09/20/2003,2336.76,,1939964,,-5689,,3076,,279,,71,,279,,0,,0.00,,0,,3076,,
09/21/2003,2336.38,,1934570,,-5394,,3029,,402,,92,,402,,0,,0.00,,0,,3029,,
09/22/2003,2336.00,,1929177,,-5393,,2930,,307,,96,,307,,0,,0.00,,0,,2930,,
09/23/2003,2335.61,,1923671,,-5506,,2977,,284,,83,,284,,0,,0.00,,0,,2977,,
09/24/2003,2335.22,,1918164,,-5507,,3089,,396,,83,,396,,0,,0.00,,0,,3089,,
09/25/2003,2334.79,,1912108,,-6056,,3244,,270,,79,,270,,0,,0.00,,0,,3244,,
09/26/2003,2334.35,,1905928,,-6180,,3224,,182,,74,,182,,0,,0.00,,0,,3224,,
09/27/2003,2333.92,,1899894,,-6034,,3115,,155,,82,,155,,0,,0.00,,0,,3115,,
09/28/2003,2333.51,,1894166,,-5728,,2928,,135,,95,,135,,0,,0.00,,0,,2928,,
09/29/2003,2333.03,,1887459,,-6707,,3375,,55,,61,,55,,0,,0.00,,0,,3375,,
09/30/2003,2332.58,,1881203,,-6256,,3197,,117,,74,,117,,0,,0.00,,0,,3197,,
10/01/2003,2332.09,,1874393,,-6810,,3323,,-37,,73,,-37,e,0,,0.00,,0,,3323,,
10/02/2003,2331.62,,1867889,,-6504,,3344,,126,,61,,126,e,0,,0.00,,0,,3344,,
10/03/2003,2331.20,,1862082,,-5807,,3098,,231,,61,,231,,0,,0.00,,0,,3098,,
10/04/2003,2330.80,,1856566,,-5516,,2899,,163,,45,,163,,0,,0.00,,0,,2899,,
10/05/2003,2330.36,,1850515,,-6051,,3304,,322,,69,,322,e,0,,0.00,,0,,3304,,
10/06/2003,2329.88,,1843922,,-6593,,3198,,86,,73,,86,e,0,,0.00,,0,,3198,,
10/07/2003,2329.45,,1838037,,-5885,,3140,,172,,68,,172,,0,,0.00,,0,,3140,,
10/08/2003,2328.98,,1831607,,-6430,,3175,,5,,72,,5,,0,,0.00,,0,,3175,,
10/09/2003,2328.53,,1825475,,-6132,,3136,,108,,64,,108,,0,,0.00,,0,,3136,,
10/10/2003,2328.05,,1818935,,-6540,,3470,,245,,72,,245,,445,,0.00,,0,,3025,,
10/11/2003,2327.58,,1812557,,-6378,,3342,,166,,40,,166,,0,,0.00,,0,,3342,,
10/12/2003,2327.16,,1806859,,-5698,,2896,,63,,40,,63,e,0,,0.00,,0,,2896,,
10/13/2003,2326.71,,1800773,,-6086,,3262,,246,,52,,246,e,0,,0.00,,0,,3262,,
10/14/2003,2326.26,,1794695,,-6078,,3451,,431,,44,,431,e,255,,0.00,,0,,3196,,
10/15/2003,2325.90,,1789840,,-4855,,2410,,6,,44,,6,e,0,,0.00,,0,,2410,,
10/16/2003,2325.64,,1786344,,-3496,,1823,,92,,32,,92,,0,,0.00,,0,,1823,,
10/17/2003,2325.37,,1782714,,-3630,,1997,,207,,40,,207,,0,,0.00,,0,,1997,,
10/18/2003,2325.09,,1778950,,-3764,,1913,,51,,36,,51,e,0,,0.00,,0,,1913,,
10/19/2003,2324.72,,1773992,,-4958,,3021,,564,,43,,564,e,0,,0.00,,0,,3021,,
10/20/2003,2324.30,,1768371,,-5621,,3005,,226,,55,,226,,0,,0.00,,0,,3005,,
10/21/2003,2323.87,,1762623,,-5748,,3148,,289,,39,,289,e,24,,0.00,,0,,3124,,
10/22/2003,2323.42,,1756627,,-5996,,2984,,0,,39,,0,e,0,,0.00,,0,,2984,,
10/23/2003,2323.04,,1751564,,-5063,,2580,,62,,35,,62,,0,,0.00,,0,,2580,,
10/24/2003,2322.60,,1745725,,-5839,,3175,,270,,39,,270,,0,,0.00,,0,,3175,,
10/25/2003,2322.16,,1739888,,-5837,,3205,,293,,31,,293,,0,,0.00,,0,,3205,,
10/26/2003,2321.75,,1734465,,-5423,,2603,,-69,,62,,-69,,0,,0.00,,0,,2603,,
10/27/2003,2321.61,,1732616,,-1849,,327,,-566,,39,,-566,,0,,0.00,,0,,327,,
10/28/2003,2321.57,,1732088,,-528,,442,,215,,39,,215,,428,,0.00,,0,,14,,
10/29/2003,2321.48,,1730899,,-1189,,299,,-257,,43,,-257,,285,,0.00,,0,,14,,
10/30/2003,2321.40,,1729843,,-1056,,361,,-117,,54,,-117,,347,,0.00,,0,,14,,
10/31/2003,2321.34,,1729051,,-792,,254,,-87,,58,,-87,,240,,0.00,,0,,14,,
11/01/2003,2321.30,,1728523,,-528,,317,,51,,0,,51,,0,,0.00,,0,,317,,
11/02/2003,2321.25,,1727862,,-661,,431,,168,,70,,168,,0,,0.00,,0,,431,,
11/03/2003,2321.26,,1727994,,132,,325,,408,,16,,408,,0,,0.88,,0,,325,,
11/04/2003,2321.12,,1726146,,-1848,,1536,,620,,16,,620,e,0,,0.00,,0,,1536,,
11/05/2003,2320.91,,1723378,,-2768,,1492,,104,,8,,104,e,0,,0.13,,0,,1492,,
11/06/2003,2320.74,,1721143,,-2235,,1404,,285,,8,,285,,0,,0.01,,0,,1404,,
11/07/2003,2320.61,,1719434,,-1709,,1432,,574,,4,,574,,0,,0.23,,0,,1432,,
11/08/2003,2320.60,,1719303,,-131,,1422,,1360,,4,,1360,,0,,0.28,,0,,1422,,
11/09/2003,2320.66,,1720092,,789,,1396,,1794,,0,,1794,,0,,1.07,,0,,1396,,
11/10/2003,2320.58,,1719040,,-1052,,1442,,912,,0,,912,,0,,0.43,,0,,1442,,
11/11/2003,2320.40,,1716674,,-2366,,1475,,301,,19,,301,,0,,0.01,,0,,1475,,
11/12/2003,2320.25,,1714702,,-1972,,1454,,479,,19,,479,,0,,0.01,,0,,1454,,
11/13/2003,2320.06,,1712205,,-2497,,1434,,194,,19,,194,,0,,0.00,,0,,1434,,
11/14/2003,2319.92,,1710369,,-1836,,1306,,384,,4,,384,,0,,0.00,,0,,1306,,
11/15/2003,2319.82,,1709061,,-1308,,1350,,691,,0,,691,,0,,0.64,,0,,1350,,
11/16/2003,2319.82,,1709061,,0,,275,,287,,12,,287,,0,,0.13,,0,,275,,
11/17/2003,2319.84,,1709323,,262,,278,,422,,12,,422,,0,,0.13,,0,,278,,
11/18/2003,2319.86,,1709585,,262,,268,,419,,19,,419,,0,,0.00,,0,,268,,
11/19/2003,2319.87,,1709715,,130,,296,,366,,4,,366,,0,,0.00,,0,,296,,
11/20/2003,2319.87,,1709715,,0,,300,,312,,12,,312,,0,,0.00,,0,,300,,
11/21/2003,2319.88,,1709846,,131,,229,,318,,23,,318,,0,,0.00,,0,,229,,
11/22/2003,2319.82,,1709061,,-785,,788,,392,,0,,392,,0,,0.00,,0,,788,,
11/23/2003,2319.73,,1707884,,-1177,,1019,,426,,0,,426,,0,,0.00,,0,,1019,,
11/24/2003,2319.62,,1706445,,-1439,,960,,273,,38,,273,,0,,0.00,,0,,960,,
11/25/2003,2319.48,,1704613,,-1832,,1340,,428,,12,,428,e,0,,0.00,,0,,1340,,
11/26/2003,2319.31,,1702389,,-2224,,1312,,195,,4,,195,e,0,,0.02,,0,,1312,,
11/27/2003,2319.17,,1700558,,-1831,,1129,,221,,15,,221,,0,,0.00,,0,,1129,,
11/28/2003,2319.07,,1699250,,-1308,,1025,,370,,4,,370,,0,,0.00,,0,,1025,,
11/29/2003,2319.08,,1699381,,131,,943,,1017,,8,,1017,,0,,0.46,,0,,943,,
11/30/2003,2319.17,,1700558,,1177,,712,,1313,,8,,1313,,0,,0.96,,0,,712,,
12/01/2003,2319.30,,1702259,,1701,,783,,1641,,0,,1641,,0,,0.28,,0,,783,,
12/02/2003,2319.44,,1704090,,1831,,270,,1193,,0,,1193,,0,,0.22,,0,,270,,
12/03/2003,2319.56,,1705660,,1570,,271,,1071,,8,,1071,,0,,0.01,,0,,271,,
12/04/2003,2319.62,,1706445,,785,,916,,1320,,8,,1320,,0,,0.00,,0,,916,,
12/05/2003,2319.82,,1709061,,2616,,705,,2024,,0,,2024,,0,,0.57,,0,,705,,
12/06/2003,2320.72,,1720880,,11819,,464,,6423,,0,,6423,,0,,0.78,,0,,464,,
12/07/2003,2321.40,,1729843,,8963,,161,,4699,,19,,4699,,0,,0.78,,0,,161,,
12/08/2003,2321.68,,1733540,,3697,,371,,2247,,12,,2247,,0,,0.07,,0,,371,,
12/09/2003,2321.79,,1734993,,1453,,1063,,1800,,4,,1800,,0,,0.00,,0,,1063,,
12/10/2003,2321.93,,1736842,,1849,,357,,1289,,0,,1289,,0,,0.38,,0,,357,,
12/11/2003,2322.04,,1738297,,1455,,496,,1230,,0,,1230,,0,,0.00,,0,,496,,
12/12/2003,2322.15,,1739756,,1459,,898,,1646,,12,,1646,,0,,0.46,,0,,898,,
12/13/2003,2322.37,,1742674,,2918,,674,,2145,,0,,2145,,0,,1.29,,0,,674,,
12/14/2003,2323.12,,1752630,,9956,,211,,5230,,0,,5230,,0,,0.78,,0,,211,,
12/15/2003,2323.51,,1757826,,5196,,187,,2819,,12,,2819,,0,,0.01,,0,,187,,
12/16/2003,2323.73,,1760758,,--,,264,,1762,,20,,1762,,0,,0.00,,0,,264,,
12/17/2003,2323.85,,1762356,,1598,,723,,1533,,4,,1533,,0,,0.00,,0,,723,,
12/18/2003,2323.90,,1763023,,667,,874,,1218,,8,,1218,,0,,0.00,,0,,874,,
12/19/2003,2323.99,,1764222,,1199,,1081,,1693,,8,,1693,,0,,0.00,,0,,1081,,
12/20/2003,2324.15,,1766363,,2141,,865,,1948,,4,,1948,,0,,0.88,,0,,865,,
12/21/2003,2324.30,,1768371,,2008,,302,,1330,,16,,1330,,0,,0.01,,0,,302,,
12/22/2003,2324.39,,1769575,,1204,,845,,1452,,0,,1452,,0,,0.01,,0,,845,,
12/23/2003,2324.56,,1771851,,2276,,348,,1495,,0,,1495,,0,,0.14,,0,,348,,
12/24/2003,2325.30,,1781773,,9922,,337,,5339,,0,,5339,,0,,0.95,,0,,337,,
12/25/2003,2325.84,,1789033,,7260,,298,,3966,,8,,3966,,0,,0.06,,0,,298,,
12/26/2003,2326.13,,1792940,,3907,,289,,2263,,4,,2263,,0,,0.00,,0,,289,,
12/27/2003,2326.33,,1795641,,2701,,298,,1660,,0,,1660,,0,,0.00,,0,,298,,
12/28/2003,2326.55,,1798612,,2971,,309,,1819,,12,,1819,,0,,0.00,,0,,309,,
12/29/2003,2326.93,,1803744,,5132,,354,,2953,,12,,2953,,0,,0.00,,0,,354,,
12/30/2003,2327.07,,1805639,,1895,,310,,1265,,0,,1265,,0,,2.25,,0,,310,,
12/31/2003,2327.11,,1806181,,542,,1249,,1522,,0,,1522,,0,,0.00,,0,,1249,,
01/01/2004,2327.34,,1809301,,3120,,324,,1897,,0,,1897,,0,,0.66,,0,,324,,
01/02/2004,2327.55,,1812150,,2849,,362,,1798,,0,,1798,,0,,0.35,,0,,362,,
01/03/2004,2327.69,,1814049,,1899,,314,,1271,,0,,1271,,0,,0.00,,0,,314,,
01/04/2004,2327.77,,1815134,,1085,,656,,1203,,0,,1203,,0,,0.00,,0,,656,,
01/05/2004,2327.80,,1815541,,407,,895,,1100,,0,,1100,,0,,0.00,,0,,895,,
01/06/2004,2327.82,,1815812,,271,,679,,828,,12,,828,,0,,0.20,,0,,679,,
01/07/2004,2327.95,,1817576,,1764,,662,,1551,,0,,1551,,0,,0.20,,0,,662,,
01/08/2004,2328.17,,1820570,,2994,,684,,2193,,0,,2193,,0,,0.00,,0,,684,,
01/09/2004,2328.59,,1826293,,5723,,264,,3149,,0,,3149,,0,,0.30,,0,,264,,
01/10/2004,2329.05,,1832563,,6270,,194,,3359,,4,,3359,,0,,0.34,,0,,194,,
01/11/2004,2329.42,,1837627,,5064,,14,,2583,,16,,2583,,0,,0.02,,0,,14,,
01/12/2004,2329.74,,1842006,,4379,,211,,2419,,0,,2419,,0,,0.00,,0,,211,,
01/13/2004,2330.04,,1846114,,4108,,242,,2313,,0,,2313,,0,,0.00,,0,,242,,
01/14/2004,2330.36,,1850515,,4401,,376,,2595,,0,,2595,,0,,0.00,,0,,376,,
01/15/2004,2330.74,,1855741,,5226,,334,,2969,,0,,2969,,0,,0.33,,0,,334,,
01/16/2004,2331.09,,1860561,,4820,,157,,2595,,8,,2595,,0,,0.00,,0,,157,,
01/17/2004,2331.40,,1864847,,4286,,238,,2411,,12,,2411,,0,,0.00,,0,,238,,
01/18/2004,2331.67,,1868580,,3733,,240,,2130,,8,,2130,,0,,0.00,,0,,240,,
01/19/2004,2331.91,,1871898,,3318,,257,,1942,,12,,1942,,0,,0.00,,0,,257,,
01/20/2004,2332.09,,1874393,,2495,,816,,2086,,12,,2086,,0,,0.00,,0,,816,,
01/21/2004,2332.19,,1875783,,1390,,987,,1704,,16,,1704,,0,,0.00,,0,,987,,
01/22/2004,2332.29,,1877172,,1389,,874,,1586,,12,,1586,,0,,0.00,,0,,874,,
01/23/2004,2332.36,,1878145,,973,,1072,,1571,,8,,1571,,0,,0.00,,0,,1072,,
01/24/2004,2332.44,,1879257,,1112,,1019,,1592,,12,,1592,,0,,0.30,,0,,1019,,
01/25/2004,2332.51,,1880230,,973,,871,,1374,,12,,1374,,0,,0.00,,0,,871,,
01/26/2004,2332.59,,1881342,,1112,,1256,,1821,,4,,1821,,0,,0.00,,0,,1256,,
01/27/2004,2332.69,,1882732,,1390,,1282,,1983,,0,,1983,,0,,0.92,,0,,1282,,
01/28/2004,2332.79,,1884121,,1389,,320,,1020,,0,,1020,,0,,0.35,,0,,320,,
01/29/2004,2332.91,,1885789,,1668,,677,,1526,,8,,1526,,0,,0.00,,0,,677,,
01/30/2004,2333.06,,1887878,,2089,,299,,1360,,8,,1360,,0,,0.13,,0,,299,,
01/31/2004,2333.22,,1890114,,2236,,517,,1665,,21,,1665,,0,,0.00,,0,,517,,
02/01/2004,2333.37,,1892210,,2096,,378,,1447,,12,,1447,,0,,0.00,,0,,378,,
02/02/2004,2333.59,,1895283,,3073,,439,,1992,,4,,1992,,0,,0.45,,0,,439,,
02/03/2004,2333.77,,1897798,,2515,,255,,1523,,0,,1523,,0,,0.29,,0,,255,,
02/04/2004,2333.95,,1900313,,2515,,226,,1502,,8,,1502,,0,,0.00,,0,,226,,
02/05/2004,2334.11,,1902557,,2244,,363,,1510,,16,,1510,,0,,0.00,,0,,363,,
02/06/2004,2334.27,,1904804,,2247,,295,,1440,,12,,1440,,0,,0.00,,0,,295,,
02/07/2004,2334.43,,1907052,,--,,302,,1439,,4,,1439,,0,,0.30,,0,,302,,
02/08/2004,2334.56,,1908878,,1826,,341,,1283,,21,,1283,,0,,--,,0,,341,,
02/09/2004,2334.68,,1910563,,1685,,480,,1342,,12,,1342,,0,,0.00,,0,,480,,
02/10/2004,2334.78,,1911968,,1405,,385,,1114,,21,,1114,,0,,0.00,,0,,385,,
02/11/2004,2334.91,,1913794,,1826,,244,,1186,,21,,1186,,0,,0.00,,0,,244,,
02/12/2004,2335.04,,1915623,,1829,,322,,1265,,21,,1265,,0,,0.00,,0,,322,,
02/13/2004,2335.16,,1917317,,1694,,401,,1296,,41,,1296,,0,,0.00,,0,,401,,
02/14/2004,2335.31,,1919435,,2118,,328,,1437,,41,,1437,,0,,0.11,,0,,328,,
02/15/2004,2335.53,,1922541,,3106,,348,,1931,,17,,1931,,0,,0.15,,0,,348,,
02/16/2004,2336.29,,1933293,,10752,,430,,5859,,8,,5859,,0,,0.98,,0,,430,,
02/17/2004,2339.56,,1980053,,--,,14,,23588,,0,,23588,,0,,1.76,,0,,14,,
02/18/2004,2343.07,,2031049,,50996,,233,,25952,,9,,25952,,0,,1.03,,0,,233,,
02/19/2004,2344.35,,2049836,,18787,,757,,10259,,30,,10259,,0,,0.00,,0,,757,,
02/20/2004,2344.94,,2058521,,8685,,1711,,6129,,39,,6129,,0,,0.00,,0,,1711,,
02/21/2004,2345.32,,2064134,,5613,,1837,,4689,,22,,4689,,0,,0.00,,0,,1837,,
02/22/2004,2345.60,,2068272,,4138,,1970,,4065,,9,,4065,,0,,0.04,,0,,1970,,
02/23/2004,2345.80,,2071228,,2956,,1960,,3450,,0,,3450,,0,,0.06,,0,,1960,,
02/24/2004,2346.05,,2074926,,3698,,1954,,3840,,22,,3840,,0,,0.22,,0,,1954,,
02/25/2004,2346.66,,2083978,,9052,,1958,,6522,,0,,6522,,0,,0.89,,0,,1958,,
02/26/2004,2347.37,,2094536,,10558,,1907,,7243,,13,,7243,,0,,0.76,,0,,1907,,
02/27/2004,2347.83,,2101389,,6853,,1742,,5201,,4,,5201,,0,,0.26,,0,,1742,,
