Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,EVAP , ,,FNF , ,,RIVREL , ,,PPTINC , ,,SPILL , ,,DISPWR , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,CFS, ,CFS, ,CFS, ,INCHES, ,CFS, ,CFS, ,
04/26/2012,2361.57,,2311668,,16468,,499,,8824,,23,,8824,,0,,0.03,,0,,499,,
04/27/2012,2362.21,,2321753,,10085,,1138,,6306,,84,,6306,,0,,0.00,,0,,1138,,
04/28/2012,2362.63,,2328398,,6645,,1895,,5301,,56,,5301,,0,,0.00,,0,,1895,,
04/29/2012,2362.94,,2333303,,4905,,2934,,5510,,103,,5510,,0,,0.00,,0,,2934,,
04/30/2012,2363.25,,2338231,,4928,,3293,,5880,,103,,5880,,0,,0.00,,0,,3293,,
05/01/2012,2363.54,,2342846,,4615,,3325,,5783,,131,,5783,,0,,0.00,,0,,3325,,
05/02/2012,2363.79,,2346825,,3979,,2501,,4615,,108,,4615,,0,,0.00,,0,,2501,,
05/03/2012,2363.92,,2348894,,2069,,3421,,4511,,47,,4511,,0,,0.04,,0,,3421,,
05/04/2012,2364.01,,2350327,,1433,,3388,,4129,,19,,4129,,0,,0.62,,0,,3388,,
05/05/2012,2363.94,,2349212,,-1115,,4191,,3732,,103,,3732,,738,,0.00,,0,,3453,,
05/06/2012,2363.72,,2345711,,-3501,,5294,,3642,,113,,3642,,1777,,0.00,,0,,3517,,
05/07/2012,2363.49,,2342050,,-3661,,5660,,3926,,112,,3926,,2037,,0.00,,0,,3623,,
05/08/2012,2363.43,,2341095,,-955,,5644,,5299,,136,,5299,,2011,,0.00,,0,,3633,,
05/09/2012,2363.36,,2339981,,-1114,,5698,,5253,,117,,5253,,2011,,0.00,,0,,3687,,
05/10/2012,2363.36,,2339981,,0,,4883,,5014,,131,,5014,,1282,,0.00,,0,,3601,,
05/11/2012,2363.36,,2339981,,0,,4248,,4370,,122,,4370,,737,,0.00,,0,,3511,,
05/12/2012,2363.41,,2340777,,796,,4030,,4553,,122,,4553,,624,,0.00,,0,,3406,,
05/13/2012,2363.51,,2342369,,1592,,4136,,5075,,136,,5075,,730,,0.00,,0,,3406,,
05/14/2012,2363.62,,2344119,,1750,,4281,,5266,,103,,5266,,833,,0.00,,0,,3448,,
05/15/2012,2363.85,,2347780,,3661,,4210,,6178,,122,,6178,,833,,0.00,,0,,3377,,
05/16/2012,2363.95,,2349371,,1591,,4602,,5521,,117,,5521,,1128,,0.00,,0,,3474,,
05/17/2012,2363.98,,2349849,,478,,4037,,4419,,141,,4419,,644,,0.00,,0,,3393,,
05/18/2012,2363.93,,2349053,,-796,,3902,,3585,,84,,3585,,539,,0.00,,0,,3363,,
05/19/2012,2363.85,,2347780,,-1273,,4025,,3477,,94,,3477,,678,,0.00,,0,,3347,,
05/20/2012,2363.85,,2347780,,0,,3748,,3893,,145,,3893,,336,,0.00,,0,,3412,,
05/21/2012,2363.86,,2347939,,159,,3375,,3572,,117,,3572,,0,,0.00,,0,,3375,,
05/22/2012,2363.74,,2346029,,-1910,,3874,,3024,,113,,3024,,402,,0.00,,0,,3472,,
05/23/2012,2363.59,,2343642,,-2387,,3842,,2751,,112,,2751,,588,,0.00,,0,,3254,,
05/24/2012,2363.40,,2340618,,-3024,,3633,,2225,,117,,2225,,356,,0.00,,0,,3277,,
05/25/2012,2363.19,,2337276,,-3342,,3843,,2279,,121,,2279,,560,,0.00,,0,,3283,,
05/26/2012,2363.00,,2334252,,-3024,,3451,,2043,,117,,2043,,0,,0.00,,0,,3451,,
05/27/2012,2362.86,,2332037,,-2215,,3126,,2098,,89,,2098,,0,,0.00,,0,,3126,,
05/28/2012,2362.72,,2329822,,-2215,,3082,,2054,,89,,2054,,0,,0.00,,0,,3082,,
05/29/2012,2362.60,,2327924,,-1898,,3160,,2296,,93,,2296,,0,,0.00,,0,,3160,,
05/30/2012,2362.47,,2325867,,-2057,,3327,,2378,,88,,2378,,0,,0.00,,0,,3327,,
05/31/2012,2362.37,,2324285,,-1582,,3401,,2766,,163,,2766,,0,,0.00,,0,,3401,,
06/01/2012,2362.29,,2323019,,-1266,,3390,,2896,,144,,2896,,0,,0.00,,0,,3390,,
06/02/2012,2362.18,,2321279,,-1740,,3226,,2507,,158,,2507,,0,,0.00,,0,,3226,,
06/03/2012,2362.03,,2318906,,-2373,,3086,,2071,,181,,2071,,0,,0.00,,0,,3086,,
06/04/2012,2361.94,,2317487,,-1419,,3227,,2577,,65,,2577,,0,,0.08,,0,,3227,,
06/05/2012,2361.82,,2315600,,-1887,,2767,,1881,,65,,1881,,0,,0.00,,0,,2767,,
06/06/2012,2361.61,,2312297,,-3303,,3409,,1855,,111,,1855,,0,,0.00,,0,,3409,,
06/07/2012,2361.34,,2308051,,-4246,,3356,,1307,,92,,1307,,0,,0.00,,0,,3356,,
06/08/2012,2361.05,,2303490,,-4561,,3415,,1199,,83,,1199,,0,,0.00,,0,,3415,,
06/09/2012,2360.82,,2299890,,-3600,,3279,,1575,,111,,1575,,0,,0.00,,0,,3279,,
06/10/2012,2360.56,,2295825,,-4065,,3420,,1491,,120,,1491,,0,,0.00,,0,,3420,,
06/11/2012,2360.30,,2291760,,-4065,,3377,,1452,,124,,1452,,0,,0.00,,0,,3377,,
06/12/2012,2360.00,,2287070,,-4690,,3450,,1209,,124,,1209,e,0,,0.00,,0,,3450,,
06/13/2012,2359.77,,2283491,,-3579,,3432,,1761,,133,,1761,e,0,,0.00,,0,,3432,,
06/14/2012,2359.47,,2278823,,-4668,,3487,,1276,,142,,1276,,0,,0.00,,0,,3487,,
06/15/2012,2359.21,,2274778,,-4045,,3321,,1437,,155,,1437,,0,,0.00,,0,,3321,,
06/16/2012,2358.97,,2271045,,-3733,,3220,,1480,,142,,1480,,0,,0.00,,0,,3220,,
06/17/2012,2358.71,,2267013,,-4032,,3471,,1566,,128,,1566,e,0,,0.00,,0,,3471,,
06/18/2012,2358.37,,2261741,,-5272,,3476,,973,,155,,973,e,0,,0.00,,0,,3476,,
06/19/2012,2358.02,,2256314,,-5427,,3387,,792,,141,,792,,0,,0.00,,0,,3387,,
06/20/2012,2357.70,,2251368,,-4946,,3425,,1058,,127,,1058,,0,,0.00,,0,,3425,,
06/21/2012,2357.41,,2246887,,-4481,,3020,,888,,127,,888,,0,,0.00,,0,,3020,,
06/22/2012,2357.10,,2242097,,-4790,,2972,,680,,123,,680,,0,,0.00,,0,,2972,,
06/23/2012,2356.83,,2237934,,-4163,,3054,,969,,14,,969,,0,,0.17,,0,,3054,,
06/24/2012,2356.56,,2233777,,-4157,,2940,,984,,140,,984,,0,,0.32,,0,,2940,,
06/25/2012,2356.26,,2229157,,-4620,,2910,,685,,104,,685,,0,,0.00,,0,,2910,,
06/26/2012,2355.98,,2224847,,-4310,,2880,,743,,36,,743,,0,,0.02,,0,,2880,,
06/27/2012,2355.73,,2221011,,-3836,,2834,,995,,95,,995,,0,,0.00,,0,,2834,,
06/28/2012,2355.46,,2216868,,-4143,,2889,,908,,108,,908,,0,,0.00,,0,,2889,,
06/29/2012,2355.21,,2213032,,-3836,,2808,,928,,54,,928,,0,,0.00,,0,,2808,,
06/30/2012,2354.96,,2209198,,-3834,,2566,,777,,144,,777,e,0,,0.00,,0,,2566,,
07/01/2012,2354.73,,2205682,,-3516,,2703,,998,,68,,998,,0,,0.00,,0,,2703,,
07/02/2012,2354.39,,2200483,,-5199,,3045,,536,,112,,536,e,0,,0.00,,0,,3045,,
07/03/2012,2354.10,,2196049,,-4434,,4376,,2298,,157,,2298,e,1543,,0.00,,0,,2833,,
07/04/2012,2353.77,,2191016,,-5033,,3091,,698,,144,,698,e,0,,0.00,,0,,3091,,
07/05/2012,2353.45,,2186140,,-4876,,2956,,628,,130,,628,e,0,,0.00,,0,,2956,,
07/06/2012,2353.15,,2181569,,-4571,,2964,,793,,134,,793,e,0,,0.00,,0,,2964,,
07/07/2012,2352.87,,2177310,,-4259,,2674,,675,,148,,675,,544,,0.00,,0,,2130,,
07/08/2012,2352.52,,2171997,,-5313,,3264,,746,,161,,746,,631,,0.00,,0,,2633,,
07/09/2012,2352.23,,2167594,,-4403,,2731,,667,,156,,667,,0,,0.00,,0,,2731,,
07/10/2012,2351.92,,2162892,,-4702,,2812,,593,,152,,593,,0,,0.00,,0,,2812,,
07/11/2012,2351.68,,2159261,,-3631,,2494,,788,,125,,788,,0,,0.00,,0,,2494,,
07/12/2012,2351.38,,2154722,,-4539,,2672,,526,,142,,526,,0,,0.00,,0,,2672,,
07/13/2012,2351.09,,2150335,,-4387,,2540,,461,,133,,461,,0,,0.00,,0,,2540,,
07/14/2012,2350.77,,2145506,,-4829,,2599,,262,,98,,262,,0,,0.00,,0,,2599,,
07/15/2012,2350.45,,2140682,,-4824,,2572,,322,,182,,322,,0,,0.00,,0,,2572,,
07/16/2012,2350.12,,2135707,,-4975,,2455,,168,,221,,168,,0,,0.00,,0,,2455,,
07/17/2012,2349.79,,2130744,,-4963,,2448,,96,,150,,96,,0,,0.00,,0,,2448,,
07/18/2012,2349.50,,2126389,,-4355,,2459,,267,,4,,267,,0,,0.35,,0,,2459,,
07/19/2012,2349.22,,2122184,,-4205,,2435,,399,,84,,399,,0,,0.00,,0,,2435,,
07/20/2012,2348.97,,2118431,,-3753,,2250,,442,,84,,442,,0,,0.00,,0,,2250,,
07/21/2012,2348.74,,2114991,,-3440,,2180,,552,,106,,552,,0,,0.00,,0,,2180,,
07/22/2012,2348.51,,2111551,,-3440,,2176,,570,,128,,570,,0,,0.00,,0,,2176,,
07/23/2012,2348.27,,2107961,,-3590,,2284,,610,,136,,610,,0,,0.00,,0,,2284,,
07/24/2012,2348.05,,2104670,,-3291,,1978,,455,,136,,455,,0,,0.00,,0,,1978,,
07/25/2012,2347.80,,2100942,,-3728,,1995,,286,,171,,286,,0,,0.00,,0,,1995,,
07/26/2012,2347.55,,2097217,,-3725,,1949,,216,,145,,216,,0,,0.00,,0,,1949,,
07/27/2012,2347.31,,2093642,,-3575,,1896,,225,,131,,225,,0,,0.00,,0,,1896,,
07/28/2012,2347.05,,2089768,,-3874,,2082,,256,,127,,256,,0,,0.00,,0,,2082,,
07/29/2012,2346.79,,2085907,,-3861,,2027,,220,,140,,220,,0,,0.00,,0,,2027,,
07/30/2012,2346.55,,2082345,,-3562,,2020,,355,,131,,355,,0,,0.00,,0,,2020,,
07/31/2012,2346.31,,2078784,,-3561,,2083,,419,,131,,419,,0,,0.00,,0,,2083,,
08/01/2012,2346.11,,2075816,,-2968,,1689,,324,,131,,324,,92,,0.00,,0,,1597,,
08/02/2012,2345.85,,2071967,,-3849,,2256,,454,,139,,454,,545,,0.00,,0,,1711,,
08/03/2012,2345.58,,2067976,,-3991,,2226,,405,,191,,405,,500,,0.00,,0,,1726,,
08/04/2012,2345.35,,2064577,,-3399,,1828,,292,,178,,292,,0,,0.00,,0,,1828,,
08/05/2012,2345.08,,2060586,,-3991,,2147,,274,,139,,274,,0,,0.00,,0,,2147,,
08/06/2012,2344.80,,2056460,,-4126,,2058,,99,,121,,99,,0,,0.00,,0,,2058,,
08/07/2012,2344.53,,2052486,,-3974,,1864,,7,,147,,7,,0,,0.00,,0,,1864,,
08/08/2012,2344.27,,2048658,,-3828,,2027,,248,,151,,248,,0,,0.00,,0,,2027,,
08/09/2012,2344.02,,2044978,,-3680,,1891,,161,,125,,161,,0,,0.00,,0,,1891,,
08/10/2012,2343.67,,2039846,,-5132,,1933,,-611,,43,,-611,,0,,0.00,,0,,1933,,
08/11/2012,2343.41,,2036034,,-3812,,2071,,278,,129,,278,,0,,0.00,,0,,2071,,
08/12/2012,2343.17,,2032515,,-3519,,1943,,307,,138,,307,,0,,0.00,,0,,1943,,
08/13/2012,2342.88,,2028271,,-4244,,2315,,265,,90,,265,,0,,0.00,,0,,2315,,
08/14/2012,2342.56,,2023599,,-4672,,2545,,306,,116,,306,,0,,0.00,,0,,2545,,
08/15/2012,2342.17,,2017904,,-5695,,2876,,99,,94,,99,,0,,0.00,,0,,2876,,
08/16/2012,2341.84,,2013095,,-4809,,2725,,356,,56,,356,,0,,0.00,,0,,2725,,
08/17/2012,2341.48,,2007860,,-5235,,2644,,159,,154,,159,,0,,0.00,,0,,2644,,
08/18/2012,2341.10,,2002334,,-5526,,2644,,-1,,141,,-1,,0,,0.00,,0,,2644,,
08/19/2012,2340.73,,1996969,,-5365,,2581,,12,,136,,12,,0,,0.00,,0,,2581,,
08/20/2012,2340.37,,1991755,,-5214,,2577,,67,,119,,67,,0,,0.00,,0,,2577,,
08/21/2012,2339.99,,1986252,,-5503,,2603,,-48,,123,,-48,,0,,0.00,,0,,2603,,
08/22/2012,2339.64,,1981206,,-5046,,2605,,171,,110,,171,,0,,0.00,,0,,2605,,
08/23/2012,2339.27,,1975872,,-5334,,2548,,-35,,106,,-35,,0,,0.00,,0,,2548,,
08/24/2012,2338.91,,1970689,,-5183,,2564,,78,,127,,78,,0,,0.00,,0,,2564,,
08/25/2012,2338.54,,1965383,,-5306,,2576,,23,,122,,23,,0,,0.00,,0,,2576,,
08/26/2012,2338.14,,1959646,,-5737,,2579,,-204,,109,,-204,,0,,0.00,,0,,2579,,
08/27/2012,2337.79,,1954642,,-5004,,2483,,78,,118,,78,,0,,0.00,,0,,2483,,
08/28/2012,2337.40,,1949077,,-5565,,2660,,-50,,96,,-50,,0,,0.00,,0,,2660,,
08/29/2012,2337.04,,1943941,,-5136,,2641,,190,,138,,190,,0,,0.00,,0,,2641,,
08/30/2012,2336.70,,1939112,,-4829,,2500,,215,,150,,215,,0,,0.00,,0,,2500,,
08/31/2012,2336.33,,1933861,,-5251,,2628,,73,,92,,73,,0,,0.00,,0,,2628,,
09/01/2012,2335.91,,1927906,,-5955,,2900,,15,,117,,15,,0,,0.00,,0,,2900,,
09/02/2012,2335.54,,1922682,,-5224,,2648,,134,,120,,134,,0,,0.00,,0,,2648,,
09/03/2012,2335.20,,1917882,,-4800,,2570,,229,,79,,229,,0,,0.00,,0,,2570,,
09/04/2012,2334.86,,1913092,,-4790,,2565,,262,,112,,262,,0,,0.00,,0,,2565,,
09/05/2012,2334.50,,1908035,,-5057,,2546,,108,,112,,108,,0,,0.00,,0,,2546,,
09/06/2012,2334.15,,1903119,,-4916,,2461,,94,,111,,94,,0,,0.00,,0,,2461,,
09/07/2012,2333.82,,1898497,,-4622,,2392,,173,,111,,173,,0,,0.00,,0,,2392,,
09/08/2012,2333.48,,1893747,,-4750,,2410,,122,,107,,122,,0,,0.00,,0,,2410,,
09/09/2012,2333.12,,1888717,,-5030,,2391,,-42,,103,,-42,,0,,0.00,,0,,2391,,
09/10/2012,2332.79,,1884121,,-4596,,2191,,-52,,74,,-52,,0,,0.00,,0,,2191,,
09/11/2012,2332.45,,1879396,,-4725,,2531,,231,,82,,231,,0,,0.00,,0,,2531,,
09/12/2012,2332.11,,1874671,,-4725,,2495,,195,,82,,195,,0,,0.00,,0,,2495,,
09/13/2012,2331.79,,1870239,,-4432,,2435,,291,,90,,291,,0,,0.00,,0,,2435,,
09/14/2012,2331.45,,1865538,,-4701,,2388,,107,,89,,107,,0,,0.00,,0,,2388,,
09/15/2012,2331.11,,1860838,,-4700,,2391,,110,,89,,110,,0,,0.00,,0,,2391,,
09/16/2012,2330.75,,1855879,,-4959,,2453,,66,,113,,66,,0,,0.00,,0,,2453,,
09/17/2012,2330.40,,1851065,,-4814,,2414,,48,,61,,48,,0,,0.00,,0,,2414,,
09/18/2012,2330.06,,1846389,,-4676,,2389,,153,,121,,153,,0,,0.00,,0,,2389,,
09/19/2012,2329.75,,1842143,,-4246,,2118,,90,,113,,90,,0,,0.00,,0,,2118,,
09/20/2012,2329.48,,1838448,,-3695,,1653,,-166,,44,,-166,,138,,0.00,,0,,1515,,
09/21/2012,2329.15,,1833932,,--,,2210,,37,,104,,37,,297,,0.00,,0,,1913,,
09/22/2012,2328.84,,1829699,,--,,2086,,12,,60,,12,,0,,0.00,,0,,2086,,
09/23/2012,2328.54,,1825612,,--,,2055,,83,,88,,83,,0,,0.00,,0,,2055,,
09/24/2012,2328.25,,1821660,,-3952,,2013,,101,,80,,101,,0,,0.00,,0,,2013,,
09/25/2012,2327.97,,1817847,,-3813,,1891,,49,,80,,49,,0,,0.00,,0,,1891,,
09/26/2012,2327.70,,1814185,,-3662,,2008,,234,,72,,234,,0,,0.00,,0,,2008,,
09/27/2012,2327.42,,1810386,,-3799,,2047,,200,,68,,200,,0,,0.00,,0,,2047,,
09/28/2012,2327.14,,1806588,,-3798,,1873,,42,,84,,42,,0,,0.00,,0,,1873,,
09/29/2012,2326.87,,1802933,,-3655,,1851,,88,,80,,88,,0,,0.00,,0,,1851,,
09/30/2012,2326.62,,1799557,,-3376,,1723,,104,,83,,104,,0,,0.00,,0,,1723,,
10/01/2012,2326.36,,1796046,,-3511,,1800,,109,,79,,109,,0,,0.00,,0,,1800,,
10/02/2012,2326.12,,1792805,,-3241,,1917,,354,,71,,354,,0,,0.00,,0,,1917,,
10/03/2012,2325.86,,1789302,,-3503,,2013,,330,,83,,330,,0,,0.00,,0,,2013,,
10/04/2012,2325.58,,1785538,,-3764,,1913,,86,,71,,86,,0,,0.00,,0,,1913,,
10/05/2012,2325.28,,1781504,,-4034,,1805,,-158,,71,,-158,,0,,0.00,,0,,1805,,
10/06/2012,2324.99,,1777606,,-3898,,1854,,-60,,51,,-60,,0,,0.00,,0,,1854,,
10/07/2012,2324.72,,1773992,,-3614,,1793,,-5,,24,,-5,,0,,0.00,,0,,1793,,
10/08/2012,2324.54,,1771583,,-2409,,967,,-154,,94,,-154,,0,,0.00,,0,,967,,
10/09/2012,2324.36,,1769174,,-2409,,1148,,4,,71,,4,,0,,0.00,,0,,1148,,
10/10/2012,2324.23,,1767434,,-1740,,902,,80,,55,,80,,0,,0.00,,0,,902,,
10/11/2012,2324.08,,1765426,,-2008,,974,,13,,51,,13,,0,,0.00,,0,,974,,
10/12/2012,2323.89,,1762889,,-2537,,1118,,-102,,59,,-102,,0,,0.00,,0,,1118,,
10/13/2012,2323.76,,1761157,,-1732,,939,,97,,31,,97,,0,,0.00,,0,,939,,
10/14/2012,2323.64,,1759558,,-1599,,772,,-22,,12,,-22,,0,,0.00,,0,,772,,
10/15/2012,2323.49,,1757560,,-1998,,994,,69,,82,,69,,0,,0.00,,0,,994,,
10/16/2012,2323.37,,1755961,,-1599,,901,,142,,47,,142,,0,,0.00,,0,,901,,
10/17/2012,2323.21,,1753829,,-2132,,1042,,45,,78,,45,,0,,0.00,,0,,1042,,
10/18/2012,2323.07,,1751964,,-1865,,979,,82,,43,,82,,0,,0.00,,0,,979,,
10/19/2012,2322.94,,1750235,,-1729,,860,,35,,47,,35,,0,,0.00,,0,,860,,
10/20/2012,2322.80,,1748378,,-1857,,733,,-156,,47,,-156,,0,,0.00,,0,,733,,
10/21/2012,2322.66,,1746521,,-1857,,840,,-37,,59,,-37,,0,,0.00,,0,,840,,
10/22/2012,2322.58,,1745460,,-1061,,794,,318,,59,,318,,0,,0.42,,0,,794,,
10/23/2012,2322.47,,1744001,,-1459,,886,,170,,20,,170,,0,,0.12,,0,,886,,
10/24/2012,2322.36,,1742541,,-1460,,923,,210,,23,,210,,0,,0.31,,0,,923,,
10/25/2012,2322.25,,1741082,,-1459,,871,,151,,16,,151,,0,,0.00,,0,,871,,
10/26/2012,2322.13,,1739490,,-1592,,872,,104,,35,,104,,0,,0.00,,0,,872,,
10/27/2012,2322.05,,1738429,,-1061,,787,,260,,8,,260,,0,,0.00,,0,,787,,
10/28/2012,2321.97,,1737370,,-1059,,777,,266,,23,,266,,0,,0.00,,0,,777,,
10/29/2012,2321.87,,1736049,,-1321,,790,,147,,23,,147,,0,,0.00,,0,,790,,
10/30/2012,2321.77,,1734729,,-1320,,844,,198,,19,,198,,0,,0.00,,0,,844,,
10/31/2012,2321.70,,1733805,,-924,,804,,357,,19,,357,,0,,0.00,,0,,804,,
11/01/2012,2321.63,,1732880,,-925,,826,,407,,47,,407,,0,,0.70,,0,,826,,
11/02/2012,2321.54,,1731692,,-1188,,736,,156,,19,,156,,0,,0.00,,0,,736,,
11/03/2012,2321.45,,1730503,,-1189,,816,,221,,4,,221,,0,,0.00,,0,,816,,
11/04/2012,2321.35,,1729183,,-1320,,767,,137,,35,,137,,0,,0.00,,0,,767,,
11/05/2012,2321.24,,1727730,,-1453,,884,,167,,16,,167,,0,,0.00,,0,,884,,
11/06/2012,2321.20,,1727202,,--,,259,,5,,12,,5,,0,,0.00,,0,,259,,
11/07/2012,2321.14,,1726410,,-792,,410,,15,,4,,15,,0,,0.00,,0,,410,,
11/08/2012,2320.98,,1724298,,-2112,,990,,-48,,27,,-48,,0,,0.00,,0,,990,,
11/09/2012,2320.85,,1722589,,-1709,,833,,-6,,23,,-6,,0,,0.05,,0,,833,,
11/10/2012,2320.80,,1721932,,-657,,254,,-69,,8,,-69,,0,,0.00,,0,,254,,
11/11/2012,2320.76,,1721406,,-526,,250,,8,,23,,8,,0,,0.00,,0,,250,,
11/12/2012,2320.73,,1721012,,-394,,300,,113,,12,,113,,0,,0.00,,0,,300,,
11/13/2012,2320.67,,1720223,,-789,,626,,232,,4,,232,,0,,0.08,,0,,626,,
11/14/2012,2320.61,,1719434,,-789,,528,,130,,0,,130,,0,,0.03,,0,,528,,
11/15/2012,2320.54,,1718514,,-920,,627,,175,,12,,175,,0,,0.00,,0,,627,,
11/16/2012,2320.48,,1717726,,-788,,572,,183,,8,,183,,0,,0.00,,0,,572,,
11/17/2012,2320.55,,1718646,,920,,289,,765,,12,,765,,0,,0.44,,0,,289,,
11/18/2012,2320.59,,1719172,,526,,329,,598,,4,,598,,0,,0.45,,0,,329,,
11/19/2012,2320.72,,1720880,,1708,,525,,1394,,8,,1394,,0,,0.18,,0,,525,,
11/20/2012,2321.29,,1728390,,7510,,461,,4251,,4,,4251,,0,,0.11,,0,,461,,
11/21/2012,2321.60,,1732484,,4094,,260,,2340,,16,,2340,,0,,1.15,,0,,260,,
11/22/2012,2321.69,,1733672,,1188,,329,,940,,12,,940,,0,,0.00,,0,,329,,
11/23/2012,2321.70,,1733805,,133,,615,,690,,8,,690,,0,,0.00,,0,,615,,
11/24/2012,2321.71,,1733937,,132,,344,,411,,0,,411,,0,,0.00,,0,,344,,
11/25/2012,2321.74,,1734333,,396,,226,,426,,0,,426,,0,,0.00,,0,,226,,
11/26/2012,2321.75,,1734465,,132,,365,,440,,8,,440,,0,,0.00,,0,,365,,
11/27/2012,2321.74,,1734333,,-132,,431,,372,,8,,372,,0,,0.00,,0,,431,,
11/28/2012,2321.83,,1735521,,1188,,188,,791,,4,,791,,0,,0.10,,0,,188,,
11/29/2012,2322.73,,1747449,,11928,,234,,6260,,12,,6260,,0,,0.60,,0,,234,,
11/30/2012,2324.86,,1775866,,28417,,204,,14539,,8,,14539,,0,,1.74,,0,,204,,
12/01/2012,2325.93,,1790243,,14377,,220,,7468,,0,,7468,,0,,0.39,,0,,220,,
12/02/2012,2329.24,,1835163,,44920,,219,,22866,,0,,22866,,0,,2.08,,0,,219,,
12/03/2012,2330.10,,1846939,,11776,,210,,6175,,28,,6175,,0,,0.09,,0,,210,,
12/04/2012,2331.17,,1861667,,14728,,195,,7665,,45,,7665,,0,,0.58,,0,,195,,
12/05/2012,2332.38,,1878423,,16756,,43,,8503,,12,,8503,,0,,1.70,,0,,43,,
12/06/2012,2333.00,,1887040,,8617,,169,,4517,,4,,4517,,0,,0.00,,0,,169,,
12/07/2012,2333.39,,1892489,,5449,,202,,2957,,8,,2957,,0,,0.00,,0,,202,,
12/08/2012,2333.68,,1896541,,4052,,202,,2249,,4,,2249,,0,,0.00,,0,,202,,
12/09/2012,2333.92,,1899894,,3353,,151,,1849,,8,,1849,,0,,0.00,,0,,151,,
12/10/2012,2334.13,,1902838,,2944,,165,,1661,,12,,1661,,0,,0.00,,0,,165,,
12/11/2012,2334.29,,1905085,,2247,,336,,1469,,0,,1469,,0,,0.00,,0,,336,,
12/12/2012,2334.44,,1907192,,2107,,246,,1325,,17,,1325,,0,,0.11,,0,,246,,
12/13/2012,2334.56,,1908878,,1686,,248,,1102,,4,,1102,,0,,0.00,,0,,248,,
12/14/2012,2334.68,,1910563,,1685,,220,,1070,,0,,1070,,0,,0.00,,0,,220,,
12/15/2012,2334.82,,1912530,,1967,,242,,1238,,4,,1238,,0,,0.00,,0,,242,,
12/16/2012,2335.02,,1915340,,2810,,230,,1655,,8,,1655,,0,,0.63,,0,,230,,
12/17/2012,2335.15,,1917176,,1836,,176,,1119,,17,,1119,,0,,0.86,,0,,176,,
12/18/2012,2335.24,,1918447,,1271,,244,,885,,0,,885,,0,,0.00,,0,,244,,
12/19/2012,2335.15,,1917176,,-1271,,1603,,966,,4,,966,,3,,0.00,,0,,1600,,
12/20/2012,2335.19,,1917741,,565,,1615,,1908,,8,,1908,,0,,0.02,,0,,1615,,
12/21/2012,2335.26,,1918729,,988,,995,,1493,,0,,1493,,0,,0.40,,0,,995,,
12/22/2012,2335.24,,1918447,,-282,,1581,,1451,,12,,1451,,0,,0.82,,0,,1581,,
12/23/2012,2335.30,,1919294,,847,,1583,,2018,,8,,2018,,0,,0.41,,0,,1583,,
12/24/2012,2335.24,,1918447,,-847,,1701,,1286,,12,,1286,,0,,0.38,,0,,1701,,
12/25/2012,2335.25,,1918588,,141,,1743,,1814,,0,,1814,,0,,0.14,,0,,1743,,
12/26/2012,2335.16,,1917317,,-1271,,1708,,1067,,0,,1067,,0,,0.64,,0,,1708,,
12/27/2012,2335.10,,1916470,,-847,,1423,,996,,0,,996,,0,,0.01,,0,,1423,,
12/28/2012,2335.02,,1915340,,-1130,,1508,,938,,0,,938,,0,,0.00,,0,,1508,,
12/29/2012,2334.91,,1913794,,-1546,,1494,,715,,0,,715,,0,,0.06,,0,,1494,,
12/30/2012,2334.79,,1912108,,-1686,,1736,,894,,8,,894,,0,,0.00,,0,,1736,,
12/31/2012,2334.63,,1909861,,-2247,,1831,,706,,8,,706,,0,,0.06,,0,,1831,,
01/01/2013,2334.47,,1907614,,-2247,,1849,,724,,8,,724,,0,,0.00,,0,,1849,,
01/02/2013,2334.34,,1905788,,-1826,,1670,,753,,4,,753,,0,,0.00,,0,,1670,,
01/03/2013,2334.18,,1903540,,-2248,,1769,,636,,0,,636,,0,,0.00,,0,,1769,,
01/04/2013,2334.05,,1901714,,-1826,,1724,,807,,4,,807,,0,,0.00,,0,,1724,,
01/05/2013,2334.03,,1901433,,-281,,1081,,939,,0,,939,,0,,0.00,,0,,1081,,
01/06/2013,2333.99,,1900872,,-561,,1020,,745,,8,,745,,0,,0.29,,0,,1020,,
01/07/2013,2333.95,,1900313,,-559,,1121,,839,,0,,839,,0,,0.00,,0,,1121,,
01/08/2013,2333.96,,1900453,,140,,727,,819,,21,,819,,0,,0.00,,0,,727,,
01/09/2013,2333.93,,1900034,,-419,,1123,,916,,4,,916,,0,,0.00,,0,,1123,,
01/10/2013,2333.99,,1900872,,838,,282,,704,,0,,704,,0,,0.04,,0,,282,,
01/11/2013,2334.00,,1901012,,140,,789,,885,,25,,885,,0,,0.00,,0,,789,,
01/12/2013,2334.09,,1902276,,1264,,36,,673,,0,,673,,0,,0.00,,0,,36,,
01/13/2013,2334.18,,1903540,,1264,,61,,698,,0,,698,,0,,0.00,,0,,61,,
01/14/2013,2334.23,,1904243,,703,,250,,604,,0,,604,,0,,0.00,,0,,250,,
01/15/2013,2334.26,,1904664,,421,,484,,696,,0,,696,,0,,0.00,,0,,484,,
01/16/2013,2334.35,,1905928,,1264,,48,,685,,0,,685,,0,,0.00,,0,,48,,
