date,Snow,Reservoirs,ANT,BLB,BRD,BUC,BUL,CAS,CCH,CHV,CLE,CMN,COY,DAV,DNN,DNP,DON,ENG,EXC,FOL,FRD,HID,HTH,ICH,INP,INV,ISB,KES,LEW,LON,MIL,NAT,NHG,NML,ORO,PAR,PNF,PRR,PYM,SCC,SHA,SNL,STP,TRM,TUL,UNV,WHI,WRS
12/18/03,3150041.576,"15,529,900",15266,37883,73265,17201,610246,,,216720,1763023,283552,71861,47954,3522,1461125,22093,63067,379310,502720,25700,10394,243326,29739,14015,160350,146920,21362,13867,35352,238362,7941,99936,1289797,2119608,168854,183393,,,7811,3319990,1173407,,9965,54513,166013,205063,215414
12/19/03,2986885.585,"15,542,907",15251,35650,72317,17226,609459,,,217208,1764222,284050,72672,47895,3507,1462132,22062,63135,379744,503037,25730,10435,243523,29733,13975,160530,146867,21182,14098,35384,238862,7923,99981,1291066,2122254,168580,184983,,,7880,3321443,1178261,,9333,54737,164880,205947,215753
12/20/03,2970460.539,"15,564,689",15237,34963,71521,17239,609423,,,218039,1766363,284300,73706,47925,3530,1463140,22015,62924,379946,502720,25710,10472,244523,29772,14036,161280,146813,21259,13986,35563,239331,8026,99825,1292929,2127662,168460,186096,,,7962,3321686,1184920,,8757,54343,165004,206536,216747
12/21/03,2949017.18,"15,592,329",15222,33671,70938,17246,610031,,,218707,1768371,284300,74454,47940,3522,1463140,21717,63512,380150,503355,25749,10514,245207,29788,14036,162420,146867,21116,13882,35700,240366,8045,99802,1294792,2138176,168930,187577,,,8054,3320717,1193498,,8278,53952,165477,205682,217428
12/22/03,3365472.341,"15,604,794",15200,32371,70350,17252,610317,,,218039,1769575,284050,73842,47954,3507,1465157,21365,63580,380184,503831,25730,10584,245720,29772,14029,163080,147030,20668,13918,35817,241374,7998,99780,1294962,2144390,169370,188869,,,8147,3313449,1201778,,8221,55476,164695,205594,217769
12/23/03,3423316.714,"15,617,240",15178,32782,70097,17272,609280,,,220044,1771851,284300,71036,47980,3515,1465157,20701,64425,380015,504711,25749,10641,246064,29766,14015,163620,146920,19445,13956,35933,242383,7927,99780,1296917,2148614,169590,190410,,,8240,3305725,1211248,,8515,55079,164203,204946,219210
12/24/03,3919854.105,"15,747,719",15251,39465,69178,17298,616911,,,220712,1781773,284554,72926,48010,3655,1467177,21108,66524,379947,509114,25867,10697,246580,29866,14163,165780,146920,18537,14076,36368,244315,8068,100226,1300996,2171841,170369,192452,,,8352,3346206,1221916,,8960,54887,165497,204415,226762
12/25/03,4474787.153,"15,861,032",15225,39740,68421,17435,622811,,,222383,1789033,284550,74097,48040,3671,1473249,21377,66172,383604,518784,25906,11031,248644,29888,14196,170130,148013,18780,14046,36666,247115,7737,101976,1305767,2191069,172510,197568,,,9675,3355213,1240334,,11913,54780,166385,204327,228771
12/26/03,4442504.562,"15,899,993",15200,36365,67809,17631,624902,,,222884,1792940,285050,73842,48071,3640,1474263,21182,64685,384454,522932,25896,11269,249333,29888,14183,171550,148560,19164,13941,36805,248488,7575,103039,1308327,2201010,173040,199951,,,10376,3351318,1251223,,13005,54855,166820,204798,229729
12/27/03,4417631.887,"15,926,209",15178,31176,67504,17723,625624,,,223385,1795641,285550,73842,48235,3608,1476292,20584,63557,384991,523829,25930,11386,250198,29883,14190,172600,148670,20200,13852,36880,249703,7593,103425,1310375,2208941,173160,199951,,,10737,3342311,1269262,,13632,54513,167069,204769,230260
12/28/03,5234798.162,"15,948,380",15210,25109,67150,17769,625263,,,223719,1798612,286175,69726,48395,3554,1476292,20037,63747,385101,524237,25970,11465,250890,29888,14190,173380,148505,19417,13845,36977,250669,7656,103584,1312341,2219964,173830,199951,,,10980,3337442,1286516,,14141,54120,166965,204857,230741
12/29/03,7914026.271,"16,029,250",15244,31596,66958,17822,626383,,,224053,1803744,286800,77098,48555,3710,1478323,19461,64181,385407,527253,26004,11554,251236,29877,14337,174880,148560,20060,13978,36698,251635,7880,104222,1314912,2232853,173880,206474,,,11183,3344015,1298061,,14626,53574,166488,204857,240818
12/30/03,8436198.407,"16,083,608",15229,35532,66518,17888,626057,,,224888,1805639,287550,75748,48722,3671,1479340,19030,64824,386602,530456,25985,11634,251928,29883,14330,183915,148560,21508,13698,36784,252246,8120,104908,1318425,2242469,173590,208579,,,11383,3343528,1310407,,15118,54449,166281,204356,243830
12/31/03,8609690.989,"15,731,893",15192,32230,65765,18030,626021,,,225556,1806181,288810,--,48870,3655,1481374,18895,--,387525,532514,25985,11770,252620,29894,14357,186360,148505,22007,13808,36880,253184,8181,107380,1320530,2248206,173300,210540,,,11586,3345962,1316540,,15586,55314,166303,206477,--
1/1/04,10206065.96,"16,248,539",15259,28930,65131,18173,626021,,,226392,1809301,290570,78229,49020,3757,1488512,18878,67581,392304,542031,26123,11910,253312,29933,14499,192994,148615,22526,13904,37255,254384,8641,109853,1322634,2265941,174060,213499,,,11791,3389718,1328944,,16087,57192,166303,205800,252532
1/2/04,10345184.31,"16,313,658",15237,26013,64635,19174,632322,,,226559,1812150,291830,76636,49168,3749,1492603,18540,65449,394171,550221,26123,12383,253658,29972,14512,194738,148780,20799,13941,37449,256824,8181,112409,1326334,2270911,174570,216507,,,12185,3409149,1337970,,16820,57214,165724,204356,253692
1/3/04,10296217.24,"16,343,416",15215,23421,64084,19629,632286,,,226392,1814049,292840,71103,49315,3710,1493627,18210,62377,395212,554256,26133,12634,254698,29883,14512,196091,148890,20698,13859,37524,258752,7876,113628,1329089,2277742,174530,218797,,,12528,3413598,1349888,,17351,57137,165065,204739,252048
1/4/04,10238737.69,"16,369,538",15192,22631,63725,19838,630899,,,226392,1815134,293860,68125,49465,3655,1494651,17634,60162,395801,557216,26123,12798,255046,29700,14512,197048,148780,20083,13727,37041,260429,7923,114204,1331076,2282033,174180,221020,,,12756,3415575,1366611,,17664,56696,164983,205328,249822
1/5/04,11340091.3,"16,379,245",15185,23119,63469,19971,629477,,,226726,1815541,294870,68291,49467,3624,1496702,17004,59850,396254,559246,26143,12910,255742,29462,14499,197873,148780,19864,13521,36124,261846,7742,114613,1333494,2283194,173730,222908,,,12945,3409396,1374720,,17958,56387,164244,205063,247291
1/6/04,11297123.51,"16,393,271",15178,23980,63408,20069,627438,,,226559,1815812,296400,68624,49377,3600,1497728,16154,60825,396672,559161,26143,12996,256264,29396,14492,198731,148725,20440,13963,35943,264265,8111,114902,1335568,2285865,173000,225180,,,13116,3400047,1388197,,17204,56073,163324,204533,245808
1/7/04,11264694.99,"16,419,584",15163,25317,62790,20132,626679,,,226058,1817576,297160,69041,49168,3577,1500810,15919,61790,397437,558569,26152,13082,256786,29423,14546,199523,148835,20288,14068,35954,266795,8167,115071,1337989,2292029,172360,227437,,,13302,3393407,1402726,,15790,55737,162327,205034,245570
1/8/04,10777618.62,"16,453,403",15126,27528,62240,20203,625841,,,226058,1820570,298440,69425,49065,3562,1502867,15581,62647,397961,558146,26162,13163,256786,29379,14512,200414,148890,20645,14360,35996,271194,8411,115264,1340071,2295406,171730,229409,,,13471,3391686,1417755,,14326,55401,161799,205947,245966
1/9/04,10253168.38,"16,483,498",15104,30796,61752,20252,625624,,,226225,1826293,299210,70531,48960,--,1504926,15269,63436,398240,556709,26152,13239,256612,29241,--,201965,148890,21271,14450,35321,276112,8556,115434,1342152,2301706,171020,231335,,,13635,3402015,1428442,,13178,55058,161050,205594,247743
1/10/04,9924181.047,"16,561,537",15089,34342,60893,20308,626166,,,226392,1832563,300490,71238,48860,3530,1506988,15267,63248,398798,555440,26182,13320,256438,29225,14519,203087,148945,22433,14457,35394,279193,8446,115530,1342759,2313518,170330,232396,,,13819,3415575,1443111,,11477,56159,160869,205829,248914
1/11/04,9606300.48,"16,614,463",15082,37251,59866,20358,625877,,,226559,1837627,301510,71709,48760,3515,1509052,15422,63641,399077,553833,26202,13391,256264,29225,14519,203945,149055,22414,14098,35426,283152,8566,115627,1344928,2324080,169710,233898,,,14005,3427686,1457831,,10039,55812,160064,205859,249528
1/12/04,9927099.614,"16,653,661",15075,37638,59408,20407,625191,,,226726,1842006,302540,72098,48692,3507,1511117,15100,64448,399182,553072,26192,13463,256264,29082,14519,204770,149275,22248,14061,35468,285127,8421,115676,1346926,2332200,169030,235816,,,14199,3436848,1468051,,9147,55401,159061,206360,249849
1/13/04,9709504.245,"16,689,086",15067,36166,59004,20450,624542,,,226559,1846114,303570,72402,48605,3499,1512151,14683,64739,399707,551981,26182,13534,256438,28961,14519,205463,149495,21404,14046,35479,286620,8581,115772,1349364,2339632,168380,237357,,,14388,3447032,1481601,,8453,54951,158003,205358,248834
1/14/04,9540308.441,"16,724,897",15045,34885,58489,20485,624109,,,227060,1850515,304860,71743,48515,3492,1514220,14397,64724,400092,552652,26192,13606,256090,28715,14519,206123,149714,22433,14300,35300,288995,7782,115797,1351629,2346014,167720,238985,,,14566,3457713,1490163,,8977,54481,157109,205240,247451
1/15/04,9568926.61,"16,762,152",15031,33690,57928,20578,623856,,,227227,1855741,305380,69091,48426,3492,1516291,14131,64471,400479,550975,26222,13672,255394,28498,14519,206684,149880,21829,14442,35279,291663,8205,115821,1353806,2354188,167380,240648,,,14752,3470442,1499658,,9473,54078,156693,205564,246575
1/16/04,9455751.076,"16,806,522",14994,32223,57405,20620,623063,,,227227,1860561,305890,68108,48397,3484,1518365,13820,64678,400863,549132,26232,13734,254698,28270,14512,207179,150101,21829,14255,35279,293849,8247,115869,1354154,2362500,167240,242094,,,14553,3487689,1512043,,9947,55422,156160,205446,246390
1/17/04,9366653.717,"16,849,420",14980,31908,56633,20649,622631,,,227728,1864847,306410,68558,48295,3476,1521479,13820,64639,401215,549467,26222,13795,254177,28043,14512,207707,150322,21696,14195,35321,295656,7979,115918,1356075,2366782,167090,243544,,,14095,3502242,1524577,,10397,55036,155489,205240,246575
1/18/04,9286798.486,"16,895,136",14965,32464,56004,20685,621586,,,228396,1868580,306150,68991,48190,3468,1522518,13695,64893,401389,550053,26232,13851,253658,27828,14519,208104,150377,21866,14143,35363,297754,7918,115966,1358174,2375125,167600,245139,,,13635,3516080,1537378,,10828,54599,155175,205063,246734
1/19/04,9263855.308,"16,926,413",14950,32838,55297,20713,620758,,,228730,1871898,306670,69392,48085,3468,1524598,13594,64862,401740,550389,26262,13935,253139,27598,14519,208301,150488,21532,14076,35111,300325,8144,115942,1360272,2380022,167620,246487,,,13184,3526166,1543850,,11241,54194,154470,204739,246814
1/20/04,9225346.441,"16,745,654",14928,--,54684,20656,619823,,,228897,1874393,306930,69710,47984,3468,1526680,13404,--,401494,551227,26262,13991,252274,27390,14519,208740,150710,21423,14135,34651,302518,8153,--,1362196,2384326,167560,248121,,,12726,3536772,1553575,,11629,53784,153961,205358,246602
1/21/04,9165029.394,"16,983,525",14907,32595,54315,20692,618852,,,228229,1875783,307450,69342,47850,3460,1526680,12955,64755,401529,551813,26262,14042,251582,27193,14519,208978,150820,21380,14150,34453,304174,8214,115966,1361758,2389954,167480,249618,,,12261,3542347,1563902,,12006,55910,154136,205564,245649
1/22/04,9091659.867,"17,011,258",14877,32951,54016,20713,617666,,,227728,1877172,307710,69091,47720,3452,1528764,12417,64655,401529,551813,26271,14093,251928,27166,14519,209284,150876,21538,14076,34464,304029,8129,115966,1363683,2397873,167280,251121,,,11791,3546908,1577164,,12358,55466,152579,205328,245094
1/23/04,9027046.041,"17,036,832",14885,33881,53431,20742,616229,,,227394,1878145,307970,69392,47573,3445,1530851,12197,64609,401916,552233,26271,14144,251582,27172,14526,209556,150820,21781,14068,34464,303597,7937,115918,1364209,2404606,167110,252970,,,11328,3553497,1584976,,12754,56453,151689,205417,245094
1/24/04,8973701.126,"17,062,549",14848,35100,52860,20763,614651,,,227060,1879257,308230,69743,47515,3452,1531895,11986,65047,402092,553157,26351,14195,251236,27177,14519,209828,150599,22217,14061,34485,303310,7843,115918,1366141,2410870,166930,254026,,,10855,3560855,1593035,,13082,56083,150860,205270,245147
1/25/04,8913384.079,"17,092,917",14827,36266,52252,20792,613181,,,226890,1880230,307970,70062,47428,3437,1532939,11787,65047,402022,553580,26251,14240,250717,27150,14526,210032,150765,21976,14023,34506,303489,7764,115942,1367897,2420166,167240,255370,,,10376,3567985,1604505,,13436,55650,150302,204857,245042
1/26/04,9039855.307,"17,120,232",14798,37353,51861,20813,611426,,,226720,1881342,308480,69794,47311,3421,1532939,11355,65325,401529,553326,26281,14292,250371,27135,14512,210474,150765,21417,14046,34464,305297,7800,115918,1369916,2427388,167150,257178,,,10345,3576134,1613068,,13768,55228,149269,205181,245042
1/27/04,9707882.819,"17,164,622",14798,38919,51425,20856,611211,,,226559,1882732,308740,69208,47311,3468,1535030,11035,65868,402373,554933,26351,14343,250371,27156,14566,211052,150820,21508,13941,34557,308017,8007,115990,1372286,2436490,167240,259195,,,10513,3585051,1624116,,14112,54844,148469,205829,245332
1/28/04,9653159.691,"17,196,691",14783,40876,50930,20885,610746,,,226225,1884121,309000,68341,47223,3460,1535030,10699,66728,402936,556201,26331,14395,249679,27087,14573,211256,151041,22414,13948,34318,310316,8176,116063,1374137,2441962,167170,261046,,,10672,3590937,1635191,,14443,54428,148128,205358,245438
1/29/04,9525472.394,"17,227,426",14798,42834,50424,20913,610460,,,225891,1885789,309260,68191,47078,3452,1536076,10408,66258,402901,555440,26351,14447,249160,27087,14566,211630,151152,22285,14031,34318,313874,8026,116112,1375987,2448541,167030,262759,,,10834,3594520,1647000,,14780,54015,147370,205888,245490
1/30/04,9454697.149,"17,258,105",14805,44782,49920,20935,610460,,,225556,1887878,309780,68841,47049,3452,1537123,10127,65650,403042,555102,26351,14498,248816,27103,14573,211868,150987,21811,14016,34339,316966,7965,116136,1375282,2453300,166870,264536,,,10986,3602453,1655403,,15118,55975,147294,205387,245570
1/31/04,9428267.905,"17,284,957",14805,46619,48896,20964,610925,,,225389,1890114,310040,69191,46933,3437,1538170,10340,64417,403218,554002,26341,14545,248128,27098,14573,212174,151263,22186,13859,34360,319142,8040,116160,1377133,2458799,166610,265559,,,11139,3606548,1664413,,15467,55541,147483,205446,245490
2/1/04,9414728.998,"17,312,155",14776,47806,48194,20978,610532,,,225055,1892210,310040,69626,46845,3429,1540266,10257,63808,403394,553157,26341,14591,247956,27087,14566,212548,151319,22488,13971,34360,321256,8521,116160,1378808,2464552,166930,267199,,,11294,3610904,1671182,,15806,55132,147824,205417,245570
2/2/04,9983606.31,"17,359,840",14841,50930,47780,21050,610889,,,225055,1895283,310300,72081,46961,3484,1542365,10004,64021,404275,553749,26430,14678,247612,27135,14620,214418,151596,22878,14218,34474,322930,8651,116476,1381364,2470437,167200,269169,,,11507,3625050,1673559,,16178,54887,147162,205682,248461
2/3/04,9951258.861,"17,411,965",14841,53743,47281,21201,611856,,,224721,1897798,310300,72317,46875,3476,1544465,9746,64708,405122,557301,26480,14870,246924,27145,14640,215404,151763,22607,14091,34516,325844,8581,117231,1383665,2481498,167580,270821,,,11843,3639731,1679389,,16732,54844,145939,205535,248541
2/4/04,10682278.77,"17,446,610",14841,55834,46778,21324,611426,,,224220,1900313,310040,70095,46787,3468,1545516,9451,65697,405652,560599,26410,15041,246236,27118,14640,216084,151986,22236,13874,34547,328400,8139,117792,1385524,2489384,168060,272478,,,12068,3651621,1683795,,17154,54737,145208,205594,246443
2/5/04,10580372.15,"17,481,025",14841,57710,46016,21411,610889,,,224053,1902557,310571,68558,46701,3452,1546568,9428,66062,405020,561701,26440,15136,245378,27087,14633,216696,152098,21860,13941,34402,330815,8321,118111,1386851,2498278,168054,273993,,,12255,3661184,1691068,,17555,55090,144574,205859,245808
2/6/04,10532783.3,"17,512,639",14848,59465,45533,21484,610453,,,223552,1904804,310820,68574,46614,3452,1548673,9139,66203,406183,562981,26480,15225,244694,27108,14640,217308,152209,21265,13867,34464,332406,8401,118331,1388532,2505211,167680,275511,,,12427,3669753,1695127,,17923,54770,143960,206153,246416
2/7/04,10487302.3,"17,548,734",14856,61427,44547,21542,611283,,,223051,1907052,311350,69191,46528,3460,1549726,9335,64708,406537,563579,26470,15296,244010,27087,14654,217886,152321,21152,13808,34495,334076,8311,118478,1390126,2514641,167340,276675,,,12588,3678844,1702417,,18321,54385,143960,206301,246920
2/8/04,10456495.2,"17,579,776",14856,63318,44011,21593,610711,,,222884,1908878,311080,69726,46440,3445,1551834,9100,64524,406785,563493,26460,15368,243155,27050,14654,218260,152487,20811,13808,34526,335792,8162,118650,1390836,2520485,167580,278022,,,12756,3686636,1710556,,18701,54823,143922,206360,247238
2/9/04,10415878.48,"17,600,154",14848,64395,43132,21637,609673,,,222550,1910563,311080,69743,46354,3421,1552889,9177,64662,406963,563920,26490,15440,242300,27039,14660,218600,152598,21056,14061,34547,337778,8176,118724,1390836,2523722,167680,279462,,,12914,3693679,1714271,,19068,56116,143125,205859,246946
2/10/04,10704816.59,"17,612,737",14848,64103,42401,21681,609173,,,221714,1911968,310832,69392,46239,3414,1555000,9103,64021,406465,563835,26520,15500,241450,27013,14654,218940,152710,21495,14105,34526,338661,7984,118822,1392524,2525466,167662,281027,,,13061,3699161,1717748,,19429,55498,142535,205800,246257
2/11/04,10637122.06,"17,632,399",14848,64103,41779,21717,607890,,,221046,1913794,310310,68891,46140,3406,1557114,9016,64318,406747,564176,26540,15567,240600,27028,14654,219314,152822,21872,13867,34485,339353,7988,118896,1394301,2528334,168054,282565,,,13203,3704903,1724591,,19782,54812,142313,205770,245490
2/12/04,10588965.71,"17,644,875",14848,64103,41386,21754,606685,,,220378,1915623,310832,68874,46039,3398,1559230,8731,64517,406712,564005,26530,15627,239920,27018,14654,219586,152990,22316,13801,34474,340006,7899,118945,1394656,2531204,167662,284200,,,13340,3710907,1724831,,20133,55260,140919,205682,245200
2/13/04,10535377.58,"17,660,995",14841,64249,40916,21783,605340,,,219710,1917317,311080,69158,45895,3390,1561348,8374,64831,407459,564091,26550,15676,238900,27013,14647,219926,153046,21939,13867,34485,340429,7899,118970,1395367,2533201,167200,285687,,,13483,3717451,1727836,,20483,55509,140517,205800,245332
2/14/04,10495652.64,"17,684,843",14848,65101,40125,21820,605552,,,219209,1919435,311350,69643,45780,3398,1562408,8439,63467,407708,563579,26610,15736,238224,27000,14620,220300,153102,21763,13793,34515,341506,7876,119019,1395455,2540702,166390,286935,,,13635,3725581,1731323,,20831,56083,140620,205977,245385
2/15/04,10519244.39,"17,720,664",14848,66378,39411,21849,604491,,,219042,1922541,311350,70968,45666,3390,1564529,8424,63512,407921,563323,26510,15791,237210,26991,14647,220980,153158,21580,13808,34547,342125,7876,119068,1397321,2549975,165870,288124,,,13774,3735810,1738786,,21170,55282,140718,206330,245570
2/16/04,10928330.17,"17,869,101",14957,79875,38928,21893,605295,,,218707,1933293,311610,77167,46039,3624,1565591,8542,64601,408347,564432,26619,15852,236365,27092,14789,226488,153270,23307,14360,35017,342705,8003,119166,1399634,2569978,165410,289194,,,13915,3802649,1742643,,21519,54513,142093,208224,253395
2/17/04,11007374.69,"18,337,972",15251,106386,38733,21937,618799,,,219209,1980053,311870,84662,46412,3780,1569842,8881,68082,409485,575746,26729,15944,236703,27108,14843,237044,153438,21453,14592,36060,343362,8106,119339,1400615,2647222,165870,290879,,,14076,4018145,1747468,,21994,56387,143737,226038,271692
2/18/04,11212809.36,"18,686,971",15504,112014,38543,22070,638613,,,218874,2031049,312130,86475,46556,3851,1576236,9236,70814,412162,589804,26829,16104,236703,27267,14924,242012,153718,21756,14143,36934,344445,8446,120450,1405253,2754660,166690,292292,,,14264,4119614,1751452,,22469,56300,145003,231186,280126
2/19/04,11545688.12,"18,766,274",15631,97066,38303,22299,647226,,,219042,2049836,311610,82248,46470,3843,1578372,9335,68925,413773,595142,26890,16308,236703,27182,14938,244676,153942,21696,14135,37331,344832,7862,121543,1408198,2800040,168000,293678,,,14625,4119614,1757494,,23147,55715,146107,229589,282908
2/20/04,11631137.27,"18,766,345",15713,81114,38140,22440,651719,,,218874,2058521,310820,77013,46354,3827,1578372,9206,66870,414850,592692,26950,16464,236365,27198,14944,246620,154110,22020,13956,37557,346776,8115,122141,1411869,2818827,169410,295037,,,14899,4098128,1766934,,23668,55036,146710,225758,280328
2/21/04,11642162.97,"18,736,223",15774,68462,37886,22544,654882,,,218707,2064134,310300,72723,46297,3804,1579440,9193,64242,415748,587967,26990,16596,235520,27251,14965,248060,154223,21915,13764,37708,348957,8200,122566,1414107,2831488,170620,296275,,,15155,4063386,1774207,,24169,54300,147313,220798,275587
2/22/04,11657728.65,"18,703,656",15819,60946,37845,22671,657380,,,218874,2068272,309780,70162,46154,3788,1580510,8959,64333,416469,581972,27031,16748,235184,27241,14971,249320,154335,20188,13793,37859,350603,8134,122941,1416614,2837294,171770,297857,,,15394,4022821,1787690,,24662,53595,147521,215623,270533
2/23/04,11967583.16,"18,656,530",15880,57548,37850,22828,659134,,,218540,2071228,309520,70028,46039,3764,1582650,8674,64762,417588,576865,27051,16951,234680,27140,14965,250364,154504,20428,13808,37946,352054,7800,123267,1416077,2840537,172420,299413,,,15691,3971875,1793532,,25237,55509,147257,209917,265209
