date,Snow,Reservoirs,ANT,BLB,BRD,BUC,BUL,CAS,CCH,CHV,CLE,CMN,COY,DAV,DNN,DNP,DON,ENG,EXC,FOL,FRD,HID,HTH,ICH,INP,INV,ISB,KES,LEW,LON,MIL,NAT,NHG,NML,ORO,PAR,PNF,PRR,PYM,SCC,SHA,SNL,STP,TRM,TUL,UNV,WHI,WRS
3/17/06,18611943.7,"21,212,064",23333,83449,78193,128713,760867,,187244,232740,2054841,298440,81037,60338,4087,1667862,19059,71177,677210,636658,45527,65843,237379,29783,--,275808,269919,21289,14397,48331,451435,7286,232810,2037178,2811706,192180,779764,,,20923,3827041,2016411,-9998,50668,57269,208320,209501,246046
3/18/06,18373594.08,"21,226,983",23295,83074,78160,129633,761564,,187456,231737,2053958,301000,81244,60403,4032,1669000,18219,70609,675662,640026,45611,66845,235352,29711,--,275652,270865,22223,14367,47748,456197,7688,234558,2039080,2811706,192070,783010,,,21057,3826509,2016537,-9998,51571,56718,207662,208729,246443
3/19/06,18743522.42,"21,232,688",23276,82565,78153,130078,760295,,187667,230902,2053369,303310,81469,60438,3976,1667862,17365,70477,673345,642130,45765,67636,233168,29567,--,274833,271736,21574,14038,47027,460714,7303,235667,2039191,2819230,191870,785797,,,21124,3821454,2018947,-9998,52259,56872,206594,207333,246310
3/20/06,18521954.55,"21,241,489",23258,83449,78173,130639,759968,,187818,230401,2053222,305120,81815,60438,3945,1670118,16506,70461,673500,643964,45891,68513,231158,29434,--,274170,272290,21502,14120,46274,465582,7303,237104,2040198,2817751,192350,788902,,,21225,3811913,2022755,-9998,53001,57082,206109,208046,246019
3/21/06,18336058.06,"21,246,584",23258,85334,78160,131699,759028,,187970,229399,2053516,306410,81954,60538,3913,1671234,15625,70371,672676,644147,46004,69659,229154,29258,--,274092,273161,21277,14315,45842,466365,7535,238725,2039080,2810900,192900,791857,,,21614,3799472,2029106,--,53154,58420,205288,208789,245385
3/22/06,19926514.83,"21,237,009",23239,86893,78147,132481,757353,,188122,228396,2056902,308230,81971,60538,3882,1671234,14732,70305,671804,645064,46088,70534,227160,29060,--,273819,273956,20037,13978,45015,469738,7764,239846,2040086,2807680,192840,794351,,,21734,3785703,2031649,--,52741,58319,204685,206419,244514
3/23/06,19630118.15,"21,218,978",23267,88746,78167,133231,755597,,188275,227394,2058079,309780,82300,60538,3858,1671234,13883,70273,670214,644789,46159,71121,225170,28928,--,273663,274591,21289,14091,44575,471685,7521,240571,2041204,2802856,192660,796745,,,21845,3768749,2031649,--,52330,57748,203532,206183,244488
3/24/06,19731619.42,"21,227,840",23295,90475,78186,133699,756401,,188366,226726,2062951,311610,83254,60774,3921,1670118,13063,70338,668935,643322,46442,71499,222860,28786,--,273858,275229,21696,14038,44022,472427,7751,241043,2043448,2804999,192880,799300,,,22000,3765309,2031649,--,52002,55921,202718,206801,245728
3/25/06,20670181.86,"21,353,086",23561,92541,78312,134806,754860,,188489,225556,2068568,315530,84644,61653,4055,1677941,12420,71824,673140,660375,47010,72555,221544,28748,--,274560,275948,19737,13882,43678,473730,8050,247224,2049619,2845814,194960,802748,,,22233,3781729,2031649,--,51955,58106,204012,208135,247185
3/26/06,21010681.32,"21,445,220",23561,94375,78272,136086,776151,,188611,224721,2071524,319740,85568,61925,4047,1682423,11654,71037,674375,674002,47252,73845,220724,28628,--,274989,277386,21026,14195,43266,476248,7843,250554,2052986,2861956,194660,806362,,,22687,3788617,2031649,--,52295,58352,203747,209739,248142
3/27/06,21308942.63,"21,489,185",23561,95679,78266,136627,779074,,188734,223719,2075371,324253,86318,62232,4047,1683545,10899,70864,673510,682753,47510,74473,218920,28465,--,275555,278587,19513,13904,42833,477274,7463,251298,2054675,2871618,193888,809459,,,22969,3795237,2031649,--,52259,58532,203987,210484,249181
3/28/06,22324766.02,"21,589,953",23561,95752,78299,137679,785677,,189101,222550,2083384,329310,86720,62711,4087,1689164,10236,70576,677055,692892,47856,75276,217779,28395,--,276120,281161,20907,14023,42503,481729,7683,252005,2060530,2886360,193650,820063,,,25609,3807678,2031649,--,55719,60942,204084,209709,249769
3/29/06,23347561.54,"21,686,506",23523,98867,78266,138923,792659,,190600,221380,2090513,333340,86930,62848,4055,1694797,9505,70273,679071,702053,48072,76400,216638,28205,--,276939,284073,22161,13896,41983,489971,7724,253835,2067183,2894024,193560,830426,,,28354,3821720,2031649,--,59188,58724,204036,209115,251027
3/30/06,23671522.46,"17,379,216",23495,100163,78153,138923,800039,,--,220211,--,336850,86772,63055,4047,1695925,8961,70052,679278,704800,48347,76661,215012,28017,--,277563,286104,--,--,41477,493766,7706,253947,2069900,2896080,193230,837161,,,29152,3833700,--,--,60171,58341,203507,208400,250250
3/31/06,23255059.19,"21,813,179",23485,101206,78054,138462,807264,,192511,218874,2102134,340100,88172,63364,4079,1698184,8532,71062,681507,710214,48623,77009,213554,27898,--,279942,287980,21811,14083,40649,495716,7857,255072,2074976,2898959,193540,843444,,,29608,3853948,2031649,--,60450,60132,202837,214809,251429
4/1/06,23059353.07,"21,893,614",23466,102592,77996,140104,810551,,192913,217538,2110055,343650,90084,63538,4047,1703839,8042,71367,683900,715032,48841,78131,212098,27726,--,281133,289862,21277,13859,40027,498582,7670,259183,2081889,2898274,194150,851863,,,30313,3879105,2029106,--,60870,58975,201477,218415,252074
4/2/06,22891049.05,"21,953,837",23447,102404,78022,139761,807061,,193345,216232,2117683,347480,91615,63745,4087,1704972,7640,71841,687239,710503,49236,78541,210810,27550,14755,283982,291504,20288,14135,39299,500305,7862,259752,2084269,2896354,193540,858645,,,30599,3903296,2029106,--,60730,59351,200337,220278,252236
4/3/06,22846135.55,"22,212,727",23627,107384,78568,141049,813135,,193902,215744,2126389,353260,93732,64648,4395,1728892,7889,74930,712925,729302,49839,80813,209844,27641,14897,285203,293812,21921,14330,39530,506219,7445,270239,2100072,2940452,197200,882102,,,31201,3938705,2029106,--,63641,60652,201763,221962,254367
4/4/06,22973174.28,"22,560,338",23733,105698,78819,140464,815064,,195772,217705,2134200,370610,92532,65208,4514,1782169,9561,74793,745049,768802,50462,83916,210810,27780,14944,286276,300794,20622,14240,40571,519256,7692,302179,2137540,2965324,203050,924049,,,36557,3941416,2029106,--,76843,61542,204156,222855,253665
4/5/06,23455305.3,"22,705,018",23714,102066,78482,140052,811551,,193531,218273,2141134,384320,90542,65523,4498,1811643,10564,73318,763338,780248,50954,85100,212098,27587,14931,286683,306934,20393,14278,40649,525747,7467,311058,2158102,2975091,200760,950328,,,43186,3927588,2026565,--,88296,59077,204733,223133,251483
4/6/06,23326807.29,"22,683,184",23656,97946,78812,135058,812878,,187818,217538,2147466,388360,88085,65698,4458,1823538,10504,71683,767607,764402,51314,80680,211615,27326,14870,286757,312028,20100,14061,40049,522005,7847,302933,2163321,2970763,199310,959070,,,45826,3911930,2026565,--,94692,58656,204758,222793,248408
4/7/06,23331266.21,"22,633,806",23637,95898,79328,129616,820636,,188581,216720,2153209,386230,87000,66122,4443,1828313,10478,71450,768805,749124,51706,76835,210810,27135,14768,286757,316394,21182,13859,39310,515537,7843,290250,2166104,2958780,198800,961975,,,47542,3891459,2026565,--,99322,57247,204660,222085,247291
4/8/06,22979416.77,"22,589,491",23637,94954,79467,125487,826208,,188122,216069,2160925,387360,86685,66334,4443,1833098,10653,71359,768462,737807,52024,73845,210166,26960,14687,286794,320620,21295,13911,38948,506123,7418,277571,2169010,2942808,198590,961277,,,48850,3876150,2026565,--,102631,58498,204469,221840,247371
4/9/06,23022141.35,"22,344,816",23580,94014,79487,121729,828949,,--,215093,2168657,386920,86737,66618,4419,1835494,10771,71243,766866,721134,52541,70772,209522,26775,14606,286572,324613,20340,14292,38239,496525,7291,264138,2173082,2930765,198170,958721,,,49860,3861966,2026565,--,105237,58895,204203,222177,247238
4/10/06,23929815.62,"22,499,548",23599,93618,79454,122319,831254,,185733,213953,2176855,385470,86842,66794,4403,1837893,10558,71916,765840,710407,52770,68926,208560,26549,14526,286202,328546,20147,14307,37341,486522,7625,256802,2176805,2930904,198240,956112,,,50665,3844067,2026565,--,107249,59294,204203,222793,246920
4/11/06,24185190.22,"22,536,650",23618,100535,79374,122927,832540,,185793,212977,2189340,384030,88102,67258,4395,1839093,10735,72199,764133,705403,53153,69645,207600,26292,14451,287904,332061,20048,14390,36731,475782,7508,255861,2181234,2932148,198280,952524,,,51273,3857690,2027835,--,108786,59716,203891,228556,250839
4/12/06,23986160.17,"22,706,185",23675,123247,76427,124679,833823,,186821,211535,2209504,382300,92938,67722,4411,1840294,10663,72308,762714,702819,53693,71037,206320,26016,14377,290824,335154,19599,14255,36230,465766,7454,254697,2185670,2952940,199080,947963,,,51693,3936807,2028090,--,109840,59055,204036,243804,265905
4/13/06,23678170.31,"22,733,049",23704,122420,79467,126021,835305,,187697,210698,2223006,380870,92814,68188,4443,1839093,10758,72083,760900,698895,54019,72244,205210,25736,14304,292460,338348,21915,13941,35827,455787,7575,252863,2189639,2958919,198150,943990,,,52018,3946839,2028090,--,111034,58576,204517,245392,269294
4/14/06,23193282.86,"22,704,235",23771,114310,79712,127355,837251,,188642,210210,2232853,378860,90717,68655,4538,1839093,11096,72066,760502,692892,54393,74016,204578,25632,14263,293700,341472,21562,13956,35975,446567,7616,252490,2193267,2951689,198420,941922,,,52788,3942501,2028090,-9998,113079,58464,204781,243159,267330
4/15/06,22753957.49,"22,711,933",23876,108851,79798,129090,838781,,189774,209885,2243024,378290,88838,69234,4704,1837893,11624,72108,759936,690706,54909,76835,204578,25601,14324,295340,345417,21872,14001,36134,437329,7467,253311,2197014,2953217,198710,939684,,,54514,3942230,2028090,-9998,115192,59100,204998,241000,264652
4/16/06,22465424.73,"22,785,061",23944,107192,79937,131020,842339,,190905,209396,2250287,378290,87769,69924,4832,1840294,12125,73572,761862,697938,55634,78643,204420,25798,14451,297031,349023,20014,13956,36613,428760,7706,256576,2204987,2982362,199530,937048,,,55492,3956072,2027835,-9998,116867,59385,205071,238055,262104
4/17/06,22257720.06,"22,826,745",23857,105622,79831,134252,842020,,191676,209071,2255231,379150,86807,70216,4759,1846307,12210,72887,763451,701670,54736,81647,204420,25980,14424,298278,352560,19271,13742,36038,423550,7796,260170,2211802,2995395,199060,934931,,,56485,3964518,2027835,-9998,119082,58308,204685,234181,258832
4/18/06,22197565.15,"22,818,978",23819,104480,79778,134991,842591,,192449,207932,2258175,378580,86755,70325,4673,1846307,12018,71492,762998,698607,55082,83056,203630,25726,14397,299181,355656,21574,13971,35122,416656,7728,261463,2213682,2998203,198510,930763,,,57103,3963701,2030377,-9998,120339,57848,204540,229464,255234
4/19/06,21867037.46,"22,811,055",23771,106004,79758,136019,847248,,193098,206792,2261121,377150,86912,70435,4625,1843900,11893,71293,761976,699373,55602,84113,202682,25509,14371,299912,358493,20340,13830,34256,407396,7715,261997,2214624,3002700,198130,925980,,,57549,3965336,2030377,-9998,121280,57435,204324,224305,251429
4/20/06,21412632.83,"22,809,800",23838,109706,79851,137119,849635,,193747,206141,2261276,375150,87279,70509,4625,1841495,12133,71243,760843,703584,55982,84857,202208,25365,14357,300127,361433,21176,13926,33410,398849,7661,262264,2214271,3010300,197840,921100,,,57835,3961249,2030377,-9998,122404,57837,204709,224583,247504
4/21/06,20707961.09,"22,814,321",23924,113516,79970,138019,856613,,194367,205653,2263912,372880,87559,70875,4735,1837893,12736,71111,760616,707805,56605,85009,202524,25385,--,300768,364200,20164,14008,32777,390861,7512,262340,2213564,3017066,197710,916968,,,58141,3968605,2029106,-9998,123712,58330,205843,225447,245490
4/22/06,19916299.84,"22,841,409",24136,117599,80070,138854,849635,,194929,205653,2268254,370330,88015,71315,4816,1835494,13589,71235,760276,713201,57070,84143,203472,25385,14384,300342,366606,20752,13756,32675,382788,7535,262111,2211802,3025963,197770,913130,,,58449,3972965,2029106,-9998,125116,59877,207273,225914,245622
4/23/06,19185928.5,"22,871,133",24146,122544,80023,139881,866320,,195522,205328,2272288,368070,88347,71610,4904,1831901,14197,71235,759485,716965,57279,82936,203946,25462,14404,299654,368834,20498,14083,32645,374492,7517,261882,2209922,3033887,197480,908795,,,58777,3980868,2028725,-9998,125820,60849,207857,226131,245622
4/24/06,18542384.52,"22,885,823",24184,125829,80050,140774,873973,,196053,205002,2277578,365530,88488,71980,4984,1827119,14824,71285,758014,719777,57522,82231,204104,25457,14424,299783,370976,21756,13411,32685,365745,7571,261501,2208864,3041968,197000,903463,,,58849,3986890,2028471,-9998,126635,60132,208980,226442,245517
4/25/06,17939781.55,"22,887,395",24223,125536,80063,140808,877633,,196459,204839,2281468,363290,88645,72535,5096,1822346,15796,71326,756547,723171,57846,82365,203788,25483,14472,298485,372843,20770,13653,33103,357083,7517,261006,2208394,3048926,196350,897816,,,58813,3992092,2027963,-9998,126871,58285,210303,228027,245358
4/26/06,17382578.5,"22,901,545",24301,123371,80169,140619,884405,,196959,205165,2287070,360770,88698,73057,5241,1823538,17200,71483,754631,727546,58057,82816,199680,25509,14512,297590,374715,20019,13786,34173,347711,7508,260436,2204870,3059742,195800,892745,,,58849,3992913,2027835,-9998,127253,59854,212250,233550,245147
4/27/06,16938794.21,"23,156,198",24417,121884,80389,140516,893527,,197052,206141,2295669,358820,88768,73467,5411,1823538,19726,71525,754237,733791,58090,83132,196520,25715,14586,296687,376592,22273,14120,35300,338546,7607,260208,2204282,3072585,195910,888357,,,58813,3994008,2027835,211854,127580,59602,214807,237164,245147
4/28/06,16843697.57,"23,222,053",24583,120447,80641,140739,902712,,197083,208094,2307894,357420,88768,73842,5629,1824731,23126,72543,755644,742128,58204,83418,195572,26193,14687,296300,378475,20575,14248,36869,329567,7647,260778,2203930,3090054,196600,885918,,,58813,4007695,2026565,211888,128547,60190,218521,239496,245279
4/29/06,16430801.44,"23,316,030",24739,119263,80861,141049,900804,,197146,210861,2324127,356040,88715,74330,5865,1828313,27148,73487,759485,754659,58318,83659,196363,26801,14843,296260,380645,20764,13712,38762,322967,7503,261654,2205927,3112208,197840,886139,,,59014,4030522,2026565,212087,130305,59808,222179,238855,245438
4/30/06,16057305.96,"23,428,988",24769,118815,80855,141308,899183,,197177,213302,2337753,355480,88663,74668,6053,1831901,31444,73538,764362,766500,58367,83841,197626,27486,15006,296140,382631,21483,14195,40783,327648,7833,262455,2207572,3136502,198420,888856,,,59326,4057305,2024025,212418,132703,60814,225805,238407,245570
5/1/06,15694592.97,"23,532,539",24573,121103,80774,141376,893116,,197208,215906,2348257,354930,88540,74971,6159,1836693,35870,73496,769833,778132,58384,83992,199364,27963,15162,295980,384907,21921,14300,41791,332330,7539,263258,2208864,3156703,198390,892856,,,59602,4082544,2024025,212550,135269,61354,227751,239207,245596
5/2/06,15248214.39,"23,633,477",24505,124243,80575,141342,892564,,197208,217208,2354490,354370,88435,75161,6192,1841495,40131,73369,775048,788127,58220,84068,200470,28841,15305,295860,387572,23218,13683,44194,336784,7674,263908,2210979,3173049,198060,897704,,,59843,4110403,2022882,212750,137725,59647,231468,239111,245596
5/3/06,14845776.46,"23,715,374",24407,125160,80395,141273,888614,,197208,218206,2358492,353540,88312,75349,6176,1845103,44305,73318,779077,795940,58139,84234,201576,29247,15414,295740,389958,22507,14322,45561,339315,7782,264522,2209922,3189160,198510,900889,,,59880,4140916,2021486,212883,139443,60571,233873,239079,245570
5/4/06,14076815.18,"23,782,569",24320,125118,80279,141273,891108,,197240,219209,2362175,353540,88155,75540,6143,1847511,48128,72711,782195,801146,57976,84310,201892,29523,15489,295540,391297,22143,14352,46814,339584,7819,265059,2208982,3206360,198820,902903,,,59658,4172427,2011340,213082,140561,60745,235576,238983,245543
5/5/06,13528205.69,"23,825,527",24271,124993,80202,141497,896075,,197240,219710,2366017,354090,88242,75540,6102,1849922,51686,71766,785150,804004,57927,84522,201576,29811,--,295380,391393,22168,14375,47926,338661,7866,265521,2207572,3223626,198880,902568,,,59363,4202688,1999948,213314,140998,60838,237823,238759,245517
5/6/06,13022077.56,"23,900,085",24223,125411,80123,141756,902391,,197271,220211,2370686,354090,88488,75577,6086,1852335,55419,71533,788635,805535,57765,84857,200944,30134,15646,295140,391488,22149,14098,49287,337931,7927,265867,2206280,3238714,198510,902064,,,59106,4233111,1989840,213615,141664,60838,239411,238439,245490
5/7/06,12503140.17,"23,942,753",24204,125997,80382,141998,904705,,197302,220712,2375840,353540,88768,75464,6102,1853543,58817,71459,792952,807486,57668,85115,201260,30470,15742,294940,391776,22248,14023,50638,338200,7710,266137,2204987,3251641,198150,902568,,,58777,4250529,1979120,213914,142733,60699,241008,237991,245438
5/8/06,11982013.85,"23,994,474",24175,126416,82112,142205,913217,,197334,221547,2380672,352710,88978,75425,6176,1854751,59747,71708,798286,809130,57473,85298,202682,30910,15846,294660,392352,20651,14233,51905,339622,7625,266291,2205222,3266694,197910,904248,,,58504,4264255,1969175,214314,144247,60224,243074,237164,245306
5/9/06,11284800.67,"24,039,188",24156,126795,82804,142396,915489,,197334,223719,2385198,351610,89206,75388,6151,1855959,59854,71708,803586,811594,57376,85420,205368,31359,15928,294380,393022,20422,13882,52924,342241,7715,266368,2206280,3276409,197950,906267,,,58268,4273438,1961131,214780,145922,61401,245319,237418,245253
5/10/06,10643121.34,"24,074,075",24098,127216,82892,142569,919537,,197302,226058,2388762,351330,89435,75198,6118,1855959,59961,71583,809627,812621,57215,85558,208240,31812,15969,294100,393983,20668,13911,53925,343440,7535,266406,2208042,3280450,197750,908177,,,58015,4281760,1951970,215148,147839,62001,247578,237196,245121
5/11/06,10112915.03,"24,117,130",24126,127849,83242,142725,921540,,197240,228730,2392325,351330,89593,75009,6176,1854751,60291,72024,816300,812621,57296,85771,212906,32401,16059,293780,395714,19204,13815,55320,346621,7866,266406,2210039,3284195,198150,910482,,,57692,4292393,1943449,215583,149883,62525,250019,238727,244962
5/12/06,9556198.416,"24,168,090",24156,128483,83512,142777,923266,,197208,231570,2397833,351610,89645,74858,6192,1854751,60374,72049,822714,816735,57135,86123,218105,33025,16149,293660,397065,19939,13602,56665,349231,7824,266291,2214388,3290643,198750,913017,,,57335,4304788,1930069,216152,152156,61965,252562,238887,244831
5/13/06,9072851.326,"24,225,199",24117,129120,83627,142742,927870,,197208,233575,2401414,352160,89575,74707,6241,1855959,60564,72116,829892,821384,57118,86476,223520,33669,16266,293580,398899,19288,13956,58199,352250,7746,266291,2219104,3294848,198710,916516,,,57015,4317183,1920833,216856,154880,60954,255095,238951,244725
5/14/06,8746377.201,"24,281,837",24107,129715,83775,142707,928947,,197240,230563,2405325,352160,89522,74519,6241,1858379,60630,72108,837728,826137,56926,86783,229822,34289,16377,293500,401514,19628,14427,59916,359259,7616,266252,2221815,3298004,198420,921780,,,56696,4331369,1908378,217562,158305,62525,257193,239111,244567
5/15/06,8541023.598,"24,347,969",24107,130441,83972,142690,928871,,197334,228396,2413635,352160,89452,74293,6266,1859589,60771,71916,845928,829670,57022,87045,237210,35086,16516,293380,404917,18951,13793,61597,368471,7778,266175,2227361,3300258,198550,927516,,,56397,4345559,1899676,218336,161804,62143,259816,238791,244330
5/16/06,8426956.279,"24,435,084",24088,131168,84270,142707,935845,,197397,231403,2423463,352440,89382,74254,6315,1864438,60982,71974,855057,835074,56990,87137,242471,35905,16697,293300,407548,19553,14083,63110,376157,7683,266098,2232919,3309291,198680,930478,,,56065,4359451,1889748,219147,164460,62477,262314,238919,244146
5/17/06,8241546.215,"24,521,367",24088,131683,84548,142759,936884,,197460,235105,2434794,353260,89364,74218,6512,1868080,61248,72041,864327,841232,57006,87199,246924,36611,16893,293140,411074,19898,14008,64729,382170,7629,265982,2237413,3319549,198860,934817,,,55751,4373053,1882313,220161,167259,64125,264628,238663,243909
5/18/06,7996289.319,"24,599,550",24059,132027,84724,142759,940805,,197460,239909,2444357,356310,89364,73954,6735,1872946,61435,72083,873359,846667,56974,87260,252793,37508,--,292700,413826,19226,13837,66522,390193,8007,265790,2245837,3330889,199870,939110,,,55371,4383798,1878600,221044,169419,63447,266343,238535,243698
5/19/06,7727092.067,"24,722,425",24001,132242,84813,142725,943836,,197460,244541,2456605,361050,89400,73655,6851,1879042,61405,72057,882975,855077,56877,87306,259405,38323,17315,292380,416982,19760,13734,68022,399186,7782,265521,2253563,3343168,200050,942036,,,55061,4394844,1876868,221553,172173,63277,266986,238951,243567
5/20/06,7489058.623,"24,818,865",23924,131812,84636,142707,945970,,197491,247114,2471890,366100,89505,73542,6909,1882706,60995,71899,890881,860773,56990,87322,266600,38450,17456,292013,419850,21193,14158,69371,411066,7979,265290,2259754,3354718,200070,944911,,,54719,4409401,1868587,221927,174675,63519,267658,238951,243383
5/21/06,7446861.011,"24,899,253",23857,131683,84073,142846,947252,,197554,248315,2478218,371180,89558,73356,6909,1880262,60568,71733,901551,865530,57006,87553,279814,39571,17512,291767,421738,21720,14240,70906,417131,7467,265213,2266556,3362332,199960,948194,,,54412,4419915,1870069,221995,176794,63386,267482,238823,243252
5/22/06,7383990.218,"24,991,300",23781,131597,83586,143245,947442,,197775,249516,2491090,376580,89540,73131,6868,1880262,60428,71924,907963,870938,56941,87723,291291,39819,17505,291357,423427,21164,14240,72014,428408,8366,265367,2273604,3374081,200130,949059,,,54209,4432765,1869945,221859,177426,64344,268155,239367,243068
5/23/06,7282683.522,"25,037,907",23695,131040,82629,143332,947442,,197586,250373,2496779,380580,89400,73131,6909,1877821,59496,72108,908417,878378,56669,87785,297730,40491,17428,290988,422929,22790,13543,72233,430607,7701,265290,2277079,3385249,199350,945026,,,53872,4441854,1874889,221485,177975,65068,268360,239463,242937
5/24/06,7088996.079,"25,065,037",23637,130355,82220,143263,947442,,197428,251059,2496110,382590,89364,73131,7042,1886377,59656,71674,910433,884682,56813,87831,293312,40737,17420,290537,422929,21915,--,72096,432944,7047,265098,2280194,3398284,199150,941347,,,53436,4452709,1878600,221316,179455,64295,268799,239399,242911
5/25/06,7202893.148,"25,104,645",23570,129630,82360,143158,937636,,197397,251934,2490588,383170,89259,73206,7216,1894962,59768,70971,914931,892070,56749,88048,286716,41091,17449,290168,422136,21708,13705,72343,437596,7043,264829,2283309,3409970,198590,939282,,,52970,4458869,1882313,221587,181623,63483,269357,239079,242806
5/26/06,6833483.663,"25,149,555",23523,129035,82421,143071,938959,,197365,254571,2481552,383460,89242,73131,7366,1897421,59727,71004,921152,899805,56733,88125,286716,41211,17456,289635,421340,21605,14105,72522,447197,7526,264560,2285346,3424463,198710,939454,,,52508,4462683,1885286,221758,183460,63544,269533,238599,242675
5/27/06,6443263.174,"25,191,044",23523,128780,82199,143054,938959,,197334,257032,2471557,384030,89224,73168,7500,1896191,59320,70888,925294,907796,56669,88203,292576,41211,17463,289225,420942,21128,13852,72522,457608,7710,264292,2286669,3437916,198640,939397,,,52018,4467396,1889252,222063,184231,64259,269328,238055,242570
5/28/06,6122958.575,"25,206,149",23485,128823,81569,143037,938912,,197334,258263,2460748,384030,89224,73018,7617,1893734,58882,70987,926480,913968,56669,88249,295520,41439,17414,288692,419555,21799,14023,72783,464061,7880,263985,2287270,3453270,197460,934417,,,51499,4470343,1892228,222030,183224,64538,267775,237450,242465
5/29/06,5778924.407,"25,200,972",23428,128907,81134,142985,938392,,197365,258966,2449477,383740,89171,72869,7760,1890053,58715,70847,926942,918420,56716,88311,296256,41345,17371,288364,417475,22236,13602,72550,467886,8129,263679,2286428,3464157,195780,928256,,,50888,4472996,1894710,221894,181857,65461,266285,236783,242386
5/30/06,5362550.317,"25,194,886",23390,128865,80908,142967,938014,,200583,260021,2437597,382590,89171,72535,7919,1887601,58837,70757,928724,923751,56142,88358,296808,41305,17350,288089,415105,21508,14375,72288,469924,7710,263334,2286188,3472884,195360,922574,,,50222,4471817,1895951,221859,181239,65240,265702,237069,242255
5/31/06,5031171.378,"25,186,946",23362,128780,81134,142846,937447,,197397,261076,2428708,380580,89154,72164,8130,1883929,59193,70880,932361,927571,55967,88404,299210,41412,17350,287645,412940,21392,13587,72110,472938,8003,262990,2287150,3479595,196070,919004,,,49516,4467101,1897192,221962,180686,64969,264861,238055,242125
6/1/06,4740222.697,"25,201,695",23314,128568,81616,142794,937636,,197302,263185,2421332,380017,89154,71722,8350,1883929,59559,70798,934436,932265,56046,88466,304408,41614,17399,287275,411565,21684,13734,72179,476807,7742,262646,2288231,3490384,196267,918891,,,48819,4462390,1894710,222235,180771,66132,264570,238759,241994
6/2/06,4496271.048,"25,243,622",23305,128356,82018,142794,938392,,197177,265822,2415759,380010,89119,71279,8570,1885153,59792,70699,944273,937860,56157,88513,313002,41810,17463,287275,410878,22551,13971,72632,482715,7485,262264,2292439,3502765,196110,921780,,,48116,4462390,1887268,222711,181260,65870,264947,238983,241889
6/3/06,4284261.491,"25,299,109",23267,128145,82421,142898,939101,,197052,268811,2409888,381440,89136,70911,8817,1890053,60069,70855,952053,941263,56222,88529,319601,42074,17555,286905,410976,22538,14345,72921,489262,8031,261844,2298092,3513134,196840,926834,,,47452,4461510,1889748,223359,182455,65449,266198,239271,241784
6/4/06,4100602.568,"25,365,239",23239,127891,82743,143037,940426,,197021,271531,2405488,384320,89066,70471,9064,1896191,60312,70831,961234,945222,56301,88560,328154,42374,17626,286387,411958,21995,14068,73693,496812,7880,261425,2305328,3524627,198350,934817,,,46840,4461510,1888508,224044,184296,64307,267103,238535,241654
6/5/06,3898418.853,"25,422,321",23201,127553,82965,143141,942083,,196959,274070,2400599,387780,88908,69997,9269,1904834,60337,70642,970276,948091,56620,88513,337549,42681,17562,285610,413629,21848,14330,73984,503331,7436,261006,2311365,3532672,198820,943473,,,46884,4459163,1880951,224970,185370,65585,268360,238407,241497
6/6/06,3490768.035,"25,483,821",23182,127173,83694,143245,943078,,196896,272801,2396213,391850,88733,69743,9450,1920924,60465,70757,979104,950187,56605,88497,344128,42997,17491,285203,415500,22677,14300,73970,510573,7211,260588,2319351,3533304,199020,952870,,,47212,4457989,1881323,225862,185543,65166,269945,237609,241392
6/7/06,3393831.082,"25,527,085",23144,126753,84595,143315,943931,,196834,271531,2391677,396230,88540,69597,9570,1939620,60267,70699,986673,952615,55792,88342,345874,43231,17456,284759,416785,22118,14038,74316,516711,6877,260132,2325050,3530620,199080,960289,,,47512,4456229,1878724,226482,185284,65982,271183,237418,241210
6/8/06,3306063.293,"25,548,432",23107,126416,84398,143384,944026,,196771,271350,2387466,400040,88382,69560,9587,1954678,59965,70543,993053,953828,55887,88265,345292,43383,17449,284315,416884,22695,13543,74552,519500,7202,259714,2335618,3526676,198820,965526,,,47783,4451242,1868957,227104,184919,65795,271803,237927,241027
6/9/06,3188663.943,"25,554,273",23078,126039,84337,143471,942888,,196740,271713,2381799,402990,88260,69487,9552,1966032,59764,70568,998341,954270,55808,88234,343352,43466,17498,283871,416785,22564,14038,74413,520823,8176,259259,2341221,3522736,198510,971014,,,48010,4447428,1859085,227483,184575,65957,272662,237132,240844
6/10/06,3005459.019,"25,550,030",23059,125495,84602,143401,941799,,196709,272075,2374874,404460,88172,69342,9544,1976166,59496,70371,1001620,956042,54721,88094,340444,43480,17562,283390,416192,22211,14143,74081,520676,7909,258766,2345972,3520688,198590,974761,,,48222,4443027,1850585,227793,184231,65572,273613,237418,240662
6/11/06,2827288.623,"25,544,398",23031,125035,84976,143263,940047,,196646,271713,2368915,404760,88102,69270,9544,1985067,59373,71111,1004279,957928,54815,87955,336970,43446,17640,282872,415204,22427,14390,73984,519500,7629,258275,2350004,3519271,198710,977283,,,48390,4438627,1844679,228036,183931,65166,274088,237514,240532
6/12/06,2644197.199,"22,642,891",23022,124535,85677,143106,937259,,196615,--,2361694,403879,88067,69162,9535,--,59373,71467,1005030,957706,54909,87831,--,43557,17647,--,414122,22334,14554,73873,519060,7719,257821,2352448,3516280,198318,980045,,,48086,4433933,1835711,228244,183760,65277,274178,236656,240401
