Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,SPILL , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,CFS, ,
05/31/2011,752.94,,195396,,-31,,59,,68,,0.00,,0,,
06/01/2011,752.92,,195336,,-60,,75,,71,,0.00,,0,,
06/02/2011,752.89,,195245,,-91,,74,,44,,0.00,,0,,
06/03/2011,752.88,,195215,,-30,,74,,86,,0.00,,0,,
06/04/2011,752.86,,195154,,-61,,79,,72,,0.00,,0,,
06/05/2011,752.85,,195124,,-30,,55,,28,,0.14,,0,,
06/06/2011,752.88,,195215,,91,,45,,66,,0.20,,0,,
06/07/2011,752.89,,195245,,30,,47,,87,,0.00,,0,,
06/08/2011,752.91,,195306,,61,,39,,94,,0.00,,0,,
06/09/2011,752.92,,195336,,30,,38,,75,,0.00,,0,,
06/10/2011,752.93,,195366,,30,,41,,77,,0.00,,0,,
06/11/2011,752.92,,195336,,-30,,43,,49,,0.00,,0,,
06/12/2011,752.92,,195336,,0,,44,,65,,0.00,,0,,
06/13/2011,752.91,,195306,,-30,,45,,55,,0.00,,0,,
06/14/2011,752.91,,195306,,0,,61,,88,,0.00,,0,,
06/15/2011,752.89,,195245,,-61,,52,,52,,0.00,,0,,
06/16/2011,752.87,,195185,,-60,,59,,60,,0.00,,0,,
06/17/2011,752.85,,195124,,-61,,59,,51,,0.00,,0,,
06/18/2011,752.84,,195094,,-30,,54,,63,,0.00,,0,,
06/19/2011,752.82,,195033,,-61,,48,,44,,0.00,,0,,
06/20/2011,752.81,,195003,,-30,,45,,51,,0.00,,0,,
06/21/2011,752.80,,194973,,-30,,54,,70,,0.00,,0,,
06/22/2011,752.77,,194882,,-91,,59,,40,,0.00,,0,,
06/23/2011,752.74,,194791,,-91,,58,,40,,0.00,,0,,
06/24/2011,752.72,,194731,,-60,,50,,51,,0.00,,0,,
06/25/2011,752.69,,194640,,-91,,46,,20,,0.00,,0,,
06/26/2011,752.66,,194549,,-91,,43,,17,,0.00,,0,,
06/27/2011,752.63,,194458,,-91,,43,,10,,0.00,,0,,
06/28/2011,752.60,,194368,,-90,,63,,42,,0.00,,0,,
06/29/2011,752.55,,194216,,-152,,65,,14,,0.00,,0,,
06/30/2011,752.50,,194065,,-151,,64,,16,,0.00,,0,,
07/01/2011,752.46,,193944,,-121,,64,,33,,0.00,,0,,
07/02/2011,752.42,,193823,,-121,,66,,37,,0.00,,0,,
07/03/2011,752.37,,193672,,-151,,64,,26,,0.00,,0,,
07/04/2011,752.34,,193581,,-91,,41,,32,,0.00,,0,,
07/05/2011,752.30,,193460,,-121,,58,,35,,0.00,,0,,
07/06/2011,752.26,,193339,,-121,,59,,32,,0.00,,0,,
07/07/2011,752.21,,193187,,-152,,68,,31,,0.00,,0,,
07/08/2011,752.15,,193006,,-181,,69,,16,,0.00,,0,,
07/09/2011,752.10,,192855,,-151,,70,,29,,0.00,,0,,
07/10/2011,752.04,,192673,,-182,,58,,-3,,0.00,,0,,
07/11/2011,751.99,,192522,,-151,,56,,8,,0.00,,0,,
07/12/2011,751.94,,192374,,-148,,68,,19,,0.00,,0,,
07/13/2011,751.91,,192285,,-89,,66,,44,,0.00,,0,,
07/14/2011,751.84,,192076,,-209,,60,,-18,,0.00,,0,,
07/15/2011,751.80,,191958,,-118,,49,,16,,0.00,,0,,
07/16/2011,--,,--,,--,,--,,--,,--,,--,,
07/17/2011,751.73,,191750,,--,,51,,16,,0.00,,0,,
07/18/2011,751.70,,191660,,-90,,52,,36,,0.00,,0,,
07/19/2011,751.66,,191542,,-118,,61,,32,,0.00,,0,,
07/20/2011,751.61,,191393,,-149,,69,,26,,0.00,,0,,
07/21/2011,751.56,,191244,,-149,,66,,24,,0.00,,0,,
07/22/2011,751.52,,191125,,-119,,61,,28,,0.00,,0,,
07/23/2011,751.49,,191036,,-89,,40,,21,,0.00,,0,,
07/24/2011,751.46,,190947,,-89,,44,,26,,0.00,,0,,
07/25/2011,751.42,,190828,,-119,,42,,13,,0.00,,0,,
07/26/2011,751.38,,190709,,-119,,63,,29,,0.00,,0,,
07/27/2011,751.32,,190531,,-178,,68,,9,,0.00,,0,,
07/28/2011,751.26,,190353,,-178,,68,,6,,0.00,,0,,
07/29/2011,751.22,,190234,,-119,,61,,31,,0.00,,0,,
07/30/2011,751.17,,190085,,-149,,56,,9,,0.00,,0,,
07/31/2011,751.12,,189937,,-148,,51,,1,,0.00,,0,,
08/01/2011,751.09,,189847,,-90,,44,,23,,0.00,,0,,
08/02/2011,751.03,,189669,,-178,,65,,5,,0.00,,0,,
08/03/2011,750.97,,189492,,-177,,66,,8,,0.00,,0,,
08/04/2011,750.91,,189315,,-177,,67,,5,,0.00,,0,,
08/05/2011,750.85,,189138,,-177,,66,,5,,0.00,,0,,
08/06/2011,750.79,,188962,,-176,,66,,4,,0.00,,0,,
08/07/2011,750.75,,188844,,-118,,54,,22,,0.00,,0,,
08/08/2011,750.70,,188697,,-147,,50,,3,,0.00,,0,,
08/09/2011,750.64,,188520,,-177,,64,,2,,0.00,,0,,
08/10/2011,750.59,,188373,,-147,,51,,3,,0.00,,0,,
08/11/2011,750.54,,188226,,-147,,50,,1,,0.00,,0,,
08/12/2011,750.50,,188108,,-118,,50,,13,,0.00,,0,,
08/13/2011,750.45,,187961,,-147,,62,,15,,0.00,,0,,
08/14/2011,750.40,,187814,,-147,,63,,15,,0.00,,0,,
08/15/2011,750.35,,187666,,-148,,46,,0,,0.00,,0,,
08/16/2011,750.29,,187490,,-176,,63,,8,,0.00,,0,,
08/17/2011,750.24,,187343,,-147,,54,,9,,0.00,,0,,
08/18/2011,750.18,,187166,,-177,,67,,6,,0.00,,0,,
08/19/2011,750.12,,186989,,-177,,68,,7,,0.00,,0,,
08/20/2011,750.06,,186813,,-176,,40,,-23,,0.00,,0,,
08/21/2011,750.00,,186636,,-177,,62,,-8,,0.00,,0,,
08/22/2011,749.96,,186519,,-117,,36,,1,,0.00,,0,,
08/23/2011,749.92,,186402,,-117,,60,,23,,0.00,,0,,
08/24/2011,749.87,,186256,,-146,,56,,6,,0.00,,0,,
08/25/2011,749.82,,186110,,-146,,65,,18,,0.00,,0,,
08/26/2011,749.76,,185935,,-175,,67,,1,,0.00,,0,,
08/27/2011,749.70,,185759,,-176,,70,,-7,,0.00,,0,,
08/28/2011,749.65,,185613,,-146,,50,,2,,0.00,,0,,
08/29/2011,749.62,,185526,,-87,,40,,19,,0.00,,0,,
08/30/2011,749.56,,185350,,-176,,66,,-1,,0.00,,0,,
08/31/2011,749.50,,185175,,-175,,71,,3,,0.00,,0,,
09/01/2011,749.44,,185000,,-175,,66,,-2,,0.00,,0,,
09/02/2011,749.38,,184824,,-176,,62,,-5,,0.00,,0,,
09/03/2011,749.33,,184678,,-146,,48,,-3,,0.00,,0,,
09/04/2011,749.28,,184532,,-146,,54,,4,,0.00,,0,,
09/05/2011,749.24,,184415,,-117,,42,,6,,0.00,,0,,
09/06/2011,749.19,,184269,,-146,,57,,4,,0.00,,0,,
09/07/2011,749.14,,184123,,-146,,69,,23,,0.00,,0,,
09/08/2011,749.08,,183948,,-175,,72,,15,,0.00,,0,,
09/09/2011,749.00,,183714,,-234,,67,,-21,,0.00,,0,,
09/10/2011,748.94,,183540,,-174,,66,,-2,,0.00,,0,,
09/11/2011,748.90,,183424,,-116,,60,,16,,0.00,,0,,
09/12/2011,748.87,,183337,,-87,,37,,17,,0.00,,0,,
09/13/2011,748.81,,183163,,-174,,61,,-5,,0.00,,0,,
09/14/2011,748.75,,182989,,-174,,67,,5,,0.00,,0,,
09/15/2011,748.70,,182843,,-146,,68,,8,,0.00,,0,,
09/16/2011,748.66,,182727,,-116,,45,,6,,0.00,,0,,
09/17/2011,748.61,,182582,,-145,,44,,-13,,0.00,,0,,
09/18/2011,748.58,,182495,,-87,,44,,13,,0.00,,0,,
09/19/2011,748.55,,182408,,-87,,51,,20,,0.00,,0,,
09/20/2011,748.50,,182263,,-145,,54,,9,,0.00,,0,,
09/21/2011,748.45,,182118,,-145,,58,,1,,0.00,,0,,
09/22/2011,748.40,,181973,,-145,,49,,-3,,0.00,,0,,
09/23/2011,748.36,,181857,,-116,,43,,1,,0.00,,0,,
09/24/2011,748.33,,181770,,-87,,48,,28,,0.00,,0,,
09/25/2011,748.28,,181625,,-145,,54,,-4,,0.00,,0,,
09/26/2011,748.24,,181508,,-117,,37,,-7,,0.00,,0,,
09/27/2011,748.19,,181363,,-145,,55,,2,,0.00,,0,,
09/28/2011,748.15,,181247,,-116,,56,,19,,0.00,,0,,
09/29/2011,748.10,,181102,,-145,,53,,-0,,0.00,,0,,
09/30/2011,748.06,,180986,,-116,,41,,-2,,0.00,,0,,
10/01/2011,748.02,,180870,,-116,,34,,-6,,0.00,,0,,
10/02/2011,747.98,,180754,,-116,,50,,10,,0.00,,0,,
10/03/2011,747.94,,180639,,-115,,34,,-6,,0.00,,0,,
10/04/2011,747.89,,180495,,-144,,57,,-9,,0.04,,0,,
10/05/2011,747.87,,180437,,-58,,28,,-10,,0.14,,0,,
10/06/2011,747.85,,180380,,-57,,30,,-25,,0.28,,0,,
10/07/2011,747.82,,180293,,-87,,40,,11,,0.00,,0,,
10/08/2011,747.78,,180178,,-115,,29,,-14,,0.00,,0,,
10/09/2011,747.75,,180092,,-86,,29,,-0,,0.00,,0,,
10/10/2011,747.72,,180005,,-87,,38,,11,,0.00,,0,,
10/11/2011,747.68,,179890,,-115,,38,,-9,,0.00,,0,,
10/12/2011,747.66,,179832,,-58,,31,,21,,0.00,,0,,
10/13/2011,747.62,,179717,,-115,,57,,17,,0.00,,0,,
10/14/2011,747.57,,179573,,-144,,67,,18,,0.00,,0,,
10/15/2011,747.51,,179400,,-173,,58,,-12,,0.00,,0,,
10/16/2011,747.47,,179285,,-115,,49,,5,,0.00,,0,,
10/17/2011,747.44,,179199,,-86,,38,,10,,0.00,,0,,
10/18/2011,747.39,,179055,,-144,,54,,-9,,0.01,,0,,
10/19/2011,747.35,,178939,,-116,,47,,-0,,0.00,,0,,
10/20/2011,747.31,,178824,,-115,,51,,3,,0.00,,0,,
10/21/2011,747.26,,178680,,-144,,52,,-11,,0.00,,0,,
10/22/2011,747.24,,178622,,-58,,45,,26,,0.00,,0,,
10/23/2011,747.21,,178536,,-86,,45,,19,,0.00,,0,,
10/24/2011,747.16,,178392,,-144,,34,,-22,,0.00,,0,,
10/25/2011,747.11,,178248,,-144,,55,,-7,,0.00,,0,,
10/26/2011,747.08,,178161,,-87,,38,,0,,0.00,,0,,
10/27/2011,747.05,,178075,,-86,,53,,23,,0.00,,0,,
10/28/2011,746.99,,177902,,-173,,53,,-18,,0.00,,0,,
10/29/2011,746.94,,177759,,-143,,56,,1,,0.00,,0,,
10/30/2011,746.90,,177645,,-114,,52,,9,,0.00,,0,,
10/31/2011,746.85,,177502,,--,,40,,-19,,0.00,,0,,
11/01/2011,746.80,,177359,,-143,,31,,-29,,0.00,,0,,
11/02/2011,746.76,,177245,,-114,,47,,-0,,0.00,,0,,
11/03/2011,746.72,,177130,,-115,,68,,25,,0.00,,0,,
11/04/2011,746.68,,177016,,-114,,47,,-9,,0.08,,0,,
11/05/2011,746.63,,176873,,-143,,45,,-22,,0.02,,0,,
11/06/2011,746.59,,176759,,-114,,56,,-35,,0.30,,0,,
11/07/2011,746.55,,176644,,-115,,44,,-5,,0.02,,0,,
11/08/2011,746.51,,176530,,-114,,40,,-14,,0.00,,0,,
11/09/2011,746.48,,176444,,-86,,39,,3,,0.00,,0,,
11/10/2011,746.44,,176330,,-114,,27,,-21,,0.00,,0,,
11/11/2011,746.42,,176273,,-57,,25,,10,,0.00,,0,,
11/12/2011,746.46,,176387,,114,,26,,-30,,1.03,,0,,
11/13/2011,746.44,,176330,,-57,,31,,7,,0.01,,0,,
11/14/2011,746.41,,176244,,-86,,31,,-7,,0.00,,0,,
11/15/2011,746.38,,176158,,-86,,39,,-3,,0.01,,0,,
11/16/2011,746.36,,176101,,-57,,34,,12,,0.00,,0,,
11/17/2011,746.33,,176015,,-86,,35,,-1,,0.01,,0,,
11/18/2011,746.31,,175958,,-57,,32,,8,,0.00,,0,,
11/19/2011,746.28,,175873,,-85,,31,,-5,,0.00,,0,,
11/20/2011,--,,--,,--,,--,,--,,--,,--,,
11/21/2011,746.34,,176044,,--,,26,,9,,0.53,,0,,
11/22/2011,746.32,,175987,,-57,,28,,-1,,0.00,,0,,
11/23/2011,746.30,,175930,,-57,,28,,3,,0.00,,0,,
11/24/2011,746.29,,175901,,-29,,27,,18,,0.00,,0,,
11/25/2011,746.26,,175815,,-86,,27,,-10,,0.00,,0,,
11/26/2011,746.23,,175730,,-85,,33,,-2,,0.00,,0,,
11/27/2011,746.21,,175672,,-58,,33,,14,,0.00,,0,,
11/28/2011,746.18,,175587,,-85,,37,,-1,,0.00,,0,,
11/29/2011,746.16,,175529,,-58,,41,,14,,0.00,,0,,
11/30/2011,746.14,,175472,,-57,,38,,6,,0.01,,0,,
12/01/2011,746.09,,175329,,-143,,25,,-38,,0.00,,0,,
12/02/2011,746.08,,175301,,-28,,26,,21,,0.00,,0,,
12/03/2011,746.04,,175186,,-115,,30,,-21,,0.00,,0,,
12/04/2011,746.03,,175158,,-28,,27,,21,,0.00,,0,,
12/05/2011,745.99,,175044,,-114,,25,,-24,,0.00,,0,,
12/06/2011,745.97,,174987,,-57,,36,,13,,0.00,,0,,
12/07/2011,745.94,,174902,,-85,,39,,-1,,0.00,,0,,
12/08/2011,745.91,,174817,,-85,,39,,5,,0.00,,0,,
12/09/2011,745.86,,174675,,-142,,38,,-32,,0.00,,0,,
12/10/2011,745.84,,174618,,-57,,43,,19,,0.00,,0,,
12/11/2011,745.81,,174533,,-85,,47,,10,,0.00,,0,,
12/12/2011,745.79,,174477,,-56,,39,,-4,,0.14,,0,,
12/13/2011,745.78,,174448,,-29,,25,,-2,,0.12,,0,,
12/14/2011,745.76,,174392,,-56,,29,,7,,0.00,,0,,
12/15/2011,745.74,,174335,,-57,,29,,-0,,0.01,,0,,
12/16/2011,745.72,,174278,,-57,,23,,-7,,0.03,,0,,
12/17/2011,745.71,,174250,,-28,,21,,10,,0.00,,0,,
12/18/2011,745.69,,174193,,-57,,21,,-4,,0.01,,0,,
12/19/2011,745.67,,174136,,-57,,26,,2,,0.00,,0,,
12/20/2011,745.65,,174080,,-56,,38,,-1,,0.04,,0,,
12/21/2011,745.62,,173995,,-85,,35,,-11,,0.00,,0,,
12/22/2011,745.60,,173938,,-57,,32,,6,,0.00,,0,,
12/23/2011,745.58,,173881,,-57,,39,,18,,0.00,,0,,
12/24/2011,745.55,,173796,,-85,,39,,1,,0.00,,0,,
12/25/2011,745.52,,173711,,-85,,39,,6,,0.00,,0,,
12/26/2011,745.48,,173598,,-113,,39,,-14,,0.00,,0,,
12/27/2011,745.46,,173541,,-57,,43,,18,,0.00,,0,,
12/28/2011,745.41,,173399,,-142,,44,,-10,,0.00,,0,,
12/29/2011,745.39,,173343,,-56,,45,,23,,0.00,,0,,
12/30/2011,745.36,,173258,,-85,,46,,7,,0.00,,0,,
12/31/2011,745.32,,173144,,-114,,49,,-5,,0.00,,0,,
01/01/2012,745.29,,173059,,--,,50,,13,,0.00,,0,,
01/02/2012,745.26,,172974,,--,,33,,-2,,0.00,,0,,
01/03/2012,745.24,,172917,,--,,38,,16,,0.00,,0,,
01/04/2012,745.22,,172861,,--,,41,,18,,0.00,,0,,
01/05/2012,--,,--,,--,,--,,--,,--,,--,,
01/06/2012,745.15,,172662,,--,,48,,-2,,0.00,,0,,
01/07/2012,745.11,,172549,,--,,54,,-1,,0.00,,0,,
01/08/2012,745.08,,172464,,--,,52,,17,,0.00,,0,,
01/09/2012,745.04,,172350,,--,,43,,-6,,0.00,,0,,
01/10/2012,745.00,,172237,,--,,47,,-2,,0.00,,0,,
01/11/2012,744.98,,172181,,--,,49,,26,,0.00,,0,,
01/12/2012,744.94,,172069,,-112,,48,,-4,,0.00,,0,,
01/13/2012,744.90,,171956,,-113,,51,,2,,0.00,,0,,
01/14/2012,744.86,,171844,,-112,,51,,1,,0.00,,0,,
01/15/2012,744.82,,171732,,-112,,55,,7,,0.00,,0,,
01/16/2012,744.78,,171619,,-113,,44,,-9,,0.00,,0,,
01/17/2012,--,,--,,--,,--,,--,,--,,--,,
01/18/2012,744.71,,171423,,--,,46,,-4,,0.00,,0,,
01/19/2012,744.67,,171310,,-113,,48,,-4,,0.00,,0,,
01/20/2012,744.64,,171226,,-84,,48,,10,,0.00,,0,,
01/21/2012,744.69,,171367,,141,,35,,-2,,0.96,,0,,
01/22/2012,744.68,,171338,,-29,,27,,17,,0.02,,0,,
01/23/2012,744.69,,171367,,29,,26,,27,,0.15,,0,,
01/24/2012,744.71,,171423,,56,,32,,-1,,0.45,,0,,
01/25/2012,744.71,,171423,,0,,28,,32,,0.00,,0,,
01/26/2012,744.70,,171395,,-28,,28,,25,,0.00,,0,,
01/27/2012,744.66,,171282,,-113,,48,,-0,,0.00,,0,,
01/28/2012,744.65,,171254,,-28,,28,,22,,0.00,,0,,
01/29/2012,744.64,,171226,,-28,,25,,19,,0.00,,0,,
01/30/2012,744.62,,171170,,-56,,31,,13,,0.00,,0,,
01/31/2012,744.59,,171086,,-84,,35,,-5,,0.00,,0,,
02/01/2012,744.56,,171001,,-85,,36,,-1,,0.00,,0,,
02/02/2012,744.54,,170945,,-56,,45,,24,,0.00,,0,,
02/03/2012,744.50,,170833,,-112,,46,,-3,,0.00,,0,,
02/04/2012,744.48,,170777,,-56,,39,,21,,0.00,,0,,
02/05/2012,744.45,,170693,,-84,,34,,4,,0.00,,0,,
02/06/2012,744.44,,170665,,-28,,29,,24,,0.00,,0,,
02/07/2012,744.41,,170580,,-85,,42,,6,,0.05,,0,,
02/08/2012,744.39,,170524,,-56,,28,,-16,,0.17,,0,,
02/09/2012,744.37,,170468,,-56,,33,,13,,0.00,,0,,
02/10/2012,744.32,,170328,,-140,,44,,-16,,0.00,,0,,
02/11/2012,744.30,,170271,,-57,,47,,21,,0.05,,0,,
02/12/2012,744.26,,170159,,-112,,53,,7,,0.00,,0,,
02/13/2012,744.23,,170075,,-84,,37,,2,,0.00,,0,,
02/14/2012,744.21,,170019,,-56,,48,,19,,0.08,,0,,
02/15/2012,744.17,,169906,,-113,,39,,-10,,0.00,,0,,
02/16/2012,744.16,,169878,,-28,,38,,26,,0.05,,0,,
02/17/2012,744.12,,169766,,-112,,38,,-9,,0.00,,0,,
02/18/2012,744.09,,169682,,-84,,38,,4,,0.00,,0,,
02/19/2012,744.06,,169597,,-85,,46,,12,,0.00,,0,,
02/20/2012,744.02,,169485,,-112,,51,,5,,0.00,,0,,
02/21/2012,743.99,,169401,,-84,,50,,16,,0.00,,0,,
02/22/2012,743.96,,169318,,-83,,44,,9,,0.00,,0,,
02/23/2012,743.92,,169207,,-111,,37,,-5,,0.00,,0,,
02/24/2012,743.90,,169151,,-56,,45,,32,,0.00,,0,,
02/25/2012,743.86,,169040,,-111,,54,,12,,0.01,,0,,
02/26/2012,743.82,,168929,,-111,,53,,13,,0.00,,0,,
02/27/2012,743.79,,168846,,-83,,35,,4,,0.00,,0,,
02/28/2012,743.77,,168791,,-55,,35,,6,,0.02,,0,,
02/29/2012,743.74,,168707,,-84,,43,,9,,0.00,,0,,
03/01/2012,743.70,,168596,,-111,,50,,-8,,0.02,,0,,
03/02/2012,743.66,,168485,,-111,,55,,10,,0.00,,0,,
03/03/2012,743.63,,168402,,-83,,59,,28,,0.00,,0,,
03/04/2012,743.59,,168291,,-111,,47,,6,,0.00,,0,,
03/05/2012,743.55,,168180,,-111,,48,,10,,0.00,,0,,
03/06/2012,743.50,,168041,,-139,,53,,-4,,0.00,,0,,
03/07/2012,743.47,,167958,,-83,,54,,28,,0.00,,0,,
03/08/2012,743.42,,167819,,-139,,54,,-3,,0.00,,0,,
03/09/2012,743.38,,167708,,-111,,57,,17,,0.00,,0,,
03/10/2012,743.32,,167541,,-167,,63,,-2,,0.00,,0,,
03/11/2012,743.27,,167403,,-138,,62,,4,,0.00,,0,,
03/12/2012,743.24,,167319,,-84,,45,,16,,0.00,,0,,
03/13/2012,743.20,,167208,,--,,55,,13,,0.00,,0,,
03/14/2012,743.17,,167125,,--,,44,,16,,0.00,,0,,
03/15/2012,743.14,,167042,,--,,41,,13,,0.00,,0,,
03/16/2012,743.11,,166958,,--,,40,,9,,0.01,,0,,
03/17/2012,743.26,,167375,,--,,35,,79,,1.55,,0,,
03/18/2012,743.32,,167541,,--,,26,,31,,0.73,,0,,
03/19/2012,743.32,,167541,,0,,32,,29,,0.07,,0,,
03/20/2012,743.29,,167458,,-83,,45,,8,,0.00,,0,,
03/21/2012,743.27,,167403,,-55,,45,,23,,0.00,,0,,
03/22/2012,743.26,,167375,,-28,,39,,35,,0.00,,0,,
03/23/2012,743.24,,167319,,-56,,33,,14,,0.00,,0,,
03/24/2012,743.23,,167291,,-28,,37,,34,,0.00,,0,,
03/25/2012,743.27,,167403,,112,,31,,-3,,0.92,,0,,
03/26/2012,743.30,,167486,,83,,25,,35,,0.32,,0,,
03/27/2012,743.30,,167486,,0,,30,,39,,0.00,,0,,
03/28/2012,743.29,,167458,,-28,,29,,28,,0.00,,0,,
03/29/2012,743.28,,167430,,-28,,27,,21,,0.01,,0,,
03/30/2012,743.27,,167403,,-27,,26,,28,,0.00,,0,,
03/31/2012,743.27,,167403,,0,,27,,43,,0.00,,0,,
04/01/2012,743.25,,167347,,-56,,24,,-26,,0.25,,0,,
04/02/2012,743.25,,167347,,0,,33,,51,,0.00,,0,,
04/03/2012,743.22,,167264,,-83,,32,,8,,0.00,,0,,
04/04/2012,743.19,,167180,,-84,,36,,10,,0.00,,0,,
04/05/2012,743.17,,167125,,-55,,39,,32,,0.00,,0,,
04/06/2012,743.13,,167014,,-111,,39,,6,,0.00,,0,,
04/07/2012,743.11,,166958,,-56,,35,,23,,0.00,,0,,
04/08/2012,743.07,,166847,,-111,,32,,-6,,0.00,,0,,
04/09/2012,743.05,,166792,,-55,,36,,27,,0.00,,0,,
04/10/2012,743.03,,166736,,-56,,39,,30,,0.00,,0,,
04/11/2012,743.11,,166958,,222,,32,,6,,1.29,,0,,
04/12/2012,743.13,,167014,,56,,22,,38,,0.14,,0,,
04/13/2012,743.20,,167208,,194,,21,,54,,0.61,,0,,
04/14/2012,743.33,,167569,,361,,18,,148,,0.48,,0,,
04/15/2012,743.37,,167680,,111,,19,,89,,0.00,,0,,
04/16/2012,743.40,,167763,,83,,19,,76,,0.00,,0,,
04/17/2012,743.42,,167819,,56,,22,,69,,0.00,,0,,
04/18/2012,743.42,,167819,,0,,21,,40,,0.00,,0,,
04/19/2012,743.41,,167791,,-28,,21,,27,,0.00,,0,,
04/20/2012,743.37,,167680,,-111,,27,,-3,,0.00,,0,,
04/21/2012,743.42,,167819,,139,,29,,122,,0.00,,0,,
04/22/2012,743.40,,167763,,-56,,34,,30,,0.00,,0,,
04/23/2012,743.39,,167736,,-27,,24,,28,,0.01,,0,,
04/24/2012,743.39,,167736,,0,,22,,35,,0.00,,0,,
04/25/2012,743.38,,167708,,-28,,23,,16,,0.03,,0,,
04/26/2012,743.39,,167736,,28,,22,,19,,0.23,,0,,
04/27/2012,743.38,,167708,,-28,,23,,-3,,0.17,,0,,
04/28/2012,743.38,,167708,,0,,23,,28,,0.00,,0,,
04/29/2012,743.36,,167652,,-56,,23,,19,,0.00,,0,,
04/30/2012,743.34,,167597,,-55,,22,,14,,0.00,,0,,
05/01/2012,743.33,,167569,,-28,,23,,25,,0.02,,0,,
05/02/2012,743.31,,167514,,-55,,24,,12,,0.00,,0,,
05/03/2012,743.29,,167458,,-56,,24,,15,,0.00,,0,,
05/04/2012,743.27,,167403,,-55,,30,,26,,0.00,,0,,
05/05/2012,743.24,,167319,,-84,,34,,14,,0.00,,0,,
05/06/2012,743.21,,167236,,-83,,44,,28,,0.00,,0,,
05/07/2012,743.18,,167153,,-83,,41,,24,,0.00,,0,,
05/08/2012,743.14,,167042,,-111,,41,,13,,0.00,,0,,
05/09/2012,743.11,,166958,,-84,,45,,31,,0.00,,0,,
05/10/2012,743.07,,166847,,-111,,43,,19,,0.00,,0,,
05/11/2012,743.03,,166736,,-111,,46,,15,,0.00,,0,,
05/12/2012,742.98,,166598,,-138,,49,,-2,,0.00,,0,,
05/13/2012,742.95,,166516,,-82,,38,,21,,0.00,,0,,
05/14/2012,742.92,,166434,,-82,,36,,17,,0.00,,0,,
05/15/2012,742.87,,166296,,-138,,45,,3,,0.00,,0,,
05/16/2012,742.82,,166159,,-137,,51,,7,,0.00,,0,,
05/17/2012,742.78,,166050,,-109,,51,,22,,0.00,,0,,
05/18/2012,742.73,,165912,,-138,,51,,7,,0.00,,0,,
05/19/2012,742.68,,165775,,-137,,51,,5,,0.00,,0,,
05/20/2012,742.64,,165666,,-109,,46,,13,,0.00,,0,,
05/21/2012,742.60,,165556,,-110,,43,,15,,0.00,,0,,
05/22/2012,742.56,,165446,,-110,,54,,25,,0.00,,0,,
05/23/2012,742.48,,165227,,-219,,62,,-13,,0.00,,0,,
05/24/2012,742.42,,165062,,-165,,66,,15,,0.00,,0,,
05/25/2012,742.35,,164870,,-192,,57,,-14,,0.00,,0,,
05/26/2012,742.28,,164678,,-192,,64,,-5,,0.00,,0,,
05/27/2012,742.22,,164513,,-165,,57,,-3,,0.00,,0,,
05/28/2012,742.18,,164404,,-109,,45,,13,,0.00,,0,,
05/29/2012,742.13,,164267,,-137,,45,,4,,0.00,,0,,
05/30/2012,742.07,,164102,,-165,,59,,-5,,0.00,,0,,
05/31/2012,742.03,,163992,,-110,,72,,36,,0.00,,0,,
06/01/2012,741.97,,163829,,-163,,75,,20,,0.00,,0,,
06/02/2012,741.91,,163667,,-162,,74,,21,,0.00,,0,,
06/03/2012,741.84,,163477,,-190,,68,,-2,,0.00,,0,,
06/04/2012,741.79,,163342,,-135,,52,,12,,0.00,,0,,
06/05/2012,741.71,,163126,,-216,,51,,-32,,0.00,,0,,
06/06/2012,741.66,,162990,,-136,,63,,24,,0.00,,0,,
06/07/2012,741.59,,162801,,-189,,69,,6,,0.00,,0,,
06/08/2012,741.54,,162666,,-135,,69,,29,,0.00,,0,,
06/09/2012,741.47,,162476,,-190,,68,,0,,0.00,,0,,
06/10/2012,741.40,,162287,,-189,,81,,13,,0.00,,0,,
06/11/2012,741.32,,162071,,-216,,88,,9,,0.00,,0,,
06/12/2012,741.25,,161881,,-190,,89,,23,,0.00,,0,,
06/13/2012,741.18,,161692,,-189,,73,,7,,0.00,,0,,
06/14/2012,741.12,,161530,,-162,,55,,-3,,0.00,,0,,
06/15/2012,741.08,,161421,,-109,,51,,23,,0.00,,0,,
06/16/2012,741.04,,161313,,-108,,53,,20,,0.00,,0,,
06/17/2012,740.99,,161178,,-135,,55,,13,,0.00,,0,,
06/18/2012,740.94,,161045,,-133,,52,,12,,0.00,,0,,
06/19/2012,740.89,,160911,,-134,,53,,14,,0.00,,0,,
06/20/2012,740.83,,160751,,-160,,55,,2,,0.00,,0,,
06/21/2012,740.78,,160618,,-133,,54,,14,,0.00,,0,,
06/22/2012,740.71,,160431,,-187,,56,,-8,,0.00,,0,,
06/23/2012,740.67,,160324,,-107,,57,,32,,0.00,,0,,
06/24/2012,740.59,,160110,,-214,,60,,-22,,0.00,,0,,
06/25/2012,740.53,,159950,,-160,,59,,5,,0.00,,0,,
06/26/2012,740.47,,159790,,-160,,61,,10,,0.00,,0,,
06/27/2012,740.39,,159576,,-214,,69,,-12,,0.00,,0,,
06/28/2012,740.32,,159389,,-187,,75,,9,,0.00,,0,,
