"fips","name","population","population18To34","population18To34_me","population18To34_p","population18To34_pme","white","white_me","white_p","white_pme","minority","minority_me","minority_p","minority_pme","neverMarried","neverMarried_me","neverMarried_p","neverMarried_pme","liveAlone","liveAlone_me","liveAlone_p","liveAlone_pme","educationBachelor","educationBachelor_me","educationBachelor_p","educationBachelor_pme","civilian","veteran","veteran_me","veteran_p","veteran_pme","foreignBorn","foreignBorn_me","foreignBorn_p","foreignBorn_pme","otherLanguage","otherLanguage_me","otherLanguage_p","otherLanguage_pme","medianEarnings","medianEarnings_me","povertyUniverse","poverty","poverty_me","poverty_p","poverty_pme","employed","employed_me","employed_p","employed_pme","commuter","droveToWork","droveToWork_me","droveToWork_p","droveToWork_pme","liveWithParent","liveWithParent_me","liveWithParent_p","liveWithParent_pme"
"US","United States","226545805","67099167","30333","29.6",".00000","52576018","28047","78.3999999994412",".00000","14523149","16273","21.5999999998603",".00000","27837649","21811","41.5",".00000","5041575","9800","7.5",".00000","10558447","15172","15.6999999999534",".00000","65781910","6188904","10830","9.39999999990687",".00000","4235309","22497","6.29999999998836",".00000","7286893","15629","10.8999938964844",".00000","35845","","59781184","8420080","25136","14.0999984741211",".00000","46523008","26838","69.2999999998137",".00000","45364395","38006411","26893","83.7999999998137",".00000","15356992","16701","22.8999999999069",".00000"
