"fips","name","population","population18To34","population18To34_me","population18To34_p","population18To34_pme","white","white_me","white_p","white_pme","minority","minority_me","minority_p","minority_pme","neverMarried","neverMarried_me","neverMarried_p","neverMarried_pme","liveAlone","liveAlone_me","liveAlone_p","liveAlone_pme","educationBachelor","educationBachelor_me","educationBachelor_p","educationBachelor_pme","civilian","veteran","veteran_me","veteran_p","veteran_pme","foreignBorn","foreignBorn_me","foreignBorn_p","foreignBorn_pme","otherLanguage","otherLanguage_me","otherLanguage_p","otherLanguage_pme","medianEarnings","medianEarnings_me","povertyUniverse","poverty","poverty_me","poverty_p","poverty_pme","employed","employed_me","employed_p","employed_pme","commuter","droveToWork","droveToWork_me","droveToWork_p","droveToWork_pme","liveWithParent","liveWithParent_me","liveWithParent_p","liveWithParent_pme"
"US","United States","311536594","72782540","9430","23.362",".00303","41610735","3700","57.17",".01000","31171805","10593","42.83",".01000","47985820","111432","65.93",".15000","5148415","25157","7.07",".05000","16252955","103770","22.33",".15000","71976195","1723445","9634","2.39",".02000","11178390","43195","15.36",".06000","17911940","39448","24.61",".05000","33883","","68743455","13521590","64390","19.67",".09000","47324965","44128","65.02",".07000","47076940","39787710","52821","84.52",".05000","22087305","33735","30.35",".05000"
