Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,
06/07/2003,568.48,,199800,,0,,3474,,3479,,0.00,,
06/08/2003,568.42,,199670,,0,,3396,,3303,,0.00,,
06/09/2003,568.40,,199620,,-57,,3364,,3162,,0.00,,
06/10/2003,568.30,,199400,,-226,,3183,,2914,,0.00,,
06/11/2003,568.05,,198840,,-551,,3020,,2264,,0.00,,
06/12/2003,567.80,,198280,,-583,,2541,,1705,,0.00,,
06/13/2003,567.68,,198020,,-311,,1982,,1532,,0.00,,
06/14/2003,567.31,,197200,,-784,,1714,,1211,,0.00,,
06/15/2003,566.86,,196209,,-976,,1636,,1487,,--,,
06/16/2003,566.80,,196070,,-137,,1615,,1553,,0.00,,
06/17/2003,566.61,,195650,,-426,,1615,,1408,,0.00,,
06/18/2003,566.36,,195100,,-546,,1615,,1347,,0.00,,
06/19/2003,566.26,,195180,,-234,,1618,,1577,,0.00,,
06/20/2003,566.27,,194900,,-288,,1535,,1141,,0.00,,
06/21/2003,566.10,,194520,,-375,,1274,,1092,,0.00,,
06/22/2003,566.43,,195250,,724,,1279,,1033,,0.00,,
06/23/2003,566.40,,195180,,-62,,665,,994,,0.00,,
06/24/2003,566.19,,194720,,-451,,1025,,924,,0.00,,
06/25/2003,565.83,,193930,,-792,,1150,,884,,0.00,,
06/26/2003,565.61,,193450,,-484,,1276,,780,,0.00,,
06/27/2003,565.73,,193670,,263,,1017,,731,,0.00,,
06/28/2003,566.07,,194460,,746,,617,,728,,0.00,,
06/29/2003,566.43,,195250,,782,,330,,728,,0.00,,
06/30/2003,566.34,,195050,,-190,,329,,655,,0.00,,
07/01/2003,566.18,e,194720,,--,,750,,688,,0.00,,
07/02/2003,566.01,,194330,,-393,,831,,663,,0.00,,
07/03/2003,565.74,,193730,,-591,,851,,571,,0.00,,
07/04/2003,565.70,,193650,,-105,,853,,597,,0.00,,
07/05/2003,565.42,,193030,,-613,,632,,537,,0.00,,
07/06/2003,565.23,,192620,,-399,,843,,435,,0.00,,
07/07/2003,565.10,,192330,,-291,,635,,529,,0.00,,
07/08/2003,564.72,,191500,,-819,,666,,285,,0.00,,
07/09/2003,564.82,,191720,,219,,676,,528,,0.00,,
07/10/2003,564.88,,191850,,134,,411,,483,,0.00,,
07/11/2003,564.94,e,191960,,--,,411,,473,,0.00,,
07/12/2003,565.00,,192110,,--,,411,,493,,0.00,,
07/13/2003,565.08,,192290,,157,,411,,509,,0.00,,
07/14/2003,565.16,,192460,,175,,412,,503,,0.00,,
07/15/2003,--,,192290,,--,,411,,333,,0.00,,
07/16/2003,564.83,,191740,,-545,,412,,143,,0.00,,
07/17/2003,--,,191130,,--,,416,,113,,0.00,,
07/18/2003,564.55,,191130,,12,,--,,418,,0.00,,
07/19/2003,564.59,,191220,,78,,425,,462,,0.00,,
07/20/2003,564.67,,191400,,183,,417,,508,,0.00,,
07/21/2003,564.74,,191550,,137,,417,,493,,0.00,,
07/22/2003,--,,191830,,--,,417,,558,,0.00,,
07/23/2003,565.02,,192160,,--,,417,,583,,0.00,,
07/24/2003,565.19,,192530,,357,,417,,603,,0.00,,
07/25/2003,565.33,,192840,,307,,417,,573,,0.00,,
07/26/2003,565.48,,193160,,320,,404,,579,,0.00,,
07/27/2003,565.62,,193470,,320,,--,,573,,0.00,,
07/28/2003,565.77,,193800,,322,,412,,583,,0.00,,
07/29/2003,565.93,,194150,,342,,412,,593,,0.00,,
07/30/2003,566.07,,194460,,309,,412,,573,,0.00,,
07/31/2003,566.24,,194810,,379,,412,,594,,0.10,,
08/01/2003,566.43,,195250,,431,,412,,639,,0.20,,
08/02/2003,566.56,,195540,,297,,412,,564,,0.03,,
08/03/2003,566.71,,195870,,322,,412,,584,,0.00,,
08/04/2003,566.63,,195690,,-173,,412,,517,,0.00,,
08/05/2003,566.51,,195430,,-263,,601,,539,,0.00,,
08/06/2003,--,,195160,,--,,663,,534,,0.00,,
08/07/2003,--,,194830,,--,,--,,503,,0.00,,
08/08/2003,566.06,,194433,,-397,,--,,473,,0.00,,
08/09/2003,565.89,,194059,,-374,,663,,478,,0.00,,
08/10/2003,565.93,,194142,,83,,663,,462,,0.00,,
08/11/2003,565.96,,194221,,79,,412,,453,,0.00,,
08/12/2003,565.79,,193840,,-372,,412,,417,,0.00,,
08/13/2003,565.33,,192840,,-1003,,600,,163,,0.00,,
08/14/2003,565.03,,192180,,-669,,663,,62,,0.00,,
08/15/2003,564.78,,191630,,-539,,393,,113,,0.00,,
08/16/2003,564.93,,191960,,317,,381,,553,,0.00,,
08/17/2003,565.08,,192290,,318,,381,,553,,0.00,,
08/18/2003,565.21,e,192590,,--,,381,,538,,0.00,,
08/19/2003,565.33,,192840,,247,,--,,513,,0.00,,
08/20/2003,565.43,,193050,,207,,381,,493,,0.00,,
08/21/2003,565.53,,193262,,212,,381,,462,,--,,
08/22/2003,565.65,,193540,,267,,352,,523,,0.07,,
08/23/2003,565.76,,193780,,237,,364,,509,,0.00,,
08/24/2003,565.90,,194080,,319,,382,,539,,0.00,,
08/25/2003,566.00,,194300,,220,,382,,477,,--,,
08/26/2003,565.95,,194220,,-105,,382,,598,,0.00,,
08/27/2003,565.85,,193970,,-240,,570,,513,,0.00,,
08/28/2003,565.72,,193690,,-283,,632,,499,,0.00,,
08/29/2003,565.56,,193320,,-349,,632,,453,,0.00,,
08/30/2003,565.62,,193470,,136,,632,,464,,0.00,,
08/31/2003,565.72,,193690,,210,,382,,420,,0.00,,
09/01/2003,565.88,,194040,,346,,351,,485,,0.00,,
09/02/2003,565.88,,194040,,-7,,303,,560,,0.00,,
09/03/2003,565.81,,193890,,-165,,303,,484,,0.00,,
09/04/2003,565.73,,193780,,-177,,554,,508,,0.00,,
09/05/2003,565.82,,193890,,121,,554,,616,,0.00,,
09/06/2003,565.90,,194080,,184,,554,,656,,0.00,,
09/07/2003,566.22,,194790,,697,,554,,310,,0.00,,
09/08/2003,566.51,,195427,,637,,304,,425,,--,,
09/09/2003,566.69,,195820,,407,,304,,506,,0.00,,
09/10/2003,566.68,,195800,,-17,,304,,488,,0.00,,
09/11/2003,566.63,,195690,,-103,,492,,504,,0.00,,
09/12/2003,566.60,,195630,,-73,,553,,530,,0.00,,
09/13/2003,566.50,,195400,,-216,,554,,444,,0.00,,
09/14/2003,566.40,,195180,,-213,,554,,450,,0.00,,
09/15/2003,566.38,,195140,,-49,,554,,641,,0.00,,
09/16/2003,566.30,,194960,,-168,,655,,627,,0.00,,
09/17/2003,566.23,,194810,,-147,,712,,636,,0.00,,
09/18/2003,566.16,,194660,,-161,,--,,635,,0.00,,
09/19/2003,566.12,,194570,,-90,,706,,666,,0.00,,
09/20/2003,566.06,,194440,,-137,,706,,648,,0.00,,
09/21/2003,566.10,,194520,,84,,706,,597,,0.00,,
09/22/2003,565.94,,194170,,-351,,559,,396,,0.00,,
09/23/2003,565.56,,193340,,-829,,566,,151,,0.00,,
09/24/2003,564.97,,192070,,-1304,,561,,107,,0.00,,
09/25/2003,564.70,,191460,,-611,,737,,438,,0.00,,
09/26/2003,564.60,,191246,,-214,,737,,325,,--,,
09/27/2003,564.48,,190980,,-264,,737,,614,,0.00,,
09/28/2003,564.30,,190590,,-395,,738,,548,,0.00,,
09/29/2003,564.14,,190240,,-346,,738,,502,,0.00,,
09/30/2003,563.98,,189900,,-339,,661,,515,,0.00,,
10/01/2003,563.85,,189620,,-288,,680,,545,,0.00,,
10/02/2003,563.73,,189360,,-272,,680,,554,,0.00,,
10/03/2003,563.62,,189070,,-245,,679,,541,,0.00,,
10/04/2003,563.51,,188880,,-238,,680,,579,,0.00,,
10/05/2003,563.50,e,188860,,-26,,669,,556,,0.00,,
10/06/2003,563.16,e,188300,,--,,560,,581,,0.00,,
10/07/2003,562.82,e,187650,,--,,--,,590,,0.00,,
10/08/2003,562.48,e,186940,,--,,--,,557,,0.00,,
10/09/2003,562.14,e,186210,,--,,--,,540,,0.00,,
10/10/2003,561.80,e,185440,,--,,--,,533,,0.00,,
10/11/2003,561.46,e,184780,,--,,--,,587,,0.00,,
10/12/2003,561.12,e,184760,,--,,--,,570,,0.00,,
10/13/2003,560.78,e,183850,,--,,--,,533,,0.00,,
10/14/2003,560.44,e,183020,,--,,--,,573,,0.00,,
10/15/2003,560.10,e,182150,,--,,--,,553,,0.00,,
10/16/2003,559.76,e,181310,,--,,--,,570,,0.00,,
10/17/2003,559.42,e,180430,,--,,--,,551,,0.00,,
10/18/2003,559.08,e,179570,,-860,,--,,563,,0.00,,
10/19/2003,558.74,e,179460,,-110,,--,,--,,--,,
10/20/2003,558.40,e,178500,,--,,990,,510,,0.00,,
10/21/2003,558.06,e,177610,,--,,--,,548,,0.00,,
10/22/2003,557.74,,176680,,-920,,--,,528,,0.00,,
10/23/2003,557.27,,175710,,-981,,988,,510,,0.00,,
10/24/2003,556.78,,174700,,-1003,,990,,489,,0.00,,
10/25/2003,556.30,,173710,,-996,,989,,499,,0.00,,
10/26/2003,556.22,,173590,,-152,,991,,502,,0.00,,
10/27/2003,555.75,,172590,,-1000,,557,,497,,0.00,,
10/28/2003,555.56,,172200,,-396,,992,,500,,0.00,,
10/29/2003,555.02,,171100,,-1095,,690,,449,,0.00,,
10/30/2003,554.53,,170110,,-982,,994,,507,,0.00,,
10/31/2003,554.06,,169170,,-939,,997,,533,,0.04,,
11/01/2003,553.51,,168060,,-1093,,999,,450,,0.00,,
11/02/2003,553.65,,168340,,268,,1001,,459,,0.00,,
11/03/2003,553.66,,168360,,30,,315,,308,,0.10,,
11/04/2003,553.60,,168240,,-124,,301,,237,,0.00,,
11/05/2003,553.39,,167834,,-406,,301,,314,,--,,
11/06/2003,553.31,,167660,,-172,,285,,217,,0.00,,
11/07/2003,553.29,,167620,,-22,,299,,277,,0.00,,
11/08/2003,553.50,,168040,,416,,298,,507,,0.83,,
11/09/2003,553.77,,168580,,532,,298,,567,,0.02,,
11/10/2003,553.73,,168520,,-66,,298,,531,,0.00,,
11/11/2003,553.68,,168400,,-96,,555,,566,,0.00,,
11/12/2003,553.66,,168370,,-30,,620,,540,,--,,
11/13/2003,553.89,,168830,,460,,625,,554,,0.00,,
11/14/2003,553.85,,168758,,-72,,313,,350,,--,,
11/15/2003,553.83,,168710,,-48,,620,,604,,0.10,,
11/16/2003,553.89,,168830,,120,,620,,620,,0.00,,
11/17/2003,553.87,,168790,,-48,,555,,578,,0.00,,
11/18/2003,553.85,,168750,,-32,,593,,578,,0.00,,
11/19/2003,553.82,,168690,,-64,,593,,568,,0.00,,
11/20/2003,553.81,,168670,,-24,,593,,587,,0.00,,
11/21/2003,553.68,,168400,,-252,,592,,462,,0.00,,
11/22/2003,553.55,,168160,,-268,,593,,479,,0.00,,
11/23/2003,553.48,e,168020,,--,,593,,493,,0.00,,
11/24/2003,553.50,,168040,,34,,555,,575,,0.00,,
11/25/2003,553.38,,167800,,-230,,559,,575,,0.00,,
11/26/2003,553.33,,167700,,-86,,690,,575,,0.00,,
11/27/2003,553.34,,167720,,24,,620,,569,,0.00,,
11/28/2003,553.32,,167680,,-48,,554,,602,,0.00,,
11/29/2003,553.31,,167620,,-28,,617,,595,,0.00,,
11/30/2003,553.32,,167700,,28,,617,,598,,0.00,,
12/01/2003,553.33,,167700,,14,,553,,638,,0.04,,
12/02/2003,553.27,,167580,,-110,,633,,564,,0.00,,
12/03/2003,553.21,,167440,,-110,,618,,492,,0.00,,
12/04/2003,553.16,,167360,,-96,,619,,573,,0.05,,
12/05/2003,553.14,,167320,,-38,,618,,604,,0.06,,
12/06/2003,553.15,,167320,,24,,619,,625,,1.19,,
12/07/2003,553.45,,167940,,608,,619,,870,,0.00,,
12/08/2003,553.62,,168280,,358,,555,,779,,0.00,,
12/09/2003,553.65,,168340,,66,,603,,635,,0.66,,
12/10/2003,553.78,,168600,,274,,600,,735,,0.81,,
12/11/2003,553.94,,168930,,330,,599,,769,,0.00,,
12/12/2003,554.01,,169070,,144,,598,,673,,0.52,,
12/13/2003,554.12,,169290,,221,,598,,713,,0.75,,
12/14/2003,554.39,,169810,,539,,598,,825,,0.00,,
12/15/2003,554.45,,169950,,145,,560,,674,,0.00,,
12/16/2003,554.45,,169950,,5,,598,,603,,0.00,,
12/17/2003,554.17,,169390,,-558,,598,,536,,0.00,,
12/18/2003,553.90,,168854,,-536,,812,,777,,--,,
12/19/2003,553.77,,168580,,-268,,813,,681,,0.21,,
12/20/2003,553.71,,168460,,-120,,807,,756,,0.16,,
12/21/2003,553.94,,168930,,464,,812,,793,,0.00,,
12/22/2003,554.12,,169370,,365,,553,,780,,0.00,,
12/23/2003,554.27,,169590,,219,,591,,627,,0.35,,
12/24/2003,554.66,,170369,,779,,550,,673,,--,,
12/25/2003,555.71,,172510,,2148,,512,,1542,,0.08,,
12/26/2003,555.97,,173040,,522,,472,,1104,,0.00,,
12/27/2003,556.03,,173160,,122,,833,,913,,0.00,,
12/28/2003,556.36,,173830,,673,,848,,825,,0.00,,
12/29/2003,556.38,,173880,,53,,486,,922,,0.00,,
12/30/2003,556.24,,173590,,-292,,892,,942,,0.00,,
12/31/2003,556.10,,173300,,-277,,1090,,868,,1.14,,
01/01/2004,556.47,,174060,,746,,1008,,1357,,0.00,,
01/02/2004,556.72,,174570,,525,,971,,1338,,0.19,,
01/03/2004,556.70,,174530,,-49,,1079,,1072,,0.00,,
01/04/2004,556.52,,174180,,-377,,1089,,918,,0.00,,
01/05/2004,556.31,,173730,,-445,,1089,,868,,0.00,,
01/06/2004,555.95,,173000,,-740,,1089,,754,,0.11,,
01/07/2004,555.64,,172360,,-630,,1100,,800,,0.10,,
01/08/2004,555.33,,171730,,-635,,1116,,806,,0.00,,
01/09/2004,554.98,,171020,,-702,,1117,,799,,0.00,,
01/10/2004,554.64,,170330,,-684,,1133,,809,,0.00,,
01/11/2004,554.33,,169710,,-635,,1151,,845,,0.00,,
01/12/2004,553.99,,169030,,-683,,1152,,816,,0.00,,
01/13/2004,553.67,,168380,,-636,,1152,,832,,0.00,,
01/14/2004,553.34,,167720,,-642,,1153,,828,,0.00,,
01/15/2004,553.17,,167380,,-322,,1155,,755,,0.00,,
01/16/2004,553.10,,167240,,-130,,922,,803,,0.00,,
01/17/2004,553.02,,167090,,-168,,870,,779,,0.00,,
01/18/2004,553.28,,167600,,532,,870,,771,,0.00,,
01/19/2004,553.29,,167620,,24,,510,,778,,0.00,,
01/20/2004,553.26,,167560,,-54,,764,,797,,0.00,,
01/21/2004,553.22,,167480,,-66,,797,,777,,0.00,,
01/22/2004,553.12,,167280,,-182,,812,,718,,0.00,,
01/23/2004,553.03,,167110,,-174,,814,,733,,0.06,,
01/24/2004,552.94,,166930,,-171,,813,,727,,0.04,,
01/25/2004,553.10,,167240,,315,,813,,716,,0.00,,
01/26/2004,553.05,,167150,,-86,,556,,778,,0.00,,
01/27/2004,553.10,,167240,,100,,818,,863,,0.00,,
01/28/2004,553.06,,167170,,-62,,813,,784,,0.00,,
01/29/2004,552.99,,167030,,-140,,814,,748,,0.00,,
01/30/2004,552.91,,166870,,-167,,814,,738,,0.07,,
01/31/2004,552.80,,166610,,-219,,813,,688,,0.00,,
02/01/2004,552.94,,166930,,291,,813,,730,,0.00,,
02/02/2004,553.08,,167200,,272,,564,,741,,0.93,,
02/03/2004,553.27,,167580,,390,,601,,799,,0.10,,
02/04/2004,553.51,,168060,,498,,604,,848,,0.00,,
02/05/2004,553.50,,168054,,-6,,602,,759,,--,,
02/06/2004,553.32,,167680,,-364,,813,,637,,0.15,,
02/07/2004,553.15,,167340,,-344,,813,,648,,0.15,,
02/08/2004,553.27,,167580,,244,,813,,689,,0.00,,
02/09/2004,553.32,,167680,,110,,564,,657,,0.00,,
02/10/2004,553.31,,167662,,-18,,--,,--,,--,,
02/11/2004,553.50,,168054,,392,,614,,647,,--,,
02/12/2004,553.31,,167662,,-392,,389,,399,,--,,
02/13/2004,553.08,,167200,,-460,,817,,611,,0.00,,
02/14/2004,552.67,,166390,,-801,,837,,413,,0.00,,
02/15/2004,552.40,,165870,,-553,,814,,384,,0.27,,
02/16/2004,552.18,,165410,,-438,,639,,377,,0.00,,
02/17/2004,552.41,,165870,,462,,603,,840,,0.00,,
02/18/2004,552.83,,166690,,846,,605,,1018,,0.00,,
02/19/2004,553.48,,168000,,1316,,604,,973,,0.00,,
02/20/2004,554.18,,169410,,1416,,314,,1010,,0.00,,
02/21/2004,554.78,,170620,,1198,,300,,910,,0.12,,
02/22/2004,555.35,,171770,,1160,,301,,880,,0.00,,
02/23/2004,555.67,,172420,,649,,301,,868,,0.09,,
02/24/2004,555.50,,172080,,-348,,537,,738,,0.10,,
02/25/2004,556.03,,173160,,1081,,904,,1286,,1.70,,
02/26/2004,557.89,,176990,,3828,,742,,2849,,0.84,,
02/27/2004,558.78,,178840,,1861,,930,,1891,,0.00,,
02/28/2004,559.09,,179490,,629,,961,,1398,,0.00,,
02/29/2004,559.15,,179610,,129,,1069,,1207,,0.00,,
03/01/2004,559.13,,179570,,-29,,1143,,1134,,0.52,,
03/02/2004,559.13,,179570,,0,,1150,,1154,,0.00,,
03/03/2004,559.04,,179400,,-191,,1150,,1069,,0.00,,
03/04/2004,558.93,,179154,,-246,,1149,,1118,,--,,
03/05/2004,558.57,,178400,,-757,,1150,,799,,0.00,,
03/06/2004,--,,177530,,--,,1149,,740,,0.00,,
03/07/2004,557.79,,176780,,--,,1171,,780,,0.00,,
03/08/2004,557.48,,176140,,-641,,1150,,866,,0.00,,
03/09/2004,557.36,,175890,,-253,,1182,,1064,,0.00,,
03/10/2004,557.38,,175930,,47,,1184,,1208,,0.00,,
03/11/2004,557.56,,176300,,383,,1184,,1379,,0.00,,
03/12/2004,557.77,,176740,,440,,1189,,1419,,0.00,,
03/13/2004,557.92,,177050,,323,,1195,,1354,,0.00,,
03/14/2004,558.08,,177380,,328,,1194,,1363,,0.00,,
03/15/2004,558.35,,177940,,553,,1193,,1477,,0.00,,
03/16/2004,558.65,,178570,,632,,1193,,1511,,0.00,,
03/17/2004,558.93,,179150,,584,,1192,,1511,,0.00,,
03/18/2004,559.20,,179710,,560,,1217,,1445,,--,,
03/19/2004,559.52,,180390,,681,,1232,,1571,,0.00,,
03/20/2004,559.80,,180970,,581,,1231,,1523,,0.00,,
03/21/2004,560.10,,181600,,634,,1228,,1546,,0.00,,
03/22/2004,560.47,,182340,,778,,1227,,1600,,0.00,,
03/23/2004,560.88,,183250,,911,,1226,,1684,,0.00,,
03/24/2004,561.17,,183870,,618,,1224,,1537,,0.00,,
03/25/2004,561.41,,184380,,513,,1222,,1480,,0.41,,
03/26/2004,561.63,,184848,,468,,1221,,1421,,--,,
03/27/2004,561.66,,184924,,76,,1220,,1417,,--,,
03/28/2004,561.68,,184950,,26,,1220,,1245,,0.00,,
03/29/2004,561.66,,184910,,-26,,1220,,1204,,0.00,,
03/30/2004,561.53,,184630,,-271,,1220,,1085,,0.00,,
03/31/2004,561.35,,184350,,-383,,1221,,1036,,0.00,,
04/01/2004,561.17,,183870,,-482,,1221,,1024,,0.00,,
04/02/2004,560.99,,183480,,-390,,1210,,1009,,0.00,,
04/03/2004,--,,183080,,--,,1185,,973,,0.00,,
04/04/2004,560.65,,182770,,--,,1184,,1034,,0.00,,
04/05/2004,560.45,,182340,,-412,,1185,,976,,0.00,,
04/06/2004,560.13,,181670,,-679,,1186,,857,,0.00,,
04/07/2004,559.78,,180930,,-748,,1187,,823,,0.00,,
04/08/2004,--,,180150,,--,,1189,,804,,0.00,,
04/09/2004,559.12,,179550,,-595,,1190,,896,,0.00,,
04/10/2004,558.87,,179030,,-530,,1191,,937,,0.00,,
04/11/2004,559.23,,179780,,760,,1193,,938,,0.00,,
04/12/2004,559.18,,179670,,-95,,558,,928,,0.00,,
04/13/2004,559.12,,179550,,-115,,978,,939,,0.00,,
04/14/2004,559.06,,179420,,-120,,994,,929,,0.00,,
04/15/2004,558.97,,179230,,-191,,989,,953,,0.00,,
04/16/2004,558.91,,179110,,-126,,1043,,946,,0.04,,
04/17/2004,558.77,,178820,,-278,,1001,,854,,0.00,,
04/18/2004,558.97,,179230,,403,,994,,771,,0.00,,
04/19/2004,558.91,,179110,,-126,,561,,742,,0.09,,
04/20/2004,--,,179070,,--,,798,,783,,0.00,,
04/21/2004,558.94,,179150,,109,,798,,843,,0.00,,
04/22/2004,558.94,,179170,,29,,798,,820,,0.00,,
04/23/2004,558.88,,179050,,-120,,806,,751,,0.00,,
04/24/2004,558.46,,178170,,-877,,806,,362,,0.00,,
04/25/2004,558.24,,177710,,-454,,797,,336,,0.00,,
04/26/2004,557.99,,177190,,-519,,561,,345,,0.00,,
04/27/2004,557.74,,176680,,-500,,--,,372,,0.00,,
04/28/2004,557.48,,176140,,-541,,622,,357,,0.00,,
04/29/2004,557.24,,175640,,-501,,622,,377,,0.00,,
04/30/2004,557.25,,175660,,23,,621,,354,,0.00,,
05/01/2004,557.31,,175790,,125,,333,,393,,0.00,,
05/02/2004,557.36,,175850,,99,,322,,359,,0.00,,
05/03/2004,557.33,,175830,,-13,,323,,400,,0.00,,
05/04/2004,557.39,,175930,,131,,404,,379,,0.00,,
05/05/2004,557.43,,176040,,106,,325,,384,,0.00,,
05/06/2004,557.43,,176040,,-4,,323,,329,,0.00,,
05/07/2004,557.36,,175890,,-153,,322,,254,,0.00,,
05/08/2004,557.20,,175560,,-323,,322,,164,,0.00,,
05/09/2004,557.14,,175440,,-128,,322,,268,,0.00,,
05/10/2004,557.04,,175230,,-203,,322,,221,,0.00,,
05/11/2004,557.07,,175290,,57,,322,,354,,0.00,,
05/12/2004,557.13,,175420,,121,,318,,389,,0.00,,
05/13/2004,557.11,,175380,,-34,,318,,304,,0.00,,
05/14/2004,--,,175070,,--,,318,,169,,0.00,,
05/15/2004,556.86,,174860,,--,,--,,219,,0.00,,
05/16/2004,556.74,,174617,,-246,,318,,217,,--,,
05/17/2004,556.73,,174590,,-25,,318,,314,,0.00,,
05/18/2004,556.72,,174568,,-22,,318,,248,,--,,
05/19/2004,556.67,,174465,,-103,,318,,312,,--,,
05/20/2004,556.61,,174342,,-123,,324,,299,,--,,
05/21/2004,556.52,,174160,,-172,,328,,239,,0.00,,
05/22/2004,556.44,,174000,,-176,,329,,254,,0.00,,
05/23/2004,556.44,,174000,,0,,333,,334,,0.00,,
05/24/2004,556.70,,174530,,539,,335,,599,,0.00,,
05/25/2004,556.99,,175130,,608,,328,,635,,0.00,,
05/26/2004,557.53,,176200,,1109,,329,,871,,0.00,,
05/27/2004,557.86,,176930,,699,,329,,700,,0.20,,
05/28/2004,558.25,,177730,,814,,329,,737,,0.00,,
05/29/2004,558.64,,178550,,803,,330,,748,,0.00,,
05/30/2004,559.09,,179490,,933,,331,,808,,0.00,,
05/31/2004,559.58,,180510,,1036,,332,,849,,0.00,,
06/01/2004,559.97,,181330,,817,,332,,749,,0.00,,
06/02/2004,560.26,,181940,,611,,333,,645,,0.00,,
06/03/2004,560.55,,182550,,616,,333,,645,,0.00,,
06/04/2004,561.07,,183660,,1109,,333,,895,,0.00,,
06/05/2004,561.69,,184970,,1316,,334,,997,,0.00,,
06/06/2004,562.33,,186340,,1371,,335,,1027,,0.00,,
06/07/2004,562.91,,187590,,1241,,336,,968,,0.00,,
06/08/2004,563.49,,188840,,1248,,336,,968,,0.00,,
06/09/2004,--,,190110,,--,,337,,979,,0.00,,
06/10/2004,564.70,,191460,,1349,,337,,1019,,0.00,,
06/11/2004,565.18,,192510,,1054,,338,,877,,0.00,,
06/12/2004,565.67,,193580,,1060,,346,,879,,0.00,,
06/13/2004,566.12,,194570,,983,,340,,840,,0.00,,
06/14/2004,566.07,,194460,,-120,,338,,890,,0.00,,
06/15/2004,565.87,,194020,,-436,,940,,791,,0.00,,
06/16/2004,565.57,,193360,,-657,,1006,,681,,0.00,,
06/17/2004,565.27,,192700,,-659,,1006,,682,,0.00,,
06/18/2004,564.92,,191932,,-768,,--,,--,,--,,
06/19/2004,564.56,,191147,,-785,,1006,,786,,--,,
06/20/2004,564.77,,191590,,473,,1008,,559,,0.00,,
06/21/2004,565.06,,192250,,660,,338,,674,,0.00,,
06/22/2004,565.31,,192790,,530,,347,,614,,0.00,,
06/23/2004,565.39,,192964,,174,,347,,557,,--,,
06/24/2004,565.31,,192790,,-184,,340,,254,,0.00,,
06/25/2004,565.40,,192990,,200,,338,,449,,0.00,,
06/26/2004,565.56,,193340,,346,,323,,520,,0.00,,
06/27/2004,565.78,,193820,,478,,342,,585,,0.00,,
06/28/2004,565.95,,194190,,362,,338,,530,,0.00,,
06/29/2004,565.91,,194110,,-87,,326,,495,,0.00,,
06/30/2004,565.84,,193970,,-165,,529,,526,,0.00,,
07/01/2004,565.83,,193930,,-51,,591,,577,,0.00,,
07/02/2004,565.84,,193950,,15,,592,,607,,0.00,,
07/03/2004,565.79,,193840,,-105,,--,,542,,0.00,,
07/04/2004,565.95,,194190,,342,,592,,553,,0.00,,
07/05/2004,566.12,,194570,,374,,373,,500,,0.00,,
07/06/2004,566.21,,194770,,199,,304,,470,,0.00,,
07/07/2004,566.36,,195100,,321,,365,,527,,0.00,,
07/08/2004,566.31,,194990,,-115,,355,,542,,0.00,,
07/09/2004,566.18,,194700,,-301,,592,,469,,0.00,,
07/10/2004,566.03,,194370,,-318,,654,,343,,0.00,,
07/11/2004,566.14,,194610,,238,,654,,481,,0.00,,
07/12/2004,566.33,,195030,,428,,355,,572,,0.00,,
07/13/2004,566.37,,195120,,88,,355,,407,,0.00,,
07/14/2004,566.36,,195100,,-27,,355,,589,,0.00,,
07/15/2004,566.19,,194720,,-385,,593,,470,,0.00,,
07/16/2004,565.97,,194240,,-486,,654,,121,,0.00,,
07/17/2004,565.84,,193950,,-289,,654,,516,,0.00,,
07/18/2004,565.91,,194110,,158,,655,,442,,0.00,,
07/19/2004,566.04,,194440,,287,,356,,527,,0.00,,
07/20/2004,566.19,,194715,,275,,355,,442,,--,,
07/21/2004,566.18,,194700,,-26,,355,,352,,0.00,,
07/22/2004,566.25,,194850,,153,,355,,437,,0.00,,
07/23/2004,566.36,,195100,,241,,355,,489,,0.00,,
07/24/2004,566.48,,194360,,270,,357,,492,,0.00,,
07/25/2004,566.67,,194780,,424,,356,,573,,0.00,,
07/26/2004,566.70,,195850,,1058,,356,,397,,0.00,,
07/27/2004,566.43,,195270,,-600,,356,,72,,0.00,,
07/28/2004,566.15,,194630,,-634,,356,,42,,0.00,,
07/29/2004,565.87,,194020,,-606,,355,,56,,0.00,,
07/30/2004,566.02,,194350,,324,,355,,515,,0.00,,
07/31/2004,566.21,,194770,,425,,344,,572,,0.00,,
08/01/2004,566.37,,195120,,349,,355,,537,,0.00,,
08/02/2004,566.53,,195470,,347,,355,,537,,0.00,,
08/03/2004,566.70,,195850,,368,,355,,552,,0.00,,
08/04/2004,566.66,,195780,,-91,,355,,551,,0.00,,
08/05/2004,566.59,,195600,,-181,,580,,554,,0.00,,
08/06/2004,566.49,,195380,,-213,,638,,533,,0.00,,
08/07/2004,566.39,,195160,,-216,,637,,533,,0.00,,
08/08/2004,566.56,,195540,,375,,638,,552,,0.00,,
08/09/2004,566.72,,195890,,356,,356,,537,,0.00,,
08/10/2004,566.66,,195760,,-131,,355,,520,,0.00,,
08/11/2004,566.55,,195520,,-240,,580,,531,,0.00,,
08/12/2004,566.43,,195250,,-270,,645,,514,,0.00,,
08/13/2004,566.33,,195030,,-212,,644,,543,,0.00,,
08/14/2004,566.23,,194810,,-239,,648,,543,,0.00,,
08/15/2004,566.26,,194880,,80,,648,,397,,0.00,,
08/16/2004,566.43,,195250,,370,,356,,547,,0.00,,
