Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,
06/14/2006,568.05,,198820,,-156,,3284,,3190,,0.00,,
06/15/2006,567.81,,198310,,-549,,3130,,2881,,0.00,,
06/16/2006,567.35,,197280,,-1056,,3048,,2531,,0.00,,
06/17/2006,567.38,,197370,,81,,2460,,2494,,0.00,,
06/18/2006,567.06,,196620,,-705,,2631,,2260,,0.00,,
06/19/2006,--,,195400,,--,,--,,2524,,0.00,,
06/20/2006,--,,196270,,--,,2446,,2385,,0.00,,
06/21/2006,566.91,,196310,,37,,2226,,2231,,0.00,,
06/22/2006,567.02,,196530,,239,,1841,,1955,,0.00,,
06/23/2006,567.17,,196890,,350,,1823,,2007,,0.00,,
06/24/2006,567.35,,197280,,387,,1828,,2027,,0.00,,
06/25/2006,567.49,,197530,,288,,1877,,2010,,0.00,,
06/26/2006,567.27,,197060,,-444,,1964,,1734,,0.00,,
06/27/2006,567.15,,196820,,-236,,1987,,1869,,0.00,,
06/28/2006,567.17,,196890,,47,,1778,,1811,,0.00,,
06/29/2006,567.27,,197130,,196,,1652,,1777,,0.00,,
06/30/2006,567.49,,197570,,425,,1477,,1707,,0.00,,
07/01/2006,567.53,,197640,,86,,--,,1704,,0.00,,
07/02/2006,567.22,,196970,,-667,,1667,,1335,,0.00,,
07/03/2006,566.90,,196310,,-677,,1616,,1339,,0.00,,
07/04/2006,566.52,,195450,,-835,,1595,,1240,,0.00,,
07/05/2006,566.15,,194630,,-827,,1547,,1123,,0.00,,
07/06/2006,565.85,,193970,,-654,,1424,,1086,,0.00,,
07/07/2006,565.55,,193320,,-660,,1423,,1090,,0.00,,
07/08/2006,565.27,,192700,,-600,,1424,,1103,,0.00,,
07/09/2006,565.72,,193690,,981,,543,,1041,,0.00,,
07/10/2006,565.50,,193210,,-476,,1291,,1029,,0.00,,
07/11/2006,565.28,,192700,,-487,,1335,,1056,,0.00,,
07/12/2006,565.01,,192140,,-568,,1346,,1040,,0.00,,
07/13/2006,564.84,,191740,,-382,,1331,,1106,,0.00,,
07/14/2006,564.55,,191130,,-611,,1339,,1008,,0.00,,
07/15/2006,564.34,,190630,,-460,,1329,,1054,,0.00,,
07/16/2006,564.70,,191460,,794,,620,,1040,,0.00,,
07/17/2006,564.73,,191520,,60,,972,,1232,,--,,
07/18/2006,564.76,,191570,,69,,979,,987,,0.00,,
07/19/2006,--,,191680,,--,,974,,1019,,0.00,,
07/20/2006,564.82,,191700,,35,,973,,972,,0.00,,
07/21/2006,564.88,,191850,,154,,976,,1039,,0.00,,
07/22/2006,564.91,,191920,,69,,972,,999,,0.00,,
07/23/2006,565.31,,192790,,857,,606,,1057,,0.00,,
07/24/2006,565.39,,192940,,170,,873,,941,,0.00,,
07/25/2006,565.48,,193140,,217,,876,,969,,0.00,,
07/26/2006,565.57,,193340,,214,,883,,969,,0.00,,
07/27/2006,565.64,,193510,,172,,888,,965,,0.00,,
07/28/2006,565.71,,193670,,155,,880,,952,,0.00,,
07/29/2006,565.81,,193840,,210,,875,,953,,0.00,,
07/30/2006,566.13,,194630,,721,,617,,1015,,0.00,,
07/31/2006,566.39,,195180,,532,,681,,957,,0.00,,
08/01/2006,566.46,,195320,,137,,690,,764,,0.00,,
08/02/2006,566.34,,195050,,-260,,690,,558,,0.00,,
08/03/2006,566.34,,195050,,10,,688,,692,,0.00,,
08/04/2006,566.34,,195050,,10,,687,,690,,0.00,,
08/05/2006,566.34,,195050,,0,,684,,687,,0.00,,
08/06/2006,566.34,,195050,,0,,642,,647,,0.00,,
08/07/2006,566.72,,195890,,832,,1046,,1454,,0.00,,
08/08/2006,566.60,,195630,,-260,,1068,,927,,0.00,,
08/09/2006,566.49,,195360,,-256,,1070,,922,,0.00,,
08/10/2006,566.28,,194900,,-441,,1044,,803,,0.00,,
08/11/2006,566.18,,194700,,-207,,1047,,936,,0.00,,
08/12/2006,566.06,,194440,,-256,,1048,,906,,0.00,,
08/13/2006,566.29,,194940,,513,,645,,902,,0.00,,
08/14/2006,566.21,,194740,,-176,,984,,876,,0.00,,
08/15/2006,566.13,,194590,,-162,,982,,898,,0.00,,
08/16/2006,566.05,,194390,,-180,,981,,870,,0.00,,
08/17/2006,565.95,,194190,,-204,,979,,925,,0.00,,
08/18/2006,565.86,,194000,,-188,,972,,873,,0.00,,
08/19/2006,565.83,,193950,,-70,,975,,940,,0.00,,
08/20/2006,566.04,,194440,,448,,646,,897,,0.00,,
08/21/2006,566.02,,194350,,-40,,899,,849,,0.00,,
08/22/2006,566.00,,194280,,-54,,892,,859,,0.00,,
08/23/2006,566.01,,194330,,42,,892,,912,,0.00,,
08/24/2006,565.92,,194130,,-201,,894,,790,,0.00,,
08/25/2006,565.83,,193930,,-211,,898,,793,,0.00,,
08/26/2006,565.62,,193490,,-451,,897,,671,,0.00,,
08/27/2006,565.71,,193650,,197,,638,,723,,0.00,,
08/28/2006,565.72,,193690,,28,,726,,747,,0.00,,
08/29/2006,565.50,,193210,,-480,,727,,488,,0.00,,
08/30/2006,565.16,,192460,r,-750,,727,,352,,0.00,,
08/31/2006,565.05,,192250,r,-210,,--,,622,,0.00,,
09/01/2006,565.11,,192330,,80,,719,,741,,0.00,,
09/02/2006,565.23,,192620,,254,,679,,827,,0.00,,
09/03/2006,565.50,,193210,,592,,613,,914,,0.00,,
09/04/2006,565.61,,193450,,254,,704,,825,,0.00,,
09/05/2006,565.79,,193840,,399,,672,,866,,0.00,,
09/06/2006,565.93,,194150,,302,,626,,782,,0.00,,
09/07/2006,--,,194520,,--,,626,,813,,0.00,,
09/08/2006,566.20,,194740,,--,,626,,737,,0.00,,
09/09/2006,--,,194900,,--,,626,,708,,0.00,,
09/10/2006,566.37,,195140,,--,,313,,438,,0.00,,
09/11/2006,566.18,,194880,,-433,,373,,146,,0.00,,
09/12/2006,565.89,,194080,,-821,,395,,96,,0.00,,
09/13/2006,565.61,,193450,,-625,,397,,83,,0.00,,
09/14/2006,565.33,,192810,,-613,,396,,77,,0.00,,
09/15/2006,565.13,,192400,,-424,,299,,100,,0.00,,
09/16/2006,564.92,,191920,,-450,,299,,66,,0.00,,
09/17/2006,564.71,,191480,,-460,,299,,85,,0.00,,
09/18/2006,564.52,,191030,,-420,,299,,80,,0.00,,
09/19/2006,564.32,,190610,,-404,,299,,95,,0.00,,
09/20/2006,564.16,,190290,,-314,,298,,144,,0.00,,
09/21/2006,564.38,,190760,,479,,299,,540,,0.00,,
09/22/2006,564.67,,191400,,634,,298,,624,,0.00,,
09/23/2006,564.84,,191790,,364,,300,,499,,0.00,,
09/24/2006,565.06,,192270,,475,,300,,545,,0.00,,
09/25/2006,565.05,,192220,,-55,,631,,606,,0.00,,
09/26/2006,564.93,,191960,,-253,,--,,545,,0.00,,
09/27/2006,--,,191790,,--,,686,,600,,0.00,,
09/28/2006,564.75,,--,,-231,,688,,--,,--,,
09/29/2006,564.67,,191400,,--,,690,,603,,0.00,,
09/30/2006,564.57,,191160,,-221,,690,,568,,0.00,,
10/01/2006,564.61,,191290,,82,,535,,605,,0.01,,
10/02/2006,564.09,,190140,,-1150,,1186,,589,,0.00,,
10/03/2006,563.60,,189050,,-1055,,1187,,621,,0.00,,
10/04/2006,563.07,,187930,,-1114,,1162,,581,,0.00,,
10/05/2006,562.61,,186920,,-980,,1193,,665,,0.25,,
10/06/2006,562.12,,185980,,--,,1192,,699,,0.00,,
10/07/2006,561.67,,184910,,--,,1188,,630,,0.00,,
10/08/2006,561.72,,185020,,98,,562,,622,,0.00,,
10/09/2006,561.18,,183870,,-1151,,1214,,615,,0.00,,
10/10/2006,560.62,,182680,,-1174,,1220,,602,,0.00,,
10/11/2006,560.06,,181520,,-1171,,1216,,612,,0.00,,
10/12/2006,559.44,,180240,,-1296,,1186,,549,,0.00,,
10/13/2006,558.87,,179000,,-1210,,1209,,565,,0.00,,
10/14/2006,558.34,,177920,,-1094,,1210,,648,,0.00,,
10/15/2006,558.32,,177900,,-55,,583,,577,,0.00,,
10/16/2006,557.75,,176700,,-1202,,1217,,593,,0.00,,
10/17/2006,557.13,,175420,,-1289,,1217,,553,,0.00,,
10/18/2006,556.49,,174120,,-1315,,1224,,550,,0.00,,
10/19/2006,555.80,,172650,,-1436,,1222,,464,,0.00,,
10/20/2006,555.17,,171410,,-1247,,1224,,579,,0.00,,
10/21/2006,555.00,,171060,,-343,,1223,,1025,,0.00,,
10/22/2006,555.00,,171060,,0,,562,,568,,0.00,,
10/23/2006,555.00,,171060,,0,,569,,572,,0.00,,
10/24/2006,554.49,,170030,,-1033,,561,,51,,0.00,,
10/25/2006,554.42,,169890,,-144,,571,,510,,0.00,,
10/26/2006,554.38,,169810,,-80,,562,,527,,0.00,,
10/27/2006,554.35,,169770,,-52,,562,,547,,0.00,,
10/28/2006,554.28,,169630,,-141,,578,,516,,0.00,,
10/29/2006,553.88,,168830,,-803,,552,,158,,0.00,,
10/30/2006,553.42,,167900,,-936,,552,,92,,0.00,,
10/31/2006,552.94,,166950,,-969,,551,,82,,0.00,,
11/01/2006,552.51,,166070,,-875,,551,,117,,0.00,,
11/02/2006,552.14,,165340,,-735,,552,,193,,0.00,,
11/03/2006,551.82,,164700,,-627,,552,,237,,0.00,,
11/04/2006,551.46,,163990,,-721,,553,,202,,0.00,,
11/05/2006,551.08,,163240,,-744,,552,,182,,0.00,,
11/06/2006,550.70,,162390,,-738,,551,,196,,0.00,,
11/07/2006,550.75,,162600,,214,,551,,596,,0.00,,
11/08/2006,550.91,,162870,,306,,548,,688,,0.00,,
11/09/2006,551.04,,163170,,299,,554,,707,,0.00,,
11/10/2006,551.16,,163400,,228,,553,,672,,0.00,,
11/11/2006,551.29,,163680,,264,,557,,697,,0.00,,
11/12/2006,551.44,,163930,,292,,545,,674,,0.00,,
11/13/2006,551.64,,164350,,417,,545,,760,,0.00,,
11/14/2006,552.19,,165410,,1084,,545,,1079,,0.00,,
11/15/2006,552.56,,166190,,768,,538,,934,,0.00,,
11/16/2006,552.77,,166590,,394,,544,,772,,0.00,,
11/17/2006,552.95,,166910,,353,,544,,709,,0.00,,
11/18/2006,553.05,,167130,,207,,586,,699,,0.00,,
11/19/2006,553.15,,167360,,204,,563,,684,,0.00,,
11/20/2006,552.93,,166910,,-453,,920,,684,,0.00,,
11/21/2006,552.72,,166490,,-425,,924,,701,,0.00,,
11/22/2006,552.47,,165987,,-503,,922,,763,,0.00,,
11/23/2006,552.59,,166230,,255,,562,,687,,0.00,,
11/24/2006,552.35,,165750,,-485,,930,,679,,0.00,,
11/25/2006,552.15,,165320,,-399,,929,,698,,0.00,,
11/26/2006,552.25,,165550,,207,,567,,698,,0.00,,
11/27/2006,552.20,,165450,,-100,,650,,710,,--,,
11/28/2006,552.13,,165380,,-127,,648,,616,,0.00,,
11/29/2006,552.14,,165320,,-45,,657,,627,,0.00,,
11/30/2006,552.14,,165340,,15,,676,,687,,0.00,,
12/01/2006,552.18,,165410,,82,,646,,673,,0.00,,
12/02/2006,--,,165510,,--,,646,,688,,0.00,,
12/03/2006,552.35,,165730,,--,,567,,673,,0.00,,
12/04/2006,552.35,,165757,,27,,691,,770,,--,,
12/05/2006,552.38,,165810,,51,,692,,712,,0.00,,
12/06/2006,552.39,,165830,,34,,692,,700,,0.00,,
12/07/2006,552.40,,165870,,30,,691,,700,,0.00,,
12/08/2006,552.45,,165870,,89,,692,,684,,0.00,,
12/09/2006,552.38,,165810,,-151,,692,,653,,0.00,,
12/10/2006,552.54,,166139,,331,,564,,581,,--,,
12/11/2006,552.18,,165410,,-729,,958,,1006,,--,,
12/12/2006,552.01,,165060,,-330,,958,,776,,0.35,,
12/13/2006,551.80,,164660,,-386,,959,,745,,0.03,,
12/14/2006,551.68,,164390,,-226,,--,,813,,0.00,,
12/15/2006,551.73,,164500,,146,,964,,1006,,0.02,,
12/16/2006,551.43,,163950,,-595,,968,,678,,0.00,,
12/17/2006,551.52,,164110,,177,,568,,651,,0.00,,
12/18/2006,551.32,,163720,,-390,,920,,710,,0.00,,
12/19/2006,551.17,,163420,e,-300,,895,,731,,0.00,,
12/20/2006,551.01,,163110,,-310,,895,,727,,0.00,,
12/21/2006,550.93,,162950,,-153,,893,,802,,0.00,,
12/22/2006,550.89,,162870,,-83,,888,,836,,0.00,,
12/23/2006,550.85,,162770,,-63,,890,,826,,0.00,,
12/24/2006,551.15,,163360,,581,,492,,786,,0.00,,
12/25/2006,551.41,,163870,,505,,492,,745,,0.00,,
12/26/2006,551.27,,163580,,-244,,887,,727,,0.51,,
12/27/2006,551.27,,163200,,46,,873,,872,,0.00,,
12/28/2006,551.01,,163150,,-94,,876,,628,,0.00,,
12/29/2006,550.82,,162730,,-421,,870,,647,,0.00,,
12/30/2006,550.64,,162340,,-352,,875,,665,,0.00,,
12/31/2006,550.92,,162930,,552,,467,,766,,0.00,,
01/01/2007,551.24,,163580,,634,,468,,797,,0.00,,
01/02/2007,551.18,,163400,,-126,,879,,765,,0.00,,
01/03/2007,551.12,,163320,,-66,,882,,829,,0.00,,
01/04/2007,550.75,,162560,,-728,,883,,491,,0.00,,
01/05/2007,550.97,,163010,,471,,886,,1090,,0.00,,
01/06/2007,550.97,,163050,,0,,883,,883,,0.00,,
01/07/2007,551.26,,163600,,567,,495,,767,,0.00,,
01/08/2007,551.88,,164740,,1230,,622,,749,,0.00,,
01/09/2007,551.86,,164680,,36,,618,,583,,0.00,,
01/10/2007,551.77,,164520,,-69,,621,,534,,0.00,,
01/11/2007,551.71,,164390,,-35,,623,,550,,0.00,,
01/12/2007,551.58,,164233,,-157,,624,,558,,--,,
01/13/2007,551.37,,163815,,-418,,624,,567,,--,,
01/14/2007,--,,--,,--,,492,,376,,--,,
01/15/2007,551.20,,163400,,--,,614,,469,,0.00,,
01/16/2007,550.98,,162990,,-445,,603,,389,,0.00,,
01/17/2007,550.85,,162710,,-198,,593,,445,,0.00,,
01/18/2007,550.69,,162480,,-232,,592,,476,,0.00,,
01/19/2007,550.52,,162110,,-331,,594,,400,,0.00,,
01/20/2007,550.41,,161830,,-211,,594,,444,,0.00,,
01/21/2007,550.69,,162440,,552,,230,,530,,0.00,,
01/22/2007,550.68,,162400,,27,,396,,376,,0.00,,
01/23/2007,550.62,,162280,,-47,,460,,397,,--,,
01/24/2007,550.49,,162090,,-194,,466,,367,,0.00,,
01/25/2007,550.51,,162070,,47,,238,,235,,0.00,,
01/26/2007,550.49,,162010,,28,,292,,268,,0.00,,
01/27/2007,550.41,,161870,,-160,,--,,228,,0.00,,
01/28/2007,550.31,,161660,,-200,,293,,193,,0.00,,
01/29/2007,550.18,,161400,,-177,,294,,169,,0.00,,
01/30/2007,550.05,,161290,,-168,,295,,245,,0.00,,
01/31/2007,549.95,,161050,,-249,,294,,179,,0.00,,
02/01/2007,549.90,,160940,,-110,,298,,243,,0.00,,
02/02/2007,549.81,,160780,,-141,,284,,216,,0.00,,
02/03/2007,549.74,,160640,,-136,,283,,225,,0.00,,
02/04/2007,549.69,,160550,,-101,,283,,250,,0.00,,
02/05/2007,549.59,,160330,,-197,,283,,186,,0.00,,
02/06/2007,549.51,,160180,,-158,,283,,220,,0.00,,
02/07/2007,549.47,,160120,,-70,,283,,265,,0.03,,
02/08/2007,549.51,,160120,,63,,283,,325,,0.22,,
02/09/2007,549.65,,160443,,323,,285,,353,,--,,
02/10/2007,550.41,,161934,,1491,,285,,459,,--,,
02/11/2007,--,,--,,--,,284,,1077,,--,,
02/12/2007,552.83,,166670,,--,,286,,1273,,0.00,,
02/13/2007,553.32,,167680,,1012,,286,,804,,0.09,,
02/14/2007,553.60,,168220,,566,,287,,569,,0.00,,
02/15/2007,553.83,,168710,,490,,287,,544,,0.00,,
02/16/2007,554.05,,169150,,449,,287,,519,,0.00,,
02/17/2007,554.25,,169510,,385,,288,,480,,0.00,,
02/18/2007,554.41,,169870,,326,,287,,480,,0.00,,
02/19/2007,554.36,,697910,,-104,,463,,435,,0.00,,
02/20/2007,554.25,,169570,,--,,525,,423,,0.00,,
02/21/2007,554.14,,169330,,-243,,525,,414,,0.00,,
02/22/2007,554.46,,169970,,653,,525,,854,,1.02,,
02/23/2007,554.79,,170620,,660,,534,,858,,0.06,,
02/24/2007,554.99,,171040,,410,,535,,744,,0.14,,
02/25/2007,555.52,,172100,,1089,,535,,1063,,0.82,,
02/26/2007,556.43,,173960,,1890,,534,,1464,,0.75,,
02/27/2007,557.31,,175790,,1840,,542,,1455,,0.49,,
02/28/2007,557.67,,176490,,739,,542,,890,,0.00,,
03/01/2007,557.73,,176610,,171,,551,,612,,0.00,,
03/02/2007,557.67,,176529,,-81,,556,,587,,--,,
03/03/2007,557.62,,176438,,-91,,534,,488,,--,,
03/04/2007,557.60,,176390,,-54,,534,,485,,0.00,,
03/05/2007,557.31,,175790,,-607,,915,,599,,0.00,,
03/06/2007,556.97,,175070,,-710,,917,,539,,0.00,,
03/07/2007,556.81,,174740,,-318,,918,,736,,0.00,,
03/08/2007,556.83,,174780,,66,,664,,680,,0.00,,
03/09/2007,556.85,,174847,,67,,668,,720,,--,,
03/10/2007,556.98,,175109,,262,,675,,707,,--,,
03/11/2007,557.11,,--,,265,,--,,--,,--,,
03/12/2007,557.36,,175890,,--,,561,,825,,0.00,,
03/13/2007,557.74,,176660,,784,,568,,955,,0.00,,
03/14/2007,558.14,,177530,,855,,626,,994,,0.00,,
03/15/2007,558.59,,178460,,917,,544,,1019,,0.00,,
03/16/2007,559.03,,179380,,899,,555,,1025,,0.00,,
03/17/2007,559.53,,180410,,1040,,562,,1085,,0.00,,
03/18/2007,560.12,,181650,,1241,,562,,1192,,0.00,,
03/19/2007,560.37,,182240,,520,,673,,973,,0.00,,
03/20/2007,560.54,,182600,,286,,669,,858,,0.10,,
03/21/2007,560.66,,182785,,185,,--,,--,,--,,
03/22/2007,560.65,,182830,,-13,,672,,707,,0.00,,
03/23/2007,560.56,,182600,,-261,,673,,562,,0.00,,
03/24/2007,560.42,,182320,,-289,,674,,537,,0.00,,
03/25/2007,560.38,,182240,,-93,,562,,532,,0.00,,
03/26/2007,560.39,,182260,,-27,,597,,609,,0.58,,
03/27/2007,560.37,,182220,,-86,,574,,567,,0.00,,
03/28/2007,560.42,,182320,,60,,515,,592,,0.00,,
03/29/2007,560.33,,182150,,-201,,560,,489,,0.00,,
03/30/2007,560.29,,182050,,--,,572,,535,,0.00,,
03/31/2007,560.22,,181920,,-135,,563,,508,,0.00,,
04/01/2007,560.16,,181770,,-136,,563,,497,,0.00,,
04/02/2007,560.10,,181630,,-168,,569,,509,,0.00,,
04/03/2007,559.97,,181350,,-299,,573,,443,,0.00,,
04/04/2007,559.77,,180970,,-437,,580,,392,,0.00,,
04/05/2007,559.89,,181156,,186,,311,,216,,--,,
04/06/2007,559.93,,181360,,96,,356,,455,,0.00,,
04/07/2007,559.97,,181380,,67,,402,,425,,0.00,,
04/08/2007,560.01,,181480,,92,,402,,465,,0.00,,
04/09/2007,560.06,,181570,,98,,402,,460,,0.00,,
04/10/2007,560.06,,181570,,-49,,402,,415,,0.00,,
04/11/2007,560.14,,181740,,125,,402,,500,,0.38,,
04/12/2007,560.17,,181820,,10,,402,,455,,0.01,,
04/13/2007,560.18,,181790,,-53,,402,,405,,0.00,,
04/14/2007,560.24,,181900,,123,,402,,470,,0.30,,
04/15/2007,560.36,,182220,,267,,402,,575,,0.01,,
04/16/2007,560.32,,182150,,-156,,428,,402,,0.00,,
04/17/2007,560.38,,182260,,37,,402,,470,,0.00,,
04/18/2007,560.30,,182070,,-238,,407,,320,,0.00,,
04/19/2007,560.22,,181860,,-249,,403,,314,,0.00,,
04/20/2007,560.17,,181810,,-150,,402,,390,,0.00,,
04/21/2007,560.13,,181750,,-80,,402,,385,,0.42,,
04/22/2007,560.39,,182220,,543,,402,,650,,0.77,,
04/23/2007,560.50,,182510,,226,,402,,560,,0.00,,
04/24/2007,560.56,,182620,,59,,--,,470,,0.00,,
04/25/2007,560.57,,182640,,-26,,402,,425,,0.00,,
04/26/2007,560.65,,182790,,132,,403,,490,,0.00,,
04/27/2007,560.66,,182830,,-5,,403,,435,,0.00,,
04/28/2007,560.72,,182960,,136,,403,,481,,0.00,,
04/29/2007,560.71,,182940,,-26,,403,,406,,0.00,,
04/30/2007,560.74,,183000,,10,,360,,4000,,0.00,,
05/01/2007,560.83,,183190,,154,,294,,401,,0.00,,
05/02/2007,560.92,,183400,,155,,294,,411,,0.18,,
05/03/2007,561.08,,183700,,272,,294,,456,,0.02,,
05/04/2007,561.16,,183890,,151,,294,,401,,0.19,,
05/05/2007,561.26,,184100,,204,,294,,411,,0.00,,
05/06/2007,561.39,,184420,,286,,294,,467,,0.00,,
05/07/2007,561.52,,184660,,193,,295,,427,,0.00,,
05/08/2007,561.65,,184930,,226,,--,,442,,0.00,,
05/09/2007,561.73,,185120,,135,,295,,402,,0.00,,
05/10/2007,--,,185230,,--,,295,,362,,0.00,,
05/11/2007,561.83,,185282,,52,,295,,337,,--,,
05/12/2007,561.91,,185444,,162,,295,,334,,--,,
05/13/2007,562.11,,185871,,427,,295,,347,,--,,
05/14/2007,562.36,,186450,,535,,295,,562,,0.00,,
05/15/2007,562.54,,186860,,354,,295,,513,,0.00,,
05/16/2007,562.67,,187140,,205,,296,,448,,0.00,,
05/17/2007,562.86,,187570,,349,,296,,523,,0.00,,
05/18/2007,563.37,,188660,,1014,,296,,853,,0.00,,
05/19/2007,563.82,,189590,,972,,297,,774,,0.00,,
05/20/2007,564.24,,190500,,900,,297,,764,,0.00,,
05/21/2007,564.30,,190630,,95,,432,,510,,0.00,,
05/22/2007,564.24,,190480,,-161,,515,,449,,0.00,,
05/23/2007,564.14,,190290,,-232,,515,,429,,0.00,,
05/24/2007,564.23,,190500,,153,,515,,629,,0.00,,
05/25/2007,564.32,,190700,,169,,506,,607,,0.00,,
05/26/2007,--,,191590,,--,,--,,755,,0.00,,
05/27/2007,565.16,,192570,,--,,298,,800,,0.00,,
05/28/2007,564.57,,193470,,-1284,,298,,761,,0.00,,
05/29/2007,565.69,,193650,,151,,463,,564,,0.00,,
05/30/2007,565.65,,193570,,-112,,520,,494,,0.00,,
05/31/2007,565.61,,193450,,-128,,530,,475,,0.00,,
06/01/2007,565.62,,193510,,18,,541,,571,,0.00,,
06/02/2007,565.97,,194240,,771,,299,,676,,0.00,,
06/03/2007,566.33,,195010,,781,,299,,697,,0.00,,
06/04/2007,566.24,,194830,,-175,,558,,481,,0.00,,
06/05/2007,566.05,,194390,,-420,,618,,402,,0.00,,
06/06/2007,565.79,,193880,,-541,,615,,365,,0.00,,
06/07/2007,565.61,,193440,,-438,,615,,400,,0.00,,
06/08/2007,565.72,,193690,,251,,614,,740,,0.00,,
06/09/2007,565.76,,193760,,83,,614,,655,,0.00,,
06/10/2007,566.08,,194460,,707,,300,,662,,0.00,,
06/11/2007,566.14,,194610,,149,,455,,536,,0.00,,
06/12/2007,565.90,,194080,,-538,,572,,314,,0.00,,
06/13/2007,565.79,,193890,,-249,,571,,483,,0.00,,
06/14/2007,565.66,,193580,,-326,,562,,406,,0.00,,
06/15/2007,--,,193560,,--,,299,,302,,0.00,,
06/16/2007,--,,--,,--,,300,,296,,--,,
06/17/2007,565.71,,193690,,--,,300,,357,,0.00,,
06/18/2007,565.55,,193340,,-380,,454,,291,,0.00,,
06/19/2007,565.31,e,192880,,--,,573,,350,,0.00,,
06/20/2007,565.07,,192310,,--,,573,,295,,0.00,,
06/21/2007,564.86,,191810,,-512,,565,,313,,0.00,,
06/22/2007,564.85,,191830,,-25,,299,,321,,0.00,,
06/23/2007,564.87,,191870,,43,,299,,331,,0.00,,
06/24/2007,564.87,,191850,,0,,299,,301,,0.00,,
06/25/2007,564.85,,191810,,-65,,299,,291,,0.00,,
06/26/2007,564.82,,191740,,-57,,299,,276,,0.00,,
06/27/2007,564.84,,191790,,18,,304,,336,,0.00,,
06/28/2007,564.88,,191920,,51,,299,,376,,0.00,,
06/29/2007,564.93,,191010,,34,,299,,356,,0.00,,
06/30/2007,564.98,,191090,,136,,299,,352,,0.00,,
07/01/2007,565.07,,192290,,169,,299,,412,,0.00,,
07/02/2007,565.20,,192570,,293,,299,,452,,0.00,,
07/03/2007,565.44,,193074,,504,,300,,466,,--,,
07/04/2007,565.61,,193470,,368,,300,,--,,0.00,,
07/05/2007,565.74,,193730,,252,,300,,442,,0.00,,
07/06/2007,565.84,,193970,,215,,300,,433,,0.00,,
07/07/2007,566.02,,194370,,395,,300,,513,,0.00,,
07/08/2007,566.16,,194700,,322,,300,,478,,0.00,,
07/09/2007,566.25,,194850,,148,,369,,457,,0.00,,
07/10/2007,566.28,,194960,,69,,379,,447,,0.00,,
07/11/2007,566.38,,195140,,189,,379,,482,,0.01,,
07/12/2007,566.42,,195250,,93,,379,,447,,0.00,,
07/13/2007,566.55,,195560,,265,,379,,547,,0.00,,
07/14/2007,566.61,,195690,,142,,379,,457,,0.00,,
07/15/2007,566.72,,195890,,243,,379,,492,,0.00,,
07/16/2007,566.65,,195710,,-162,,506,,430,,0.00,,
07/17/2007,566.18,,194680,,-1003,,630,,123,,0.00,,
07/18/2007,565.69,,--,,--,,630,,--,,--,,
07/19/2007,565.27,,192700,,--,,622,,181,,0.00,,
07/20/2007,565.32,,192860,,120,,379,,471,,0.00,,
07/21/2007,565.47,,193160,,324,,379,,542,,0.00,,
07/22/2007,565.63,,193490,,354,,379,,557,,0.00,,
07/23/2007,565.75,,193780,,271,,379,,537,,0.00,,
07/24/2007,565.92,,194130,,349,,379,,567,,0.00,,
07/25/2007,566.04,,194390,,250,,379,,522,,0.00,,
07/26/2007,566.19,,194720,,330,,379,,490,,--,,
07/27/2007,566.34,,195070,,340,,379,,557,,0.00,,
07/28/2007,566.48,,195360,,301,,380,,537,,0.00,,
07/29/2007,566.65,,195780,,380,,380,,603,,0.00,,
07/30/2007,566.70,,195850,,102,,508,,556,,0.00,,
07/31/2007,566.57,,195600,,-290,,644,,526,,0.00,,
08/01/2007,566.43,,195250,,-354,,639,,472,,0.00,,
08/02/2007,566.31,,194990,,-274,,635,,503,,0.00,,
08/03/2007,566.40,,195180,,185,,380,,487,,0.00,,
08/04/2007,566.48,,195360,,186,,380,,483,,0.00,,
08/05/2007,566.52,,195450,,84,,380,,438,,0.00,,
08/06/2007,566.42,,195230,,-231,,509,,413,,0.00,,
08/07/2007,566.26,,194850,,-364,,644,,462,,0.00,,
08/08/2007,566.13,,194590,,-272,,644,,522,,0.00,,
08/09/2007,566.01,,194313,,-277,,635,,553,,--,,
08/10/2007,566.08,,194500,,168,,379,,492,,0.00,,
08/11/2007,566.16,,194660,,173,,380,,472,,0.00,,
08/12/2007,566.21,,194790,,110,,380,,457,,0.00,,
08/13/2007,566.32,,194990,,213,,379,,492,,0.00,,
08/14/2007,566.35,,195070,,88,,380,,432,,0.00,,
08/15/2007,566.43,,195259,,189,,380,,425,,--,,
08/16/2007,566.29,,194950,,-309,,561,,638,,--,,
08/17/2007,565.64,,193470,,-1438,,1188,,469,,0.00,,
08/18/2007,565.19,,192510,,-986,,1016,,514,,0.00,,
08/19/2007,565.26,,192660,,153,,--,,467,,0.00,,
08/20/2007,565.13,,192350,,-274,,562,,444,,0.00,,
08/21/2007,564.73,,191480,,-830,,917,,499,,0.00,,
08/22/2007,564.28,,190500,,-937,,918,,445,,0.00,,
08/23/2007,564.01,,190100,,-538,,736,,481,,0.00,,
08/24/2007,564.06,,190070,,-30,,378,,441,,0.00,,
08/25/2007,564.12,,190209,,139,,378,,446,,0.00,,
08/26/2007,564.16,,190296,,87,,378,,436,,0.00,,
08/27/2007,564.25,,190474,,178,,378,,466,,0.00,,
