04/14/2015,Reservoircapacityupdatedfrom77,600to97,800frominformationfoundathttp://ce-npdp-serv2.stanford.edu/DamDirectory/DamDetail.jsp?npdp_id=CA00263,
Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
09/26/2009,36609,,-1032,,565,,0.00,,
09/27/2009,35590,,-1019,,566,,0.00,,
09/28/2009,34591,,-999,,561,,0.00,,
09/29/2009,33698,,-893,,565,,0.00,,
09/30/2009,33003,,-695,,561,,0.00,,
10/01/2009,32472,,-531,,560,,0.00,,
10/02/2009,31997,,-475,,559,,0.00,,
10/03/2009,31534,,-463,,555,,0.00,,
10/04/2009,31087,,-447,,550,,0.17,,
10/05/2009,30637,,-450,,551,,0.00,,
10/06/2009,30185,,-452,,550,,0.00,,
10/07/2009,29731,,-454,,546,,0.00,,
10/08/2009,29301,,-430,,545,,0.00,,
10/09/2009,28855,,-446,,542,,0.00,,
10/10/2009,28421,,-434,,541,,0.00,,
10/11/2009,27979,,-442,,538,,0.00,,
10/12/2009,27543,,-436,,535,,0.00,,
10/13/2009,27289,,-254,,534,,0.76,,
10/14/2009,27008,,-281,,532,,3.34,,
10/15/2009,26608,,-400,,530,,0.00,,
10/16/2009,26196,,-412,,527,,0.00,,
10/17/2009,25792,,-404,,525,,0.00,,
10/18/2009,25380,,-412,,524,,0.00,,
10/19/2009,25398,,18,,321,,0.00,,
10/20/2009,25037,,-361,,520,,0.10,,
10/21/2009,24762,,-275,,520,,0.00,,
10/22/2009,24493,,-269,,516,,0.00,,
10/23/2009,24229,,-264,,515,,0.00,,
10/24/2009,23966,,-263,,515,,0.00,,
10/25/2009,24167,,201,,262,,0.00,,
10/26/2009,24650,,483,,135,,0.00,,
10/27/2009,25113,,463,,135,,0.00,,
10/28/2009,25565,,452,,135,,0.00,,
10/29/2009,26019,,454,,135,,0.00,,
10/30/2009,26475,,456,,140,,0.00,,
10/31/2009,26929,,454,,140,,0.00,,
11/01/2009,27390,,461,,138,,0.00,,
11/02/2009,27858,,468,,140,,0.00,,
11/03/2009,28304,,446,,135,,0.00,,
11/04/2009,28743,,439,,135,,0.00,,
11/05/2009,29174,,431,,135,,0.00,,
11/06/2009,29612,,438,,135,,0.00,,
11/07/2009,30052,,440,,135,,0.00,,
11/08/2009,30485,,433,,135,,0.00,,
11/09/2009,30910,,425,,135,,0.00,,
11/10/2009,31336,,426,,135,,0.00,,
11/11/2009,31765,,429,,135,,0.00,,
11/12/2009,32224,,459,,140,,0.36,,
11/13/2009,32647,,423,,140,,0.03,,
11/14/2009,33061,,414,,140,,0.00,,
11/15/2009,33473,,412,,140,,0.00,,
11/16/2009,33885,,412,,140,,0.00,,
11/17/2009,34290,,405,,140,,0.00,,
11/18/2009,34685,,395,,144,,0.00,,
11/19/2009,35037,,352,,160,,0.00,,
11/20/2009,35371,,334,,180,,0.00,,
11/21/2009,35730,,359,,158,,0.69,,
11/22/2009,35876,,146,,505,,0.00,,
11/23/2009,35545,,-331,,505,,0.00,,
11/24/2009,35217,,-328,,503,,0.00,,
11/25/2009,34894,,-323,,503,,0.00,,
11/26/2009,34572,,-322,,500,,0.00,,
11/27/2009,34240,,-332,,500,,0.00,,
11/28/2009,34176,,-64,,350,,0.23,,
11/29/2009,33934,,-242,,483,,0.00,,
11/30/2009,33590,,-344,,500,,0.00,,
12/01/2009,33243,,-347,,500,,0.00,,
12/02/2009,32901,,-342,,498,,0.00,,
12/03/2009,32564,,-337,,496,,0.00,,
12/04/2009,32224,,-340,,497,,0.00,,
12/05/2009,31885,,-339,,499,,0.00,,
12/06/2009,31520,,-365,,500,,0.00,,
12/07/2009,31274,,-246,,462,,1.42,,
12/08/2009,30915,,-359,,501,,0.03,,
12/09/2009,30528,,-387,,501,,0.00,,
12/10/2009,30161,,-367,,500,,0.00,,
12/11/2009,29830,,-331,,499,,0.19,,
12/12/2009,29556,,-274,,499,,0.72,,
12/13/2009,29283,,-273,,299,,1.54,,
12/14/2009,28921,,-362,,501,,0.10,,
12/15/2009,28565,,-356,,--,,--,,
12/16/2009,28207,,-358,,500,,0.00,,
12/17/2009,27853,,-354,,501,,0.00,,
12/18/2009,27487,,-366,,500,,0.00,,
12/19/2009,27123,,-364,,500,,0.00,,
12/20/2009,26769,,-354,,499,,0.00,,
12/21/2009,26475,,-294,,499,,0.00,,
12/22/2009,26133,,-342,,500,,1.23,,
12/23/2009,25783,,-350,,499,,0.00,,
12/24/2009,25416,,-367,,500,,0.00,,
12/25/2009,25046,,-370,,499,,0.00,,
12/26/2009,24681,,-365,,498,,0.00,,
12/27/2009,24323,,-358,,499,,0.26,,
12/28/2009,23935,,-388,,497,,0.00,,
12/29/2009,23574,,-361,,499,,0.07,,
12/30/2009,23211,,-363,,496,,0.33,,
12/31/2009,22827,,-384,,496,,0.00,,
01/01/2010,22448,,-379,,497,,0.00,,
01/02/2010,22038,,--,,501,,0.00,,
01/03/2010,21642,,-396,,498,,0.00,,
01/04/2010,21252,,-390,,499,,0.00,,
01/05/2010,20853,,-399,,498,,0.00,,
01/06/2010,20455,,-398,,494,,0.00,,
01/07/2010,20323,,-132,,357,,0.02,,
01/08/2010,20327,,4,,300,,0.00,,
01/09/2010,20327,,0,,301,,0.05,,
01/10/2010,20327,,0,,300,,0.05,,
01/11/2010,20327,,0,,300,,0.00,,
01/12/2010,20327,,0,,300,,0.09,,
01/13/2010,20416,,89,,301,,1.18,,
01/14/2010,20434,,--,,300,,0.00,,
01/15/2010,20438,,4,,300,,0.00,,
01/16/2010,20438,,0,,300,,0.00,,
01/17/2010,20430,,-8,,300,,0.00,,
01/18/2010,20351,,-79,,300,,0.58,,
01/19/2010,20587,,236,,300,,2.12,,
01/20/2010,20251,,-336,,96,,0.88,,
01/21/2010,20702,,451,,300,,1.46,,
01/22/2010,20848,,146,,246,,0.98,,
01/23/2010,21076,,228,,186,,0.71,,
01/24/2010,21063,,-13,,300,,0.00,,
01/25/2010,21058,,-5,,289,,0.17,,
01/26/2010,21080,,22,,298,,0.26,,
01/27/2010,21076,,-4,,301,,0.00,,
01/28/2010,21076,,0,,299,,0.00,,
01/29/2010,21063,,-13,,302,,0.00,,
01/30/2010,21058,,-5,,300,,0.01,,
01/31/2010,21045,,-13,,300,,0.01,,
02/01/2010,21028,,-17,,300,,0.00,,
02/02/2010,20998,,-30,,300,,0.00,,
02/03/2010,20972,,-26,,300,,0.00,,
02/04/2010,20951,,-21,,300,,0.00,,
02/05/2010,20965,e,14,,300,,0.39,,
02/06/2010,20977,,12,,300,,0.32,,
02/07/2010,20981,,4,,300,,0.56,,
02/08/2010,20972,,-9,,299,,0.03,,
02/09/2010,20955,,-17,,300,,0.08,,
02/10/2010,21045,,90,,194,,0.00,,
02/11/2010,21110,,65,,140,,0.00,,
02/12/2010,21174,,64,,134,,0.00,,
02/13/2010,21239,,65,,135,,0.00,,
02/14/2010,21309,,70,,135,,0.00,,
02/15/2010,21396,,87,,138,,0.00,,
02/16/2010,21495,,99,,134,,0.00,,
02/17/2010,21607,,112,,131,,0.00,,
02/18/2010,21729,,122,,131,,0.00,,
02/19/2010,21873,,144,,131,,0.00,,
02/20/2010,21999,,126,,137,,0.11,,
02/21/2010,22134,,135,,134,,0.22,,
02/22/2010,22252,,118,,131,,0.40,,
02/23/2010,22347,,95,,136,,0.00,,
02/24/2010,22589,,242,,131,,1.37,,
02/25/2010,22783,,194,,128,,0.04,,
02/26/2010,23030,,247,,132,,0.00,,
02/27/2010,23335,,305,,124,,2.20,,
02/28/2010,23566,,231,,125,,0.14,,
03/01/2010,23774,,208,,126,,0.00,,
03/02/2010,24006,,232,,130,,0.36,,
03/03/2010,24251,,245,,132,,0.46,,
03/04/2010,24462,,211,,127,,0.78,,
03/05/2010,24654,,192,,128,,0.00,,
03/06/2010,24843,,189,,128,,0.00,,
03/07/2010,25028,,185,,128,,0.00,,
03/08/2010,25220,,192,,129,,0.07,,
03/09/2010,25225,,5,,219,,0.25,,
03/10/2010,25086,,-139,,299,,0.15,,
03/11/2010,24879,,-207,,300,,0.00,,
03/12/2010,24767,,-112,,300,,0.00,,
03/13/2010,24627,,-140,,301,,1.34,,
03/14/2010,24484,,-143,,300,,0.00,,
03/15/2010,24328,,-156,,300,,0.00,,
03/16/2010,24197,,-131,,300,,0.00,,
03/17/2010,24091,,-106,,300,,0.00,,
03/18/2010,24019,,-72,,300,,0.00,,
03/19/2010,23992,,-27,,300,,0.00,,
03/20/2010,23974,,-18,,300,,0.00,,
03/21/2010,23966,,-8,,300,,0.00,,
03/22/2010,23948,,-18,,300,,0.00,,
03/23/2010,23952,,4,,300,,0.00,,
03/24/2010,23992,,40,,300,,0.00,,
03/25/2010,24051,,59,,300,,0.14,,
03/26/2010,24060,,9,,300,,0.15,,
03/27/2010,24064,,4,,300,,0.00,,
03/28/2010,24100,,36,,300,,0.00,,
03/29/2010,24175,,75,,300,,0.00,,
03/30/2010,23974,,-201,,300,,0.34,,
03/31/2010,24556,,582,,300,,0.84,,
04/01/2010,24600,,44,,301,,0.00,,
04/02/2010,24627,,27,,301,,0.05,,
04/03/2010,24650,,23,,301,,0.48,,
04/04/2010,24654,,4,,300,,0.00,,
04/05/2010,24699,,45,,299,,1.39,,
04/06/2010,24672,,-27,,301,,0.00,,
04/07/2010,24672,,0,,300,,0.00,,
04/08/2010,24749,,77,,294,,0.00,,
04/09/2010,24897,,--,,300,,0.00,,
04/10/2010,25091,,194,,300,,0.00,,
04/11/2010,25303,,212,,300,,0.00,,
04/12/2010,25502,,199,,298,,1.20,,
04/13/2010,25615,,113,,301,,0.68,,
04/14/2010,25769,,154,,300,,0.00,,
04/15/2010,25815,,46,,370,,0.00,,
04/16/2010,25819,,4,,401,,0.00,,
04/17/2010,25878,,59,,402,,0.00,,
04/18/2010,26033,,155,,400,,0.00,,
04/19/2010,26265,,232,,404,,0.00,,
04/20/2010,26636,,371,,470,,0.64,,
04/21/2010,26746,,110,,501,,0.87,,
04/22/2010,26742,,-4,,501,,0.16,,
04/23/2010,26856,,114,,446,,0.02,,
04/24/2010,26980,,124,,500,,0.00,,
04/25/2010,27225,,245,,500,,0.00,,
04/26/2010,27548,,323,,505,,0.00,,
04/27/2010,28142,,594,,508,,0.00,,
04/28/2010,28897,,755,,489,,0.88,,
04/29/2010,29189,,292,,505,,0.88,,
04/30/2010,29476,,287,,491,,0.01,,
05/01/2010,29960,,484,,487,,0.00,,
05/02/2010,30856,,896,,500,,0.00,,
05/03/2010,31341,,485,,508,,0.00,,
05/04/2010,31745,,404,,545,,0.00,,
05/05/2010,32175,,430,,559,,0.00,,
05/06/2010,33812,,1637,,564,,0.00,,
05/07/2010,35236,,1424,,570,,0.00,,
05/08/2010,36624,,1388,,578,,0.00,,
05/09/2010,38094,,1470,,585,,0.00,,
05/10/2010,39742,,1648,,591,,0.14,,
05/11/2010,41172,,1430,,635,,0.72,,
05/12/2010,42316,,1144,,677,,0.00,,
05/13/2010,43493,,1177,,682,,0.00,,
05/14/2010,44837,,1344,,687,,0.12,,
05/15/2010,46680,,1843,,693,,0.00,,
05/16/2010,49257,,2577,,703,,0.00,,
05/17/2010,52405,,3148,,714,,0.00,,
05/18/2010,55088,,2683,,724,,0.30,,
05/19/2010,57505,,2417,,734,,0.00,,
05/20/2010,60426,,2921,,744,,0.11,,
05/21/2010,63732,,3306,,751,,0.00,,
05/22/2010,65981,,2249,,751,,0.06,,
05/23/2010,67445,,1464,,751,,0.17,,
05/24/2010,68620,,1175,,758,,0.00,,
05/25/2010,69473,,853,,795,,0.00,,
05/26/2010,70406,,933,,811,,0.51,,
05/27/2010,71446,,1040,,806,,0.64,,
05/28/2010,72241,,795,,699,,0.70,,
05/29/2010,73072,,831,,808,,0.00,,
05/30/2010,73784,,712,,809,,0.00,,
05/31/2010,75087,,1303,,825,,0.00,,
06/01/2010,77103,,2016,,838,,0.00,,
06/02/2010,79401,,2298,,831,,0.00,,
06/03/2010,80828,,1427,,1651,,0.00,,
06/04/2010,82125,,1297,,2292,,0.00,,
06/05/2010,83384,,1259,,3276,,0.00,,
06/06/2010,84609,,1225,,4245,,0.00,,
06/07/2010,86047,,1438,,4368,,0.00,,
06/08/2010,86313,,266,,4331,,0.00,,
06/09/2010,86177,,-136,,4290,,0.00,,
06/10/2010,85385,,-792,,--,,--,,
06/11/2010,84582,,-803,,3589,,0.00,,
06/12/2010,82865,,-1717,,3164,,0.00,,
06/13/2010,82467,,-398,,2459,,0.00,,
06/14/2010,82878,,411,,2081,,0.00,,
06/15/2010,84107,,1229,,1921,,0.00,,
06/16/2010,85923,,1816,,1666,,0.00,,
06/17/2010,87308,,1385,,1330,,0.00,,
06/18/2010,88680,,1372,,1031,,0.00,,
06/19/2010,90020,,1340,,497,,0.00,,
06/20/2010,91249,,1229,,874,,0.00,,
06/21/2010,92485,,1236,,882,,0.00,,
06/22/2010,93876,,1391,,895,,0.00,,
06/23/2010,94911,,1035,,1279,,0.00,,
06/24/2010,95573,,662,,1314,,0.00,,
06/25/2010,95966,,393,,1834,,0.03,,
06/26/2010,96251,,285,,1790,,0.00,,
06/27/2010,96552,,301,,1801,,0.00,,
06/28/2010,96853,,301,,1810,,0.00,,
06/29/2010,97025,,172,,1817,,0.00,,
06/30/2010,97255,,230,,1705,,0.00,,
07/01/2010,97349,,94,,1533,,0.00,,
07/02/2010,97514,,165,,1351,,0.00,,
07/03/2010,97414,,-100,,1113,,0.00,,
07/04/2010,97414,,0,,904,,0.00,,
07/05/2010,97335,,-79,,903,,0.00,,
07/06/2010,97506,,171,,978,,0.00,,
07/07/2010,97557,,51,,1106,,0.00,,
07/08/2010,97571,,14,,1159,,0.00,,
07/09/2010,97335,,-236,,1154,,0.00,,
07/10/2010,97548,,213,,1015,,0.00,,
07/11/2010,97356,,-192,,860,,0.00,,
07/12/2010,97485,,129,,757,,0.00,,
07/13/2010,97636,,151,,756,,0.00,,
07/14/2010,97564,,-72,,808,,0.00,,
07/15/2010,97378,,-186,,784,,0.00,,
07/16/2010,97270,,-108,,719,,0.00,,
07/17/2010,97119,,-151,,709,,0.00,,
07/18/2010,96961,,-158,,705,,0.00,,
07/19/2010,96896,,-65,,703,,0.00,,
07/20/2010,96989,,93,,676,,0.00,,
07/21/2010,96947,,-42,,652,,0.00,,
07/22/2010,96853,,-94,,658,,0.00,,
07/23/2010,96760,,-93,,655,,0.00,,
07/24/2010,96739,,-21,,654,,0.00,,
07/25/2010,96739,,0,,657,,0.00,,
07/26/2010,96725,,-14,,657,,0.00,,
07/27/2010,96746,,21,,656,,0.00,,
07/28/2010,96624,,-122,,652,,0.00,,
07/29/2010,96387,,-237,,651,,0.00,,
07/30/2010,96287,,-100,,657,,0.00,,
07/31/2010,96280,,-7,,655,,0.00,,
08/01/2010,95994,,-286,,658,,0.00,,
08/02/2010,95902,,-92,,656,,0.00,,
08/03/2010,95787,,-115,,652,,0.00,,
08/04/2010,95687,,-100,,653,,0.00,,
08/05/2010,95787,,100,,654,,0.00,,
08/06/2010,95630,,-157,,658,,0.00,,
08/07/2010,95602,,-28,,659,,0.00,,
08/08/2010,95581,,-21,,658,,0.00,,
08/09/2010,95416,,-165,,658,,0.00,,
08/10/2010,94691,,-725,,625,,0.00,,
08/11/2010,94357,,-334,,594,,0.00,,
08/12/2010,94329,,-28,,593,,0.00,,
08/13/2010,94279,,-50,,583,,0.00,,
08/14/2010,93925,,-354,,580,,0.00,,
08/15/2010,93790,,-135,,578,,0.00,,
08/16/2010,93890,,100,,583,,0.00,,
08/17/2010,93416,,-474,,579,,0.00,,
08/18/2010,93154,,-262,,581,,0.00,,
08/19/2010,92696,,-458,,581,,0.00,,
08/20/2010,92056,,-640,,581,,0.00,,
08/21/2010,91375,,-681,,534,,0.00,,
08/22/2010,90564,,-811,,581,,0.00,,
08/23/2010,90076,,-488,,582,,0.00,,
08/24/2010,89721,,-355,,582,,0.00,,
08/25/2010,89179,,-542,,580,,0.00,,
08/26/2010,88376,,-803,,585,,0.00,,
08/27/2010,87479,,-897,,578,,0.00,,
08/28/2010,86471,,-1008,,628,,0.00,,
08/29/2010,85650,,-821,,610,,0.00,,
08/30/2010,84908,,-742,,582,,0.00,,
08/31/2010,84059,,-849,,582,,0.00,,
09/01/2010,83195,,-864,,586,,0.00,,
09/02/2010,82347,,-848,,585,,0.00,,
09/03/2010,81649,,-698,,588,,0.00,,
09/04/2010,80868,,-781,,586,,0.00,,
09/05/2010,80017,,-851,,588,,0.00,,
09/06/2010,79321,,-696,,584,,0.00,,
09/07/2010,78720,,-601,,589,,0.00,,
09/08/2010,77877,,-843,,583,,0.00,,
09/09/2010,77188,,-689,,560,,0.00,,
09/10/2010,76399,,-789,,568,,0.00,,
09/11/2010,75554,,-845,,566,,0.00,,
09/12/2010,74987,e,-567,,--,,--,,
09/13/2010,74421,,-566,,422,,0.00,,
09/14/2010,73450,,-971,,554,,0.00,,
09/15/2010,72566,,-884,,542,,0.00,,
09/16/2010,72369,,-197,,316,,0.00,,
09/17/2010,71687,,-682,,570,,0.00,,
09/18/2010,71014,,-673,,535,,0.00,,
09/19/2010,70369,,-645,,537,,0.00,,
09/20/2010,69423,,-946,,536,,0.00,,
09/21/2010,68464,,-959,,535,,0.00,,
09/22/2010,67517,,-947,,533,,0.00,,
09/23/2010,66562,,-955,,535,,0.00,,
09/24/2010,65582,,-980,,541,,0.00,,
09/25/2010,64617,,-965,,539,,0.00,,
09/26/2010,63616,,-1001,,540,,0.00,,
09/27/2010,62645,,-971,,543,,0.00,,
09/28/2010,61686,,-959,,535,,0.00,,
09/29/2010,60725,,-961,,533,,0.00,,
09/30/2010,59764,,-961,,535,,0.00,,
10/01/2010,58832,,-932,,531,,0.00,,
10/02/2010,57923,,-909,,534,,0.42,,
10/03/2010,56989,,-934,,532,,0.17,,
10/04/2010,56103,,-886,,525,,0.88,,
10/05/2010,55169,,-934,,528,,0.04,,
10/06/2010,54488,,-681,,403,,0.03,,
10/07/2010,53866,,-622,,380,,0.37,,
10/08/2010,52888,,-978,,545,,0.03,,
10/09/2010,51945,,-943,,535,,0.00,,
10/10/2010,50974,,-971,,536,,0.00,,
10/11/2010,49998,,-976,,540,,0.00,,
10/12/2010,49030,,-968,,541,,0.00,,
10/13/2010,48056,,-974,,541,,0.00,,
10/14/2010,47084,,-972,,538,,0.00,,
10/15/2010,46119,,-965,,540,,0.00,,
10/16/2010,45166,,-953,,540,,0.00,,
10/17/2010,44204,,-962,,539,,0.00,,
10/18/2010,43270,,-934,,540,,0.29,,
10/19/2010,42321,,-949,,543,,0.00,,
10/20/2010,41564,,-757,,538,,0.00,,
10/21/2010,40843,,-721,,539,,0.00,,
10/22/2010,39954,,-889,,549,,0.00,,
10/23/2010,39344,,-610,,557,,0.24,,
10/24/2010,39757,,413,,299,,2.66,,
10/25/2010,40343,,586,,154,,3.29,,
10/26/2010,40510,,167,,160,,0.00,,
10/27/2010,40795,,285,,165,,0.00,,
10/28/2010,40785,,-10,,165,,0.00,,
10/29/2010,41370,,585,,165,,0.00,,
10/30/2010,41470,,100,,165,,0.17,,
10/31/2010,41612,,142,,165,,0.05,,
11/01/2010,42027,,415,,165,,0.00,,
11/02/2010,42538,,511,,165,,0.00,,
11/03/2010,42993,,455,,165,,0.00,,
11/04/2010,43483,,490,,165,,0.00,,
11/05/2010,44044,,561,,165,,0.00,,
11/06/2010,44166,,122,,161,,0.00,,
11/07/2010,44600,,434,,160,,0.27,,
11/08/2010,45139,,539,,160,,1.47,,
11/09/2010,45821,,682,,159,,0.00,,
11/10/2010,46342,,521,,157,,0.39,,
11/11/2010,47122,,780,,149,,0.00,,
11/12/2010,47879,,757,,150,,0.00,,
11/13/2010,48172,,293,,150,,0.00,,
11/14/2010,48680,,508,,150,,0.00,,
11/15/2010,49302,,622,,150,,0.00,,
11/16/2010,49597,,295,,155,,0.00,,
11/17/2010,49903,,306,,165,,0.00,,
11/18/2010,50166,,263,,271,,0.00,,
11/19/2010,50272,,106,,411,,0.00,,
11/20/2010,49914,,-358,,537,,1.30,,
11/21/2010,49541,,-373,,548,,1.12,,
11/22/2010,49357,,-184,,551,,0.56,,
11/23/2010,49191,,-166,,550,,0.46,,
11/24/2010,49274,,83,,434,,0.45,,
11/25/2010,49268,,-6,,550,,0.00,,
11/26/2010,48991,,-277,,550,,0.00,,
11/27/2010,48863,,-128,,552,,0.50,,
11/28/2010,48586,,-277,,550,,0.63,,
11/29/2010,48885,,299,,551,,0.00,,
11/30/2010,48869,,-16,,550,,0.00,,
12/01/2010,48947,,78,,551,,0.00,,
12/02/2010,49091,,144,,546,,0.00,,
12/03/2010,48974,,-117,,542,,0.00,,
12/04/2010,48691,,-283,,540,,0.00,,
12/05/2010,48498,,-193,,531,,0.08,,
12/06/2010,48338,,-160,,483,,1.17,,
12/07/2010,48194,,-144,,495,,0.00,,
12/08/2010,48326,,132,,511,,0.00,,
12/09/2010,48437,,111,,469,,0.90,,
12/10/2010,48625,,188,,365,,0.05,,
12/11/2010,48548,,-77,,483,,0.00,,
12/12/2010,48426,,-122,,--,,--,,
12/13/2010,48349,,-77,,352,,0.00,,
12/14/2010,48504,,155,,486,,0.00,,
12/15/2010,48730,,226,,465,,1.60,,
12/16/2010,48830,r,100,,367,,0.00,,
12/17/2010,49058,,228,,495,,0.31,,
12/18/2010,50177,r,1119,,281,,1.95,,
12/19/2010,52791,,2614,,641,,1.53,,
12/20/2010,53930,,1139,,647,,1.78,,
12/21/2010,54217,,287,,650,,0.29,,
12/22/2010,54258,,41,,650,,0.20,,
12/23/2010,54269,,11,,649,,0.00,,
12/24/2010,54297,,28,,650,,0.00,,
12/25/2010,54125,,-172,,648,,0.00,,
12/26/2010,53895,,-230,,649,,1.10,,
12/27/2010,53705,,-190,,647,,0.00,,
12/28/2010,53660,,-45,,649,,0.00,,
12/29/2010,53373,,-287,,646,,3.00,,
12/30/2010,53379,,6,,645,,0.20,,
12/31/2010,53889,,510,,645,,0.00,,
01/01/2011,54361,,472,,648,,0.23,,
01/02/2011,54661,,300,,650,,0.78,,
01/03/2011,54695,,34,,650,,0.22,,
01/04/2011,55099,,404,,650,,0.00,,
01/05/2011,55186,,87,,650,,0.00,,
01/06/2011,55504,,318,,650,,0.00,,
01/07/2011,55923,,419,,651,,0.00,,
01/08/2011,55661,,-262,,653,,0.00,,
01/09/2011,55522,,-139,,650,,0.00,,
01/10/2011,55602,,80,,650,,0.00,,
01/11/2011,55917,,315,,652,,0.00,,
01/12/2011,56074,,157,,654,,0.28,,
01/13/2011,56388,,314,,655,,0.00,,
01/14/2011,56464,,76,,708,,0.00,,
01/15/2011,56225,,-239,,735,,0.00,,
01/16/2011,56161,,-64,,735,,0.00,,
01/17/2011,56207,,46,,735,,0.00,,
01/18/2011,56033,,-174,,735,,0.00,,
01/19/2011,56085,,52,,735,,0.00,,
01/20/2011,56278,,193,,735,,0.00,,
01/21/2011,56318,,40,,735,,0.00,,
01/22/2011,56236,,-82,,735,,0.00,,
01/23/2011,55812,,-424,,735,,0.00,,
01/24/2011,56004,,192,,745,,0.00,,
01/25/2011,56200,e,196,,755,,0.00,,
01/26/2011,56394,,194,,755,,0.00,,
01/27/2011,56569,,175,,755,,0.00,,
01/28/2011,56336,,-233,,748,,0.00,,
01/29/2011,56435,,--,,753,,0.00,,
01/30/2011,56242,,-193,,755,,0.55,,
01/31/2011,56033,,-209,,755,,0.01,,
02/01/2011,56336,,303,,755,,0.00,,
02/02/2011,56371,,35,,755,,0.00,,
02/03/2011,56382,,11,,755,,0.00,,
02/04/2011,56429,,47,,755,,0.00,,
02/05/2011,56236,,-193,,754,,0.00,,
02/06/2011,55765,,-471,,755,,0.00,,
02/07/2011,55470,,-295,,755,,0.00,,
02/08/2011,55435,,-35,,755,,0.00,,
02/09/2011,55354,,-81,,755,,0.00,,
02/10/2011,55596,,242,,755,,0.00,,
02/11/2011,55088,,-508,,755,,0.00,,
02/12/2011,55088,,0,,755,,0.00,,
02/13/2011,54787,,-301,,755,,0.00,,
02/14/2011,54258,,-529,,755,,0.00,,
02/15/2011,53930,,-328,,755,,0.00,,
02/16/2011,54079,,149,,755,,1.12,,
02/17/2011,54102,,23,,755,,0.12,,
02/18/2011,54010,,-92,,755,,1.78,,
02/19/2011,53884,,-126,,755,,1.74,,
02/20/2011,53225,,-659,,755,,0.00,,
02/21/2011,52985,,-240,,750,,0.00,,
02/22/2011,52900,,-85,,746,,0.00,,
02/23/2011,52632,,-268,,740,,0.00,,
02/24/2011,52382,,-250,,740,,0.00,,
02/25/2011,52637,,255,,740,,0.68,,
02/26/2011,52751,,114,,740,,0.32,,
02/27/2011,52620,,-131,,740,,0.00,,
02/28/2011,52592,,-28,,740,,0.00,,
03/01/2011,52502,,-90,,740,,0.00,,
03/02/2011,52291,,-211,,740,,0.22,,
03/03/2011,51985,,-306,,740,,1.12,,
03/04/2011,52076,,91,,740,,0.00,,
03/05/2011,51872,,-204,,740,,0.00,,
03/06/2011,52132,,260,,740,,0.65,,
03/07/2011,52723,,591,,736,,2.10,,
03/08/2011,53236,,513,,720,,0.00,,
03/09/2011,53516,,280,,720,,0.00,,
03/10/2011,53677,,161,,720,,0.00,,
03/11/2011,53895,,218,,720,,0.00,,
03/12/2011,53855,,-40,,720,,0.00,,
03/13/2011,54062,,207,,720,,0.00,,
03/14/2011,54591,,529,,720,,0.72,,
03/15/2011,55302,,711,,720,,0.00,,
03/16/2011,58761,,3459,,706,,1.80,,
03/17/2011,60420,,1659,,650,,0.32,,
03/18/2011,61379,,959,,685,,0.00,,
03/19/2011,62343,,964,,702,,1.74,,
03/20/2011,63335,,992,,645,,1.70,,
03/21/2011,63317,,-18,,571,,1.42,,
03/22/2011,63063,,-254,,696,,0.22,,
03/23/2011,64084,,1021,,715,,0.35,,
03/24/2011,64899,,815,,718,,0.85,,
03/25/2011,65384,,485,,720,,1.36,,
03/26/2011,66080,,696,,720,,0.43,,
03/27/2011,66456,,376,,723,,0.22,,
03/28/2011,66908,,452,,728,,0.00,,
03/29/2011,67255,,347,,730,,0.00,,
03/30/2011,67591,,336,,726,,0.00,,
03/31/2011,68264,,673,,713,,0.00,,
04/01/2011,69127,,863,,697,,0.00,,
04/02/2011,70507,,1380,,690,,0.00,,
04/03/2011,71687,,1180,,696,,0.00,,
04/04/2011,72905,,1218,,702,,0.00,,
04/05/2011,74260,,1355,,705,,0.00,,
04/06/2011,75644,,1384,,702,,0.00,,
04/07/2011,76875,,1231,,691,,0.37,,
04/08/2011,77805,,930,,684,,0.32,,
04/09/2011,78700,,895,,751,,0.00,,
04/10/2011,78819,,119,,884,,0.00,,
04/11/2011,78892,,73,,902,,0.00,,
04/12/2011,78707,,-185,,875,,0.00,,
04/13/2011,78760,,53,,858,,0.00,,
04/14/2011,78727,,-33,,866,,0.02,,
04/15/2011,78799,,72,,878,,0.00,,
04/16/2011,79063,,264,,514,,0.00,,
04/17/2011,79268,,205,,1033,,0.00,,
04/18/2011,79414,,146,,1111,,0.00,,
04/19/2011,79533,,119,,1147,,0.22,,
04/20/2011,79586,,53,,1203,,0.04,,
04/21/2011,79719,,133,,1236,,0.66,,
04/22/2011,79719,,0,,1271,,0.03,,
04/23/2011,79692,,-27,,1275,,0.07,,
04/24/2011,79520,,-172,,1203,,0.11,,
04/25/2011,79368,,-152,,1126,,0.08,,
04/26/2011,79261,,-107,,1076,,0.02,,
04/27/2011,79215,,-46,,1039,,0.00,,
04/28/2011,79274,,59,,1058,,0.00,,
04/29/2011,79361,,87,,1086,,0.00,,
04/30/2011,79355,,-6,,1123,,0.00,,
05/01/2011,79090,,-265,,1040,,0.00,,
05/02/2011,78845,,-245,,935,,0.00,,
05/03/2011,79725,,880,,1030,,0.00,,
