05/18/2015,ThecapacitywasrevisedinMay
2015usingdatafromtheCityofSanDiego,
Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
05/25/2007,5448.49,,42500,,0,,
05/26/2007,5448.45,,42500,,0,,
05/27/2007,5448.58,,42500,,0,,
05/28/2007,5448.70,,42600,,100,,
05/29/2007,5448.69,,42600,,0,,
05/30/2007,5448.78,,42700,,100,,
05/31/2007,5448.81,,42700,,0,,
06/01/2007,5448.89,,42700,,0,,
06/02/2007,5448.95,,42800,,100,,
06/03/2007,5448.97,,42800,,0,,
06/04/2007,5448.95,,42800,,0,,
06/05/2007,5448.94,,42800,,0,,
06/06/2007,5449.00,,42800,,0,,
06/07/2007,5449.02,,42800,,0,,
06/08/2007,5449.02,,42800,,0,,
06/09/2007,5449.01,,42800,,0,,
06/10/2007,5448.98,,42800,,0,,
06/11/2007,--,,42800,,0,,
06/12/2007,--,,42800,,0,,
06/13/2007,--,,42900,,100,,
06/14/2007,--,,42900,,0,,
06/15/2007,--,,42900,,0,,
06/16/2007,--,,42900,,0,,
06/17/2007,--,,42900,,0,,
06/18/2007,5449.12,,42900,,0,,
06/19/2007,5449.17,,42900,,0,,
06/20/2007,5449.20,,43000,,100,,
06/21/2007,5449.23,,43000,,0,,
06/22/2007,5449.15,,42900,,-100,,
06/23/2007,5449.18,,42900,,0,,
06/24/2007,5449.18,,42900,,0,,
06/25/2007,5449.18,,42900,,0,,
06/26/2007,5449.18,,42900,,0,,
06/27/2007,5449.15,,42900,,0,,
06/28/2007,5449.15,,42900,,0,,
06/29/2007,5449.15,,42900,,0,,
06/30/2007,5449.15,,42900,,0,,
07/01/2007,5449.15,,42900,,0,,
07/02/2007,5449.05,,42900,,0,,
07/03/2007,5448.94,,42800,,-100,,
07/04/2007,5448.82,,42700,,-100,,
07/05/2007,5448.65,,42600,,-100,,
07/06/2007,5448.63,,42600,,0,,
07/07/2007,5448.40,,42400,,-200,,
07/08/2007,5448.22,,42300,,-100,,
07/09/2007,5448.04,,42200,,-100,,
07/10/2007,5447.96,,42100,,-100,,
07/11/2007,5447.84,,42100,,0,,
07/12/2007,5447.74,,42000,,-100,,
07/13/2007,5447.61,,41900,,-100,,
07/14/2007,5447.50,,41800,,-100,,
07/15/2007,5447.36,,41700,,-100,,
07/16/2007,5447.22,,41600,,-100,,
07/17/2007,5447.10,,41600,,0,,
07/18/2007,5446.97,,41500,,-100,,
07/19/2007,5446.84,,41400,,-100,,
07/20/2007,5446.72,,41300,,-100,,
07/21/2007,5446.60,,41200,,-100,,
07/22/2007,5446.47,,41100,,-100,,
07/23/2007,5446.34,,41100,,0,,
07/24/2007,5446.20,,41000,,-100,,
07/25/2007,5446.08,,40900,,-100,,
07/26/2007,5445.95,,40800,,-100,,
07/27/2007,5445.82,,40700,,-100,,
07/28/2007,5445.69,,40600,,-100,,
07/29/2007,5445.56,,40600,,0,,
07/30/2007,5445.38,,40400,,-200,,
07/31/2007,5445.24,,40300,,-100,,
08/01/2007,5445.10,,40300,,0,,
08/02/2007,5444.95,,40200,,-100,,
08/03/2007,5444.82,,40100,,-100,,
08/04/2007,5444.68,,40000,,-100,,
08/05/2007,5444.52,,39900,,-100,,
08/06/2007,5444.38,,39800,,-100,,
08/07/2007,5444.26,,39700,,-100,,
08/08/2007,5444.10,,39600,,-100,,
08/09/2007,5443.95,,39500,,-100,,
08/10/2007,5443.81,,39400,,-100,,
08/11/2007,5443.67,,39300,,-100,,
08/12/2007,5443.54,,39200,,-100,,
08/13/2007,5443.39,e,39200,,0,,
08/14/2007,5443.24,,39100,,-100,,
08/15/2007,5443.08,,39000,,-100,,
08/16/2007,5443.01,,38900,,-100,,
08/17/2007,5442.88,,38800,,-100,,
08/18/2007,5442.74,,38700,,-100,,
08/19/2007,5442.60,,38600,,-100,,
08/20/2007,5442.46,,38600,,0,,
08/21/2007,5442.44,,38500,,-100,,
08/22/2007,5442.41,,38500,,0,,
08/23/2007,5442.36,,38500,,0,,
08/24/2007,5442.34,,38500,,0,,
08/25/2007,5442.30,,38500,,0,,
08/26/2007,5442.26,e,38400,,-100,,
08/27/2007,2442.24,e,38400,,0,,
08/28/2007,5442.22,e,38400,e,0,,
08/29/2007,5442.12,,38339,,-61,,
08/30/2007,5442.09,,38320,,-19,,
08/31/2007,5442.08,,38314,,-6,,
09/01/2007,5442.04,,38288,,-26,,
09/02/2007,5442.00,,38263,,-25,,
09/03/2007,5441.96,,38244,,-19,,
09/04/2007,5441.94,,38225,,-19,,
09/05/2007,5441.90,,38200,,-25,,
09/06/2007,5441.88,,38181,,-19,,
09/07/2007,5441.84,,38155,,-26,,
09/08/2007,5441.80,,38136,,-19,,
09/09/2007,5441.77,,38117,,-19,,
09/10/2007,5441.74,,38098,,-19,,
09/11/2007,5441.70,,38073,,-25,,
09/12/2007,5441.66,,38048,,-25,,
09/13/2007,--,,--,,--,,
09/14/2007,5441.58,,37997,,--,,
09/15/2007,5441.55,,37978,,-19,,
09/16/2007,5441.51,,37953,,-25,,
09/17/2007,5441.48,,37934,,-19,,
09/18/2007,5441.45,,37915,,-19,,
09/19/2007,5441.40,,37884,,-31,,
09/20/2007,5441.40,,37884,,0,,
09/21/2007,5441.36,,37858,,-26,,
09/22/2007,5441.29,,37814,,-44,,
09/23/2007,5441.29,,37814,,0,,
09/24/2007,5441.26,,37795,,-19,,
09/25/2007,5441.22,,37770,,-25,,
09/26/2007,5441.20,,37758,,-12,,
09/27/2007,5441.17,,37739,,-19,,
09/28/2007,5441.13,,37714,,-25,,
09/29/2007,5441.12,,37708,,-6,,
09/30/2007,5441.09,,37688,,-20,,
10/01/2007,5441.05,,37663,,-25,,
10/02/2007,5440.98,,37619,,-44,,
10/03/2007,5440.80,,37506,,-113,,
10/04/2007,5440.66,,37425,,-81,,
10/05/2007,5440.55,,37343,,-82,,
10/06/2007,--,,37260,e,-83,,
10/07/2007,--,,37175,e,-85,,
10/08/2007,5440.12,,37081,,-94,,
10/09/2007,--,,37020,e,-61,,
10/10/2007,5440.04,,37031,,11,,
10/11/2007,5440.02,,37019,,-12,,
10/12/2007,5440.00,,37006,,-13,,
10/13/2007,5440.00,,37006,,0,,
10/14/2007,5439.97,,36987,,-19,,
10/15/2007,5439.18,,36490,,-497,,
10/16/2007,5437.70,,35586,,-904,,
10/17/2007,5436.24,,34698,,-888,,
10/18/2007,--,,33805,e,-893,,
10/19/2007,--,,33000,e,-805,,
10/20/2007,--,,32175,e,-825,,
10/21/2007,--,,31200,e,-975,,
10/22/2007,--,,30500,,-700,,
10/23/2007,--,,29695,,-805,,
10/24/2007,5426.11,,28833,,-862,,
10/25/2007,5425.43,,28458,,-375,,
10/26/2007,5425.43,,28458,,0,,
10/27/2007,5425.42,,28452,,-6,,
10/28/2007,--,,--,,--,,
10/29/2007,5425.45,,28469,,--,,
10/30/2007,5425.38,,28430,,-39,,
10/31/2007,5425.39,,28436,,6,,
11/01/2007,5425.03,,28238,,-198,,
11/02/2007,5424.79,,28106,,-132,,
11/03/2007,5424.59,,27997,,-109,,
11/04/2007,5424.35,,27866,,-131,,
11/05/2007,5424.13,,27746,,-120,,
11/06/2007,5423.88,,27610,,-136,,
11/07/2007,5423.65,,27486,,-124,,
11/08/2007,5423.39,,27345,,-141,,
11/09/2007,--,,27300,e,-45,,
11/10/2007,--,,27250,e,-50,,
11/11/2007,--,,27200,e,-50,,
11/12/2007,--,,27100,e,-100,,
11/13/2007,--,,27000,e,-100,,
11/14/2007,5422.60,,26920,,-80,,
11/15/2007,--,,26900,e,-20,,
11/16/2007,5422.42,,26823,,-77,,
11/17/2007,5422.22,,26716,,-107,,
11/18/2007,5422.02,,26609,,-107,,
11/19/2007,--,,26560,e,-49,,
11/20/2007,5421.85,,26519,,-41,,
11/21/2007,5421.67,,26423,,-96,,
11/22/2007,5421.48,,26322,,-101,,
11/23/2007,5421.33,,26242,,-80,,
11/24/2007,5421.11,,26125,,-117,,
11/25/2007,5420.93,,26030,,-95,,
11/26/2007,5420.71,,25914,,-116,,
11/27/2007,5420.49,,25798,,-116,,
11/28/2007,5420.27,,25683,,-115,,
11/29/2007,5420.23,,25662,,-21,,
11/30/2007,5420.19,,25641,,-21,,
12/01/2007,5420.12,,25604,,-37,,
12/02/2007,5420.07,,25578,,-26,,
12/03/2007,5420.00,,25541,,-37,,
12/04/2007,5419.95,,25515,,-26,,
12/05/2007,5419.85,,25463,,-52,,
12/06/2007,5419.85,,25463,,0,,
12/07/2007,5419.89,,25483,,20,,
12/08/2007,5419.83,,25457,,-26,,
12/09/2007,5419.81,,25442,,-15,,
12/10/2007,5419.78,,25421,,-21,,
12/11/2007,5419.72,,25394,,-27,,
12/12/2007,5419.66,,25363,,-31,,
12/13/2007,5419.59,,25327,,-36,,
12/14/2007,5419.49,,25274,,-53,,
12/15/2007,5419.45,,25254,,-20,,
12/16/2007,5419.35,,25202,,-52,,
12/17/2007,5419.35,,25202,,0,,
12/18/2007,5419.37,,25212,,10,,
12/19/2007,5419.39,,25222,,10,,
12/20/2007,5419.41,,25233,,11,,
12/21/2007,5419.35,,25202,,-31,,
12/22/2007,5419.27,,25160,,-42,,
12/23/2007,5419.25,,25150,,-10,,
12/24/2007,5419.22,,25129,,-21,,
12/25/2007,5419.19,,25118,,-11,,
12/26/2007,5419.13,,25087,,-31,,
12/27/2007,5419.09,,25066,,-21,,
12/28/2007,5419.09,,25066,,0,,
12/29/2007,5419.07,,25056,,-10,,
12/30/2007,5419.03,,25035,,-21,,
12/31/2007,5418.99,,25014,,-21,,
01/01/2008,5418.94,,24988,,-26,,
01/02/2008,5418.89,,24963,,-25,,
01/03/2008,5418.79,,24911,,-52,,
01/04/2008,5419.10,,25072,,161,,
01/05/2008,--,,25134,,62,,
01/06/2008,--,,25134,,0,,
01/07/2008,5419.23,,25139,,5,,
01/08/2008,5419.31,,25181,,42,,
01/09/2008,5419.29,,25170,,-11,,
01/10/2008,5419.29,,25170,,0,,
01/11/2008,5419.27,,25160,,-10,,
01/12/2008,5419.25,,25150,,-10,,
01/13/2008,5419.25,,25150,,0,,
01/14/2008,5419.21,,25129,,-21,,
01/15/2008,5419.17,,25108,,-21,,
01/16/2008,5419.13,,25087,,-21,,
01/17/2008,5419.11,,25077,,-10,,
01/18/2008,5419.07,,25056,,-21,,
01/19/2008,5419.03,,25035,,-21,,
01/20/2008,5419.01,,25025,,-10,,
01/21/2008,5418.99,,25015,,-10,,
01/22/2008,5418.95,,24994,,-21,,
01/23/2008,5418.85,,24942,,-52,,
01/24/2008,5418.75,,24890,,-52,,
01/25/2008,5418.59,,24807,,-83,,
01/26/2008,5418.42,,24719,,-88,,
01/27/2008,--,,24715,e,-4,,
01/28/2008,--,,24740,e,25,,
01/29/2008,5418.39,,24704,,-36,,
01/30/2008,5418.30,,24657,,-47,,
01/31/2008,--,,24600,e,-57,,
02/01/2008,5417.75,,24375,,-225,,
02/02/2008,5417.51,,24252,,-123,,
02/03/2008,5417.35,,24170,,-82,,
02/04/2008,5417.01,,23996,,-174,,
02/05/2008,5416.71,,23844,,-152,,
02/06/2008,5416.39,,23682,,-162,,
02/07/2008,5416.09,,23525,,-157,,
02/08/2008,5415.79,,23379,,-146,,
02/09/2008,5415.47,,23218,,-161,,
02/10/2008,5415.17,,23068,,-150,,
02/11/2008,5414.82,,22893,,-175,,
02/12/2008,5414.49,,22728,,-165,,
02/13/2008,5414.19,,22580,,-148,,
02/14/2008,5413.91,,22441,,-139,,
02/15/2008,5413.69,,22332,,-109,,
02/16/2008,5413.46,,22219,,-113,,
02/17/2008,5413.23,,22106,,-113,,
02/18/2008,5413.01,,21998,,-108,,
02/19/2008,5412.77,,21881,,-117,,
02/20/2008,5412.57,,21783,,-98,,
02/21/2008,5412.47,,21734,,-49,,
02/22/2008,5412.23,,21618,,-116,,
02/23/2008,5411.97,,21491,,-127,,
02/24/2008,5411.85,,21433,,-58,,
02/25/2008,5411.73,,21375,,-58,,
02/26/2008,5411.45,,21240,,-135,,
02/27/2008,5411.33,,21182,,-58,,
02/28/2008,5411.19,,21115,,-67,,
02/29/2008,5411.22,,21129,,14,,
03/01/2008,5410.83,,20942,,-187,,
03/02/2008,5410.65,,20855,,-87,,
03/03/2008,5410.46,,20765,,-90,,
03/04/2008,5410.27,,20674,,-91,,
03/05/2008,5410.07,,20579,,-95,,
03/06/2008,5409.91,,20503,,-76,,
03/07/2008,5409.72,,20412,,-91,,
03/08/2008,5409.51,,20313,,-99,,
03/09/2008,5409.50,,20308,,-5,,
03/10/2008,5409.27,,20200,,-108,,
03/11/2008,5409.27,,20204,,4,,
03/12/2008,5409.27,,20200,,-4,,
03/13/2008,5409.43,,20275,,75,,
03/14/2008,5409.56,,20337,,62,,
03/15/2008,5409.66,,20384,,47,,
03/16/2008,5409.67,,20389,,5,,
03/17/2008,5409.69,,20398,,9,,
03/18/2008,5409.71,,20408,,10,,
03/19/2008,5409.71,,20412,,4,,
03/20/2008,5409.78,,20441,,29,,
03/21/2008,5409.81,,20455,,14,,
03/22/2008,5409.85,,20474,,19,,
03/23/2008,5409.87,,20484,,10,,
03/24/2008,5410.01,,20545,,61,,
03/25/2008,5410.14,,20617,,72,,
03/26/2008,5410.27,,20679,,62,,
03/27/2008,5410.41,,20741,,62,,
03/28/2008,5410.51,,20788,,47,,
03/29/2008,5410.59,,20827,,39,,
03/30/2008,5410.64,,20851,,24,,
03/31/2008,5410.69,,20875,,24,,
04/01/2008,5410.73,,20894,,19,,
04/02/2008,--,,20895,e,1,,
04/03/2008,5410.73,,20894,,-1,,
04/04/2008,5410.77,,20913,,19,,
04/05/2008,5410.97,,21009,,96,,
04/06/2008,5411.25,,21143,,134,,
04/07/2008,5411.51,,21269,,126,,
04/08/2008,5411.73,,21375,,106,,
04/09/2008,5411.93,,21472,,97,,
04/10/2008,5412.11,,21559,,87,,
04/11/2008,5412.37,,21686,,127,,
04/12/2008,5412.81,,21900,,214,,
04/13/2008,5413.43,,22204,,304,,
04/14/2008,5414.11,,22540,,336,,
04/15/2008,5414.62,,22798,,258,,
04/16/2008,5415.05,,23008,,210,,
04/17/2008,5415.51,,23238,,230,,
04/18/2008,5416.19,,23581,,343,,
04/19/2008,5416.83,,23905,,324,,
04/20/2008,5417.31,,24150,,245,,
04/21/2008,5417.69,,24344,,194,,
04/22/2008,5418.06,,24534,,190,,
04/23/2008,5418.37,,24694,,160,,
04/24/2008,5418.64,,24833,,139,,
04/25/2008,5418.97,,25004,,171,,
04/26/2008,5419.49,,25280,,276,,
04/27/2008,5420.38,,25741,,461,,
04/28/2008,5421.43,,26295,,554,,
04/29/2008,5422.41,,26818,,523,,
04/30/2008,5423.15,,27216,,398,,
05/01/2008,5423.73,,27529,,313,,
05/02/2008,5424.35,,27866,,337,,
05/03/2008,5425.01,,28227,,361,,
05/04/2008,5425.76,,28640,,413,,
05/05/2008,5426.63,,29122,,482,,
05/06/2008,5427.60,,29664,,542,,
05/07/2008,5428.61,,30239,,575,,
05/08/2008,5429.48,,30728,,489,,
05/09/2008,5430.32,,31209,,481,,
05/10/2008,5431.12,,31670,,461,,
05/11/2008,5432.01,,32187,,517,,
05/12/2008,5432.84,,32673,,486,,
05/13/2008,5433.51,,33067,,394,,
05/14/2008,5434.33,,33553,,486,,
05/15/2008,5435.59,,34307,,754,,
05/16/2008,5436.95,,35129,,822,,
05/17/2008,5437.92,,35727,,598,,
05/18/2008,5438.78,,36250,,523,,
05/19/2008,5439.48,,36689,,439,,
05/20/2008,5439.77,,36863,,174,,
05/21/2008,5439.96,,36981,,118,,
05/22/2008,5439.98,,36994,,13,,
05/23/2008,5440.12,,37081,,87,,
05/24/2008,5440.26,,37169,,88,,
05/25/2008,5440.96,,37607,,438,,
05/26/2008,5441.39,,37878,,271,,
05/27/2008,5441.86,,38175,,297,,
05/28/2008,5442.36,,38492,,317,,
05/29/2008,5442.70,,38708,,216,,
05/30/2008,5443.00,,38899,,191,,
05/31/2008,5443.27,,39072,,173,,
06/01/2008,5443.60,,39284,,212,,
06/02/2008,5443.90,,39476,,192,,
06/03/2008,5444.31,,39740,,264,,
06/04/2008,5444.57,,39908,,168,,
06/05/2008,5444.81,,40064,,156,,
06/06/2008,5445.05,,40219,,155,,
06/07/2008,5445.27,,40362,,143,,
06/08/2008,5445.45,,40486,,124,,
06/09/2008,5445.62,,40590,,104,,
06/10/2008,5445.81,,40714,,124,,
06/11/2008,5445.99,,40832,,118,,
06/12/2008,5446.15,,40937,,105,,
06/13/2008,5446.27,,41015,,78,,
06/14/2008,--,,41114,,99,,
06/15/2008,5446.59,,41212,,98,,
06/16/2008,5446.70,,41298,,86,,
06/17/2008,5446.83,,41383,,85,,
06/18/2008,5446.95,,41462,,79,,
06/19/2008,5446.99,,41489,,27,,
06/20/2008,5446.99,,41489,,0,,
06/21/2008,5447.09,,41554,,65,,
06/22/2008,5447.17,,41607,,53,,
06/23/2008,5447.21,,41634,,27,,
06/24/2008,5447.27,,41673,,39,,
06/25/2008,5447.34,,41719,,46,,
06/26/2008,5447.39,,41753,,34,,
06/27/2008,5447.45,,41792,,39,,
06/28/2008,5447.49,,41819,,27,,
06/29/2008,5447.55,,41859,,40,,
06/30/2008,5447.59,,41885,,26,,
07/01/2008,5447.61,,41898,,13,,
07/02/2008,5447.63,,41911,,13,,
07/03/2008,5447.64,,41918,,7,,
07/04/2008,5447.62,,41905,,-13,,
07/05/2008,5447.63,,41911,,6,,
07/06/2008,5447.64,,41918,,7,,
07/07/2008,5447.64,,41918,,0,,
07/08/2008,5447.63,,41911,,-7,,
07/09/2008,5447.60,,41892,,-19,,
07/10/2008,5447.35,,41726,,-166,,
07/11/2008,5447.05,,41528,,-198,,
07/12/2008,5446.89,,41423,,-105,,
07/13/2008,5446.64,,41258,,-165,,
07/14/2008,5446.39,,41094,,-164,,
07/15/2008,5446.17,,40950,,-144,,
07/16/2008,5445.90,,40773,,-177,,
07/17/2008,5445.65,,40610,,-163,,
07/18/2008,5445.39,,40441,,-169,,
07/19/2008,5445.12,,40265,,-176,,
07/20/2008,5444.85,,40090,,-175,,
07/21/2008,5444.89,,40116,,26,,
07/22/2008,5444.87,,40103,,-13,,
07/23/2008,5444.83,,40077,,-26,,
07/24/2008,5444.81,e,40064,e,-13,,
07/25/2008,5444.79,,40051,,-13,,
07/26/2008,5444.47,,39844,,-207,,
07/27/2008,5444.49,,39857,,13,,
07/28/2008,5444.25,,39701,,-156,,
07/29/2008,5444.00,,39540,,-161,,
07/30/2008,5443.73,,39367,,-173,,
07/31/2008,5443.53,,39238,,-129,,
08/01/2008,5443.21,,39033,,-205,,
08/02/2008,5442.91,,38842,,-191,,
08/03/2008,5442.59,,38638,,-204,,
08/04/2008,5442.31,,38460,,-178,,
08/05/2008,5442.03,,38282,,-178,,
08/06/2008,5441.79,,38130,,-152,,
08/07/2008,5441.60,,38010,,-120,,
08/08/2008,--,,37896,,-114,,
08/09/2008,--,,37789,,-107,,
08/10/2008,--,,37676,,-113,,
08/11/2008,--,,37538,,-138,,
08/12/2008,5440.64,,37406,,-132,,
08/13/2008,5440.45,,37287,,-119,,
08/14/2008,5440.27,,37175,,-112,,
08/15/2008,5440.08,,37056,,-119,,
08/16/2008,5440.05,,37037,,-19,,
08/17/2008,5439.85,,36913,,-124,,
08/18/2008,5439.68,,36813,,-100,,
08/19/2008,5439.50,,36695,,-118,,
08/20/2008,5439.27,,36552,,-143,,
08/21/2008,5439.13,,36460,,-92,,
08/22/2008,5438.95,,36361,,-99,,
08/23/2008,5438.79,,36256,,-105,,
08/24/2008,5438.60,,36138,,-118,,
08/25/2008,5438.41,,36021,,-117,,
08/26/2008,5438.24,,35917,,-104,,
08/27/2008,5438.07,,35812,,-105,,
08/28/2008,5437.89,,35702,,-110,,
08/29/2008,5437.71,,35592,,-110,,
08/30/2008,5437.51,,35470,,-122,,
08/31/2008,5437.33,,35360,,-110,,
09/01/2008,5437.15,,35250,,-110,,
09/02/2008,5436.95,,35128,,-122,,
09/03/2008,5436.75,,35007,,-121,,
09/04/2008,5436.57,,34898,,-109,,
09/05/2008,5436.39,,34789,,-109,,
09/06/2008,5436.21,,34680,,-109,,
09/07/2008,5436.01,,34559,,-121,,
09/08/2008,5435.85,,34463,,-96,,
09/09/2008,5435.65,,34348,,-115,,
09/10/2008,5435.45,,34222,,-126,,
09/11/2008,5435.28,,34120,,-102,,
09/12/2008,5435.11,,34018,,-102,,
09/13/2008,5435.01,,33958,,-60,,
09/14/2008,5435.01,,33958,,0,,
09/15/2008,5434.73,,33791,,-167,,
09/16/2008,5434.73,,33791,,0,,
09/17/2008,5434.39,,33589,,-202,,
09/18/2008,5434.03,,33375,,-214,,
09/19/2008,5433.85,,33268,,-107,,
09/20/2008,5433.67,,33162,,-106,,
09/21/2008,5433.48,,33049,,-113,,
09/22/2008,5433.26,,32919,,-130,,
09/23/2008,5433.23,,32902,,-17,,
09/24/2008,5433.19,,32878,,-24,,
09/25/2008,5433.01,,32772,,-106,,
09/26/2008,5432.83,,32666,,-106,,
09/27/2008,5432.65,,32561,,-105,,
09/28/2008,5432.52,,32485,,-76,,
09/29/2008,5432.33,,32373,,-112,,
09/30/2008,5432.31,,32356,,-17,,
10/01/2008,5432.27,,32339,,-17,,
10/02/2008,5432.25,,32327,,-12,,
10/03/2008,5432.28,,32344,,17,,
10/04/2008,5432.33,,32373,,29,,
10/05/2008,5432.33,,32373,,0,,
10/06/2008,5432.32,,32368,,-5,,
10/07/2008,5432.30,,32356,,-12,,
10/08/2008,5432.28,,32344,,-12,,
10/09/2008,5432.24,,32321,,-23,,
10/10/2008,5432.19,,32292,,-29,,
10/11/2008,5432.18,,32286,,-6,,
10/12/2008,5432.15,,32268,,-18,,
10/13/2008,5432.13,,32257,,-11,,
10/14/2008,5432.10,,32239,,-18,,
10/15/2008,5432.07,,32222,,-17,,
10/16/2008,5432.05,,32210,,-12,,
10/17/2008,5432.03,,32193,,-17,,
10/18/2008,5432.01,,32181,,-12,,
10/19/2008,5431.97,,32163,,-18,,
10/20/2008,5431.95,,32152,,-11,,
10/21/2008,5431.91,,32128,,-24,,
10/22/2008,5431.90,,32123,,-5,,
10/23/2008,5431.87,,32105,,-18,,
10/24/2008,5431.85,,32093,,-12,,
10/25/2008,5431.82,,32076,,-17,,
10/26/2008,5431.80,,32064,,-12,,
10/27/2008,5431.77,,32047,,-17,,
10/28/2008,5431.75,,32035,,-12,,
10/29/2008,5431.73,,32024,,-11,,
10/30/2008,5431.69,,32000,,-24,,
10/31/2008,5431.65,,31977,,-23,,
11/01/2008,5431.74,,32029,,52,,
11/02/2008,5432.07,,32222,,193,,
11/03/2008,5432.07,,32222,,0,,
11/04/2008,5432.37,,32397,,175,,
11/05/2008,5432.41,,32420,,23,,
11/06/2008,5432.43,,32432,,12,,
11/07/2008,5432.49,,32467,,35,,
11/08/2008,5432.63,,32549,,82,,
11/09/2008,5432.69,,32584,,35,,
11/10/2008,5432.45,,32444,,-140,,
11/11/2008,5432.19,,32292,,-152,,
11/12/2008,5431.95,,32152,,-140,,
11/13/2008,5431.11,,32080,e,-72,,
11/14/2008,5431.71,,32012,,-68,,
11/15/2008,5431.53,,31907,,-105,,
11/16/2008,5431.39,,31826,,-81,,
11/17/2008,5431.13,,31676,,-150,,
11/18/2008,5430.85,,31514,,-162,,
11/19/2008,5430.57,,31352,,-162,,
11/20/2008,5430.38,,31241,,-111,,
11/21/2008,--,,31058,,-183,,
11/22/2008,--,,30880,e,-178,,
11/23/2008,--,,30710,e,-170,,
11/24/2008,--,,30530,e,-180,,
11/25/2008,5428.83,,30358,,-172,,
11/26/2008,5428.53,,30186,,-172,,
11/27/2008,5428.23,,30020,,-166,,
11/28/2008,5427.90,,29832,,-188,,
11/29/2008,5427.61,,29667,,-165,,
11/30/2008,5427.32,,29503,,-164,,
12/01/2008,5427.19,,29428,,-75,,
12/02/2008,5427.05,,29358,,-70,,
12/03/2008,5427.04,,29349,,-9,,
12/04/2008,5426.78,,29203,,-146,,
12/05/2008,5426.67,,29142,,-61,,
12/06/2008,5426.52,,29058,,-84,,
12/07/2008,5426.34,,28960,,-98,,
12/08/2008,5426.16,,28862,,-98,,
12/09/2008,5425.97,,28756,,-106,,
12/10/2008,5425.83,,28681,,-75,,
12/11/2008,5425.68,,28598,,-83,,
12/12/2008,5425.53,,28510,,-88,,
12/13/2008,5425.40,,28439,,-71,,
12/14/2008,5425.17,,28317,,-122,,
12/15/2008,5425.28,,28373,,56,,
12/16/2008,5425.04,,28244,,-129,,
12/17/2008,5424.89,,28161,,-83,,
12/18/2008,5424.73,,28079,,-82,,
12/19/2008,5424.65,,28028,,-51,,
12/20/2008,5424.56,,27980,,-48,,
12/21/2008,5424.47,,27934,,-46,,
12/22/2008,5424.43,,27911,,-23,,
12/23/2008,5424.28,,27830,,-81,,
12/24/2008,5424.23,,27798,,-32,,
12/25/2008,5424.21,,27789,,-9,,
12/26/2008,5424.08,,27721,,-68,,
12/27/2008,5423.96,,27654,,-67,,
12/28/2008,5424.00,,27678,,24,,
12/29/2008,5423.83,,27581,,-97,,
12/30/2008,5423.69,,27508,,-73,,
12/31/2008,5423.52,,27413,,-95,,
01/01/2009,5423.40,,27351,,-62,,
01/02/2009,5423.42,,27363,,12,,
01/03/2009,5423.26,,27276,,-87,,
01/04/2009,5423.08,,27179,,-97,,
01/05/2009,5422.98,e,27124,e,-55,,
01/06/2009,5422.88,,27069,,-55,,
01/07/2009,5422.89,,27073,,4,,
01/08/2009,5422.79,,27024,,-49,,
01/09/2009,5422.69,,26969,,-55,,
01/10/2009,5422.53,,26882,,-87,,
01/11/2009,5422.47,,26851,,-31,,
01/12/2009,5422.48,,26854,,3,,
01/13/2009,5422.52,,26877,,23,,
01/14/2009,5422.51,,26877,,0,,
01/15/2009,5422.54,,26886,,9,,
01/16/2009,5422.48,,26859,,-27,,
01/17/2009,5422.47,,26850,,-9,,
01/18/2009,5422.48,,26854,,4,,
01/19/2009,5422.45,,26841,,-13,,
01/20/2009,5422.44,,26832,,-9,,
01/21/2009,5422.47,,26854,,22,,
01/22/2009,5422.56,,26900,,46,,
01/23/2009,5422.91,,27085,,185,,
01/24/2009,5423.28,,27286,,201,,
01/25/2009,5423.48,,27392,,106,,
01/26/2009,5423.53,,27420,,28,,
01/27/2009,5423.59,,27447,,27,,
01/28/2009,5423.66,,27493,,46,,
01/29/2009,5423.64,,27484,,-9,,
01/30/2009,5423.66,,27488,,4,,
01/31/2009,5423.69,,27507,,19,,
02/01/2009,5423.71,,27511,,4,,
02/02/2009,5423.76,,27544,,33,,
02/03/2009,5423.82,,27580,,36,,
02/04/2009,5423.92,,27633,,53,,
02/05/2009,5424.01,,27679,,46,,
02/06/2009,5424.08,,27717,,38,,
02/07/2009,5424.17,,27766,,49,,
02/08/2009,5424.25,,27812,,46,,
02/09/2009,5424.36,,27873,,61,,
02/10/2009,5424.39,,27885,,12,,
02/11/2009,5424.51,,27951,,66,,
02/12/2009,5424.55,,27972,,21,,
02/13/2009,5424.66,,28035,,63,,
02/14/2009,5424.75,,28082,,47,,
02/15/2009,5424.83,,28130,,48,,
02/16/2009,--,,28158,e,28,,
02/17/2009,5424.98,,28210,,52,,
02/18/2009,5425.05,,28252,,42,,
02/19/2009,5425.08,,28266,,14,,
02/20/2009,5425.14,,28295,,29,,
02/21/2009,5425.15,,28304,,9,,
02/22/2009,5425.28,,28377,,73,,
02/23/2009,5425.51,,28500,,123,,
02/24/2009,5425.66,,28581,,81,,
02/25/2009,5425.85,,28687,,106,,
02/26/2009,5426.03,,28782,,95,,
02/27/2009,5426.11,,28830,,48,,
02/28/2009,5426.18,,28871,,41,,
03/01/2009,5426.41,,28995,,124,,
03/02/2009,5426.97,,29308,,313,,
