05/18/2015,ThecapacitywasrevisedinMay
2015usingdatafromtheCityofSanDiego,
Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
08/16/2005,5443.53,,41506,,-108,,
08/17/2005,5443.49,,41479,,-27,,
08/18/2005,5443.43,,41439,,-40,,
08/19/2005,5443.38,,41405,,-34,,
08/20/2005,5443.33,,41372,,-33,,
08/21/2005,5443.27,,41332,,-40,,
08/22/2005,5442.88,,41070,,-262,,
08/23/2005,5442.38,,40737,,-333,,
08/24/2005,5442.00,,40485,,-252,,
08/25/2005,5441.62,e,40220,,-265,,
08/26/2005,5441.24,,39983,,-237,,
08/27/2005,5440.81,,39701,,-282,,
08/28/2005,5440.32,,39381,,-320,,
08/29/2005,5439.81,,39050,,-331,,
08/30/2005,5439.76,,39018,,-32,,
08/31/2005,5439.69,,38972,,-46,,
09/01/2005,5439.61,,38921,,-51,,
09/02/2005,5439.53,,38869,,-52,,
09/03/2005,5439.46,,38824,,-45,,
09/04/2005,5439.40,,38785,,-39,,
09/05/2005,5439.34,,38746,,-39,,
09/06/2005,5439.27,,38701,,-45,,
09/07/2005,5439.22,,38669,,-32,,
09/08/2005,5439.15,,38624,,-45,,
09/09/2005,5439.08,,38579,,-45,,
09/10/2005,5439.03,,38547,,-32,,
09/11/2005,5438.87,,38444,,-103,,
09/12/2005,5438.69,,38329,,-115,,
09/13/2005,5438.51,,38213,,-116,,
09/14/2005,5438.38,,38130,,-83,,
09/15/2005,5438.32,,38092,,-38,,
09/16/2005,5438.24,,38041,,-51,,
09/17/2005,5438.18,,38003,,-38,,
09/18/2005,5438.11,,37958,,-45,,
09/19/2005,5437.99,,37882,,-76,,
09/20/2005,5437.90,,37825,,-57,,
09/21/2005,5437.84,,37787,,-38,,
09/22/2005,5437.78,,37749,,-38,,
09/23/2005,5437.70,,37698,,-51,,
09/24/2005,5437.64,,37660,,-38,,
09/25/2005,5437.55,,37603,,-57,,
09/26/2005,5437.45,,37540,,-63,,
09/27/2005,5437.41,,37515,,-25,,
09/28/2005,5437.24,,37407,,-108,,
09/29/2005,5436.91,,37199,,-208,,
09/30/2005,5436.52,,36954,,-245,,
10/01/2005,5436.02,,36642,,-312,,
10/02/2005,5435.66,,36418,,-224,,
10/03/2005,5435.28,,36182,,-236,,
10/04/2005,5434.94,,35973,,-209,,
10/05/2005,5434.58,,35751,,-222,,
10/06/2005,5434.25,,35549,,-202,,
10/07/2005,5434.19,,35512,,-37,,
10/08/2005,5434.14,,35481,,-31,,
10/09/2005,5434.09,,35451,,-30,,
10/10/2005,5434.04,,35420,,-31,,
10/11/2005,5433.99,,35390,,-30,,
10/12/2005,5433.94,,35359,,-31,,
10/13/2005,5433.90,,35335,,-24,,
10/14/2005,5433.85,,35299,,-36,,
10/15/2005,5433.79,,35262,,-37,,
10/16/2005,5433.80,,35268,,6,,
10/17/2005,5433.72,,35219,,-49,,
10/18/2005,5433.68,,35195,,-24,,
10/19/2005,5433.63,,35165,,-30,,
10/20/2005,5433.56,,35122,,-43,,
10/21/2005,5432.66,,34578,,-544,,
10/22/2005,5431.44,,33847,,-731,,
10/23/2005,5429.45,,32675,,-1172,,
10/24/2005,5427.84,,31748,,-927,,
10/25/2005,5426.17,,30797,,-951,,
10/26/2005,5424.56,,29894,,-903,,
10/27/2005,5422.94,,29000,,-894,,
10/28/2005,5421.17,,28038,,-962,,
10/29/2005,5419.38,,27081,,-957,,
10/30/2005,5417.49,,26089,,-992,,
10/31/2005,5415.67,,25149,,-940,,
11/01/2005,5414.73,,24670,,-479,,
11/02/2005,5414.73,,24670,,0,,
11/03/2005,5414.71,,24660,,-10,,
11/04/2005,5414.79,,24700,,40,,
11/05/2005,5414.79,,24700,,0,,
11/06/2005,5414.79,,24700,,0,,
11/07/2005,5414.75,,24675,,-25,,
11/08/2005,5414.69,,24644,,-31,,
11/09/2005,5414.70,,24650,,6,,
11/10/2005,5414.71,,24655,,5,,
11/11/2005,5414.72,,24660,,5,,
11/12/2005,5414.69,,24644,,-16,,
11/13/2005,5414.69,,24644,,0,,
11/14/2005,5414.69,,24644,,0,,
11/15/2005,5414.66,,24629,,-15,,
11/16/2005,5414.64,,24619,,-10,,
11/17/2005,5414.59,,24594,,-25,,
11/18/2005,5414.63,,24614,,20,,
11/19/2005,5414.63,,24614,,0,,
11/20/2005,5414.63,,24614,,0,,
11/21/2005,5414.63,,24614,,0,,
11/22/2005,5414.63,,24614,,0,,
11/23/2005,5414.63,,24614,,0,,
11/24/2005,5414.64,,24619,,5,,
11/25/2005,5414.78,,24690,,71,,
11/26/2005,5414.85,,24726,,36,,
11/27/2005,5414.86,,24731,,5,,
11/28/2005,5414.87,,24736,,5,,
11/29/2005,5415.16,,24884,,148,,
11/30/2005,5415.43,,25021,,137,,
12/01/2005,5416.45,,25545,,524,,
12/02/2005,5417.44,,26058,,513,,
12/03/2005,5417.69,,26188,,130,,
12/04/2005,5417.76,,26224,,36,,
12/05/2005,5417.81,,26251,,27,,
12/06/2005,5417.84,,26266,,15,,
12/07/2005,5417.83,,26261,,-5,,
12/08/2005,5417.89,,26292,,31,,
12/09/2005,5417.93,,26313,,21,,
12/10/2005,5417.93,,26313,,0,,
12/11/2005,5417.89,,26292,,-21,,
12/12/2005,5417.85,,26271,,-21,,
12/13/2005,5417.80,,26245,,-26,,
12/14/2005,5417.63,,26157,,-88,,
12/15/2005,5417.45,,26063,,-94,,
12/16/2005,5417.39,,26032,,-31,,
12/17/2005,5417.33,,26001,,-31,,
12/18/2005,5417.54,,26110,,109,,
12/19/2005,5417.81,,26251,,141,,
12/20/2005,5417.60,,26141,,-110,,
12/21/2005,5417.58,,26131,,-10,,
12/22/2005,5420.11,,27464,,1333,,
12/23/2005,5421.65,,28292,,828,,
12/24/2005,5422.15,,28563,,271,,
12/25/2005,5422.64,,28830,,267,,
12/26/2005,5422.92,,28983,,153,,
12/27/2005,5422.98,,29016,,33,,
12/28/2005,5424.73,,29983,,967,,
12/29/2005,5424.95,,30106,,123,,
12/30/2005,5429.18,e,30808,,702,,
12/31/2005,5433.40,,35025,,4217,,
01/01/2006,5434.45,,35666,,641,,
01/02/2006,5434.92,,35955,,289,,
01/03/2006,5435.09,,36059,,104,,
01/04/2006,5434.76,,35856,,-203,,
01/05/2006,5434.41,,35641,,-215,,
01/06/2006,5433.99,,35384,,-257,,
01/07/2006,5433.58,,35134,,-250,,
01/08/2006,5433.12,,34855,,-279,,
01/09/2006,5432.60,,34541,,-314,,
01/10/2006,5432.04,,34205,,-336,,
01/11/2006,5431.60,,33942,,-263,,
01/12/2006,5431.16,,33681,,-261,,
01/13/2006,5430.62,,33361,,-320,,
01/14/2006,5430.24,,33137,,-224,,
01/15/2006,5429.68,,32809,,-328,,
01/16/2006,5429.08,,32459,,-350,,
01/17/2006,5428.48,,32111,,-348,,
01/18/2006,5428.57,,32163,,52,,
01/19/2006,5428.48,,32111,,-52,,
01/20/2006,5428.35,,32036,,-75,,
01/21/2006,5428.52,,32134,,98,,
01/22/2006,5428.45,,32094,,-40,,
01/23/2006,5428.51,,32129,,35,,
01/24/2006,5428.44,,32088,,-41,,
01/25/2006,5428.35,,32036,,-52,,
01/26/2006,5428.36,,32042,,6,,
01/27/2006,5428.25,,31979,,-63,,
01/28/2006,5428.00,,31835,,-144,,
01/29/2006,5427.79,,31714,,-121,,
01/30/2006,5422.57,,31600,e,-114,,
01/31/2006,5427.40,,31490,,-110,,
02/01/2006,5427.11,,31325,,-165,,
02/02/2006,5427.48,,31536,,211,,
02/03/2006,5427.69,,31656,,120,,
02/04/2006,5427.84,,31742,,86,,
02/05/2006,5428.16,,31927,,185,,
02/06/2006,5428.16,,31927,,0,,
02/07/2006,5427.97,,31817,,-110,,
02/08/2006,5427.86,,31754,,-63,,
02/09/2006,5427.40,,31490,,-264,,
02/10/2006,5427.12,,31331,,-159,,
02/11/2006,5426.80,,31148,,-183,,
02/12/2006,5426.48,,30967,,-181,,
02/13/2006,5426.66,,31069,,102,,
02/14/2006,5426.84,,31171,,102,,
02/15/2006,5427.05,,31291,,120,,
02/16/2006,5427.14,,31342,,51,,
02/17/2006,5427.32,,31445,,103,,
02/18/2006,5427.50,,31548,,103,,
02/19/2006,5427.65,,31634,,86,,
02/20/2006,5427.76,,31697,,63,,
02/21/2006,5427.87,,31760,,63,,
02/22/2006,5427.98,,31823,,63,,
02/23/2006,5427.62,,31616,,-207,,
02/24/2006,5427.12,,31331,,-285,,
02/25/2006,5426.88,,31194,,-137,,
02/26/2006,5426.70,,31092,,-102,,
02/27/2006,5427.05,,31291,,199,,
02/28/2006,5428.18,,31938,,647,,
03/01/2006,5428.06,,31869,,-69,,
03/02/2006,5427.82,,31731,,-138,,
03/03/2006,5427.50,,31548,,-183,,
03/04/2006,5427.02,,31274,,-274,,
03/05/2006,5426.48,,30967,,-307,,
03/06/2006,5425.98,,30684,,-283,,
03/07/2006,5425.56,,30448,,-236,,
03/08/2006,5425.54,,30436,,-12,,
03/09/2006,5425.46,,30391,,-45,,
03/10/2006,5425.38,,30347,,-44,,
03/11/2006,5425.34,,30324,,-23,,
03/12/2006,5425.24,,30268,,-56,,
03/13/2006,5425.06,,30167,,-101,,
03/14/2006,5425.10,,30190,,23,,
03/15/2006,5424.88,,30067,,-123,,
03/16/2006,5424.51,,29861,,-206,,
03/17/2006,5424.37,,29783,,-78,,
03/18/2006,5424.24,,29711,,-72,,
03/19/2006,5423.98,,29567,,-144,,
03/20/2006,5423.74,,29434,,-133,,
03/21/2006,5423.42,,29258,,-176,,
03/22/2006,5423.06,,29060,,-198,,
03/23/2006,5422.82,,28928,,-132,,
03/24/2006,5422.56,,28786,,-142,,
03/25/2006,5422.49,,28748,,-38,,
03/26/2006,5422.27,,28628,,-120,,
03/27/2006,5421.97,,28465,,-163,,
03/28/2006,5421.83,,28395,,-70,,
03/29/2006,5421.48,,28205,,-190,,
03/30/2006,5421.13,,28017,,-188,,
03/31/2006,5420.91,,27898,,-119,,
04/01/2006,5420.59,,27726,,-172,,
04/02/2006,5420.26,,27550,,-176,,
04/03/2006,5420.43,,27641,,91,,
04/04/2006,5420.70,,27780,,139,,
04/05/2006,5420.33,,27587,,-193,,
04/06/2006,5419.84,,27326,,-261,,
04/07/2006,5419.48,,27135,,-191,,
04/08/2006,5419.15,,26960,,-175,,
04/09/2006,5418.80,,26775,,-185,,
04/10/2006,5418.37,,26549,,-226,,
04/11/2006,5417.88,,26292,,-257,,
04/12/2006,5417.35,,26016,,-276,,
04/13/2006,5416.81,,25736,,-280,,
04/14/2006,5416.61,,25632,,-104,,
04/15/2006,5416.55,,25601,,-31,,
04/16/2006,5416.93,,25798,,197,,
04/17/2006,5417.28,,25980,,182,,
04/18/2006,5416.79,,25726,,-254,,
04/19/2006,5416.37,,25509,,-217,,
04/20/2006,5416.09,,25365,,-144,,
04/21/2006,5416.13,,25385,,20,,
04/22/2006,5416.13,,25385,,0,,
04/23/2006,5416.28,,25462,,77,,
04/24/2006,5416.27,,25457,,-5,,
04/25/2006,5416.32,,25483,,26,,
04/26/2006,5416.37,,25509,,26,,
04/27/2006,5416.77,,25715,,206,,
04/28/2006,5417.69,,26193,,478,,
04/29/2006,5418.85,,26801,,608,,
04/30/2006,5420.14,,27486,,685,,
05/01/2006,5421.03,,27963,,477,,
05/02/2006,5422.66,,28841,,878,,
05/03/2006,5423.40,,29247,,406,,
05/04/2006,5423.90,,29523,,276,,
05/05/2006,5424.42,,29811,,288,,
05/06/2006,5425.00,,30134,,323,,
05/07/2006,5425.60,,30470,,336,,
05/08/2006,5426.38,,30910,,440,,
05/09/2006,5427.17,,31359,,449,,
05/10/2006,5427.96,,31812,,453,,
05/11/2006,5428.98,,32401,,589,,
05/12/2006,5430.05,,33025,,624,,
05/13/2006,5431.14,,33669,,644,,
05/14/2006,5432.18,,34289,,620,,
05/15/2006,5433.50,,35086,,797,,
05/16/2006,5434.84,,35905,,819,,
05/17/2006,5435.98,,36611,,706,,
05/18/2006,5437.41,,37508,,897,,
05/19/2006,5438.69,,38323,,815,,
05/20/2006,5440.00,e,38450,e,127,,
05/21/2006,5440.62,,39571,,1121,,
05/22/2006,5441.00,,39819,,248,,
05/23/2006,5442.02,,40491,,672,,
05/24/2006,5442.39,,40737,,246,,
05/25/2006,5442.92,,41091,,354,,
05/26/2006,5443.10,,41211,,120,,
05/27/2006,5443.10,,41211,,0,,
05/28/2006,5443.44,,41439,,228,,
05/29/2006,5443.30,,41345,,-94,,
05/30/2006,5443.24,,41305,,-40,,
05/31/2006,5443.40,,41412,,107,,
06/01/2006,5443.70,,41614,,202,,
06/02/2006,5443.99,,41810,,196,,
06/03/2006,5444.38,,42074,,264,,
06/04/2006,5444.82,,42374,,300,,
06/05/2006,5445.27,,42681,,307,,
06/06/2006,5445.73,,42997,,316,,
06/07/2006,5446.07,,43231,,234,,
06/08/2006,5446.29,,43383,,152,,
06/09/2006,5446.41,,43466,,83,,
06/10/2006,5446.43,,43480,,14,,
06/11/2006,5446.38,,43446,,-34,,
06/12/2006,5446.54,,43557,,111,,
06/13/2006,5446.64,,43626,,69,,
06/14/2006,5446.68,,43654,,28,,
06/15/2006,5446.52,,43543,,-111,,
06/16/2006,5446.28,,43376,,-167,,
06/17/2006,5446.26,,43362,,-14,,
06/18/2006,5446.23,,43342,,-20,,
06/19/2006,5446.17,,43300,,-42,,
06/20/2006,5446.05,,43217,,-83,,
06/21/2006,5445.96,,43155,,-62,,
06/22/2006,5445.93,,43134,,-21,,
06/23/2006,5446.04,,43211,,77,,
06/24/2006,5446.16,,43293,,82,,
06/25/2006,5446.16,,43293,,0,,
06/26/2006,5446.44,,43487,,194,,
06/27/2006,5446.72,,43681,,194,,
06/28/2006,5446.99,,43869,,188,,
06/29/2006,5447.26,,44058,,189,,
06/30/2006,5447.45,,44191,,133,,
07/01/2006,5447.54,e,44247,,56,,
07/02/2006,5447.66,,44338,,91,,
07/03/2006,5447.73,,44387,,49,,
07/04/2006,5447.79,,44429,,42,,
07/05/2006,5447.84,,44464,,35,,
07/06/2006,5447.86,,44478,,14,,
07/07/2006,5447.86,,44478,,0,,
07/08/2006,5447.72,,44380,,-98,,
07/09/2006,5447.73,,44387,,7,,
07/10/2006,5447.72,,44380,,-7,,
07/11/2006,5447.70,,44366,,-14,,
07/12/2006,5447.64,,44324,,-42,,
07/13/2006,5447.51,,44233,,-91,,
07/14/2006,5447.42,,44170,,-63,,
07/15/2006,5447.30,,44086,,-84,,
07/16/2006,5447.10,,43946,,-140,,
07/17/2006,5446.98,,43863,,-83,,
07/18/2006,5446.77,,43716,,-147,,
07/19/2006,5446.64,,43626,,-90,,
07/20/2006,5446.44,,43487,,-139,,
07/21/2006,5446.30,,43390,,-97,,
07/22/2006,5445.84,,43073,,-317,,
07/23/2006,5445.60,,42907,,-166,,
07/24/2006,5445.36,,42743,,-164,,
07/25/2006,5445.20,,42633,,-110,,
07/26/2006,5445.04,,42524,,-109,,
07/27/2006,5444.84,,42387,,-137,,
07/28/2006,5444.66,,42264,,-123,,
07/29/2006,5444.48,,42142,,-122,,
07/30/2006,5444.27,,42000,,-142,,
07/31/2006,5443.94,,41776,,-224,,
08/01/2006,5443.64,,41574,,-202,,
08/02/2006,5443.33,,41365,,-209,,
08/03/2006,5443.04,,41171,,-194,,
08/04/2006,5442.62,,40890,,-281,,
08/05/2006,5442.32,,40691,,-199,,
08/06/2006,5442.00,,40478,,-213,,
08/07/2006,5441.68,,40267,,-211,,
08/08/2006,5441.29,,40010,,-257,,
08/09/2006,5440.97,,39800,,-210,,
08/10/2006,5440.66,,39597,,-203,,
08/11/2006,5440.32,,39375,,-222,,
08/12/2006,5439.94,,39128,,-247,,
08/13/2006,5439.57,,38889,,-239,,
08/14/2006,5439.22,,38663,,-226,,
08/15/2006,5438.86,,38431,,-232,,
08/16/2006,5438.46,,38175,,-256,,
08/17/2006,5438.07,,37927,,-248,,
08/18/2006,5437.65,,37660,,-267,,
08/19/2006,5437.31,,37445,,-215,,
08/20/2006,5436.92,,37199,,-246,,
08/21/2006,5436.56,,36973,,-226,,
08/22/2006,5436.46,,36911,,-62,,
08/23/2006,5436.12,,36698,,-213,,
08/24/2006,5435.82,,36512,,-186,,
08/25/2006,5435.76,,36474,,-38,,
08/26/2006,5435.40,,36251,,-223,,
08/27/2006,5434.92,,35954,,-297,,
08/28/2006,5434.54,,35721,,-233,,
08/29/2006,5434.25,,35543,,-178,,
08/30/2006,5433.92,,35341,,-202,,
08/31/2006,5433.60,,35146,,-195,,
09/01/2006,5433.18,,34892,,-254,,
09/02/2006,5432.92,,34734,,-158,,
09/03/2006,5432.60,,34541,,-193,,
09/04/2006,5432.12,,34253,,-288,,
09/05/2006,5431.74,,34026,,-227,,
09/06/2006,5431.44,,33847,,-179,,
09/07/2006,5431.14,,33669,,-178,,
09/08/2006,5430.84,,33491,,-178,,
09/09/2006,5430.50,,33290,,-201,,
09/10/2006,5430.20,,33114,,-176,,
09/11/2006,5429.85,,32908,,-206,,
09/12/2006,5429.48,,32692,,-216,,
09/13/2006,--,,--,,--,,
09/14/2006,5428.74,,32262,,--,,
09/15/2006,5428.36,,32042,,-220,,
09/16/2006,5428.01,,31840,,-202,,
09/17/2006,5427.64,,31628,,-212,,
09/18/2006,5427.57,,31588,,-40,,
09/19/2006,5427.50,,31548,,-40,,
09/20/2006,5427.42,,31502,,-46,,
09/21/2006,5427.36,,31467,,-35,,
09/22/2006,5427.26,,31410,,-57,,
09/23/2006,5427.15,,31348,,-62,,
09/24/2006,5427.09,,31313,,-35,,
09/25/2006,5427.02,,31274,,-39,,
09/26/2006,5426.95,,31234,,-40,,
09/27/2006,5426.86,,31182,,-52,,
09/28/2006,5426.79,,31143,,-39,,
09/29/2006,5426.72,,31103,,-40,,
09/30/2006,5426.65,,31063,,-40,,
10/01/2006,5426.58,,29100,,-1963,,
10/02/2006,5426.53,,29100,,0,,
10/03/2006,5426.46,,29000,,-100,,
10/04/2006,5426.41,,29000,,0,,
10/05/2006,5426.40,,29000,,0,,
10/06/2006,5426.35,,29000,,0,,
10/07/2006,5426.28,,28900,,-100,,
10/08/2006,5426.24,,28900,,0,,
10/09/2006,5426.18,,28900,,0,,
10/10/2006,5426.18,,28900,,0,,
10/11/2006,5426.06,,28800,,-100,,
10/12/2006,5426.04,,28800,,0,,
10/13/2006,5425.96,,28800,,0,,
10/14/2006,5425.92,,28700,,-100,,
10/15/2006,5425.86,,28700,,0,,
10/16/2006,5425.81,,28700,,0,,
10/17/2006,5425.74,,28600,,-100,,
10/18/2006,5425.62,,28600,,0,,
10/19/2006,5425.57,,28500,,-100,,
10/20/2006,5425.03,,28200,,-300,,
10/21/2006,5423.57,,27400,,-800,,
10/22/2006,5422.12,,26700,,-700,,
10/23/2006,5421.14,,26100,,-600,,
10/24/2006,5420.19,,25600,,-500,,
10/25/2006,5419.29,,25200,,-400,,
10/26/2006,5418.26,,24600,,-600,,
10/27/2006,5417.29,,24100,,-500,,
10/28/2006,5415.76,,23400,,-700,,
10/29/2006,5414.14,,22600,,-800,,
10/30/2006,5413.05,,22000,,-600,,
10/31/2006,5412.07,,21500,,-500,,
11/01/2006,5411.99,,21500,,0,,
11/02/2006,5412.02,,21500,,0,,
11/03/2006,5412.05,,21500,,0,,
11/04/2006,5412.07,,21500,,0,,
11/05/2006,5412.06,,21500,,0,,
11/06/2006,5412.00,,21500,,0,,
11/07/2006,5411.95,,21500,,0,,
11/08/2006,5411.91,,21500,,0,,
11/09/2006,5411.92,,21500,,0,,
11/10/2006,5411.87,,21400,,-100,,
11/11/2006,5411.85,,21400,,0,,
11/12/2006,5411.81,,21400,,0,,
11/13/2006,5412.03,,21500,,100,,
11/14/2006,5412.93,,22000,,500,,
11/15/2006,5413.10,,22000,,0,,
11/16/2006,5413.15,,22100,,100,,
11/17/2006,5413.19,,22100,,0,,
11/18/2006,5413.22,,22100,,0,,
11/19/2006,5413.26,,22100,,0,,
11/20/2006,5413.21,,22100,,0,,
11/21/2006,5413.22,,22100,,0,,
11/22/2006,5413.20,,22100,,0,,
11/23/2006,5413.20,,22100,,0,,
11/24/2006,5413.16,,22100,,0,,
11/25/2006,5413.07,,22000,,-100,,
11/26/2006,5413.04,,22000,,0,,
11/27/2006,5413.06,,22000,,0,,
11/28/2006,5412.96,,22000,,0,,
11/29/2006,5412.95,,22000,,0,,
11/30/2006,5412.86,,21900,,-100,,
12/01/2006,5412.84,,21900,,0,,
12/02/2006,5412.82,,21900,,0,,
12/03/2006,5412.78,,21900,,0,,
12/04/2006,5412.76,,21900,,0,,
12/05/2006,5412.65,,21800,,-100,,
12/06/2006,5412.61,,21800,,0,,
12/07/2006,5412.58,,21800,,0,,
12/08/2006,5412.54,,21800,,0,,
12/09/2006,5412.60,,21800,,0,,
12/10/2006,5412.49,,21700,,-100,,
12/11/2006,5412.40,,21700,,0,,
12/12/2006,5412.46,,21700,,0,,
12/13/2006,5412.58,,21800,,100,,
12/14/2006,5413.10,,22000,,200,,
12/15/2006,5413.46,,22200,,200,,
12/16/2006,5413.60,,22300,,100,,
12/17/2006,5413.68,,22300,,0,,
12/18/2006,5413.68,,22300,,0,,
12/19/2006,5413.70,,22300,,0,,
12/20/2006,5413.69,,22300,,0,,
12/21/2006,5413.85,,22400,,100,,
12/22/2006,5413.88,,22400,,0,,
12/23/2006,5413.92,,22400,,0,,
12/24/2006,5413.94,,22500,,100,,
12/25/2006,5413.92,,22400,,-100,,
12/26/2006,5413.94,,22500,,100,,
12/27/2006,5414.00,,22500,,0,,
12/28/2006,5413.96,,22500,,0,,
12/29/2006,5413.92,,22400,,-100,,
12/30/2006,5413.90,,22400,,0,,
12/31/2006,5413.89,,22400,,0,,
01/01/2007,5413.90,,22400,,0,,
01/02/2007,5413.88,,22400,,0,,
01/03/2007,5413.92,,22400,,0,,
01/04/2007,5414.34,,22700,,300,,
01/05/2007,5414.46,,22700,,0,,
01/06/2007,5414.55,,22800,,100,,
01/07/2007,5414.62,,22800,,0,,
01/08/2007,5414.65,,22800,,0,,
01/09/2007,5414.63,,22800,,0,,
01/10/2007,5414.67,,22800,,0,,
01/11/2007,5414.68,,22800,,0,,
01/12/2007,5414.70,,22800,,0,,
01/13/2007,5414.69,,22800,,0,,
01/14/2007,5414.69,,22800,,0,,
01/15/2007,5414.65,,22800,,0,,
01/16/2007,5414.58,,22800,,0,,
01/17/2007,5414.57,,22800,,0,,
01/18/2007,5414.53,,22700,,-100,,
01/19/2007,5414.54,,22800,,100,,
01/20/2007,5414.54,,22800,,0,,
01/21/2007,5414.54,,22800,,0,,
01/22/2007,5414.52,,22700,,-100,,
01/23/2007,5414.52,,22700,,0,,
01/24/2007,5414.50,,22700,,0,,
01/25/2007,5414.50,,22700,,0,,
01/26/2007,5414.52,,22700,,0,,
01/27/2007,5414.53,,22700,,0,,
01/28/2007,5414.50,,22700,,0,,
01/29/2007,5414.44,,22700,,0,,
01/30/2007,5414.45,,22700,,0,,
01/31/2007,5414.49,,22700,,0,,
02/01/2007,5414.50,,22700,,0,,
02/02/2007,5414.50,,22700,,0,,
02/03/2007,5414.49,,22700,,0,,
02/04/2007,5414.49,,22700,,0,,
02/05/2007,5414.50,,22700,,0,,
02/06/2007,5414.54,,22800,,100,,
02/07/2007,5414.57,,22800,,0,,
02/08/2007,5414.64,,22800,,0,,
02/09/2007,5414.90,,22900,,100,,
02/10/2007,5415.46,,23200,,300,,
02/11/2007,5416.04,,23500,,300,,
02/12/2007,5416.24,,23600,,100,,
02/13/2007,5416.37,,23700,,100,,
02/14/2007,5416.48,,23700,,0,,
02/15/2007,5416.57,,23800,,100,,
02/16/2007,5416.69,,23800,,0,,
02/17/2007,5416.84,,23900,,100,,
02/18/2007,5417.01,,24000,,100,,
02/19/2007,5417.19,,24100,,100,,
02/20/2007,5417.28,,24100,,0,,
02/21/2007,5417.38,,24200,,100,,
02/22/2007,5417.60,,24300,,100,,
02/23/2007,5417.70,,24300,,0,,
02/24/2007,5417.79,,24400,,100,,
02/25/2007,5417.96,,24500,,100,,
02/26/2007,5418.20,,24600,,100,,
02/27/2007,5418.26,,24600,,0,,
02/28/2007,5418.28,,24600,,0,,
03/01/2007,5418.24,,24600,,0,,
03/02/2007,5418.24,,24600,,0,,
03/03/2007,5418.22,,24600,,0,,
03/04/2007,5418.20,,24600,,0,,
03/05/2007,5418.16,,24600,,0,,
03/06/2007,5418.16,,24600,,0,,
03/07/2007,5418.24,,24600,,0,,
03/08/2007,5418.31,,24700,,100,,
03/09/2007,5418.42,,24700,,0,,
03/10/2007,5418.52,,24800,,100,,
03/11/2007,5418.64,,24800,,0,,
03/12/2007,5418.85,,24900,,100,,
03/13/2007,5419.14,,25100,,200,,
03/14/2007,5419.45,,25300,,200,,
03/15/2007,5419.83,,25500,,200,,
03/16/2007,5420.34,,25700,,200,,
03/17/2007,5420.87,,26000,,300,,
03/18/2007,5421.45,,26300,,300,,
03/19/2007,5422.02,,26600,,300,,
03/20/2007,5422.56,,26900,,300,,
03/21/2007,5422.95,,27100,,200,,
03/22/2007,5423.21,,27200,,100,,
03/23/2007,5423.52,,27400,,200,,
03/24/2007,5423.90,,27600,,200,,
03/25/2007,5424.37,,27900,,300,,
03/26/2007,5425.00,,28200,,300,,
03/27/2007,5425.42,,28500,,300,,
03/28/2007,5425.75,,28600,,100,,
03/29/2007,5425.99,,28800,,200,,
03/30/2007,5426.27,,28900,,100,,
03/31/2007,5426.58,,29100,,200,,
04/01/2007,5427.00,,29300,,200,,
04/02/2007,5427.41,,29600,,300,,
04/03/2007,5427.89,,29800,,200,,
04/04/2007,5428.41,,30100,,300,,
04/05/2007,5428.94,,30400,,300,,
04/06/2007,5429.56,,30800,,400,,
04/07/2007,5430.22,,31200,,400,,
04/08/2007,5430.86,,31500,,300,,
04/09/2007,5431.46,,31900,,400,,
04/10/2007,5432.00,,32200,,300,,
04/11/2007,5432.53,,32500,,300,,
04/12/2007,5432.89,,32700,,200,,
04/13/2007,5433.20,,32900,,200,,
04/14/2007,5433.54,,33100,,200,,
04/15/2007,5433.88,,33300,,200,,
04/16/2007,5434.12,,33400,,100,,
04/17/2007,5434.48,,33600,,200,,
04/18/2007,5434.78,,33800,,200,,
04/19/2007,5435.04,,34000,,200,,
04/20/2007,5435.26,,34100,,100,,
04/21/2007,5435.52,,34300,,200,,
04/22/2007,5435.90,,34500,,200,,
04/23/2007,5436.16,,34600,,100,,
04/24/2007,5436.49,,34800,,200,,
04/25/2007,5436.93,,35100,,300,,
04/26/2007,5437.45,,35400,,300,,
04/27/2007,5438.12,,35800,,400,,
04/28/2007,5438.84,,36300,,500,,
04/29/2007,5439.60,,36800,,500,,
04/30/2007,5440.32,,37200,,400,,
05/01/2007,5440.95,,37600,,400,,
05/02/2007,5441.70,,38100,,500,,
05/03/2007,5442.13,,38300,,200,,
05/04/2007,5442.56,,38600,,300,,
05/05/2007,5442.90,,38800,,200,,
05/06/2007,5443.25,,39100,,300,,
05/07/2007,5443.68,,39300,,200,,
05/08/2007,5444.22,,39700,,400,,
05/09/2007,5444.82,,40100,,400,,
05/10/2007,5445.43,,40500,,400,,
05/11/2007,5446.04,,40900,,400,,
05/12/2007,5446.60,,41200,,300,,
05/13/2007,5447.10,,41600,,400,,
05/14/2007,5447.52,,41800,,200,,
05/15/2007,5447.95,,42100,,300,,
05/16/2007,5448.33,,42400,,300,,
05/17/2007,5448.76,,42700,,300,,
05/18/2007,5449.11,,42900,,200,,
05/19/2007,5449.33,,43000,,100,,
05/20/2007,5449.11,,42900,,-100,,
05/21/2007,5448.90,,42800,,-100,,
05/22/2007,5448.68,,42600,,-200,,
05/23/2007,5448.67,,42600,,0,,
05/24/2007,5448.46,,42500,,-100,,
