Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,
06/07/2003,527.64,,70486,,--,,4693,,4648,,0.00,,
06/08/2003,527.66,,70502,,16,,4751,,4759,,0.00,,
06/09/2003,527.48,,70354,,-148,,4719,,4644,,0.00,,
06/10/2003,526.48,,69539,,-815,,4070,,3660,,0.00,,
06/11/2003,524.71,,68114,,--,,4076,,3357,,0.00,,
06/12/2003,522.09,,66047,,-2067,,3732,,2690,,0.00,,
06/13/2003,521.05,,65240,,-807,,3138,,2731,,0.00,,
06/14/2003,520.48,,64801,,-439,,2865,,2643,,0.00,,
06/15/2003,520.23,,64609,,-192,,2867,,2770,,0.00,,
06/16/2003,520.02,,64448,,-161,,2868,,2787,,0.00,,
06/17/2003,520.17,,64563,,115,,2827,,2885,,0.00,,
06/18/2003,520.68,,64954,,391,,2800,,2997,,0.00,,
06/19/2003,520.85,,65085,,131,,2803,,2869,,0.00,,
06/20/2003,521.11,,65286,,201,,2803,,2904,,0.00,,
06/21/2003,521.28,,65418,,132,,2480,,2547,,0.00,,
06/22/2003,521.57,,65642,,224,,2338,,2451,,0.00,,
06/23/2003,522.73,,66547,,905,,2447,,2903,,0.00,,
06/24/2003,522.50,,66367,,-180,,2667,,2576,,0.00,,
06/25/2003,522.17,,66109,,-258,,2798,,2668,,0.00,,
06/26/2003,522.79,,66594,,485,,2798,,3043,,0.00,,
06/27/2003,523.49,,67145,,551,,2804,,3082,,0.00,,
06/28/2003,522.32,,66226,,-919,,2804,,2340,,0.00,,
06/29/2003,521.67,,65720,,--,,2792,,2536,,0.00,,
06/30/2003,522.34,,66242,,--,,2632,,2895,,0.00,,
07/01/2003,521.56,,65635,,--,,2476,,2170,,0.00,,
07/02/2003,521.19,,65348,,--,,2471,,2326,,0.00,,
07/03/2003,521.25,,65394,,46,,2411,,2435,,0.00,,
07/04/2003,520.91,,65132,,-262,,2337,,2205,,0.00,,
07/05/2003,520.69,,64962,,-170,,2327,,2241,,0.00,,
07/06/2003,520.26,,64632,,-330,,2326,,2159,,0.00,,
07/07/2003,520.82,,65062,,184,,2357,,2435,,0.00,,
07/08/2003,521.12,,65294,,--,,2385,,2502,,0.00,,
07/09/2003,520.80,,65047,,-539,,2385,,2261,,0.00,,
07/10/2003,521.23,,65379,,332,,2385,,2553,,0.00,,
07/11/2003,522.00,,65977,,598,,2385,,2687,,0.00,,
07/12/2003,522.21,,66140,,163,,2345,,2427,,0.00,,
07/13/2003,521.97,,65953,,-187,,2418,,2324,,0.00,,
07/14/2003,522.31,,66219,,266,,2472,,2606,,0.00,,
07/15/2003,522.03,,66000,,--,,2566,,2456,,0.00,,
07/16/2003,521.82,,65837,,-163,,2609,,2527,,0.00,,
07/17/2003,521.90,,65899,,--,,2606,,2637,,0.00,,
07/18/2003,522.01,,65985,,499,,2610,,2653,,0.00,,
07/19/2003,521.42,,65526,,-312,,2612,,2380,,0.00,,
07/20/2003,521.15,,65317,,--,,2615,,2510,,0.00,,
07/21/2003,521.01,,65209,,287,,2642,,2587,,0.00,,
07/22/2003,521.62,,65681,,472,,2685,,2923,,0.00,,
07/23/2003,521.79,,65813,,132,,2695,,2761,,0.00,,
07/24/2003,521.71,,65751,,-62,,2689,,2658,,0.00,,
07/25/2003,520.63,,64916,,-835,,2684,,2263,,0.00,,
07/26/2003,520.67,,64947,,--,,2679,,2694,,0.00,,
07/27/2003,520.44,,64770,,-177,,2685,,2596,,0.00,,
07/28/2003,520.41,,64747,,-23,,2683,,2672,,0.00,,
07/29/2003,520.86,,65093,,346,,2681,,2856,,0.00,,
07/30/2003,521.05,,65240,,147,,2668,,2743,,0.00,,
07/31/2003,521.33,,65456,,216,,--,,--,,0.00,,
08/01/2003,521.28,,65418,,-38,,2803,,2784,,0.00,,
08/02/2003,519.66,,64173,,--,,2888,,2261,,0.38,,
08/03/2003,518.79,,63512,,-661,,2894,,2561,,0.00,,
08/04/2003,518.01,,62924,,-678,,2867,,2570,,0.00,,
08/05/2003,518.30,,63142,,218,,2870,,2980,,0.00,,
08/06/2003,518.20,,63067,,-75,,2877,,2839,,0.00,,
08/07/2003,518.53,,63316,,249,,2842,,2968,,0.00,,
08/08/2003,518.80,,63520,,204,,2827,,2930,,0.00,,
08/09/2003,518.43,,63240,,--,,2822,,2681,,0.00,,
08/10/2003,517.81,,62774,,--,,2812,,2577,,0.00,,
08/11/2003,517.90,,62841,,67,,2806,,2839,,0.00,,
08/12/2003,518.25,,63104,,263,,2809,,2942,,0.00,,
08/13/2003,518.45,,63255,,151,,2811,,2887,,0.00,,
08/14/2003,518.58,,63353,,98,,2813,,2863,,0.00,,
08/15/2003,519.05,,63709,,356,,2815,,2994,,0.00,,
08/16/2003,519.08,,63732,,23,,2817,,2828,,0.00,,
08/17/2003,518.97,,63648,,-84,,2809,,2766,,0.00,,
08/18/2003,519.34,,63929,,--,,2753,,2894,,0.00,,
08/19/2003,519.88,,64341,,412,,--,,--,,--,,
08/20/2003,520.53,,64839,,498,,2460,,2630,,0.00,,
08/21/2003,521.64,,65697,,858,,2290,,2722,,0.00,,
08/22/2003,521.19,,65348,,--,,2083,,1907,,0.00,,
08/23/2003,521.08,,65263,,--,,1895,,1852,,0.00,,
08/24/2003,521.03,,65224,,--,,1694,,1670,,0.00,,
08/25/2003,521.46,,65557,,--,,1503,,1671,,0.00,,
08/26/2003,522.53,,66391,,--,,1365,,1786,,0.00,,
08/27/2003,522.09,,66047,,-344,,1272,,1092,,0.00,,
08/28/2003,521.94,,65930,,-117,,1162,,1103,,0.00,,
08/29/2003,522.11,,66062,,--,,1094,,1161,,0.00,,
08/30/2003,522.17,,66109,,--,,998,,1021,,0.00,,
08/31/2003,523.05,,66799,,690,,928,,1276,,0.00,,
09/01/2003,523.94,,67502,,703,,917,,1271,,0.00,,
09/02/2003,524.45,,67907,,405,,837,,1041,,0.00,,
09/03/2003,524.47,,67923,,16,,736,,744,,0.00,,
09/04/2003,524.63,,68050,,127,,--,,--,,0.00,,
09/05/2003,524.68,,68090,,--,,844,,864,,0.00,,
09/06/2003,524.44,,67899,,-191,,833,,737,,0.00,,
09/07/2003,523.78,,67375,,-524,,822,,558,,0.00,,
09/08/2003,523.64,,67264,,-111,,823,,767,,0.00,,
09/09/2003,523.62,,67248,,-16,,821,,813,,0.00,,
09/10/2003,523.84,,67422,,174,,822,,910,,0.00,,
09/11/2003,524.21,,67716,,294,,823,,972,,0.00,,
09/12/2003,524.73,,68130,,414,,823,,1032,,0.00,,
09/13/2003,524.36,,67835,,-295,,823,,674,,0.00,,
09/14/2003,524.57,,68003,,168,,821,,906,,0.00,,
09/15/2003,524.44,,67899,,-104,,823,,771,,0.00,,
09/16/2003,524.19,,67700,,-199,,823,,723,,0.00,,
09/17/2003,524.45,,67907,,207,,823,,927,,0.00,,
09/18/2003,524.44,,67899,,--,,813,,809,,0.00,,
09/19/2003,524.43,,67891,,-8,,782,,778,,0.00,,
09/20/2003,524.28,,67772,,-119,,744,,684,,0.00,,
09/21/2003,524.53,,67971,,199,,735,,835,,0.00,,
09/22/2003,524.94,,68298,,327,,736,,900,,0.00,,
09/23/2003,525.29,,68579,,281,,736,,877,,0.00,,
09/24/2003,525.28,,68571,,-8,,736,,732,,0.00,,
09/25/2003,525.24,,68539,,-32,,737,,721,,0.00,,
09/26/2003,525.35,,68627,,88,,740,,784,,0.00,,
09/27/2003,525.49,,68739,,112,,741,,797,,0.00,,
09/28/2003,525.49,,68739,,0,,741,,741,,0.00,,
09/29/2003,525.57,,68804,,65,,741,,773,,0.00,,
09/30/2003,525.65,,68868,,64,,741,,773,,0.00,,
10/01/2003,525.37,,68643,,-225,,740,,627,,0.00,,
10/02/2003,525.14,,68458,,-185,,741,,647,,0.00,,
10/03/2003,525.01,,68354,,-104,,744,,691,,0.00,,
10/04/2003,524.61,,68035,,-319,,747,,586,,0.00,,
10/05/2003,524.82,,68202,,167,,746,,830,,0.00,,
10/06/2003,524.72,,68122,,-80,,761,,721,,0.00,,
10/07/2003,524.89,,68258,,136,,807,,876,,0.00,,
10/08/2003,524.71,,68114,,-144,,854,,781,,0.00,,
10/09/2003,524.72,,68122,,8,,866,,870,,0.00,,
10/10/2003,524.40,,67867,,-255,,875,,746,,0.00,,
10/11/2003,524.40,,67867,,0,,871,,871,,0.00,,
10/12/2003,525.20,,68507,,640,,859,,1182,,0.00,,
10/13/2003,524.78,,68170,,-337,,859,,689,,0.00,,
10/14/2003,524.56,,67995,,-175,,862,,773,,0.00,,
10/15/2003,524.36,,67835,,-160,,861,,780,,0.00,,
10/16/2003,524.31,,67796,,-39,,861,,841,,0.00,,
10/17/2003,524.45,,67907,,111,,861,,917,,0.00,,
10/18/2003,524.26,,67756,,-151,,859,,783,,0.00,,
10/19/2003,524.17,,67684,,-72,,860,,823,,0.00,,
10/20/2003,524.36,,67835,,151,,860,,936,,0.00,,
10/21/2003,524.00,,67549,,--,,900,,756,,0.00,,
10/22/2003,523.87,,67446,,--,,966,,914,,0.00,,
10/23/2003,523.13,,66862,,-584,,952,,657,,0.00,,
10/24/2003,522.39,,66281,,-581,,924,,631,,0.00,,
10/25/2003,521.36,,65480,,-801,,922,,518,,0.00,,
10/26/2003,520.83,,65070,,-410,,958,,752,,0.00,,
10/27/2003,519.98,,64417,,-653,,919,,590,,0.00,,
10/28/2003,520.05,,64471,,54,,918,,945,,0.00,,
10/29/2003,520.59,,64885,,414,,918,,1127,,0.00,,
10/30/2003,520.95,,65163,,278,,918,,1058,,0.44,,
10/31/2003,521.21,,65363,,200,,922,,1022,,0.30,,
11/01/2003,520.66,,64939,,-424,,918,,704,,0.00,,
11/02/2003,520.08,,64494,,-445,,918,,694,,0.43,,
11/03/2003,519.74,,64234,,-260,,914,,783,,0.00,,
11/04/2003,519.43,,63998,,-236,,1003,,884,,0.00,,
11/05/2003,519.35,,63937,,-61,,892,,862,,0.00,,
11/06/2003,519.06,,63717,,-220,,876,,765,,0.30,,
11/07/2003,519.10,,63747,,30,,871,,886,,0.04,,
11/08/2003,519.27,,63876,,129,,878,,943,,1.71,,
11/09/2003,519.71,,64211,,335,,882,,1051,,0.19,,
11/10/2003,520.16,,64555,,344,,882,,1056,,0.00,,
11/11/2003,520.26,,64632,,77,,880,,919,,0.00,,
11/12/2003,520.21,,64593,,-39,,873,,854,,0.00,,
11/13/2003,520.33,,64685,,92,,864,,910,,0.00,,
11/14/2003,520.01,,64440,,--,,856,,733,,0.00,,
11/15/2003,519.33,,63922,,--,,852,,591,,0.14,,
11/16/2003,519.19,,63815,,--,,852,,798,,0.03,,
11/17/2003,519.36,,63944,,--,,850,,916,,0.01,,
11/18/2003,519.39,,63967,,23,,847,,859,,0.00,,
11/19/2003,519.36,,63944,,-23,,846,,835,,0.00,,
11/20/2003,519.26,,63868,,-76,,842,,804,,0.00,,
11/21/2003,519.18,,63808,,-60,,836,,806,,0.00,,
11/22/2003,518.96,,63641,,-167,,825,,741,,0.00,,
11/23/2003,519.11,,63755,,114,,821,,879,,0.00,,
11/24/2003,519.16,,63792,,37,,822,,841,,0.00,,
11/25/2003,519.19,,63815,,23,,822,,834,,0.00,,
11/26/2003,519.27,,63876,,61,,821,,852,,0.00,,
11/27/2003,519.15,,63785,,-91,,816,,770,,0.00,,
11/28/2003,518.97,,63648,,-137,,815,,746,,0.00,,
11/29/2003,518.93,,63618,,-30,,817,,802,,0.00,,
11/30/2003,518.91,,63603,,-15,,817,,809,,0.28,,
12/01/2003,519.13,,63770,,167,,817,,901,,0.86,,
12/02/2003,519.43,,63998,,228,,817,,932,,0.00,,
12/03/2003,519.45,,64013,,15,,820,,827,,0.00,,
12/04/2003,519.39,,63967,,-46,,818,,795,,0.04,,
12/05/2003,519.31,,63906,,-61,,819,,789,,0.34,,
12/06/2003,519.48,,64036,,--,,820,,885,,0.92,,
12/07/2003,521.30,,65433,,1397,,820,,1524,,0.01,,
12/08/2003,521.88,,65883,,450,,822,,1049,,0.00,,
12/09/2003,522.17,,66109,,226,,822,,936,,0.83,,
12/10/2003,522.72,,66539,,430,,891,,1108,,0.67,,
12/11/2003,523.72,,67327,,788,,951,,1348,,0.00,,
12/12/2003,523.36,,67043,,--,,1231,,1088,,--,,
12/13/2003,521.95,,65938,,-1105,,1905,,1348,,0.93,,
12/14/2003,522.61,,66453,,515,,2002,,2262,,0.01,,
12/15/2003,521.18,,65340,,-1113,,1997,,1436,,0.00,,
12/16/2003,519.45,,64013,,-1494,,1917,,1248,,0.00,,
12/17/2003,518.76,,63489,,-524,,1334,,1069,,0.00,,
12/18/2003,518.20,,63067,,-422,,1389,,1176,,0.00,,
12/19/2003,518.29,,63135,,68,,1422,,1456,,0.49,,
12/20/2003,518.01,,62924,,-211,,1422,,1315,,0.30,,
12/21/2003,518.79,,63512,,588,,--,,--,,--,,
12/22/2003,518.88,,63580,,68,,1400,,1434,,0.00,,
12/23/2003,519.99,,64425,,845,,1491,,1917,,0.85,,
12/24/2003,522.70,,66524,,2099,,1851,,2910,,0.91,,
12/25/2003,522.25,,66172,,-352,,--,,--,,0.08,,
12/26/2003,520.33,,64685,,-1487,,2660,,1911,,0.00,,
12/27/2003,518.85,,63557,,-1128,,--,,--,,--,,
12/28/2003,519.10,,63747,,190,,--,,--,,0.35,,
12/29/2003,519.67,,64181,,434,,2077,,2295,,0.71,,
12/30/2003,520.51,,64824,,643,,2606,,2930,,0.01,,
12/31/2003,--,,--,,--,,--,,--,,1.31,,
01/01/2004,524.04,,67581,,--,,2902,,4578,,0.45,,
01/02/2004,521.32,,65449,,-2132,,4079,,3004,,0.26,,
01/03/2004,517.28,,62377,,-3072,,4050,,2501,,0.00,,
01/04/2004,514.27,,60162,,-2215,,3621,,2505,,0.00,,
01/05/2004,513.84,,59850,,-312,,2534,,2377,,0.00,,
01/06/2004,515.18,,60825,,975,,2024,,2515,,0.02,,
01/07/2004,516.49,,61790,,965,,2026,,2512,,0.11,,
01/08/2004,517.64,,62647,,857,,2032,,2464,,0.00,,
01/09/2004,518.69,,63436,,--,,2023,,2421,,0.11,,
01/10/2004,518.44,,63248,,-188,,2019,,1924,,0.00,,
01/11/2004,518.96,,63641,,393,,2019,,2217,,0.00,,
01/12/2004,520.02,,64448,,807,,--,,--,,0.00,,
01/13/2004,520.40,,64739,,291,,2017,,2163,,--,,
01/14/2004,520.38,,64724,,--,,2013,,2005,,0.00,,
01/15/2004,520.05,,64471,,-253,,2017,,1889,,0.00,,
01/16/2004,520.32,,64678,,207,,2014,,2118,,0.00,,
01/17/2004,520.27,,64639,,-39,,2014,,1994,,0.00,,
01/18/2004,520.60,,64893,,254,,2015,,2143,,0.00,,
01/19/2004,520.56,,64862,,-31,,2017,,2001,,0.00,,
01/20/2004,--,,--,,--,,--,,--,,0.00,,
01/21/2004,520.42,,64755,,--,,2017,,1959,,0.00,,
01/22/2004,520.29,,64655,,-100,,2013,,1963,,0.00,,
01/23/2004,520.23,,64609,,-46,,2014,,1990,,0.19,,
01/24/2004,520.80,,65047,,--,,2016,,2237,,0.05,,
01/25/2004,520.80,,65047,,0,,2020,,2020,,0.00,,
01/26/2004,521.16,,65325,,278,,2019,,2159,,0.17,,
01/27/2004,521.86,,65868,,543,,2016,,2289,,1.06,,
01/28/2004,522.96,,66728,,860,,2010,,2443,,0.00,,
01/29/2004,522.36,,66258,,-470,,2007,,1770,,0.00,,
01/30/2004,521.58,,65650,,-608,,2002,,1695,,0.01,,
01/31/2004,519.98,,64417,,--,,1994,,1373,,0.00,,
02/01/2004,519.18,,63808,,--,,2005,,1698,,0.15,,
02/02/2004,519.46,,64021,,213,,2013,,2120,,0.90,,
02/03/2004,520.36,,64708,,687,,2015,,2361,,0.04,,
02/04/2004,521.64,,65697,,989,,2006,,2505,,0.00,,
02/05/2004,522.11,,66062,,365,,2002,,2186,,--,,
02/06/2004,522.29,,66203,,141,,2004,,2076,,0.28,,
02/07/2004,520.36,,64708,,-1495,,1913,,1159,,0.00,,
02/08/2004,520.12,,64524,,--,,1993,,1901,,0.00,,
02/09/2004,520.30,,64662,,138,,1953,,2022,,0.00,,
02/10/2004,519.46,,64021,,--,,1900,,1577,,0.00,,
02/11/2004,519.85,,64318,,297,,1897,,2047,,0.00,,
02/12/2004,520.11,,64517,,--,,1845,,1946,,0.00,,
02/13/2004,520.52,,64831,,--,,1799,,1957,,0.00,,
02/14/2004,518.73,,63467,,-1364,,1801,,1114,,0.00,,
02/15/2004,518.79,,63512,,45,,1795,,1818,,0.00,,
02/16/2004,520.22,,64601,,1089,,1799,,2348,,1.31,,
02/17/2004,524.67,,68082,,--,,2581,,4336,,2.70,,
02/18/2004,528.04,,70814,,--,,4433,,5811,,0.07,,
02/19/2004,525.72,,68925,,-1889,,4128,,3175,,0.00,,
02/20/2004,523.14,,66870,,-2055,,3867,,2831,,0.01,,
02/21/2004,519.75,,64242,,-2628,,3653,,2328,,0.06,,
02/22/2004,519.87,,64333,,91,,2514,,2560,,0.16,,
02/23/2004,520.43,,64762,,429,,2143,,2359,,0.42,,
02/24/2004,520.51,,64824,,62,,2671,,2702,,0.63,,
02/25/2004,525.39,,68659,,3835,,2714,,4648,,0.96,,
02/26/2004,527.87,,70674,,2015,,4501,,5517,,0.61,,
02/27/2004,526.98,,69946,,-728,,4306,,3939,,0.00,,
02/28/2004,524.78,,68170,,-1776,,4167,,3272,,0.00,,
02/29/2004,522.94,,66712,,-1458,,4143,,3408,,0.11,,
03/01/2004,522.30,,66211,,-501,,3931,,3679,,0.90,,
03/02/2004,521.13,,65302,,-902,,3696,,3237,,0.00,,
03/03/2004,520.33,,64685,,--,,3154,,2843,,0.00,,
03/04/2004,520.29,,64655,,-30,,2615,,2599,,0.00,,
03/05/2004,520.07,,64486,,-169,,2617,,2531,,0.00,,
03/06/2004,518.17,,63044,,-1442,,2615,,1888,,--,,
03/07/2004,517.54,,62572,,-472,,2604,,2366,,0.00,,
03/08/2004,516.45,,61760,,-559,,2598,,2302,,0.00,,
03/09/2004,517.06,,62213,,707,,2602,,2830,,0.00,,
03/10/2004,518.04,,62947,,907,,2605,,2975,,0.00,,
03/11/2004,518.84,,63550,,603,,2599,,2903,,0.00,,
03/12/2004,519.11,,63755,,205,,2604,,2708,,0.00,,
03/13/2004,518.43,,63240,,-515,,2602,,2342,,0.00,,
03/14/2004,517.98,,62901,,--,,2598,,2427,,0.00,,
03/15/2004,518.65,,63406,,679,,2533,,2788,,0.00,,
03/16/2004,519.67,,64181,,775,,2533,,2924,,0.00,,
03/17/2004,520.56,,64862,,681,,2329,,2673,,0.00,,
03/18/2004,521.04,,65232,,370,,2336,,2523,,0.00,,
03/19/2004,521.04,,65232,,0,,2328,,2328,,0.00,,
03/20/2004,519.52,,64066,,-1166,,2318,,1730,,0.00,,
03/21/2004,518.50,,63293,,-773,,2253,,1863,,0.00,,
03/22/2004,518.65,,63406,,--,,2248,,2304,,0.00,,
03/23/2004,519.32,,63914,,645,,2206,,2462,,--,,
03/24/2004,520.00,,64433,,519,,2211,,2404,,--,,
03/25/2004,520.20,,64586,,153,,2209,,2286,,0.54,,
03/26/2004,520.47,,64793,,207,,2210,,2315,,0.04,,
03/27/2004,518.88,,63580,,-1213,,2212,,1600,,0.00,,
03/28/2004,518.67,,63421,,-159,,2203,,2123,,0.00,,
03/29/2004,517.57,,62594,,-827,,2202,,1785,,0.00,,
03/30/2004,517.89,,62834,,240,,2199,,2320,,0.00,,
03/31/2004,518.57,,63346,,--,,2201,,2459,,0.00,,
04/01/2004,519.56,,64097,,751,,2206,,2585,,0.00,,
04/02/2004,520.97,,65178,,1081,,2212,,2757,,0.00,,
04/03/2004,520.28,,64647,,-531,,2217,,1949,,0.00,,
04/04/2004,519.77,,64257,,-390,,2208,,2011,,0.00,,
04/05/2004,519.87,,64333,,76,,2165,,2204,,0.00,,
04/06/2004,521.00,,65201,,--,,2132,,2569,,0.00,,
04/07/2004,520.38,,64724,,-477,,2134,,1894,,0.00,,
04/08/2004,519.85,,64318,,-406,,2134,,1929,,0.00,,
04/09/2004,519.38,,63960,,-389,,2122,,1941,,0.00,,
04/10/2004,518.46,,63263,,-666,,2116,,1765,,0.00,,
04/11/2004,518.54,,63323,,60,,2116,,2146,,0.00,,
04/12/2004,518.65,,63406,,83,,2301,,2343,,0.00,,
04/13/2004,518.60,,63368,,--,,2116,,2096,,0.00,,
04/14/2004,519.25,,63861,,493,,2116,,2364,,0.00,,
04/15/2004,520.45,,64778,,917,,2117,,2579,,0.00,,
04/16/2004,520.38,,64724,,-54,,2118,,2091,,0.00,,
04/17/2004,518.92,,63610,,-1114,,2116,,1554,,0.04,,
04/18/2004,518.91,,63603,,-7,,2109,,2106,,0.01,,
04/19/2004,519.99,,64425,,822,,2113,,2528,,0.26,,
04/20/2004,520.51,,64824,,399,,2118,,2319,,0.06,,
04/21/2004,520.43,,64762,,--,,2120,,2088,,0.00,,
04/22/2004,521.68,,65728,,966,,2126,,2613,,0.00,,
04/23/2004,523.20,,66917,,1189,,2135,,2734,,0.00,,
04/24/2004,522.69,,66516,,-401,,2137,,1935,,0.00,,
04/25/2004,522.70,,66524,,8,,2137,,2141,,0.00,,
04/26/2004,524.07,,67605,,1081,,2140,,2685,,0.00,,
04/27/2004,523.43,,67098,,-507,,2144,,1888,,0.00,,
04/28/2004,523.25,,66956,,-142,,2135,,2064,,0.00,,
04/29/2004,523.61,,67240,,284,,2130,,2273,,0.00,,
04/30/2004,523.47,,67130,,-110,,2343,,2288,,0.00,,
05/01/2004,--,,--,,--,,--,,--,,--,,
05/02/2004,520.14,,64540,,--,,2512,,2237,,0.00,,
05/03/2004,520.30,,64662,,122,,2469,,2531,,0.00,,
05/04/2004,520.62,,64908,,246,,2445,,2569,,0.00,,
05/05/2004,521.26,,65402,,494,,2442,,2691,,0.00,,
05/06/2004,521.16,,65325,,--,,2488,,2450,,0.00,,
05/07/2004,521.17,,65332,,7,,2488,,2492,,--,,
05/08/2004,518.02,,62932,,--,,2523,,1313,,0.00,,
05/09/2004,517.11,,62251,,--,,2471,,2128,,0.05,,
05/10/2004,517.35,,62430,,--,,2461,,2551,,0.07,,
05/11/2004,518.25,,63104,,--,,2437,,2776,,0.00,,
05/12/2004,519.66,,64173,,1069,,2420,,2958,,0.00,,
05/13/2004,520.65,,64931,,758,,2420,,2802,,0.00,,
05/14/2004,521.33,,65456,,--,,2416,,2681,,0.00,,
05/15/2004,520.39,,64732,,--,,2398,,2033,,--,,
05/16/2004,519.96,,64402,,--,,2362,,2196,,0.00,,
05/17/2004,521.17,,65332,,--,,2293,,2762,,0.00,,
05/18/2004,521.28,,65418,,--,,2238,,2282,,0.00,,
05/19/2004,521.82,,65837,,419,,2220,,2431,,0.00,,
05/20/2004,522.39,,66281,,--,,2229,,2453,,0.00,,
05/21/2004,521.78,,65806,,-475,,2259,,2020,,0.00,,
05/22/2004,519.40,,63975,,-1831,,2272,,1349,,0.00,,
05/23/2004,518.79,,63512,,--,,2255,,2022,,0.00,,
05/24/2004,519.37,,63952,,--,,2224,,2446,,0.00,,
05/25/2004,520.21,,64593,,641,,2170,,2493,,0.00,,
05/26/2004,521.34,,65464,,670,,2216,,2655,,0.00,,
05/27/2004,521.93,,65922,,458,,2270,,2501,,0.00,,
05/28/2004,521.87,,65875,,-47,,2290,,2157,,0.00,,
05/29/2004,520.18,,64570,,--,,2313,,1655,,0.00,,
05/30/2004,518.88,,63580,,-990,,2387,,1888,,0.00,,
05/31/2004,517.93,,62864,,--,,2399,,2038,,0.00,,
06/01/2004,518.61,,63376,,512,,2300,,2558,,0.00,,
06/02/2004,518.46,,63263,,-113,,2096,,2039,,0.00,,
06/03/2004,519.83,,64303,,879,,1702,,2226,,0.00,,
06/04/2004,521.05,,65240,,937,,1601,,2074,,0.00,,
06/05/2004,519.54,,64081,,--,,1635,,1051,,0.00,,
06/06/2004,519.25,,63861,,--,,1836,,1725,,0.00,,
06/07/2004,520.32,,64678,,--,,1877,,2289,,0.00,,
06/08/2004,519.56,,64097,,--,,1892,,1599,,0.00,,
06/09/2004,520.65,,64931,,--,,1900,,2286,,0.00,,
06/10/2004,520.82,,65062,,131,,1930,,2004,,0.00,,
06/11/2004,521.89,,65891,,829,,1928,,2346,,0.00,,
06/12/2004,520.37,,64716,,-1175,,1907,,1314,,0.00,,
06/13/2004,518.75,,63482,,-1234,,1878,,1256,,0.00,,
06/14/2004,519.67,,64181,,699,,1864,,2217,,0.00,,
06/15/2004,520.62,,64908,,727,,1882,,2249,,0.00,,
06/16/2004,--,,--,,--,,--,,--,,0.00,,
06/17/2004,521.89,,65891,,--,,1897,,2007,,0.00,,
06/18/2004,521.64,,65697,,-194,,1926,,1828,,0.00,,
06/19/2004,519.66,,64173,,-1524,,1963,,1195,,0.00,,
06/20/2004,518.64,,63399,,-774,,1900,,1510,,0.00,,
06/21/2004,519.81,,64287,,888,,1833,,2281,,0.00,,
06/22/2004,520.58,,64878,,591,,1837,,2135,,0.00,,
06/23/2004,521.40,,65511,,633,,1848,,2167,,0.00,,
06/24/2004,521.95,,65938,,427,,1866,,2081,,0.00,,
06/25/2004,522.05,,66016,,78,,1882,,1922,,0.00,,
06/26/2004,520.29,,64655,,-1361,,1902,,1216,,0.00,,
06/27/2004,518.57,,63346,,-1309,,1901,,1241,,0.00,,
06/28/2004,518.86,,63565,,219,,1906,,2016,,0.00,,
06/29/2004,518.91,,63603,,38,,1906,,1925,,0.00,,
06/30/2004,519.28,,63884,,281,,1937,,2079,,0.00,,
07/01/2004,519.87,,64333,,449,,2004,,2230,,0.00,,
07/02/2004,520.57,,64870,,537,,2058,,2329,,0.00,,
07/03/2004,519.99,,64425,,--,,2056,,1831,,0.00,,
07/04/2004,519.91,,64364,,--,,2033,,2003,,0.00,,
07/05/2004,519.01,,63679,,-685,,2032,,1686,,0.00,,
07/06/2004,518.58,,63353,,-326,,2027,,1863,,0.00,,
07/07/2004,519.37,,63952,,599,,2029,,2331,,0.00,,
07/08/2004,520.11,,64517,,565,,2034,,2319,,0.00,,
07/09/2004,520.65,,64931,,414,,2034,,2243,,0.00,,
07/10/2004,518.96,,63641,,-1290,,2036,,1385,,0.00,,
07/11/2004,517.50,,62542,,-950,,2028,,1474,,0.00,,
07/12/2004,518.62,,63384,,--,,2031,,2456,,0.00,,
07/13/2004,519.45,,64013,,629,,2045,,2362,,0.00,,
07/14/2004,520.73,,64993,,--,,2038,,2532,,0.00,,
07/15/2004,521.37,,65487,,494,,1988,,2237,,0.00,,
07/16/2004,522.41,,66297,,810,,1988,,2397,,0.00,,
07/17/2004,521.23,,65379,,--,,1957,,1494,,0.00,,
07/18/2004,520.03,,64456,,-923,,1950,,1485,,0.00,,
07/19/2004,521.30,,65433,,977,,1946,,2439,,0.00,,
07/20/2004,522.39,,66281,,--,,1953,,2381,,0.00,,
07/21/2004,523.68,,67296,,1015,,1961,,2472,,0.00,,
07/22/2004,525.12,,68442,,1146,,1966,,2544,,0.00,,
07/23/2004,526.13,,69256,,814,,1971,,2382,,0.00,,
07/24/2004,524.84,,68218,,-1038,,1976,,1453,,0.00,,
07/25/2004,523.53,,67177,,-1041,,1967,,1442,,0.00,,
07/26/2004,523.89,,67462,,285,,1964,,2107,,0.00,,
07/27/2004,524.42,,67883,,--,,1965,,2177,,0.00,,
07/28/2004,524.99,,68338,,--,,1970,,2200,,0.00,,
07/29/2004,524.87,,68242,,-96,,1966,,1918,,0.00,,
07/30/2004,524.61,,68035,,-207,,1933,,1829,,0.00,,
07/31/2004,522.97,,66736,,--,,1927,,1272,,0.00,,
08/01/2004,521.44,,65542,,--,,1919,,1317,,0.00,,
08/02/2004,519.24,,63853,,-1689,,1908,,1056,,0.00,,
