Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,INCHES, ,
12/26/2005,529.65,,72149,,--,,8510,,8983,,0.03,,
12/27/2005,529.66,,72158,,9,,8870,,8874,,1.67,,
12/28/2005,532.76,,74784,,2403,,19865,,21189,,0.43,,
12/29/2005,531.07,,73343,,-1618,,19658,,18932,,0.03,,
12/30/2005,533.62,,75526,,2183,,16262,,17362,,--,,
12/31/2005,537.63,,79064,,--,,77514,,79298,,0.01,,
01/01/2006,534.83,,76580,,-2484,,50590,,49338,,1.01,,
01/02/2006,533.17,,75137,,--,,35437,,34710,,0.47,,
01/03/2006,531.78,,73946,,-1191,,23981,,23380,,0.03,,
01/04/2006,531.08,,73352,,--,,17541,,17242,,0.00,,
01/05/2006,530.08,,72509,,-843,,13421,,12996,,0.00,,
01/06/2006,529.39,,71932,,-577,,10271,,9980,,0.00,,
01/07/2006,528.95,,71566,,-366,,8408,,8223,,0.39,,
01/08/2006,528.73,,71384,,--,,7180,,7088,,0.00,,
01/09/2006,528.13,,70888,,-496,,6330,,6080,,0.00,,
01/10/2006,527.96,,70748,,-140,,5494,,5423,,0.27,,
01/11/2006,527.92,,70716,,-32,,5233,,5217,,0.00,,
01/12/2006,527.78,,70601,,-115,,5157,,5099,,0.00,,
01/13/2006,527.60,,70453,,-148,,4894,,4820,,0.00,,
01/14/2006,527.85,,70658,,205,,4651,,4754,,0.00,,
01/15/2006,527.43,,70314,,-344,,4825,,4652,,0.44,,
01/16/2006,527.11,,70052,,-262,,4310,,4177,,0.00,,
01/17/2006,527.17,,70101,,49,,4212,,4237,,0.74,,
01/18/2006,527.81,,70625,,524,,4814,,5079,,0.04,,
01/19/2006,527.26,,70175,,-450,,4580,,4354,,0.00,,
01/20/2006,527.04,,69995,,-180,,4308,,4217,,0.60,,
01/21/2006,527.07,,70019,,24,,4216,,4228,,0.00,,
01/22/2006,--,,--,,57,,--,,--,,--,,
01/23/2006,527.11,,70052,,-24,,4305,,4293,,0.00,,
01/24/2006,527.11,,70052,,0,,4280,,4280,,0.00,,
01/25/2006,527.09,,70036,,--,,4282,,4274,,0.15,,
01/26/2006,525.47,,68723,,--,,4207,,3545,,0.07,,
01/27/2006,525.16,,68474,,-249,,4163,,4038,,0.13,,
01/28/2006,523.27,,66972,,--,,4149,,3391,,0.19,,
01/29/2006,521.74,,65774,,--,,4127,,3523,,0.00,,
01/30/2006,520.04,,64463,,-1311,,4112,,3451,,0.51,,
01/31/2006,519.39,,63967,,-496,,4102,,3852,,0.02,,
02/01/2006,518.69,,63436,,--,,4101,,3922,,0.68,,
02/02/2006,526.19,,69304,,5868,,4133,,7091,,0.00,,
02/03/2006,527.78,,70601,,1297,,4887,,5540,,0.33,,
02/04/2006,527.93,,70724,,123,,4724,,4786,,0.00,,
02/05/2006,527.54,,70404,,-320,,4740,,4578,,0.00,,
02/06/2006,526.90,,69881,,-523,,4287,,4024,,0.00,,
02/07/2006,526.72,,69734,,-147,,4180,,4105,,0.00,,
02/08/2006,527.28,,70191,,457,,4329,,4559,,0.00,,
02/09/2006,527.18,,70109,,-82,,4359,,4317,,0.00,,
02/10/2006,527.12,,70060,,-49,,4275,,4250,,0.00,,
02/11/2006,527.03,,69987,,-73,,4260,,4223,,0.00,,
02/12/2006,526.50,,69555,,--,,4214,,3996,,0.00,,
02/13/2006,526.01,,69159,,--,,4173,,3973,,0.00,,
02/14/2006,525.49,,68739,,-420,,4173,,3961,,0.00,,
02/15/2006,524.62,,68043,,-696,,4160,,3809,,0.00,,
02/16/2006,523.80,,67391,,-652,,4122,,3794,,0.00,,
02/17/2006,523.01,,66767,,-624,,4154,,3840,,0.19,,
02/18/2006,522.14,,66086,,-681,,4146,,3803,,0.05,,
02/19/2006,521.48,,65573,,-513,,4145,,3886,,--,,
02/20/2006,520.65,,64931,,-642,,4139,,3815,,0.00,,
02/21/2006,519.80,,64280,,-651,,4133,,3805,,0.00,,
02/22/2006,518.42,,63233,,-828,,4125,,3597,,0.00,,
02/23/2006,517.52,,62557,,-474,,4109,,3768,,0.00,,
02/24/2006,517.17,,62295,,-38,,4100,,3968,,0.00,,
02/25/2006,518.51,,63300,,963,,4106,,4613,,0.00,,
02/26/2006,519.77,,64257,,943,,4128,,4610,,1.46,,
02/27/2006,529.60,,72108,,--,,4055,,8014,,1.31,,
02/28/2006,530.89,,73191,,--,,15664,,16328,,0.03,,
03/01/2006,529.83,,72300,,-891,,12470,,11931,,--,,
03/02/2006,529.63,,72133,,-167,,11000,,10915,,0.40,,
03/03/2006,529.51,,72032,,-101,,10228,,10177,,0.39,,
03/04/2006,528.95,,71566,,-466,,8761,,8526,,0.00,,
03/05/2006,528.78,,71425,,--,,7322,,7251,,2.29,,
03/06/2006,528.84,,71475,,50,,9264,,9289,,0.25,,
03/07/2006,528.36,,71078,,-397,,6499,,6299,,0.14,,
03/08/2006,527.81,,70625,,-453,,5441,,5213,,0.06,,
03/09/2006,527.57,,70428,,--,,4625,,4526,,0.09,,
03/10/2006,527.43,,70314,,-114,,4457,,4400,,--,,
03/11/2006,527.31,,70215,,--,,4279,,4229,,0.17,,
03/12/2006,527.28,,70191,,--,,4153,,4141,,--,,
03/13/2006,527.27,,70183,,-8,,4136,,4132,,0.88,,
03/14/2006,527.81,,70625,,442,,4598,,4821,,--,,
03/15/2006,527.50,,70371,,--,,4589,,4461,,0.00,,
03/16/2006,527.51,,70379,,8,,4298,,4302,,0.67,,
03/17/2006,528.48,,71177,,798,,3875,,4277,,0.02,,
03/18/2006,527.79,,70609,,-568,,4356,,4070,,0.00,,
03/19/2006,527.63,,70477,,-132,,4462,,4395,,0.00,,
03/20/2006,527.61,,70461,,-16,,4309,,4301,,0.60,,
03/21/2006,527.50,,70371,,-90,,4364,,4319,,0.00,,
03/22/2006,527.42,,70305,,-66,,4234,,4201,,--,,
03/23/2006,527.38,,70273,,-32,,4151,,4135,,0.00,,
03/24/2006,527.46,,70338,,65,,4107,,4140,,2.09,,
03/25/2006,529.26,,71824,,1486,,8155,,8904,,0.06,,
03/26/2006,528.31,,71037,,-787,,6915,,6518,,0.00,,
03/27/2006,528.10,,70864,,-173,,5990,,5903,,0.43,,
03/28/2006,527.75,,70576,,-288,,5127,,4982,,0.21,,
03/29/2006,527.38,,70273,,-303,,4431,,4279,,0.07,,
03/30/2006,527.11,,70052,,-221,,3989,,3878,,0.35,,
03/31/2006,528.34,,71062,,1010,,4262,,4771,,1.09,,
04/01/2006,528.71,,71367,,305,,6194,,6348,,0.03,,
04/02/2006,529.28,,71841,,474,,7335,,7574,,1.00,,
04/03/2006,532.93,,74930,,3089,,18122,,19679,,1.55,,
04/04/2006,532.77,,74793,,-377,,24834,,24647,,1.04,,
04/05/2006,531.04,,73318,,-1687,,20415,,19672,,0.02,,
04/06/2006,529.09,,71683,,-1635,,12476,,11652,,0.00,,
04/07/2006,528.81,,71450,,-233,,7440,,7323,,0.66,,
04/08/2006,528.70,,71359,,-91,,7557,,7511,,0.00,,
04/09/2006,528.56,,71243,,-116,,6724,,6665,,0.23,,
04/10/2006,529.37,,71916,,673,,7294,,7633,,0.17,,
04/11/2006,529.71,,72199,,283,,9776,,9918,,0.61,,
04/12/2006,529.84,,72308,,109,,11181,,11236,,0.16,,
04/13/2006,529.57,,72083,,-225,,10550,,10437,,0.00,,
04/14/2006,529.55,,72066,,--,,10149,,10141,,0.00,,
04/15/2006,529.60,,72108,,42,,10022,,10043,,1.02,,
04/16/2006,531.34,,73572,,--,,15136,,15874,,0.52,,
04/17/2006,530.53,,72887,,-685,,14993,,14699,,0.00,,
04/18/2006,528.86,,71492,,-1395,,10855,,10151,,0.00,,
04/19/2006,528.62,,71293,,-199,,6494,,6394,,0.00,,
04/20/2006,528.56,,71243,,-50,,6034,,6008,,0.00,,
04/21/2006,528.40,,71111,,-132,,5973,,5906,,0.00,,
04/22/2006,528.55,,71235,,--,,5915,,5978,,0.00,,
04/23/2006,528.55,,71235,,0,,6023,,6023,,0.00,,
04/24/2006,528.61,,71285,,50,,6132,,6157,,0.00,,
04/25/2006,528.66,,71326,,41,,6401,,6422,,0.00,,
04/26/2006,528.85,,71483,,157,,6669,,6748,,0.00,,
04/27/2006,528.90,,71525,,42,,7418,,7439,,0.00,,
04/28/2006,530.12,,72543,,1018,,9514,,10028,,0.00,,
04/29/2006,531.24,,73487,,944,,15303,,15779,,0.00,,
04/30/2006,531.30,,73538,,51,,18188,,18214,,0.00,,
05/01/2006,531.25,,73496,,--,,17693,,17672,,0.00,,
05/02/2006,531.10,,73369,,-127,,15373,,15309,,0.00,,
05/03/2006,531.04,,73318,,--,,13901,,13875,,0.00,,
05/04/2006,530.32,,72711,,-607,,12266,,11960,,0.00,,
05/05/2006,529.19,,71766,,--,,9362,,8885,,0.00,,
05/06/2006,528.91,,71533,,--,,7845,,7728,,0.00,,
05/07/2006,528.82,,71459,,-74,,8038,,8001,,0.00,,
05/08/2006,529.12,,71708,,249,,7984,,8109,,0.00,,
05/09/2006,529.12,,71708,,0,,8551,,8551,,0.00,,
05/10/2006,528.97,,71583,,-125,,8041,,7978,,0.00,,
05/11/2006,529.50,,72024,,441,,8787,,9009,,0.00,,
05/12/2006,529.53,,72049,,25,,10074,,10087,,0.00,,
05/13/2006,529.61,,72116,,67,,8454,,8488,,0.00,,
05/14/2006,529.60,,72108,,--,,10385,,10381,,0.00,,
05/15/2006,529.37,,71916,,-192,,10500,,10403,,0.00,,
05/16/2006,529.44,,71974,,--,,6767,,6797,,0.00,,
05/17/2006,529.52,,72041,,67,,9912,,9946,,0.00,,
05/18/2006,529.57,,72083,,42,,10052,,10073,,0.00,,
05/19/2006,529.54,,72057,,-26,,10400,,10387,,0.33,,
05/20/2006,529.35,,71899,,-158,,9723,,9643,,0.00,,
05/21/2006,529.15,,71733,,-166,,8707,,8623,,0.24,,
05/22/2006,529.38,,71924,,--,,8899,,8995,,0.03,,
05/23/2006,529.60,,72108,,184,,9464,,9557,,0.00,,
05/24/2006,529.08,,71674,,--,,9482,,9263,,0.00,,
05/25/2006,528.23,,70971,,-703,,7107,,6753,,0.00,,
05/26/2006,528.27,,71004,,33,,5542,,5559,,0.01,,
05/27/2006,528.13,,70888,,--,,5739,,5681,,0.00,,
05/28/2006,528.25,,70987,,99,,4666,,4715,,0.00,,
05/29/2006,528.08,,70847,,-140,,4418,,4347,,0.00,,
05/30/2006,527.97,,70757,,-90,,4063,,4018,,0.00,,
05/31/2006,528.12,,70880,,123,,4240,,4302,,0.00,,
06/01/2006,528.02,,70798,,-82,,4191,,4150,,0.00,,
06/02/2006,527.90,,70699,,-99,,3746,,3696,,0.00,,
06/03/2006,528.09,,70855,,156,,4069,,4148,,0.00,,
06/04/2006,528.06,,70831,,-24,,4439,,4427,,0.00,,
06/05/2006,527.83,,70642,,24,,4388,,4293,,0.00,,
06/06/2006,527.97,,70757,,1441,,4282,,4340,,0.00,,
06/07/2006,527.90,,70699,,-58,,3671,,3642,,0.00,,
06/08/2006,527.71,,70543,,-156,,3646,,3567,,0.00,,
06/09/2006,527.74,,70568,,25,,3623,,3636,,0.00,,
06/10/2006,527.50,,70371,,-197,,3476,,3376,,0.00,,
06/11/2006,528.40,,71111,,740,,3482,,3855,,0.00,,
06/12/2006,528.83,,71467,,356,,4027,,4206,,0.00,,
06/13/2006,528.52,,71210,,--,,3440,,3311,,0.00,,
06/14/2006,527.71,,70543,,-667,,26507,,26170,,0.00,,
06/15/2006,525.83,,69013,,--,,3990,,3219,,0.00,,
06/16/2006,523.66,,67280,,-1733,,4030,,3156,,0.00,,
06/17/2006,521.24,,65387,,-1893,,4008,,3053,,0.00,,
06/18/2006,520.45,,64778,,-609,,3479,,3172,,0.00,,
06/19/2006,519.60,,64127,,-651,,3046,,2718,,0.00,,
06/20/2006,520.24,,64616,,489,,3037,,3283,,0.00,,
06/21/2006,520.55,,64854,,238,,3040,,3160,,0.00,,
06/22/2006,521.22,,65371,,517,,3048,,3309,,0.00,,
06/23/2006,521.01,,65209,,-162,,3051,,2970,,0.00,,
06/24/2006,520.35,,64701,,-508,,3044,,2788,,0.00,,
06/25/2006,519.18,,63808,,-893,,3039,,2589,,0.00,,
06/26/2006,518.41,,63225,,-583,,3034,,2741,,0.00,,
06/27/2006,518.17,,63044,,-181,,3032,,2940,,0.00,,
06/28/2006,518.25,,63104,,60,,2921,,2951,,0.00,,
06/29/2006,519.20,,63823,,719,,2755,,3118,,0.00,,
06/30/2006,519.95,,64394,,571,,2729,,3017,,0.00,,
07/01/2006,519.88,,64341,,--,,2730,,2703,,0.00,,
07/02/2006,519.61,,64135,,-206,,2726,,2623,,0.00,,
07/03/2006,519.96,,64402,,267,,2728,,2863,,0.00,,
07/04/2006,519.32,,63914,,-488,,2728,,2482,,0.00,,
07/05/2006,518.96,,63641,,-273,,2726,,2589,,0.00,,
07/06/2006,518.55,,63331,,-310,,2722,,2566,,0.00,,
07/07/2006,519.34,,63929,,598,,2615,,2917,,0.00,,
07/08/2006,520.75,,65008,,1079,,2540,,3084,,0.00,,
07/09/2006,521.34,,65464,,456,,2546,,2775,,0.00,,
07/10/2006,521.76,,65790,,326,,2549,,2713,,0.00,,
07/11/2006,521.68,,65728,,-62,,2551,,2520,,0.00,,
07/12/2006,521.34,,65464,,-264,,2551,,2418,,0.00,,
07/13/2006,521.39,,65503,,39,,2551,,2571,,0.00,,
07/14/2006,521.33,,65456,,-47,,2459,,2435,,0.00,,
07/15/2006,521.44,,65542,,86,,2553,,2596,,0.00,,
07/16/2006,521.53,,65611,,69,,2550,,2585,,0.00,,
07/17/2006,521.75,,65782,,--,,2553,,2639,,0.00,,
07/18/2006,521.94,,65930,,148,,2504,,2578,,0.00,,
07/19/2006,521.73,,65767,,-163,,2390,,2308,,0.00,,
07/20/2006,521.54,,65619,,-148,,2271,,2196,,0.00,,
07/21/2006,521.52,,65604,,-15,,2163,,2156,,0.00,,
07/22/2006,521.46,,65557,,-47,,2204,,2181,,0.00,,
07/23/2006,519.46,,64021,,-1536,,2767,,1992,,0.00,,
07/24/2006,517.97,,62894,,--,,2970,,2402,,0.00,,
07/25/2006,518.72,,63459,,--,,2974,,3259,,0.00,,
07/26/2006,517.92,,62856,,--,,2974,,2670,,0.00,,
07/27/2006,518.88,,63580,,724,,2581,,2946,,0.00,,
07/28/2006,520.19,,64578,,998,,2581,,3084,,0.00,,
07/29/2006,521.01,,65209,,631,,2021,,2339,,0.00,,
07/30/2006,521.31,,65441,,232,,2016,,2133,,0.00,,
07/31/2006,521.24,,65387,,-54,,2014,,1986,,0.00,,
08/01/2006,521.27,,65410,,23,,2014,,2025,,0.00,,
08/02/2006,520.96,,65170,,-240,,2013,,1892,,0.00,,
08/03/2006,520.64,,64924,,-246,,2011,,1887,,0.00,,
08/04/2006,520.63,,64916,,-8,,1955,,1951,,0.00,,
08/05/2006,520.73,,64993,,77,,1852,,1891,,0.00,,
08/06/2006,520.96,,65170,,177,,1758,,1847,,0.00,,
08/07/2006,521.63,,65689,,519,,1667,,1928,,0.00,,
08/08/2006,521.95,,65938,,249,,1672,,1798,,0.00,,
08/09/2006,522.45,,66328,,390,,1593,,1790,,0.00,,
08/10/2006,522.83,,66626,,298,,1555,,1705,,0.00,,
08/11/2006,522.68,,66508,,-118,,1558,,1499,,0.00,,
08/12/2006,522.27,,66187,,-321,,1557,,1395,,0.00,,
08/13/2006,522.04,,66008,,--,,1557,,1467,,0.00,,
08/14/2006,522.21,,66140,,132,,1543,,1610,,0.00,,
08/15/2006,522.33,,66234,,94,,1510,,1558,,0.00,,
08/16/2006,522.48,,66351,,117,,1480,,1539,,0.00,,
08/17/2006,522.99,,66752,,401,,1460,,1663,,0.00,,
08/18/2006,523.46,,67122,,--,,1450,,1636,,0.00,,
08/19/2006,523.70,,67312,,--,,1420,,1515,,0.00,,
08/20/2006,523.76,,67359,,--,,1405,,1429,,0.00,,
08/21/2006,524.24,,67740,,381,,1406,,1598,,0.00,,
08/22/2006,524.62,,68043,,111,,1381,,1534,,0.00,,
08/23/2006,523.76,,67359,,-684,,1345,,1000,,0.00,,
08/24/2006,523.33,,67019,,-340,,1323,,1151,,0.00,,
08/25/2006,524.05,,67589,,--,,1270,,1558,,0.00,,
08/26/2006,524.51,,67955,,--,,1256,,1440,,0.00,,
08/27/2006,525.10,,68426,,478,,1227,,1465,,0.00,,
08/28/2006,524.40,,67867,,-559,,1210,,928,,0.00,,
08/29/2006,523.80,,67391,,-476,,1208,,968,,0.00,,
08/30/2006,523.86,,67438,,47,,1180,,1203,,0.00,,
08/31/2006,523.43,,67098,,-340,,921,,749,,0.00,,
09/01/2006,522.97,,66736,,-362,,732,,549,,0.00,,
09/02/2006,522.77,,66579,,-157,,732,,653,,0.00,,
09/03/2006,522.88,,66665,,86,,732,,776,,0.00,,
09/04/2006,523.08,,66822,,157,,732,,812,,0.00,,
09/05/2006,523.31,,67003,,181,,732,,823,,0.00,,
09/06/2006,523.56,,67201,,198,,732,,832,,0.00,,
09/07/2006,523.98,,67533,,332,,734,,901,,0.00,,
09/08/2006,524.22,,67724,,--,,735,,831,,0.00,,
09/09/2006,524.12,,67644,,-80,,730,,689,,0.00,,
09/10/2006,524.17,,67684,,40,,705,,725,,0.00,,
09/11/2006,524.39,,67859,,175,,705,,794,,0.00,,
09/12/2006,524.62,,68043,,184,,706,,799,,0.00,,
09/13/2006,524.96,,68314,,271,,710,,846,,0.00,,
09/14/2006,524.77,,68162,,-152,,708,,632,,0.00,,
09/15/2006,524.67,,68082,,-80,,707,,666,,0.00,,
09/16/2006,524.48,,67931,,-151,,706,,630,,0.00,,
09/17/2006,524.56,,67995,,64,,705,,737,,0.00,,
09/18/2006,524.88,,68250,,255,,681,,809,,0.00,,
09/19/2006,525.05,,68386,,136,,664,,733,,0.00,,
09/20/2006,525.19,,68498,,112,,664,,721,,0.00,,
09/21/2006,525.11,,68434,,-64,,660,,628,,0.00,,
09/22/2006,525.02,,68362,,--,,663,,626,,0.00,,
09/23/2006,524.81,,68194,,-168,,658,,573,,0.00,,
09/24/2006,524.49,,67939,,-255,,659,,531,,0.00,,
09/25/2006,524.45,,67907,,-32,,656,,640,,0.00,,
09/26/2006,524.51,,67955,,48,,657,,681,,0.00,,
09/27/2006,524.65,,68066,,111,,657,,713,,0.00,,
09/28/2006,524.74,,68138,,--,,657,,694,,0.00,,
09/29/2006,524.80,,68186,,48,,658,,682,,0.00,,
09/30/2006,524.45,,67907,,-279,,657,,517,,0.00,,
10/01/2006,524.30,,67788,,-119,,661,,601,,0.00,,
10/02/2006,524.46,,67915,,127,,697,,761,,0.00,,
10/03/2006,524.55,,67987,,--,,717,,754,,0.00,,
10/04/2006,524.68,,68090,,103,,719,,771,,0.18,,
10/05/2006,524.71,,68114,,24,,718,,730,,0.00,,
10/06/2006,524.74,,68138,,--,,718,,730,,0.00,,
10/07/2006,524.52,,67963,,-175,,718,,630,,0.00,,
10/08/2006,524.42,,67883,,-80,,718,,678,,0.00,,
10/09/2006,524.56,,67995,,112,,718,,774,,0.00,,
10/10/2006,524.63,,68050,,55,,688,,715,,0.00,,
10/11/2006,524.82,,68202,,--,,665,,742,,0.00,,
10/12/2006,524.92,,68282,,80,,637,,677,,0.00,,
10/13/2006,525.14,,68458,,176,,618,,707,,0.00,,
10/14/2006,525.41,,68675,,217,,652,,762,,0.00,,
10/15/2006,525.43,,68691,,16,,695,,703,,0.00,,
10/16/2006,525.34,,68619,,-72,,722,,686,,0.00,,
10/17/2006,525.38,,68651,,32,,729,,745,,0.00,,
10/18/2006,525.41,,68675,,--,,730,,742,,0.00,,
10/19/2006,525.61,,68836,,161,,733,,814,,0.00,,
10/20/2006,525.57,,68804,,--,,738,,722,,0.00,,
10/21/2006,525.20,,68507,,--,,738,,588,,0.00,,
10/22/2006,524.91,,68274,,-233,,879,,762,,0.00,,
10/23/2006,524.46,,67915,,--,,736,,555,,0.00,,
10/24/2006,524.16,,67676,,-239,,736,,616,,0.00,,
10/25/2006,523.79,,67383,,-483,,735,,587,,0.00,,
10/26/2006,523.96,,67517,,--,,735,,802,,0.00,,
10/27/2006,523.63,,67256,,--,,735,,603,,0.00,,
10/28/2006,523.78,,67375,,--,,735,,795,,0.00,,
10/29/2006,524.49,,67939,,564,,745,,1029,,0.00,,
10/30/2006,524.89,,68258,,319,,738,,898,,0.00,,
10/31/2006,525.24,,68539,,120,,879,,1020,,0.00,,
11/01/2006,525.43,,68691,,--,,738,,814,,0.18,,
11/02/2006,525.53,,68772,,-104,,738,,778,,1.27,,
11/03/2006,525.61,,68836,,64,,738,,770,,0.00,,
11/04/2006,525.66,,68876,,40,,738,,758,,0.00,,
11/05/2006,525.66,,68876,,0,,739,,739,,0.00,,
11/06/2006,525.72,,68925,,-161,,739,,763,,0.00,,
11/07/2006,525.62,,68844,,--,,739,,698,,0.02,,
11/08/2006,525.38,,68651,,-193,,739,,641,,0.00,,
11/09/2006,524.96,,68314,,-337,,738,,568,,--,,
11/10/2006,524.59,,68019,,-295,,738,,589,,0.00,,
11/11/2006,524.93,,68290,,79,,738,,778,,--,,
11/12/2006,525.06,,68394,,296,,738,,790,,--,,
11/13/2006,525.05,,68186,,-208,,--,,--,,0.16,,
11/14/2006,524.76,,68154,,-32,,737,,620,,0.00,,
11/15/2006,525.01,,68354,,24,,738,,838,,0.00,,
11/16/2006,524.95,,68306,,-216,,737,,713,,0.11,,
11/17/2006,524.82,,68202,,-104,,738,,685,,--,,
11/18/2006,524.74,,68138,,-64,,738,,705,,--,,
11/19/2006,525.03,,68370,,232,,737,,854,,--,,
11/20/2006,525.11,,68434,,64,,739,,771,,0.00,,
11/21/2006,524.92,,68282,,-152,,739,,662,,0.00,,
11/22/2006,524.59,,68019,,-263,,738,,606,,0.00,,
11/23/2006,524.41,,67875,,--,,736,,664,,0.00,,
11/24/2006,524.31,,67796,,-79,,722,,682,,0.00,,
11/25/2006,524.14,,67660,,--,,710,,642,,0.00,,
11/26/2006,524.16,,67676,,16,,710,,718,,0.70,,
11/27/2006,524.30,,67788,,--,,710,,766,,0.00,,
11/28/2006,524.37,,67843,,--,,711,,739,,0.00,,
11/29/2006,524.40,,67867,,24,,711,,723,,0.00,,
11/30/2006,524.57,,68003,,136,,711,,779,,0.00,,
12/01/2006,524.36,,67835,,--,,711,,626,,0.00,,
12/02/2006,524.24,,67740,,--,,711,,663,,0.00,,
12/03/2006,524.24,,67740,,-24,,712,,712,,0.00,,
12/04/2006,524.36,,67835,,95,,710,,758,,0.00,,
12/05/2006,524.44,,67899,,--,,711,,744,,--,,
12/06/2006,524.65,,68066,,167,,721,,805,,0.00,,
12/07/2006,524.74,,68138,,--,,726,,763,,0.00,,
12/08/2006,524.80,,68186,,48,,728,,752,,0.39,,
12/09/2006,524.85,,68226,,--,,726,,747,,1.25,,
12/10/2006,525.54,,68780,,554,,730,,1009,,0.26,,
12/11/2006,525.67,,68884,,--,,732,,785,,0.69,,
12/12/2006,525.99,,69142,,258,,732,,863,,0.68,,
12/13/2006,526.28,,69377,,235,,733,,851,,0.07,,
12/14/2006,526.37,,69450,,73,,734,,771,,0.25,,
12/15/2006,526.32,,69410,,-40,,734,,714,,0.01,,
12/16/2006,526.34,,69426,,16,,734,,742,,0.00,,
12/17/2006,526.18,,69296,,-130,,733,,667,,0.00,,
12/18/2006,526.01,,69159,,-137,,734,,665,,0.00,,
12/19/2006,525.75,,68949,,-210,,733,,627,,0.00,,
12/20/2006,525.21,,68515,,--,,732,,514,,--,,
12/21/2006,525.05,,68386,,-129,,756,,691,,1.01,,
12/22/2006,525.85,,69029,,643,,734,,1058,,0.00,,
12/23/2006,525.78,,68973,,--,,734,,705,,0.00,,
12/24/2006,525.58,,68812,,-161,,733,,652,,0.00,,
12/25/2006,525.27,,68563,,-249,,733,,607,,0.00,,
12/26/2006,525.06,,68394,,-169,,732,,647,,1.07,,
12/27/2006,526.63,,69661,,--,,734,,1373,,0.02,,
12/28/2006,527.56,,70420,,759,,981,,1364,,0.00,,
12/29/2006,527.65,,70494,,74,,1275,,1312,,0.00,,
12/30/2006,527.56,,70420,,-74,,1006,,969,,0.00,,
12/31/2006,527.44,,70322,,--,,1103,,1054,,--,,
01/01/2007,527.36,,70256,,-66,,917,,884,,--,,
01/02/2007,527.46,,70338,,--,,1012,,1053,,0.00,,
01/03/2007,527.08,,70028,,-310,,874,,718,,0.06,,
01/04/2007,527.27,,70183,,155,,779,,857,,0.00,,
01/05/2007,526.54,,69588,,-595,,1940,,1640,,0.00,,
01/06/2007,525.26,,68555,,--,,2019,,1498,,0.00,,
01/07/2007,523.73,,67335,,-1220,,2014,,1399,,0.00,,
01/08/2007,521.90,,65899,,-1436,,2009,,1285,,0.00,,
01/09/2007,520.58,,64878,,-1021,,1907,,1392,,0.00,,
01/10/2007,519.23,,63846,,-1032,,1687,,1167,,0.00,,
01/11/2007,520.08,,64494,,648,,1520,,1847,,0.00,,
01/12/2007,520.44,,64770,,276,,1520,,1659,,0.00,,
01/13/2007,518.71,,63452,,--,,1410,,746,,0.00,,
01/14/2007,517.98,,62901,,-551,,1410,,1132,,0.00,,
01/15/2007,518.06,,62962,,61,,13,,44,,0.00,,
01/16/2007,517.33,,62415,,--,,1323,,1146,,0.00,,
01/17/2007,517.62,,62632,,217,,1302,,1412,,0.00,,
01/18/2007,517.96,,62886,,254,,1245,,1479,,0.00,,
01/19/2007,518.63,,63391,,505,,1221,,1562,,0.00,,
01/20/2007,519.16,,63792,,401,,1222,,1424,,0.00,,
01/21/2007,519.14,,63777,,-15,,1223,,1215,,0.00,,
01/22/2007,519.61,,64135,,--,,1158,,1339,,0.00,,
01/23/2007,520.32,,64678,,543,,1092,,1366,,0.00,,
01/24/2007,520.48,,64801,,123,,1093,,1155,,0.00,,
01/25/2007,519.63,,64150,,--,,1116,,787,,0.00,,
01/26/2007,518.98,,63656,,-494,,1116,,867,,--,,
01/27/2007,518.60,,63368,,--,,1114,,969,,--,,
01/28/2007,518.23,,63089,,--,,1114,,973,,--,,
01/29/2007,518.10,,62992,,--,,943,,894,,0.00,,
01/30/2007,518.39,,63210,,218,,914,,1023,,0.00,,
01/31/2007,518.70,,63444,,234,,914,,1032,,0.00,,
02/01/2007,519.60,,64127,,683,,902,,1246,,0.00,,
02/02/2007,520.24,,64616,,489,,752,,998,,0.00,,
02/03/2007,520.73,,64993,,--,,900,,1090,,0.00,,
02/04/2007,521.18,,65340,,347,,900,,1075,,0.00,,
02/05/2007,521.50,,65588,,248,,901,,1026,,0.00,,
02/06/2007,521.47,,65565,,--,,902,,891,,0.00,,
02/07/2007,521.25,,65394,,-171,,901,,815,,0.77,,
02/08/2007,521.61,,65673,,--,,901,,1042,,0.88,,
02/09/2007,523.97,,67525,,1852,,950,,1884,,1.25,,
02/10/2007,526.61,,69645,,2120,,3751,,4820,,1.80,,
02/11/2007,527.66,,70502,,857,,6915,,7347,,0.01,,
02/12/2007,--,,--,,--,,--,,--,,0.28,,
02/13/2007,517.63,,62639,,--,,3941,,1593,,0.00,,
02/14/2007,516.23,,61598,,--,,--,,--,,--,,
02/15/2007,516.46,,61768,,--,,--,,--,,0.00,,
02/16/2007,516.46,,61768,,--,,--,,--,,0.00,,
02/17/2007,516.46,,61768,,--,,--,,--,,0.00,,
02/18/2007,516.46,,61768,,--,,--,,--,,0.00,,
02/19/2007,--,,--,,--,,--,,--,,--,,
02/20/2007,516.33,,61672,,--,,1400,,1311,,0.00,,
02/21/2007,518.20,,63067,,1395,,1403,,2106,,0.67,,
02/22/2007,521.58,,65650,,--,,1413,,2715,,0.26,,
02/23/2007,523.67,,67288,,1638,,1466,,2292,,0.00,,
