Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
02/25/2005,536.77,,1949212,,8892,,
02/26/2005,537.47,,1957992,,8780,,
02/27/2005,538.17,,1966786,,8794,,
02/28/2005,538.29,,1968294,,1508,,
03/01/2005,538.62,,1972446,,4152,,
03/02/2005,539.10,,1978490,,6044,,
03/03/2005,539.61,,1984919,,6429,,
03/04/2005,540.11,,1991229,,6310,,
03/05/2005,540.60,,1997419,,6190,,
03/06/2005,541.08,,2003489,,6070,,
03/07/2005,541.56,,2009566,,6077,,
03/08/2005,542.08,,2016157,,6591,,
03/09/2005,542.56,,2022247,,6090,,
03/10/2005,543.02,,2028090,,5843,,
03/11/2005,543.04,,2028344,,254,,
03/12/2005,543.04,,2028344,,0,,
03/13/2005,543.04,,2028344,,0,,
03/14/2005,543.04,,2028344,,0,,
03/15/2005,543.02,,2028090,,-254,,
03/16/2005,542.99,,2027708,,-382,,
03/17/2005,542.98,,2027581,,-127,,
03/18/2005,542.97,,2027454,,-127,,
03/19/2005,542.97,,2027454,,0,,
03/20/2005,542.97,,2027454,,0,,
03/21/2005,542.98,,2027581,,127,,
03/22/2005,543.14,,2029615,,2034,,
03/23/2005,543.24,,2030886,,1271,,
03/24/2005,543.27,,2031267,,381,,
03/25/2005,543.28,,2031395,,128,,
03/26/2005,543.26,,2031140,,-255,,
03/27/2005,543.22,,2030632,,-508,,
03/28/2005,543.21,,2030505,,-127,,
03/29/2005,543.18,,2030123,,-382,,
03/30/2005,543.15,,2029742,,-381,,
03/31/2005,543.14,,2029615,,-127,,
04/01/2005,543.13,,2029488,,-127,,
04/02/2005,543.10,,2029106,,-382,,
04/03/2005,543.09,,2028979,,-127,,
04/04/2005,543.09,,2028979,,0,,
04/05/2005,543.07,,2028725,,-254,,
04/06/2005,543.05,,2028471,,-254,,
04/07/2005,543.03,,2028217,,-254,,
04/08/2005,543.01,,2027963,,-254,,
04/09/2005,543.01,,2027963,,0,,
04/10/2005,542.99,,2027708,,-255,,
04/11/2005,542.98,,2027581,,-127,,
04/12/2005,542.96,,2027327,,-254,,
04/13/2005,542.94,,2027073,,-254,,
04/14/2005,542.92,,2026819,,-254,,
04/15/2005,542.94,,2027073,,254,,
04/16/2005,542.94,,2027073,,0,,
04/17/2005,542.91,,2026692,,-381,,
04/18/2005,542.37,,2019836,,-6856,,
04/19/2005,541.88,,2013621,,-6215,,
04/20/2005,541.17,,2004628,,-8993,,
04/21/2005,540.06,,1990597,,-14031,,
04/22/2005,539.13,,1978868,,-11729,,
04/23/2005,538.22,,1967414,,-11454,,
04/24/2005,537.20,,1954603,,-12811,,
04/25/2005,536.34,,1943825,,-10778,,
04/26/2005,535.50,,1933317,,-10508,,
04/27/2005,535.20,,1929569,,-3748,,
04/28/2005,534.30,,1918340,,-11229,,
04/29/2005,533.50,,1908378,,-9962,,
04/30/2005,532.70,,1898434,,-9944,,
05/01/2005,532.10,,1890988,,-7446,,
05/02/2005,531.40,,1882313,,-8675,,
05/03/2005,530.90,,1876126,,-6187,,
05/04/2005,530.90,,1876126,,0,,
05/05/2005,530.70,,1873653,,-2473,,
05/06/2005,530.10,,1866240,,-7413,,
05/07/2005,530.10,,1866240,,0,,
05/08/2005,530.07,,1865870,,-370,,
05/09/2005,529.90,,1863772,,-2098,,
05/10/2005,529.60,,1860071,,-3701,,
05/11/2005,529.40,,1857606,,-2465,,
05/12/2005,529.10,,1853909,,-3697,,
05/13/2005,528.60,,1847754,,-6155,,
05/14/2005,528.40,,1845294,,-2460,,
05/15/2005,527.90,,1839149,,-6145,,
05/16/2005,527.30,,1831785,,-7364,,
05/17/2005,526.70,,1824430,,--,,
05/18/2005,526.10,,1817086,,-7344,,
05/19/2005,525.38,,1808287,,-8799,,
05/20/2005,524.20,,1793897,,-14390,,
05/21/2005,523.40,,1784164,,-9733,,
05/22/2005,522.50,,1773237,,-10927,,
05/23/2005,521.70,,1763543,,-9694,,
05/24/2005,521.20,,1757494,,-6049,,
05/25/2005,520.30,,1746623,,-242,,
05/26/2005,519.10,,1732165,,-14458,,
05/27/2005,518.40,,1723750,,-8415,,
05/28/2005,517.50,,1712952,,-10798,,
05/29/2005,517.40,,1711754,,-1198,,
05/30/2005,516.90,,1705766,,--,,
05/31/2005,516.10,,1696202,,-9564,,
06/01/2005,515.80,,1692620,,-3582,,
06/02/2005,515.70,,1691426,,-1194,,
06/03/2005,515.30,,1686655,,-4771,,
06/04/2005,514.60,,1678318,,-8337,,
06/05/2005,514.40,,1675938,,-2380,,
06/06/2005,513.90,,1669994,,-5944,,
06/07/2005,513.80,,1668806,,-1188,,
06/08/2005,513.40,,1664057,,-4749,,
06/09/2005,513.10,,1660499,,-3558,,
06/10/2005,512.80,,1656943,,-3556,,
06/11/2005,512.60,,1654574,,-2369,,
06/12/2005,512.50,,1653390,,-1184,,
06/13/2005,512.60,,1654574,,1184,,
06/14/2005,512.40,,1652206,,-2368,,
06/15/2005,511.70,,1643927,,-8279,,
06/16/2005,510.38,,1628355,,-15572,,
06/17/2005,509.60,,1619177,,-9178,,
06/18/2005,508.90,,1610955,,-8222,,
06/19/2005,508.80,,1609782,,-1173,,
06/20/2005,508.40,,1605091,,-4691,,
06/21/2005,507.70,,1596895,,-8196,,
06/22/2005,506.90,,1587544,,-9351,,
06/23/2005,506.30,,1580544,,-7000,,
06/24/2005,505.80,,1574718,,-5826,,
06/25/2005,505.40,,1570063,,-4655,,
06/26/2005,505.48,,1570994,,931,,
06/27/2005,504.98,,1565180,,-5814,,
06/28/2005,504.80,,1563089,,-2091,,
06/29/2005,504.90,,1564251,,1162,,
06/30/2005,505.10,,1566575,,2324,,
07/01/2005,505.20,,1567737,,1162,,
07/02/2005,504.80,,1563089,,-4648,,
07/03/2005,504.40,,1558446,,-1563089,,
07/04/2005,504.10,,1554966,,-3480,,
07/05/2005,503.50,,1548016,,-6950,,
07/06/2005,502.90,,1541075,,-6941,,
07/07/2005,502.50,,1536454,,-4621,,
07/08/2005,502.10,,1531838,,-4616,,
07/09/2005,501.20,,1521469,,-10369,,
07/10/2005,501.10,,1520318,,-1151,,
07/11/2005,500.70,,1515719,,-4599,,
07/12/2005,500.20,,1509976,,-5743,,
07/13/2005,499.70,,1504241,,-5735,,
07/14/2005,499.30,,1499658,,-4583,,
07/15/2005,498.17,,1486736,,-12922,,
07/16/2005,497.30,,1476814,,-9922,,
07/17/2005,496.40,,1466573,,-10241,,
07/18/2005,495.30,,1454090,,-12483,,
07/19/2005,494.50,,1445033,,-9057,,
07/20/2005,493.80,,1437125,,-7908,,
07/21/2005,493.40,,1432612,,-4513,,
07/22/2005,492.50,,1422477,,-10135,,
07/23/2005,491.70,,1413487,,-8990,,
07/24/2005,490.70,,1402278,,-11209,,
07/25/2005,489.80,,1392216,,-10062,,
07/26/2005,489.00,,1383291,,-8925,,
07/27/2005,488.80,,1381063,,-2228,,
07/28/2005,488.00,,1372164,,-8899,,
07/29/2005,486.70,,1357743,,-14421,,
07/30/2005,485.80,,1347789,,-9954,,
07/31/2005,485.40,,1343373,,-4416,,
08/01/2005,484.90,,1337859,,-5514,,
08/02/2005,484.30,,1331254,,-6605,,
08/03/2005,483.60,,1323561,,-7693,,
08/04/2005,482.60,,1312596,,-10965,,
08/05/2005,482.00,,1306033,,-6563,,
08/06/2005,481.20,,1297298,,-8735,,
08/07/2005,480.80,,1292938,,-4360,,
08/08/2005,480.20,,1286407,,-6531,,
08/09/2005,480.00,,1284233,,-2174,,
08/10/2005,479.60,,1279887,,-4346,,
08/11/2005,478.90,,1272295,,-7592,,
08/12/2005,478.10,,1263636,,-8659,,
08/13/2005,477.50,e,1257160,e,-6476,,
08/14/2005,476.90,,1250684,,-6476,,
08/15/2005,476.70,,1248530,,-2154,,
08/16/2005,476.10,,1242075,,-6455,,
08/17/2005,475.80,,1238832,,-3243,,
08/18/2005,475.70,,1237759,,-1073,,
08/19/2005,475.30,,1233471,,-4288,,
08/20/2005,474.80,,1228117,,-5354,,
08/21/2005,474.30,,1222771,,-5346,,
08/22/2005,473.70,,1216365,,-6406,,
08/23/2005,473.50,,1214232,,-2133,,
08/24/2005,473.40,,1213166,,-1066,,
08/25/2005,473.00,,1208905,,-4261,,
08/26/2005,472.50,,1203585,,-5320,,
08/27/2005,472.00,,1198273,,-5312,,
08/28/2005,471.70,,1195089,,--,,
08/29/2005,471.50,,1192968,,--,,
08/30/2005,471.80,,1196150,,3182,,
08/31/2005,471.90,,1197211,,1061,,
09/01/2005,472.10,,1199335,,2124,,
09/02/2005,472.00,,1198273,,-1062,,
09/03/2005,472.10,,1199335,,1062,,
09/04/2005,472.30,,1201459,,2124,,
09/05/2005,472.50,,1203585,,2126,,
09/06/2005,472.80,,1206776,,3191,,
09/07/2005,473.20,,1211035,,4259,,
09/08/2005,473.80,,1217432,,6397,,
09/09/2005,474.10,,1220634,,3202,,
09/10/2005,474.65,,1226512,,5878,,
09/11/2005,474.90,,1229187,,2675,,
09/12/2005,475.10,,1231328,,2141,,
09/13/2005,475.50,,1235614,,4286,,
09/14/2005,476.00,,1241000,,5386,,
09/15/2005,476.50,,1246377,,5377,,
09/16/2005,477.00,,1251762,,5385,,
09/17/2005,477.60,,1258234,,6472,,
09/18/2005,478.46,,1267530,,9296,,
09/19/2005,478.70,,1270128,,2598,,
09/20/2005,479.10,,1274462,,4334,,
09/21/2005,479.45,,1278259,,3797,,
09/22/2005,479.99,,1284124,,5865,,
09/23/2005,480.40,,1288583,,4459,,
09/24/2005,480.85,,1293483,,4900,,
09/25/2005,481.70,,1302755,,9272,,
09/26/2005,481.90,,1304940,,2185,,
09/27/2005,482.27,,1308985,,4045,,
09/28/2005,482.92,,1316102,,7117,,
09/29/2005,483.48,,1322243,,6141,,
09/30/2005,484.01,,1328065,,5822,,
10/01/2005,484.59,,1334445,,6380,,
10/02/2005,484.93,,1338190,,3745,,
10/03/2005,485.08,,1339843,,1653,,
10/04/2005,485.37,,1343042,,3199,,
10/05/2005,485.80,,1347789,,4747,,
10/06/2005,485.95,,1349446,,1657,,
10/07/2005,486.20,,1352210,,2764,,
10/08/2005,486.56,,1356193,,3983,,
10/09/2005,487.00,,1361066,,4873,,
10/10/2005,487.19,,1363172,,2106,,
10/11/2005,487.41,,1365612,,2440,,
10/12/2005,487.90,,1371052,,5440,,
10/13/2005,488.22,,1374609,,3557,,
10/14/2005,488.50,,1377724,,3115,,
10/15/2005,488.50,,1377724,,0,,
10/16/2005,488.68,,1379727,,2003,,
10/17/2005,488.90,,1382177,,2450,,
10/18/2005,489.36,,1387305,,5128,,
10/19/2005,490.11,,1395679,,8374,,
10/20/2005,490.72,,1402502,,6823,,
10/21/2005,491.40,,1410122,,7620,,
10/22/2005,491.83,,1414947,,4825,,
10/23/2005,492.70,,1424727,,9780,,
10/24/2005,492.90,,1426978,,2251,,
10/25/2005,493.20,,1430358,,3380,,
10/26/2005,493.47,,1433402,,3044,,
10/27/2005,493.95,,1438818,,5416,,
10/28/2005,494.47,,1444694,,5876,,
10/29/2005,494.87,,1449220,,4526,,
10/30/2005,495.77,,1459419,,10199,,
10/31/2005,496.08,,1462938,,3519,,
11/01/2005,496.60,,1468847,,5909,,
11/02/2005,497.10,,1474536,,5689,,
11/03/2005,497.69,,1481259,,6723,,
11/04/2005,498.29,,1488107,,6848,,
11/05/2005,498.70,,1492792,,4685,,
11/06/2005,499.55,,1502521,,9729,,
11/07/2005,499.98,,1507451,,4930,,
11/08/2005,500.27,,1510780,,3329,,
11/09/2005,500.71,,1515834,,5054,,
11/10/2005,501.26,,1522160,,6326,,
11/11/2005,502.00,,1530685,,8525,,
11/12/2005,502.72,,1538995,,8310,,
11/13/2005,503.80,,1551490,,12495,,
11/14/2005,504.40,,1558446,,6956,,
11/15/2005,505.30,,1568900,,10454,,
11/16/2005,505.80,,1574718,,5818,,
11/17/2005,506.30,,1580544,,5826,,
11/18/2005,506.78,,1586143,,5599,,
11/19/2005,507.20,,1591048,,4905,,
11/20/2005,508.26,,1603451,,12403,,
11/21/2005,508.38,,1604857,,1406,,
11/22/2005,508.20,,1602748,,-2109,,
11/23/2005,508.04,,1600874,,-1874,,
11/24/2005,508.76,,1609313,,8439,,
11/25/2005,508.61,,1607553,,-1760,,
11/26/2005,508.48,,1606029,,-1524,,
11/27/2005,509.42,,1617061,,11032,,
11/28/2005,509.62,,1619412,,2351,,
11/29/2005,509.85,,1622116,,2704,,
11/30/2005,510.30,,1627412,,5296,,
12/01/2005,510.70,,1632125,,4713,,
12/02/2005,510.99,,1635545,,3420,,
12/03/2005,511.00,,1635663,,118,,
12/04/2005,511.90,,1646291,,10628,,
12/05/2005,512.05,,1648065,,1774,,
12/06/2005,512.61,,1654692,,6627,,
12/07/2005,513.38,,1663820,,9128,,
12/08/2005,514.20,,1673559,,9739,,
12/09/2005,514.81,,1680817,,7258,,
12/10/2005,515.60,,1690233,,9416,,
12/11/2005,516.80,,1704570,,14337,,
12/12/2005,517.50,,1712952,,8382,,
12/13/2005,518.33,,1722910,,9958,,
12/14/2005,518.54,,1725432,,2522,,
12/15/2005,519.09,,1732045,,6613,,
12/16/2005,519.41,,1735896,,3851,,
12/17/2005,519.78,,1740353,,4457,,
12/18/2005,520.39,,1747709,,7356,,
12/19/2005,520.60,,1750244,,2535,,
12/20/2005,521.01,,1755197,,4953,,
12/21/2005,521.62,,1762575,,7378,,
12/22/2005,522.40,,1772024,,9449,,
12/23/2005,523.38,,1783921,,11897,,
12/24/2005,524.60,,1798771,,14850,,
12/25/2005,525.75,,1812807,,14036,,
12/26/2005,526.99,,1827984,,15177,,
12/27/2005,528.03,,1840746,,12762,,
12/28/2005,529.00,,1852678,,11932,,
12/29/2005,530.10,,1866240,,13562,,
12/30/2005,531.10,,1878600,,12360,,
12/31/2005,532.30,,1893469,,14869,,
01/01/2006,533.38,,1906885,,13416,,
01/02/2006,534.50,,1920833,,13948,,
01/03/2006,535.45,,1932692,,11859,,
01/04/2006,536.34,,1943825,,11133,,
01/05/2006,536.90,,1950841,,7016,,
01/06/2006,537.31,,1955984,,5143,,
01/07/2006,538.14,,1966408,,10424,,
01/08/2006,538.60,,1972194,,5786,,
01/09/2006,538.90,,1975971,,3777,,
01/10/2006,539.20,,1979750,,3779,,
01/11/2006,539.40,,1982271,,2521,,
01/12/2006,539.63,,1985171,,2900,,
01/13/2006,539.88,,1988325,,3154,,
01/14/2006,540.11,,1991229,,2904,,
01/15/2006,540.34,,1994133,,2904,,
01/16/2006,540.56,,1996913,,2780,,
01/17/2006,540.80,,1999948,,3035,,
01/18/2006,541.04,,2002983,,3035,,
01/19/2006,541.25,,2005641,,2658,,
01/20/2006,541.48,,2008553,,2912,,
01/21/2006,541.71,,2011467,,2914,,
01/22/2006,541.93,,2014255,,2788,,
01/23/2006,542.16,,2017171,,2916,,
01/24/2006,542.37,,2019836,,2665,,
01/25/2006,542.60,,2022755,,2919,,
01/26/2006,542.80,,2025295,,2540,,
01/27/2006,543.00,,2027835,,2540,,
01/28/2006,543.00,,2027835,,0,,
01/29/2006,543.00,,2027835,,0,,
01/30/2006,542.99,,2027708,,-127,,
01/31/2006,543.19,,2030250,,2542,,
02/01/2006,543.19,,2030250,,0,,
02/02/2006,543.17,,2029996,,-254,,
02/03/2006,543.16,,2029869,,-127,,
02/04/2006,543.11,,2029233,,-636,,
02/05/2006,543.10,,2029106,,-127,,
02/06/2006,543.00,,2027835,,-1271,,
02/07/2006,543.00,,2027835,,0,,
02/08/2006,543.00,,2027835,,0,,
02/09/2006,543.00,,2027835,,0,,
02/10/2006,542.94,,2027073,,-762,,
02/11/2006,542.90,,2026565,,-508,,
02/12/2006,542.89,,2026438,,-127,,
02/13/2006,542.85,,2025930,,-508,,
02/14/2006,542.76,,2024787,,-1143,,
02/15/2006,542.76,,2024787,,0,,
02/16/2006,542.73,,2024406,,-381,,
02/17/2006,542.71,,2024152,,-254,,
02/18/2006,542.70,,2024025,,-127,,
02/19/2006,542.69,,2023898,,-127,,
02/20/2006,542.69,,2023898,,0,,
02/21/2006,542.64,,2023263,,-635,,
02/22/2006,542.60,,2022755,,-508,,
02/23/2006,542.60,,2022755,,0,,
02/24/2006,542.50,,2021486,,-1269,,
02/25/2006,542.40,,2020216,,-1270,,
02/26/2006,542.37,,2019836,,-380,,
02/27/2006,542.37,,2019836,,0,,
02/28/2006,542.37,,2019836,,0,,
03/01/2006,542.30,,2018947,,-889,,
03/02/2006,542.30,,2018947,,0,,
03/03/2006,542.30,,2018947,,0,,
03/04/2006,542.30,,2018947,,0,,
03/05/2006,542.30,,2018947,,0,,
03/06/2006,542.30,,2018947,,0,,
03/07/2006,542.30,,2018947,,0,,
03/08/2006,542.23,,2018059,,-888,,
03/09/2006,542.20,,2017679,,-380,,
03/10/2006,542.18,,2017425,,-254,,
03/11/2006,542.18,,2017425,,0,,
03/12/2006,542.20,,2017679,,254,,
03/13/2006,542.10,,2016411,,-1268,,
03/14/2006,542.10,,2016411,,0,,
03/15/2006,542.11,,2016537,,126,,
03/16/2006,542.10,,2016411,,-126,,
03/17/2006,542.10,,2016411,,0,,
03/18/2006,542.11,,2016537,,126,,
03/19/2006,542.30,,2018947,,2410,,
03/20/2006,542.60,,2022755,,3808,,
03/21/2006,543.10,,2029106,,6351,,
03/22/2006,543.30,,2031649,,2543,,
03/23/2006,543.30,,2031649,,0,,
03/24/2006,543.30,,2031649,,0,,
03/25/2006,543.30,,2031649,,0,,
03/26/2006,543.30,,2031649,,0,,
03/27/2006,543.30,,2031649,,0,,
03/28/2006,543.30,,2031649,,0,,
03/29/2006,543.30,,2031649,,0,,
03/30/2006,--,,--,,--,,
03/31/2006,543.30,,2031649,,--,,
04/01/2006,543.10,,2029106,,-2543,,
04/02/2006,543.10,,2029106,,0,,
04/03/2006,543.10,,2029106,,0,,
04/04/2006,543.10,,2029106,,0,,
04/05/2006,542.90,,2026565,,-2541,,
04/06/2006,542.90,,2026565,,0,,
04/07/2006,542.90,,2026565,,0,,
04/08/2006,542.90,,2026565,,0,,
04/09/2006,542.90,,2026565,,0,,
04/10/2006,542.90,,2026565,,0,,
04/11/2006,543.00,,2027835,,1270,,
04/12/2006,543.02,,2028090,,255,,
04/13/2006,543.02,,2028090,,0,,
04/14/2006,543.02,,2028090,,0,,
04/15/2006,543.02,,2028090,,0,,
04/16/2006,543.00,,2027835,,-255,,
04/17/2006,543.00,,2027835,,0,,
04/18/2006,543.20,,2030377,,2542,,
04/19/2006,543.20,,2030377,,0,,
04/20/2006,543.20,,2030377,,0,,
04/21/2006,543.10,,2029106,,-1271,,
04/22/2006,543.10,,2029106,,0,,
04/23/2006,543.07,,2028725,,-381,,
04/24/2006,543.05,,2028471,,-254,,
04/25/2006,543.01,,2027963,,-508,,
04/26/2006,543.00,,2027835,,-128,,
04/27/2006,543.00,,2027835,,0,,
04/28/2006,542.90,,2026565,,-1270,,
04/29/2006,542.90,,2026565,,0,,
04/30/2006,542.70,,2024025,,-2540,,
05/01/2006,542.70,,2024025,,0,,
05/02/2006,542.61,,2022882,,-1143,,
05/03/2006,542.50,,2021486,,-1396,,
05/04/2006,541.70,,2011340,,-10146,,
05/05/2006,540.80,,1999948,,-11392,,
05/06/2006,540.00,,1989840,,-10108,,
05/07/2006,539.15,,1979120,,--,,
05/08/2006,538.36,,1969175,,-9945,,
05/09/2006,537.72,,1961131,,--,,
05/10/2006,536.99,,1951970,,-9161,,
05/11/2006,536.31,,1943449,,-8521,,
05/12/2006,535.24,,1930069,,-13380,,
05/13/2006,534.50,,1920833,,-9236,,
05/14/2006,533.50,,1908378,,-12455,,
05/15/2006,532.80,,1899676,,-8702,,
05/16/2006,532.00,,1889748,,--,,
05/17/2006,531.40,,1882313,,-7435,,
05/18/2006,531.10,,1878600,,-3713,,
05/19/2006,530.96,,1876868,,-1732,,
05/20/2006,530.29,,1868587,,-8281,,
05/21/2006,530.41,,1870069,,1482,,
05/22/2006,530.40,,1869945,,-124,,
05/23/2006,530.80,,1874889,,4944,,
05/24/2006,531.10,,1878600,,3711,,
05/25/2006,531.40,,1882313,,3713,,
05/26/2006,531.64,,1885286,,2973,,
05/27/2006,531.96,,1889252,,3966,,
05/28/2006,532.20,,1892228,,2976,,
05/29/2006,532.40,,1894710,,2482,,
05/30/2006,532.50,,1895951,,1241,,
05/31/2006,532.60,,1897192,,1241,,
06/01/2006,532.40,,1894710,,-2482,,
06/02/2006,531.80,,1887268,,-7442,,
06/03/2006,532.00,,1889748,,2480,,
06/04/2006,531.90,,1888508,,-1240,,
06/05/2006,531.29,,1880951,,-7557,,
06/06/2006,531.32,,1881323,,372,,
06/07/2006,531.11,,1878724,,-2599,,
06/08/2006,530.32,,1868957,,-9767,,
06/09/2006,529.52,,1859085,,-9872,,
06/10/2006,528.83,,1850585,,-8500,,
06/11/2006,528.35,,1844679,,-5906,,
06/12/2006,527.62,,1835711,,-8968,,
06/13/2006,527.17,,1830190,,-5521,,
06/14/2006,526.30,,1819533,,-10657,,
06/15/2006,525.60,,1810974,,-8559,,
06/16/2006,525.00,,1803648,,-7326,,
06/17/2006,524.50,,1797552,,-6096,,
06/18/2006,523.97,,1791097,,-6455,,
06/19/2006,523.00,,1779305,,-11792,,
06/20/2006,521.99,,1767055,,-12250,,
06/21/2006,520.74,,1751935,,-15120,,
06/22/2006,520.59,,1750123,,-1812,,
06/23/2006,520.08,,1743969,,-6154,,
06/24/2006,519.45,,1736378,,-7591,,
06/25/2006,519.28,,1734331,,-2047,,
06/26/2006,518.56,,1725672,,-8659,,
06/27/2006,518.04,,1719428,,--,,
06/28/2006,517.70,,1715350,,-4078,,
06/29/2006,517.30,,1710556,,-4794,,
06/30/2006,516.10,,1696202,,-14354,,
07/01/2006,515.40,,1687848,,-8354,,
07/02/2006,515.22,,1685702,,-2146,,
07/03/2006,514.87,,1681532,,-4170,,
07/04/2006,514.76,,1680222,,-1310,,
07/05/2006,513.87,,1669638,,-10584,,
07/06/2006,513.23,,1662041,,--,,
07/07/2006,512.34,,1651496,,--,,
07/08/2006,511.70,,1643927,,-7569,,
07/09/2006,511.30,,1639203,,-4724,,
07/10/2006,510.60,,1630946,,-8257,,
07/11/2006,510.00,,1623881,,-7065,,
07/12/2006,509.10,,1613303,,-10578,,
07/13/2006,507.90,,1599235,,-14068,,
07/14/2006,506.70,,1585210,,-14025,,
07/15/2006,505.50,,1571226,,-13984,,
07/16/2006,504.41,,1558562,,-12664,,
07/17/2006,503.26,,1545238,,-13324,,
07/18/2006,502.43,,1535646,,-9592,,
07/19/2006,501.70,,1527227,,-8419,,
07/20/2006,500.67,,1515374,,-11853,,
07/21/2006,499.55,,1502521,,-12853,,
07/22/2006,498.52,,1490734,,-11787,,
07/23/2006,497.80,,1482514,,-8220,,
07/24/2006,496.60,,1468847,,-13667,,
07/25/2006,495.50,,1456357,,-12490,,
07/26/2006,494.70,,1447296,,-9061,,
07/27/2006,493.70,,1435996,,-11300,,
07/28/2006,492.80,,1425852,,-10144,,
07/29/2006,492.00,,1416856,,-8996,,
07/30/2006,491.25,,1408440,,-8416,,
07/31/2006,490.33,,1398138,,-10302,,
08/01/2006,489.41,,1387863,,-10275,,
08/02/2006,488.64,,1379282,,-8581,,
08/03/2006,487.97,,1371830,,-7452,,
08/04/2006,487.31,,1364503,,-7327,,
08/05/2006,486.81,,1358961,,-5542,,
08/06/2006,486.20,,1352210,,-6751,,
08/07/2006,485.40,,1343373,,-8837,,
08/08/2006,484.80,,1336758,,-6615,,
08/09/2006,484.50,,1333454,,-3304,,
08/10/2006,484.00,,1327955,,-5499,,
08/11/2006,483.00,,1316978,,-10977,,
08/12/2006,482.50,,1311502,,-5476,,
08/13/2006,482.33,,1309641,,-1861,,
08/14/2006,481.49,,1300462,,-9179,,
08/15/2006,480.93,,1294354,,-6108,,
08/16/2006,480.99,,1295008,,654,,
08/17/2006,480.20,,1286407,,-8601,,
08/18/2006,479.53,,1279127,,-7280,,
08/19/2006,478.70,,1270128,,-8999,,
08/20/2006,478.60,,1269045,,-1083,,
08/21/2006,477.93,,1261798,,-7247,,
08/22/2006,477.54,,1257586,,-4212,,
08/23/2006,477.80,,1260394,,2808,,
08/24/2006,477.10,,1252840,,-7554,,
08/25/2006,476.40,,1245301,,-7539,,
08/26/2006,475.80,,1238832,,-6469,,
08/27/2006,475.84,,1239261,,429,,
08/28/2006,475.74,,1238188,,-1073,,
08/29/2006,475.66,,1237330,,-858,,
08/30/2006,476.07,,1241752,,4422,,
08/31/2006,475.50,,1235614,,-6138,,
09/01/2006,475.41,,1234650,,-964,,
09/02/2006,475.56,,1236258,,1608,,
09/03/2006,475.70,,1237759,,1501,,
09/04/2006,476.00,,1241000,,3241,,
09/05/2006,475.90,,1239905,,-1095,,
09/06/2006,475.80,,1238832,,-1073,,
09/07/2006,475.90,,1239905,,1073,,
09/08/2006,476.10,,1242075,,2170,,
09/09/2006,476.00,,1241000,,-1075,,
09/10/2006,476.40,,1245301,,4301,,
09/11/2006,476.34,,1244656,,-645,,
09/12/2006,476.68,,1248315,,3659,,
09/13/2006,477.24,,1254350,,6035,,
09/14/2006,477.55,,1257694,,3344,,
09/15/2006,477.71,,1259422,,1728,,
09/16/2006,477.84,,1260826,,1404,,
09/17/2006,478.20,,1264717,,3891,,
09/18/2006,478.71,,1270236,,5519,,
09/19/2006,479.30,,1276631,,6395,,
09/20/2006,479.80,,1282059,,5428,,
09/21/2006,479.90,,1283146,,1087,,
09/22/2006,479.90,,1283146,,0,,
09/23/2006,480.10,,1285320,,2174,,
09/24/2006,480.62,,1290978,,5658,,
09/25/2006,480.91,,1294136,,3158,,
09/26/2006,481.37,,1299152,,5016,,
09/27/2006,481.92,,1305158,,6006,,
09/28/2006,482.24,,1308657,,3499,,
09/29/2006,482.42,,1310626,,1969,,
09/30/2006,482.65,,1313144,,2518,,
10/01/2006,483.10,,1318075,,4931,,
10/02/2006,483.40,,1321365,,3290,,
10/03/2006,483.70,,1324659,,3294,,
10/04/2006,484.10,,1329054,,4395,,
10/05/2006,484.52,,1333674,,4620,,
10/06/2006,484.80,,1336758,,3084,,
10/07/2006,485.32,,1342490,,5732,,
10/08/2006,486.20,,1352210,,9720,,
10/09/2006,486.58,,1356414,,4204,,
10/10/2006,486.90,,1359958,,3544,,
10/11/2006,487.32,,1364614,,4656,,
10/12/2006,487.96,,1371719,,7105,,
10/13/2006,488.62,,1379059,,7340,,
10/14/2006,488.90,,1382177,,3118,,
10/15/2006,489.20,,1385521,,3344,,
10/16/2006,489.60,,1389983,,4462,,
10/17/2006,490.50,,1400040,,10057,,
10/18/2006,491.20,,1407879,,7839,,
10/19/2006,491.90,,1415733,,7854,,
10/20/2006,492.00,,1416856,,1123,,
10/21/2006,492.40,,1421352,,4496,,
10/22/2006,492.80,,1425852,,4500,,
10/23/2006,493.21,,1430471,,4619,,
10/24/2006,493.61,,1434981,,4510,,
10/25/2006,493.96,,1438931,,3950,,
10/26/2006,494.42,,1444129,,5198,,
10/27/2006,494.75,,1447861,,3732,,
10/28/2006,495.10,,1451824,,3963,,
10/29/2006,495.47,,1456017,,4193,,
10/30/2006,495.80,,1459760,,3743,,
10/31/2006,495.90,,1460894,,1134,,
11/01/2006,496.20,,1464301,,3407,,
11/02/2006,496.40,,1466573,,2272,,
11/03/2006,496.70,,1469984,,3411,,
11/04/2006,497.00,,1473398,,3414,,
11/05/2006,497.26,,1476358,,2960,,
11/06/2006,497.59,,1480119,,3761,,
11/07/2006,497.91,,1483769,,3650,,
11/08/2006,498.44,,1489820,,6051,,
11/09/2006,498.95,,1495651,,5831,,
11/10/2006,499.46,,1501490,,5839,,
11/11/2006,500.09,,1508714,,7224,,
11/12/2006,501.00,,1519168,,10454,,
11/13/2006,501.40,,1523771,,4603,,
