05/18/2015,ThecapacitywasrevisedinApril2015usingdatafromthe
SacramentoMunicipalUtilityDistrict,
Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
02/06/2005,4827.66,,170034,,105,,
02/07/2005,4827.30,,169278,,-756,,
02/08/2005,4826.87,,168380,,-898,,
02/09/2005,4826.45,,167505,,-875,,
02/10/2005,4826.09,,166757,,-748,,
02/11/2005,4825.64,,165828,,-929,,
02/12/2005,4825.35,,165250,,-578,,
02/13/2005,4825.64,,165828,,578,,
02/14/2005,4825.64,,165828,,0,,
02/15/2005,4825.26,,165044,,-784,,
02/16/2005,4825.37,,165271,,227,,
02/17/2005,4825.28,,165085,,-186,,
02/18/2005,4825.38,,165291,,206,,
02/19/2005,4825.13,,164777,,-514,,
02/20/2005,4825.59,,165724,,947,,
02/21/2005,4825.71,,165972,,248,,
02/22/2005,4825.47,,165477,,-495,,
02/23/2005,4825.26,,165044,,-433,,
02/24/2005,4825.00,,164511,,-533,,
02/25/2005,4825.16,,164839,,328,,
02/26/2005,4825.49,,165518,,679,,
02/27/2005,4825.85,,166261,,743,,
02/28/2005,4826.21,,167006,,745,,
03/01/2005,4826.51,,167629,,623,,
03/02/2005,4826.45,,167505,,-124,,
03/03/2005,4826.17,,166923,,-582,,
03/04/2005,4825.97,,166510,,-413,,
03/05/2005,4826.05,,166674,,164,,
03/06/2005,4825.97,,166510,,-164,,
03/07/2005,4826.05,,166674,,164,,
03/08/2005,4826.05,,166674,,0,,
03/09/2005,4826.24,,167069,,395,,
03/10/2005,4826.67,,167962,,893,,
03/11/2005,4827.42,,169530,,1568,,
03/12/2005,4827.89,,170518,,988,,
03/13/2005,4828.75,,172336,,1818,,
03/14/2005,4829.35,,173635,,1299,,
03/15/2005,4829.27,,173443,,-192,,
03/16/2005,4829.35,,173635,,192,,
03/17/2005,4829.35,,173635,,0,,
03/18/2005,4829.71,,174383,,748,,
03/19/2005,4830.34,,175736,,1353,,
03/20/2005,4831.10,,177379,,1643,,
03/21/2005,4831.52,,178291,,912,,
03/22/2005,4832.56,,180565,,2274,,
03/23/2005,4833.46,,182550,,1985,,
03/24/2005,4834.00,,183749,,1199,,
03/25/2005,4834.25,,184306,,557,,
03/26/2005,4834.35,,184551,,245,,
03/27/2005,4835.00,,185984,,1433,,
03/28/2005,4835.62,,187380,,1396,,
03/29/2005,4835.87,,187945,,565,,
03/30/2005,4835.89,,188012,,67,,
03/31/2005,4835.82,,187831,,-181,,
04/01/2005,4836.22,,188760,,929,,
04/02/2005,4836.39,,189124,,364,,
04/03/2005,4837.05,,190628,,1504,,
04/04/2005,4836.85,,190194,,-434,,
04/05/2005,4836.97,,190468,,274,,
04/06/2005,4837.13,,190811,,343,,
04/07/2005,4837.38,,191384,,573,,
04/08/2005,4837.84,,192440,,1056,,
04/09/2005,4838.21,,193294,,854,,
04/10/2005,4837.89,,192578,,-716,,
04/11/2005,4838.12,,193086,,508,,
04/12/2005,4838.34,,193594,,508,,
04/13/2005,4838.54,,194057,,463,,
04/14/2005,4838.39,,193710,,-347,,
04/15/2005,4838.14,,193155,,-555,,
04/16/2005,4838.35,,193640,,485,,
04/17/2005,4838.84,,194752,,1112,,
04/18/2005,4839.50,,196289,,1537,,
04/19/2005,4839.57,,196453,,164,,
04/20/2005,4839.71,,196780,,327,,
04/21/2005,4839.64,,196640,,-140,,
04/22/2005,4839.82,,197037,,397,,
04/23/2005,4840.55,,198752,,1715,,
04/24/2005,4840.72,,199177,,425,,
04/25/2005,4840.85,,199461,,284,,
04/26/2005,4841.10,,200052,,591,,
04/27/2005,4841.82,,201762,,1710,,
04/28/2005,4842.60,,203628,,1866,,
04/29/2005,4843.06,,204733,,1105,,
04/30/2005,4843.43,,205650,,917,,
05/01/2005,4844.18,,207468,,1818,,
05/02/2005,4844.70,,208711,,1243,,
05/03/2005,4845.35,,210327,,1616,,
05/04/2005,4845.80,,211409,,1082,,
05/05/2005,4846.95,,214259,,2850,,
05/06/2005,4847.60,,215882,,1623,,
05/07/2005,4847.95,,216759,,877,,
05/08/2005,4848.68,,218622,,1863,,
05/09/2005,4850.54,,223332,,4710,,
05/10/2005,4850.80,,223999,,667,,
05/11/2005,4851.68,,226271,,2272,,
05/12/2005,4852.41,,228168,,1897,,
05/13/2005,4853.13,,230049,,1881,,
05/14/2005,4854.08,,232549,,2500,,
05/15/2005,4855.10,,235256,,2707,,
05/16/2005,4858.14,,243456,,8200,,
05/17/2005,4859.34,,246749,,3293,,
05/18/2005,4860.74,,250633,,3884,,
05/19/2005,4862.74,,256256,,5623,,
05/20/2005,4863.79,,259244,,2988,,
05/21/2005,4864.20,,260418,,1174,,
05/22/2005,4864.62,,261624,,1206,,
05/23/2005,4865.07,,262920,,1296,,
05/24/2005,4865.64,,264599,,1679,,
05/25/2005,4866.22,,266285,,1686,,
05/26/2005,4866.76,,267803,,1518,,
05/27/2005,4867.17,,269034,,1231,,
05/28/2005,4867.21,,269152,,118,,
05/29/2005,4866.85,,268096,,-1056,,
05/30/2005,4866.55,,267218,,-878,,
05/31/2005,4866.42,,266839,,-379,,
06/01/2005,4866.49,,267044,,205,,
06/02/2005,4866.38,,266722,,-322,,
06/03/2005,4866.18,,266140,,-582,,
06/04/2005,4866.01,,265644,,-496,,
06/05/2005,--,,265078,e,-566,,
06/06/2005,4865.62,,264512,,-566,,
06/07/2005,--,,263585,,-927,,
06/08/2005,4865.52,,264222,,637,,
06/09/2005,4866.26,,266372,,2150,,
06/10/2005,4866.22,,266285,,-87,,
06/11/2005,4866.14,,266023,,-262,,
06/12/2005,4866.04,,265732,,-291,,
06/13/2005,4865.92,,265383,,-349,,
06/14/2005,4866.02,,265674,,291,,
06/15/2005,4866.01,,265644,,-30,,
06/16/2005,4865.85,,265180,,-464,,
06/17/2005,4866.04,,265732,,552,,
06/18/2005,4866.00,,265616,,-116,,
06/19/2005,4865.82,,265092,,-524,,
06/20/2005,4866.02,,265674,,582,,
06/21/2005,4866.16,,266082,,408,,
06/22/2005,4866.57,,267277,,1195,,
06/23/2005,4866.92,,268301,,1024,,
06/24/2005,4867.17,,269034,,733,,
06/25/2005,4867.53,,270092,,1058,,
06/26/2005,4867.88,,271124,,1032,,
06/27/2005,4868.39,,272662,,1538,,
06/28/2005,4868.77,,273761,,1099,,
06/29/2005,4868.93,,274266,,505,,
06/30/2005,4869.09,,274713,,447,,
07/01/2005,4869.14,,274892,,179,,
07/02/2005,4869.35,,275518,,626,,
07/03/2005,4869.17,,274951,,-567,,
07/04/2005,4868.99,,274416,,-535,,
07/05/2005,4868.82,,273909,,-507,,
07/06/2005,4868.89,,274118,,209,,
07/07/2005,4868.78,,273790,,-328,,
07/08/2005,4868.88,,274088,,298,,
07/09/2005,4869.00,,274445,,357,,
07/10/2005,4868.97,,274385,,-60,,
07/11/2005,4868.68,,273523,,-862,,
07/12/2005,4868.54,,273078,,-445,,
07/13/2005,4868.54,,273078,,0,,
07/14/2005,4868.47,,272900,,-178,,
07/15/2005,4868.31,,272396,,-504,,
07/16/2005,4867.72,,270682,,-1714,,
07/17/2005,4867.54,,270122,,-560,,
07/18/2005,4867.17,,269034,,-1088,,
07/19/2005,4866.93,,268360,,-674,,
07/20/2005,4866.56,,267248,,-1112,,
07/21/2005,4866.49,,267044,,-204,,
07/22/2005,4866.04,,265732,,-1312,,
07/23/2005,4865.81,,265064,,-668,,
07/24/2005,--,,263816,,-1248,,
07/25/2005,4865.24,,263412,,-404,,
07/26/2005,4865.01,,262747,,-665,,
07/27/2005,4864.82,,262199,,-548,,
07/28/2005,4864.33,,260790,,-1409,,
07/29/2005,4864.14,,260274,,-516,,
07/30/2005,4863.72,,259044,,-1230,,
07/31/2005,4863.47,,258359,,-685,,
08/01/2005,4863.06,,257163,,-1196,,
08/02/2005,4862.71,,256170,,-993,,
08/03/2005,4862.31,,255039,,-1131,,
08/04/2005,4861.71,,253348,,-1691,,
08/05/2005,4861.12,,251694,,-1654,,
08/06/2005,4860.66,,250409,,-1285,,
08/07/2005,4859.97,,248492,,-1917,,
08/08/2005,4859.53,,247273,,-1219,,
08/09/2005,4859.00,,245813,,-1460,,
08/10/2005,4858.27,,243811,,-2002,,
08/11/2005,4857.52,,241767,,-2044,,
08/12/2005,4856.91,,240114,,-1653,,
08/13/2005,4856.67,e,239590,e,-524,,
08/14/2005,4856.43,,238819,,-771,,
08/15/2005,4855.89,,237367,,-1452,,
08/16/2005,4855.27,,235709,,-1658,,
08/17/2005,4854.64,,234058,,-1651,,
08/18/2005,4854.27,,233052,,-1006,,
08/19/2005,4853.84,,231915,,-1137,,
08/20/2005,4853.55,,231151,,-764,,
08/21/2005,4852.87,,229369,,-1782,,
08/22/2005,4852.38,,228089,,-1280,,
08/23/2005,4851.72,,226375,,-1714,,
08/24/2005,4850.97,,224463,,-1912,,
08/25/2005,4850.67,e,223538,,-925,,
08/26/2005,4850.39,,222973,,-565,,
08/27/2005,4850.27,,222640,,-333,,
08/28/2005,4850.04,,222052,,-588,,
08/29/2005,4849.67,,221108,,-944,,
08/30/2005,4848.97,,219356,,-1752,,
08/31/2005,4848.00,,216884,,-2472,,
09/01/2005,4847.43,,215457,,-1427,,
09/02/2005,4846.79,,213861,,-1596,,
09/03/2005,4846.22,,212472,,-1389,,
09/04/2005,4845.87,,211583,,-889,,
09/05/2005,4845.41,,210450,,-1133,,
09/06/2005,4844.79,,208931,,-1519,,
09/07/2005,4844.29,,207711,,-1220,,
09/08/2005,4843.62,,206085,,-1626,,
09/09/2005,4843.22,,205119,,-966,,
09/10/2005,4842.88,,204300,,-819,,
09/11/2005,4842.88,,204300,,0,,
09/12/2005,4842.88,,204300,,0,,
09/13/2005,4842.88,,204300,,0,,
09/14/2005,4842.89,,204324,,24,,
09/15/2005,4842.14,,202526,,-1798,,
09/16/2005,4841.60,,201262,,-1264,,
09/17/2005,4840.95,,199698,,-1564,,
09/18/2005,4840.60,,198894,,-804,,
09/19/2005,4840.60,,198894,,0,,
09/20/2005,4840.52,,198682,,-212,,
09/21/2005,4840.24,,198024,,-658,,
09/22/2005,4840.17,,197859,,-165,,
09/23/2005,4840.26,,198071,,212,,
09/24/2005,4839.85,,197131,,-940,,
09/25/2005,4839.64,,196640,,-491,,
09/26/2005,4839.46,,196196,,-444,,
09/27/2005,4838.88,,194845,,-1351,,
09/28/2005,4838.35,,193640,,-1205,,
09/29/2005,4837.97,,192740,,-900,,
09/30/2005,4837.19,,190948,,-1792,,
10/01/2005,4836.44,,189237,,-1711,,
10/02/2005,4835.87,,187945,,-1292,,
10/03/2005,4835.02,,186029,,-1916,,
10/04/2005,4834.30,,184417,,-1612,,
10/05/2005,4833.35,,182307,,-2110,,
10/06/2005,4832.64,,180763,,-1544,,
10/07/2005,4831.88,,179075,,-1688,,
10/08/2005,4831.59,,178443,,-632,,
10/09/2005,4831.31,,177834,,-609,,
10/10/2005,4830.74,,176600,,-1234,,
10/11/2005,4830.06,,175134,,-1466,,
10/12/2005,4829.47,,173891,,-1243,,
10/13/2005,4828.62,,172061,,-1830,,
10/14/2005,4828.29,,171362,,-699,,
10/15/2005,4828.17,,171108,,-254,,
10/16/2005,4828.35,,171510,,402,,
10/17/2005,4828.27,,171320,,-190,,
10/18/2005,4828.34,,171467,,147,,
10/19/2005,4828.22,,171235,,-232,,
10/20/2005,4827.91,,170560,,-675,,
10/21/2005,4828.17,,171108,,548,,
10/22/2005,4828.54,,171891,,783,,
10/23/2005,4828.77,,172379,,488,,
10/24/2005,4829.07,,173017,,638,,
10/25/2005,4829.33,,173571,,554,,
10/26/2005,4829.67,,174297,,726,,
10/27/2005,4830.06,,175134,,837,,
10/28/2005,4830.33,,175715,,581,,
10/29/2005,4830.60,,176297,,582,,
10/30/2005,4830.85,,176858,,561,,
10/31/2005,4831.03,,177226,,368,,
11/01/2005,4831.35,,177943,,717,,
11/02/2005,4830.99,,177140,,-803,,
11/03/2005,4830.80,,176728,,-412,,
11/04/2005,4830.87,,176880,,152,,
11/05/2005,4830.43,,175930,,-950,,
11/06/2005,4830.39,,175865,,-65,,
11/07/2005,4830.18,,175392,,-473,,
11/08/2005,4829.97,,174941,,-451,,
11/09/2005,4829.79,,174555,,-386,,
11/10/2005,4829.79,,174555,,0,,
11/11/2005,4829.42,,173763,,-792,,
11/12/2005,4829.47,,173891,,128,,
11/13/2005,4829.28,,173464,,-427,,
11/14/2005,4829.14,,173166,,-298,,
11/15/2005,4828.89,,172634,,-532,,
11/16/2005,4828.50,,171806,,-828,,
11/17/2005,4828.03,,170813,,-993,,
11/18/2005,4827.87,,170476,,-337,,
11/19/2005,4827.72,,170181,,-295,,
11/20/2005,4827.45,,169593,,-588,,
11/21/2005,4827.33,,169342,,-251,,
11/22/2005,4827.22,,169132,,-210,,
11/23/2005,4827.09,,168839,,-293,,
11/24/2005,4826.85,,168338,,-501,,
11/25/2005,4826.85,,168358,,20,,
11/26/2005,4826.82,,168276,,-82,,
11/27/2005,4826.64,,167921,,-355,,
11/28/2005,4826.47,,167567,,-354,,
11/29/2005,4826.17,,166923,,-644,,
11/30/2005,4826.42,,167442,,519,,
12/01/2005,4828.10,,170981,,3539,,
12/02/2005,4829.72,,174405,,3424,,
12/03/2005,4829.47,,173891,,-514,,
12/04/2005,4829.12,,173123,,-768,,
12/05/2005,4828.59,,171997,,-1126,,
12/06/2005,4828.42,,171637,,-360,,
12/07/2005,4828.00,,170750,,-887,,
12/08/2005,4827.78,,170286,,-464,,
12/09/2005,4827.03,,168713,,-1573,,
12/10/2005,4826.63,,167879,,-834,,
12/11/2005,4826.41,,167422,,-457,,
12/12/2005,4825.85,,166261,,-1161,,
12/13/2005,4825.59,,165724,,-537,,
12/14/2005,4825.51,,165560,,-164,,
12/15/2005,4825.67,,165889,,329,,
12/16/2005,4825.37,,165271,,-618,,
12/17/2005,4825.51,,165560,,289,,
12/18/2005,4825.39,,165271,,-289,,
12/19/2005,4826.47,,167567,,2296,,
12/20/2005,4826.44,,167484,,-83,,
12/21/2005,4826.91,,168463,,979,,
12/22/2005,4831.51,,178270,,9807,,
12/23/2005,4833.37,,182351,,4081,,
12/24/2005,4834.10,,183993,,1642,,
12/25/2005,4834.79,,185513,,1520,,
12/26/2005,4835.43,,186952,,1439,,
12/27/2005,4836.06,,188375,,1423,,
12/28/2005,4838.80,,194659,,6284,,
12/29/2005,4839.47,,196220,,1561,,
12/30/2005,4843.99,e,200337,,4117,,
12/31/2005,4848.51,,218169,,17832,,
01/01/2006,4849.72,,221236,,3067,,
01/02/2006,4850.95,,224386,,3150,,
01/03/2006,4850.96,,224411,,25,,
01/04/2006,4850.80,,223999,,-412,,
01/05/2006,4850.53,,223306,,-693,,
01/06/2006,4850.13,,222282,,-1024,,
01/07/2006,4849.74,,221287,,-995,,
01/08/2006,4849.54,,220777,,-510,,
01/09/2006,4849.55,,220802,,25,,
01/10/2006,4849.52,,220726,,-76,,
01/11/2006,4850.03,,222026,,1300,,
01/12/2006,4849.75,,221312,,-714,,
01/13/2006,4849.56,,220828,,-484,,
01/14/2006,4849.60,,220955,,127,,
01/15/2006,4849.63,,221006,,51,,
01/16/2006,4849.44,,220523,,-483,,
01/17/2006,4849.38,,220370,,-153,,
01/18/2006,4849.29,,220142,,-228,,
01/19/2006,4849.13,,219736,,-406,,
01/20/2006,4849.14,,219762,,26,,
01/21/2006,4849.28,,220116,,354,,
01/22/2006,4848.94,,219254,,-862,,
01/23/2006,4848.83,,218976,,-278,,
01/24/2006,4848.28,,217588,,-1388,,
01/25/2006,4847.95,,216759,,-829,,
01/26/2006,4847.63,,215956,,-803,,
01/27/2006,4847.25,,215007,,-949,,
01/28/2006,4847.18,,214832,,-175,,
01/29/2006,4847.07,,214558,,-274,,
01/30/2006,4847.30,,215131,,573,,
01/31/2006,4847.42,,215431,,300,,
02/01/2006,4847.33,,215206,,-225,,
02/02/2006,4848.91,,219179,,3973,,
02/03/2006,4849.77,,221363,,2184,,
02/04/2006,4850.55,,223357,,1994,,
02/05/2006,4850.78,,223948,,591,,
02/06/2006,4850.83,,224077,,129,,
02/07/2006,4851.00,,224515,,438,,
02/08/2006,4851.06,,224669,,154,,
02/09/2006,4851.22,,225082,,413,,
02/10/2006,4851.27,,225211,,129,,
02/11/2006,4851.39,,225521,,310,,
02/12/2006,4851.41,,225573,,52,,
02/13/2006,4851.13,,224849,,-724,,
02/14/2006,4850.92,,224308,,-541,,
02/15/2006,4850.44,,223076,,-1232,,
02/16/2006,4850.10,,222206,,-870,,
02/17/2006,4849.75,,221312,,-894,,
02/18/2006,4849.49,,220651,,-661,,
02/19/2006,4849.17,,219837,,-814,,
02/20/2006,4848.56,,218294,,-1543,,
02/21/2006,4848.14,,217236,,-1058,,
02/22/2006,4847.63,,215956,,-1280,,
02/23/2006,4846.85,,214034,,-1922,,
02/24/2006,4846.07,,212077,,-1957,,
02/25/2006,4845.21,,209959,,-2118,,
02/26/2006,4844.47,,208174,,-1785,,
02/27/2006,4845.41,,210450,,2276,,
02/28/2006,4847.12,,214683,,4233,,
03/01/2006,4847.14,,214732,,49,,
03/02/2006,4846.97,,214333,,-399,,
03/03/2006,4846.64,,213513,,-820,,
03/04/2006,4846.18,,212349,,-1164,,
03/05/2006,4845.70,,211164,,-1185,,
03/06/2006,4845.26,,210082,,-1082,,
03/07/2006,4845.10,,209713,,-369,,
03/08/2006,4845.19,,209910,,197,,
03/09/2006,4845.34,,210278,,368,,
03/10/2006,4845.47,,210598,,320,,
03/11/2006,4845.41,,210450,,-148,,
03/12/2006,4845.45,,210549,,99,,
03/13/2006,4845.29,,210155,,-394,,
03/14/2006,4845.20,,209935,,-220,,
03/15/2006,4845.03,,209517,,-418,,
03/16/2006,4844.77,,208882,,-635,,
03/17/2006,4844.54,,208320,,-562,,
03/18/2006,4844.27,,207662,,-658,,
03/19/2006,4843.83,,206594,,-1068,,
03/20/2006,4843.63,,206109,,-485,,
03/21/2006,4843.29,,205288,,-821,,
03/22/2006,4843.04,,204685,,-603,,
03/23/2006,4842.56,,203532,,-1153,,
03/24/2006,4842.22,,202718,,-814,,
03/25/2006,4842.76,,204012,,1294,,
03/26/2006,4842.64,,203747,,-265,,
03/27/2006,4842.75,,203987,,240,,
03/28/2006,4842.79,,204084,,97,,
03/29/2006,4842.77,,204036,,-48,,
03/30/2006,4842.55,,203507,,-529,,
03/31/2006,4842.27,,202837,,-670,,
04/01/2006,4841.70,,201477,,-1360,,
04/02/2006,4841.22,,200337,,-1140,,
04/03/2006,4841.82,,201763,,1426,,
04/04/2006,4842.82,,204156,,2393,,
04/05/2006,4843.06,,204733,,577,,
04/06/2006,4843.07,,204758,,25,,
04/07/2006,4843.03,,204660,,-98,,
04/08/2006,4842.95,,204469,,-191,,
04/09/2006,4842.84,,204203,,-266,,
04/10/2006,4842.84,,204203,,0,,
04/11/2006,4842.71,,203891,,-312,,
04/12/2006,4842.77,,204036,,145,,
04/13/2006,4842.97,,204517,,481,,
04/14/2006,4843.08,,204781,,264,,
04/15/2006,4843.17,,204998,,217,,
04/16/2006,4843.20,,205071,,73,,
04/17/2006,4843.04,,204685,,-386,,
04/18/2006,4842.97,,204540,,-145,,
04/19/2006,4842.89,,204324,,-216,,
04/20/2006,4843.05,,204709,,385,,
04/21/2006,4843.52,,205843,,1134,,
04/22/2006,4844.10,,207273,,1430,,
04/23/2006,4844.35,,207857,,584,,
04/24/2006,4844.81,,208980,,1123,,
04/25/2006,4845.35,,210303,,1323,,
04/26/2006,4846.14,,212250,,1947,,
04/27/2006,4847.17,,214807,,2557,,
04/28/2006,4848.64,,218521,,3714,,
04/29/2006,4850.09,,222179,,3658,,
04/30/2006,4851.50,,225805,,3626,,
05/01/2006,4852.25,,227751,,1946,,
05/02/2006,4853.67,,231468,,3717,,
05/03/2006,4854.58,,233873,,2405,,
05/04/2006,4855.22,,235576,,1703,,
05/05/2006,4856.06,,237823,,2247,,
05/06/2006,4856.64,,239411,,1588,,
05/07/2006,4857.24,,241008,,1597,,
05/08/2006,4858.00,,243074,,2066,,
05/09/2006,4858.82,,245319,,2245,,
05/10/2006,4859.64,,247578,,2259,,
05/11/2006,4860.52,,250019,,2441,,
05/12/2006,4861.43,,252562,,2543,,
05/13/2006,4862.33,,255095,,2533,,
05/14/2006,4863.07,,257193,,2098,,
05/15/2006,4863.99,,259816,,2623,,
05/16/2006,4864.85,,262314,,2498,,
05/17/2006,4865.66,,264628,,2314,,
05/18/2006,4866.25,,266343,,1715,,
05/19/2006,4866.47,,266986,,643,,
05/20/2006,4866.70,,267658,,672,,
05/21/2006,4866.64,,267482,,-176,,
05/22/2006,4866.87,,268155,,673,,
05/23/2006,4866.94,,268360,,205,,
05/24/2006,4867.09,,268799,,439,,
05/25/2006,4867.28,,269357,,558,,
05/26/2006,4867.34,,269533,,176,,
05/27/2006,4867.27,,269328,,-205,,
05/28/2006,4866.74,,267775,,-1553,,
05/29/2006,4866.22,,266285,,-1490,,
05/30/2006,4866.03,,265702,,-583,,
05/31/2006,4865.74,,264861,,-841,,
06/01/2006,4865.64,,264570,,-291,,
06/02/2006,4865.77,,264947,,377,,
06/03/2006,4866.20,,266198,,1251,,
06/04/2006,4866.51,,267103,,905,,
06/05/2006,4866.94,,268360,,1257,,
06/06/2006,4867.47,,269945,,1585,,
06/07/2006,4867.89,,271183,,1238,,
06/08/2006,4868.10,,271803,,620,,
06/09/2006,4868.39,,272662,,859,,
06/10/2006,4868.72,,273613,,951,,
06/11/2006,4868.88,,274088,,475,,
06/12/2006,4868.91,,274178,,90,,
06/13/2006,4868.89,,274147,,-31,,
06/14/2006,4868.56,,273137,,-1010,,
06/15/2006,4868.22,,272130,,-1007,,
06/16/2006,4868.13,,271863,,-267,,
06/17/2006,4868.02,,271538,,-325,,
06/18/2006,4867.79,,270859,,-679,,
06/19/2006,4867.81,,270918,,59,,
06/20/2006,4867.71,,270623,,-295,,
06/21/2006,4867.85,,271065,,442,,
06/22/2006,4867.89,,271154,,89,,
06/23/2006,4867.63,,270387,,-767,,
06/24/2006,4867.56,,270181,,-206,,
06/25/2006,4867.49,,269976,,-205,,
06/26/2006,4867.17,,269034,,-942,,
06/27/2006,4867.19,,269093,,59,,
06/28/2006,4867.10,,268858,,-235,,
06/29/2006,4867.19,,269093,,235,,
06/30/2006,4867.16,,269005,,-88,,
07/01/2006,4867.30,,269416,,411,,
07/02/2006,4867.25,,269269,,-147,,
07/03/2006,4867.35,,269592,,323,,
07/04/2006,4867.35,,269563,,-29,,
07/05/2006,4867.22,,269182,,-381,,
07/06/2006,4867.10,,268829,,-353,,
07/07/2006,4866.88,,268184,,-645,,
07/08/2006,4866.64,,267482,,-702,,
07/09/2006,4866.45,,266927,,-555,,
07/10/2006,4866.14,,266023,,-904,,
07/11/2006,4865.92,,265383,,-640,,
07/12/2006,4865.68,,264687,,-696,,
07/13/2006,4865.42,,263932,,-755,,
07/14/2006,4865.05,,262862,,-1070,,
07/15/2006,4864.79,,262113,,-749,,
07/16/2006,4864.47,,261221,,-892,,
07/17/2006,4864.25,,260561,,-660,,
07/18/2006,4864.02,,259902,,-659,,
07/19/2006,4863.72,,259072,,-830,,
07/20/2006,4863.39,,258103,,-969,,
07/21/2006,4862.91,,256738,,-1365,,
07/22/2006,4862.53,,255660,,-1078,,
07/23/2006,4862.08,,254390,,-1270,,
07/24/2006,4861.47,,252702,,-1688,,
07/25/2006,4861.06,,251526,,-1176,,
07/26/2006,4860.55,,250102,,-1424,,
07/27/2006,4860.08,,248796,,-1306,,
07/28/2006,4859.80,,248020,,-776,,
07/29/2006,4859.50,,247191,,-829,,
07/30/2006,4859.19,,246336,,-855,,
07/31/2006,4858.70,,244989,,-1347,,
08/01/2006,4858.38,,244112,,-877,,
08/02/2006,4858.00,,243074,,-1038,,
08/03/2006,4857.53,,241793,,-1281,,
08/04/2006,4857.31,,241197,,-596,,
08/05/2006,4856.91,,240114,,-1083,,
08/06/2006,4856.52,,239061,,-1053,,
08/07/2006,4855.99,,237636,,-1425,,
08/08/2006,4855.80,,237125,,-511,,
08/09/2006,4855.33,,235869,,-1256,,
08/10/2006,4854.85,,234590,,-1279,,
08/11/2006,4854.51,,233688,,-902,,
08/12/2006,4854.00,,232338,,-1350,,
08/13/2006,4853.49,,230995,,-1343,,
08/14/2006,4853.13,,230049,,-946,,
08/15/2006,4852.57,,228585,,-1464,,
08/16/2006,4852.09,,227334,,-1251,,
08/17/2006,4851.43,,225624,,-1710,,
08/18/2006,4850.76,,223898,,-1726,,
08/19/2006,4850.17,,222384,,-1514,,
08/20/2006,4849.56,,220828,,-1556,,
08/21/2006,4848.89,,219128,,-1700,,
08/22/2006,4848.18,,217337,,-1791,,
08/23/2006,4847.63,,215956,,-1381,,
08/24/2006,4846.95,,214259,,-1697,,
08/25/2006,4846.19,,212373,,-1886,,
08/26/2006,4845.57,,210844,,-1529,,
08/27/2006,4845.03,,209517,,-1327,,
08/28/2006,4844.37,,207906,,-1611,,
08/29/2006,4843.87,,206691,,-1215,,
08/30/2006,4842.99,,204565,,-2126,,
08/31/2006,4842.34,,203004,,-1561,,
09/01/2006,4841.46,,200906,,-2098,,
09/02/2006,4840.95,,199698,,-1208,,
09/03/2006,4840.44,,198494,,-1204,,
09/04/2006,4839.93,,197296,,-1198,,
09/05/2006,4839.13,,195426,,-1870,,
09/06/2006,4838.54,,194057,,-1369,,
09/07/2006,4837.99,,192787,,-1270,,
09/08/2006,4837.38,,191384,,-1403,,
09/09/2006,4836.76,,189967,,-1417,,
09/10/2006,4836.10,,188488,,-1479,,
09/11/2006,4835.57,,187268,,-1220,,
09/12/2006,4835.06,,186119,,-1149,,
09/13/2006,--,,--,,--,,
09/14/2006,4834.26,,184329,,--,,
09/15/2006,4833.82,,183349,,-980,,
09/16/2006,4833.74,,183172,,-177,,
09/17/2006,4833.67,,183015,,-157,,
09/18/2006,4833.27,,182130,,-885,,
09/19/2006,4832.97,,181489,,-641,,
09/20/2006,4832.80,,181092,,-397,,
09/21/2006,4832.54,,180521,,-571,,
09/22/2006,4832.26,,179907,,-614,,
09/23/2006,4831.99,,179316,,-591,,
09/24/2006,4831.47,,178204,,-1112,,
09/25/2006,4831.27,,177747,,-457,,
09/26/2006,4830.80,,176728,,-1019,,
09/27/2006,4830.47,,176038,,-690,,
09/28/2006,4830.19,,175413,,-625,,
09/29/2006,4829.81,,174598,,-815,,
09/30/2006,4829.47,,173891,,-707,,
10/01/2006,4828.97,,164100,,-9791,,
10/02/2006,4828.71,,163500,,-600,,
10/03/2006,4828.51,,163100,,-400,,
10/04/2006,4828.30,,162700,,-400,,
10/05/2006,4828.22,,162500,,-200,,
10/06/2006,4827.95,,162000,,-500,,
10/07/2006,4827.58,,161200,,-800,,
10/08/2006,4827.42,,160900,,-300,,
10/09/2006,4827.07,,160200,,-700,,
10/10/2006,4826.94,,159900,,-300,,
10/11/2006,4826.81,,159600,,-300,,
10/12/2006,4826.50,,159000,,-600,,
10/13/2006,4826.18,,158300,,-700,,
10/14/2006,4825.71,,157400,,-900,,
10/15/2006,4825.04,,156000,,-1400,,
10/16/2006,4825.01,,156000,,0,,
10/17/2006,4825.02,,156000,,0,,
10/18/2006,4825.10,,156200,,200,,
10/19/2006,4825.10,,156200,,0,,
10/20/2006,4825.10,,156200,,0,,
10/21/2006,4825.10,,156200,,0,,
10/22/2006,4825.10,,156200,,0,,
10/23/2006,4825.10,,156200,,0,,
10/24/2006,4825.10,,156200,,0,,
10/25/2006,4825.02,,156300,,100,,
10/26/2006,4825.02,,156300,,0,,
10/27/2006,4825.02,,156300,,0,,
10/28/2006,4825.02,,156300,,0,,
10/29/2006,4825.02,,156300,,0,,
10/30/2006,4825.00,,156200,,-100,,
10/31/2006,4825.02,,156300,,100,,
