Date,RESELE , ,,STORAGE , ,,RESCHG , ,,
 ,FEET, ,AF, ,AF, ,
03/06/2005,5928.57,,3554,,8,,
03/07/2005,5928.59,,3569,,15,,
03/08/2005,5928.62,,3593,,24,,
03/09/2005,5928.68,,3640,,47,,
03/10/2005,5928.77,,3710,,70,,
03/11/2005,5928.86,,3780,,70,,
03/12/2005,5928.95,,3851,,71,,
03/13/2005,5929.01,,3898,,47,,
03/14/2005,5929.03,,3913,,15,,
03/15/2005,5929.02,,3906,,-7,,
03/16/2005,5929.01,,3898,,-8,,
03/17/2005,5928.98,,3874,,-24,,
03/18/2005,5928.97,,3867,,-7,,
03/19/2005,5929.07,,3945,,78,,
03/20/2005,5929.15,,4008,,63,,
03/21/2005,5929.12,,3984,,-24,,
03/22/2005,5929.28,,4110,,126,,
03/23/2005,5929.26,,4094,,-16,,
03/24/2005,5929.20,,4047,,-47,,
03/25/2005,5929.13,,3992,,-55,,
03/26/2005,5929.09,,3960,,-32,,
03/27/2005,5929.24,,4079,,119,,
03/28/2005,5929.28,,4110,,31,,
03/29/2005,5929.28,,4110,,0,,
03/30/2005,5929.24,,4079,,-31,,
03/31/2005,5929.20,,4047,,-32,,
04/01/2005,5929.18,,4032,,-15,,
04/02/2005,5929.18,,4032,,0,,
04/03/2005,5929.22,,4063,,31,,
04/04/2005,5929.19,,4039,,-24,,
04/05/2005,5929.18,,4032,,-7,,
04/06/2005,5929.22,,4063,,31,,
04/07/2005,5929.30,,4126,,63,,
04/08/2005,5929.35,,4165,,39,,
04/09/2005,5929.32,,4142,,-23,,
04/10/2005,5929.28,,4110,,-32,,
04/11/2005,5929.27,,4102,,-8,,
04/12/2005,5929.26,,4094,,-8,,
04/13/2005,5929.26,,4094,,0,,
04/14/2005,5929.24,,4079,,-15,,
04/15/2005,5929.23,,4071,,-8,,
04/16/2005,5929.28,,4110,,39,,
04/17/2005,5929.39,,4197,,87,,
04/18/2005,5929.49,,4276,,79,,
04/19/2005,5929.48,,4268,,-8,,
04/20/2005,5929.47,,4260,,-8,,
04/21/2005,5929.54,,4316,,56,,
04/22/2005,5929.72,,4458,,142,,
04/23/2005,5929.96,,4649,,191,,
04/24/2005,5930.13,,4807,,158,,
04/25/2005,5930.30,,4943,,136,,
04/26/2005,5930.53,,5128,,185,,
04/27/2005,5930.82,,5362,,234,,
04/28/2005,5931.05,,5548,,186,,
04/29/2005,5931.29,,5743,,195,,
04/30/2005,5931.59,,5988,,245,,
05/01/2005,5931.87,,6217,,229,,
05/02/2005,5932.03,,6348,,131,,
05/03/2005,5932.34,,6603,,255,,
05/04/2005,5932.67,,6876,,273,,
05/05/2005,5933.04,,7183,,307,,
05/06/2005,5933.32,,7416,,233,,
05/07/2005,5933.56,,7617,,201,,
05/08/2005,5933.96,,7953,,336,,
05/09/2005,5934.48,,8392,,439,,
05/10/2005,5934.65,,8536,,144,,
05/11/2005,5934.73,,8604,,68,,
05/12/2005,5934.78,,8646,,42,,
05/13/2005,5934.80,,8663,,17,,
05/14/2005,5934.85,,8706,,43,,
05/15/2005,5935.02,,8851,,145,,
05/16/2005,5935.37,,9150,,299,,
05/17/2005,5935.04,,8868,,-282,,
05/18/2005,5935.76,,9484,,616,,
05/19/2005,5936.30,,-9997,,-19481,,
05/20/2005,5935.73,,9458,,19455,,
05/21/2005,5934.93,,8774,,-684,,
05/22/2005,5934.27,,8214,,-560,,
05/23/2005,5934.10,,8071,,-143,,
05/24/2005,5934.32,,8256,,185,,
05/25/2005,5934.73,,8604,,348,,
05/26/2005,5935.07,,8893,,289,,
05/27/2005,5935.31,,9098,,205,,
05/28/2005,5935.39,,9167,,69,,
05/29/2005,5935.35,,9132,,-35,,
05/30/2005,5935.31,,9098,,-34,,
05/31/2005,5935.41,,9184,,86,,
06/01/2005,5935.57,,9321,,137,,
06/02/2005,5935.59,,9338,,17,,
06/03/2005,5935.46,,9226,,-112,,
06/04/2005,5935.30,,9089,,-137,,
06/05/2005,5935.13,,8944,,-145,,
06/06/2005,5935.00,,8834,,-110,,
06/07/2005,5934.99,,8825,,-9,,
06/08/2005,5935.20,,9004,,179,,
06/09/2005,5935.48,,9244,,240,,
06/10/2005,5935.62,,9364,,120,,
06/11/2005,5935.66,,9398,,34,,
06/12/2005,5935.64,,9381,,-17,,
06/13/2005,5935.60,,9347,,-34,,
06/14/2005,5935.57,,9321,,-26,,
06/15/2005,5935.50,,9261,,-60,,
06/16/2005,5935.47,,9235,,-26,,
06/17/2005,5935.50,,9261,,26,,
06/18/2005,5935.44,,9209,,-52,,
06/19/2005,5935.42,,9192,,-17,,
06/20/2005,5935.48,,9244,,52,,
06/21/2005,5935.57,,9321,,77,,
06/22/2005,5935.67,,9406,,86,,
06/23/2005,5935.75,,9475,,68,,
06/24/2005,5935.82,,9535,,60,,
06/25/2005,5935.84,,9552,,17,,
06/26/2005,5935.85,,9561,,9,,
06/27/2005,5935.84,,9552,,-9,,
06/28/2005,5935.84,,9552,,0,,
06/29/2005,5935.83,,9544,,-8,,
06/30/2005,5935.83,,9544,,0,,
07/01/2005,5935.81,,9527,,-17,,
07/02/2005,5935.79,,9510,,-17,,
07/03/2005,5935.76,,9484,,-26,,
07/04/2005,5935.73,,9458,,-26,,
07/05/2005,5935.68,,9415,,-43,,
07/06/2005,5935.67,,9406,,-8,,
07/07/2005,5935.70,,9432,,25,,
07/08/2005,5935.71,,9441,,9,,
07/09/2005,5935.72,,9450,,9,,
07/10/2005,5935.73,,9458,,8,,
07/11/2005,5935.74,,9467,,9,,
07/12/2005,5935.75,,9475,,8,,
07/13/2005,5935.76,,9484,,9,,
07/14/2005,5935.76,,9484,,0,,
07/15/2005,5935.77,,9492,,8,,
07/16/2005,5935.76,,9484,,-8,,
07/17/2005,5935.76,,9484,,0,,
07/18/2005,5935.76,,9484,,0,,
07/19/2005,5935.75,,9475,,-9,,
07/20/2005,5935.73,,9458,,-17,,
07/21/2005,5935.72,,9450,,-8,,
07/22/2005,5935.70,,9432,,-18,,
07/23/2005,5935.69,,9424,,-8,,
07/24/2005,5935.67,,9406,,-17,,
07/25/2005,5935.66,,9398,,-9,,
07/26/2005,5935.65,,9389,,-9,,
07/27/2005,5935.63,,9372,,-17,,
07/28/2005,5935.62,,9364,,-8,,
07/29/2005,5935.61,,9355,,-9,,
07/30/2005,5935.59,,9338,,-17,,
07/31/2005,5935.57,,9321,,-17,,
08/01/2005,5935.55,,9303,,-18,,
08/02/2005,5935.53,,9286,,-17,,
08/03/2005,5935.51,,9269,,-17,,
08/04/2005,5935.50,,9261,,-8,,
08/05/2005,5935.49,,9252,,-9,,
08/06/2005,5935.48,,9244,,-8,,
08/07/2005,5935.46,,9226,,-18,,
08/08/2005,5935.45,,9218,,-8,,
08/09/2005,5935.43,,9201,,-17,,
08/10/2005,5935.41,,9184,,-17,,
08/11/2005,5935.39,,9167,,-17,,
08/12/2005,5935.37,,9150,,-17,,
08/13/2005,5935.35,,9132,,-18,,
08/14/2005,5935.34,,9124,,-8,,
08/15/2005,5935.33,,9115,,-9,,
08/16/2005,5935.31,,9098,,-17,,
08/17/2005,5935.29,,9081,,-17,,
08/18/2005,5935.27,,9064,,-17,,
08/19/2005,5935.25,,9047,,-17,,
08/20/2005,5935.24,,9039,,-8,,
08/21/2005,5935.21,,9013,,-26,,
08/22/2005,5935.20,,9004,,-9,,
08/23/2005,5935.17,,8979,,-25,,
08/24/2005,5935.16,,8970,,-9,,
08/25/2005,5935.14,,--,,--,,
08/26/2005,5935.12,,8936,,--,,
08/27/2005,5935.11,,8927,,-9,,
08/28/2005,5935.10,,8919,,-8,,
08/29/2005,5935.04,,8868,,-51,,
08/30/2005,5935.03,,8859,,-9,,
08/31/2005,5935.01,,8842,,-17,,
09/01/2005,5934.99,,8825,,-17,,
09/02/2005,5934.97,,8808,,-17,,
09/03/2005,5934.95,,8791,,-17,,
09/04/2005,5934.93,,8774,,-17,,
09/05/2005,5934.91,,8757,,--,,
09/06/2005,5934.89,,8740,,-17,,
09/07/2005,5934.88,,8731,,-9,,
09/08/2005,5934.86,,8714,,-17,,
09/09/2005,5934.83,,8689,,-25,,
09/10/2005,6180.57,,-9997,,-18686,,
09/11/2005,5934.79,,8655,,18652,,
09/12/2005,5934.78,,8646,,-9,,
09/13/2005,5934.76,,8629,,-17,,
09/14/2005,5934.75,,8621,,-8,,
09/15/2005,5934.73,,8604,,-17,,
09/16/2005,5934.70,,8579,,-25,,
09/17/2005,5934.67,,8553,,-26,,
09/18/2005,5934.64,,8528,,-25,,
09/19/2005,5934.61,,8502,,-26,,
09/20/2005,5934.56,,8460,,-42,,
09/21/2005,5934.46,,8375,,-85,,
09/22/2005,5934.29,,8231,,-144,,
09/23/2005,5934.01,,7995,,-236,,
09/24/2005,5933.72,,7751,,-244,,
09/25/2005,5933.43,,7509,,-242,,
09/26/2005,5933.18,,7300,,-209,,
09/27/2005,5932.93,,7092,,-208,,
09/28/2005,5932.66,,6868,,-224,,
09/29/2005,5932.38,,6636,,-232,,
09/30/2005,5932.16,,6455,,-181,,
10/01/2005,5931.98,,6307,,-148,,
10/02/2005,5931.79,,6151,,-156,,
10/03/2005,5931.67,,6053,,-98,,
10/04/2005,5931.60,,5996,,-57,,
10/05/2005,5931.56,,5963,,-33,,
10/06/2005,5931.55,,5955,,-8,,
10/07/2005,5931.53,,5939,,-16,,
10/08/2005,5931.54,,5947,,8,,
10/09/2005,5931.52,,5931,,-16,,
10/10/2005,5931.51,,5922,,-9,,
10/11/2005,5931.50,,5914,,-8,,
10/12/2005,5931.50,,5914,,0,,
10/13/2005,5931.49,,5906,,-8,,
10/14/2005,5931.47,,5890,,-16,,
10/15/2005,5931.49,,5906,,16,,
10/16/2005,5931.47,,5890,,-16,,
10/17/2005,5931.47,,5890,,0,,
10/18/2005,5931.45,,5874,,-16,,
10/19/2005,5931.44,,5865,,-9,,
10/20/2005,5931.44,,5865,,0,,
10/21/2005,5931.43,,5857,,-8,,
10/22/2005,5931.42,,5849,,-8,,
10/23/2005,5931.41,,5841,,-8,,
10/24/2005,5931.40,,5833,,-8,,
10/25/2005,5931.42,,5849,,16,,
10/26/2005,5931.46,,5882,,33,,
10/27/2005,5931.44,,5865,,-17,,
10/28/2005,5931.45,,5874,,9,,
10/29/2005,5931.46,,5882,,8,,
10/30/2005,5931.45,,5874,,-8,,
10/31/2005,5931.45,,5874,,0,,
11/01/2005,5931.32,,5767,,-107,,
11/02/2005,5931.12,,5605,,-162,,
11/03/2005,5930.90,,5427,,-178,,
11/04/2005,5930.73,,5290,,-137,,
11/05/2005,5930.51,,5112,,-178,,
11/06/2005,5930.29,,4936,,-176,,
11/07/2005,5930.12,,4800,,-136,,
11/08/2005,5929.94,,4633,,-167,,
11/09/2005,5929.73,,4466,,-167,,
11/10/2005,5929.53,,4308,,-158,,
11/11/2005,5929.33,,4150,,-158,,
11/12/2005,5929.17,,4023,,-127,,
11/13/2005,5929.02,,3906,,-117,,
11/14/2005,5928.92,,3827,,-79,,
11/15/2005,5928.79,,3725,,-102,,
11/16/2005,5928.70,,3655,,-70,,
11/17/2005,5928.62,,3593,,-62,,
11/18/2005,5928.56,,3546,,-47,,
11/19/2005,5928.50,,3499,,-47,,
11/20/2005,5928.44,,3452,,-47,,
11/21/2005,5928.40,,3421,,-31,,
11/22/2005,5928.35,,3383,,-38,,
11/23/2005,5928.32,,3359,,-24,,
11/24/2005,5928.28,,3328,,-31,,
11/25/2005,5928.40,,3421,,93,,
11/26/2005,5928.36,,3390,,-31,,
11/27/2005,5928.33,,3367,,-23,,
11/28/2005,5928.33,,3367,,0,,
11/29/2005,5928.44,,3452,,85,,
11/30/2005,5928.57,,3554,,102,,
12/01/2005,5929.74,,4474,,920,,
12/02/2005,5929.81,,4530,,56,,
12/03/2005,5929.65,,4403,,-127,,
12/04/2005,5929.49,,--,,--,,
12/05/2005,5929.35,,4165,,--,,
12/06/2005,5929.22,,4063,,-102,,
12/07/2005,5929.12,,3984,,-79,,
12/08/2005,5929.03,,3913,,-71,,
12/09/2005,5928.94,,3843,,-70,,
12/10/2005,5928.86,,3780,,-63,,
12/11/2005,5928.80,,3733,,-47,,
12/12/2005,5928.74,,3686,,-47,,
12/13/2005,5928.68,,3640,,-46,,
12/14/2005,5928.64,,3608,,-32,,
12/15/2005,5928.59,,3569,,-39,,
12/16/2005,5928.55,,3538,,-31,,
12/17/2005,5928.53,,3522,,-16,,
12/18/2005,5928.75,,3694,,172,,
12/19/2005,5928.96,,3858,,165,,
12/20/2005,5928.96,,3858,,0,,
12/21/2005,5929.51,,4292,,433,,
12/22/2005,5931.04,,5540,,1248,,
12/23/2005,5931.03,,5532,,-8,,
12/24/2005,5930.75,,5306,,-226,,
12/25/2005,5930.63,,5209,,-97,,
12/26/2005,5930.52,,5120,,-89,,
12/27/2005,5930.56,,5153,,33,,
12/28/2005,5931.22,,5686,,533,,
12/29/2005,5931.03,,5532,,-154,,
12/30/2005,5932.20,,6488,,956,,
12/31/2005,5934.72,,8596,,2108,,
01/01/2006,5934.39,,8316,,-280,,
01/02/2006,5933.91,,7911,,-405,,
01/03/2006,5933.23,,7341,,-570,,
01/04/2006,5932.60,,6818,,-523,,
01/05/2006,5932.05,,6364,,-454,,
01/06/2006,5931.59,,5988,,-376,,
01/07/2006,5931.21,,5678,,-310,,
01/08/2006,5930.88,,5411,,-267,,
01/09/2006,5930.59,,5177,,-234,,
01/10/2006,5930.36,,4992,,-185,,
01/11/2006,5930.24,,4896,,-96,,
01/12/2006,5930.08,,4767,,-129,,
01/13/2006,5929.91,,4609,,-158,,
01/14/2006,5929.90,,4601,,-8,,
01/15/2006,5929.78,,4506,,-95,,
01/16/2006,5929.66,,4411,,-95,,
01/17/2006,5929.59,,4355,,-56,,
01/18/2006,5929.61,,4371,,16,,
01/19/2006,5929.51,,4292,,-79,,
01/20/2006,5929.42,,4221,,-71,,
01/21/2006,5929.33,,4150,,-71,,
01/22/2006,5929.26,,4094,,-56,,
01/23/2006,5929.18,,4032,,-62,,
01/24/2006,5929.13,,3992,,-40,,
01/25/2006,5929.08,,3953,,-39,,
01/26/2006,5929.04,,3921,,-32,,
01/27/2006,5929.00,,3890,,-31,,
01/28/2006,5928.99,,3882,,-8,,
01/29/2006,5928.95,,3851,,-31,,
01/30/2006,5929.02,,3906,,55,,
01/31/2006,5928.99,,3882,,-24,,
02/01/2006,5929.00,,3890,,8,,
02/02/2006,5929.26,,4094,,204,,
02/03/2006,5929.31,,4134,,40,,
02/04/2006,5929.41,,4213,,79,,
02/05/2006,5929.40,,4205,,-8,,
02/06/2006,5929.36,,4173,,-32,,
02/07/2006,5929.32,,4142,,-31,,
02/08/2006,5929.28,,4110,,-32,,
02/09/2006,5929.24,,4079,,-31,,
02/10/2006,5929.20,,4047,,-32,,
02/11/2006,5929.17,,4023,,-24,,
02/12/2006,5929.15,,4008,,-15,,
02/13/2006,5929.13,,3992,,-16,,
02/14/2006,5929.10,,3969,,-23,,
02/15/2006,5929.08,,3953,,-16,,
02/16/2006,5929.06,,3937,,-16,,
02/17/2006,5929.05,,3929,,-8,,
02/18/2006,5929.02,,3906,,-23,,
02/19/2006,5928.99,,3882,,-24,,
02/20/2006,5928.95,,3851,,-31,,
02/21/2006,5928.91,,3819,,-32,,
02/22/2006,5928.88,,3796,,-23,,
02/23/2006,5928.85,,3772,,-24,,
02/24/2006,5928.83,,3757,,-15,,
02/25/2006,5928.80,,3733,,-24,,
02/26/2006,5928.88,,3796,,63,,
02/27/2006,5930.25,,4904,,1108,,
02/28/2006,5930.91,,5435,,531,,
03/01/2006,6429.00,,-9997,,-15432,,
03/02/2006,6446.00,,-9997,,0,,
03/03/2006,6459.00,,-9997,,0,,
03/04/2006,6459.00,,-9997,,0,,
03/05/2006,6460.00,,-9997,,0,,
03/06/2006,5930.06,,4751,,14748,,
03/07/2006,5929.94,,4633,,-118,,
03/08/2006,5929.81,,4530,,-103,,
03/09/2006,5929.74,,4474,,-56,,
03/10/2006,5929.66,,4411,,-63,,
03/11/2006,5929.56,,4331,,-80,,
03/12/2006,5929.49,,4276,,-55,,
03/13/2006,5929.44,,4236,,-40,,
03/14/2006,5929.41,,4213,,-23,,
03/15/2006,5929.33,,4150,,-63,,
03/16/2006,5929.30,,4126,,-24,,
03/17/2006,5929.25,,4087,,-39,,
03/18/2006,5929.18,,4032,,-55,,
03/19/2006,5929.11,,3976,,-56,,
03/20/2006,5929.07,,3945,,-31,,
03/21/2006,5929.03,,3913,,-32,,
03/22/2006,5928.99,,3882,,-31,,
03/23/2006,5928.96,,3858,,-23,,
03/24/2006,5929.04,,3921,,62,,
03/25/2006,5929.21,,4055,,134,,
03/26/2006,5929.20,,4047,,-8,,
03/27/2006,5929.20,,4047,,0,,
03/28/2006,5929.25,,4087,,40,,
03/29/2006,5929.21,,4055,,-32,,
03/30/2006,5929.20,,4047,,-8,,
03/31/2006,5929.24,,4079,,32,,
04/01/2006,5929.20,,4047,,-32,,
04/02/2006,5929.25,,4087,,40,,
04/03/2006,5929.64,,4395,,308,,
04/04/2006,5929.79,,4514,,119,,
04/05/2006,5929.77,,4498,,-16,,
04/06/2006,5929.72,,4458,,-40,,
04/07/2006,5929.70,,4443,,-15,,
04/08/2006,5929.70,,4443,,0,,
04/09/2006,5929.67,,4419,,-24,,
04/10/2006,5929.65,,4403,,-16,,
04/11/2006,5929.64,,4395,,-8,,
04/12/2006,5929.66,,4411,,16,,
04/13/2006,5929.70,,4443,,32,,
04/14/2006,5929.82,,4538,,95,,
04/15/2006,5930.00,,4704,,166,,
04/16/2006,5930.16,,4832,,128,,
04/17/2006,5930.07,,4759,,-73,,
04/18/2006,5929.99,,4673,,-86,,
04/19/2006,5929.93,,4625,,-48,,
04/20/2006,5929.93,,4625,,0,,
04/21/2006,5930.04,,4735,,110,,
04/22/2006,5930.14,,4816,,81,,
04/23/2006,5930.25,,4904,,88,,
04/24/2006,5930.35,,4984,,80,,
04/25/2006,5930.49,,5096,,112,,
04/26/2006,5930.67,,5241,,145,,
04/27/2006,5930.88,,5411,,170,,
04/28/2006,5931.15,,5629,,218,,
04/29/2006,5931.44,,5865,,236,,
04/30/2006,5931.67,,6053,,188,,
05/01/2006,5931.80,,6159,,106,,
05/02/2006,5931.84,,6192,,33,,
05/03/2006,5931.82,,6176,,-16,,
05/04/2006,5931.78,,6143,,-33,,
05/05/2006,5931.73,,6102,,-41,,
05/06/2006,5931.71,,6086,,-16,,
05/07/2006,5931.73,,6102,,16,,
05/08/2006,5931.82,,6176,,74,,
05/09/2006,5931.79,,6151,,-25,,
05/10/2006,5931.75,,6118,,-33,,
05/11/2006,5931.82,,6176,,58,,
05/12/2006,5931.84,,6192,,16,,
05/13/2006,5931.90,,6241,,49,,
05/14/2006,5931.90,,6241,,0,,
05/15/2006,5931.93,,6266,,25,,
05/16/2006,5931.99,,6315,,49,,
05/17/2006,5932.23,,6512,,197,,
05/18/2006,5932.50,,6735,,223,,
05/19/2006,5932.64,,6851,,116,,
05/20/2006,5932.71,,6909,,58,,
05/21/2006,5932.71,,6909,,0,,
05/22/2006,5932.66,,6868,,-41,,
05/23/2006,5932.71,,6909,,41,,
05/24/2006,5932.87,,7042,,133,,
05/25/2006,5933.08,,7216,,174,,
05/26/2006,5933.26,,7366,,150,,
05/27/2006,5933.42,,7500,,134,,
05/28/2006,5933.56,,7617,,117,,
05/29/2006,5933.73,,7760,,143,,
05/30/2006,5933.92,,7919,,159,,
05/31/2006,5934.17,,8130,,211,,
06/01/2006,5934.43,,8350,,220,,
06/02/2006,5934.69,,8570,,220,,
06/03/2006,5934.98,,8817,,247,,
06/04/2006,5935.27,,9064,,247,,
06/05/2006,5935.51,,9269,,205,,
06/06/2006,5935.72,,9450,,181,,
06/07/2006,5935.86,,9570,,120,,
06/08/2006,5935.88,,9587,,17,,
06/09/2006,5935.84,,9552,,-35,,
06/10/2006,5935.83,,9544,,-8,,
06/11/2006,5935.83,,9544,,0,,
06/12/2006,5935.82,,9535,,-9,,
06/13/2006,5935.79,,9510,,-25,,
06/14/2006,5935.74,,9467,,-43,,
06/15/2006,5935.74,,9467,,0,,
06/16/2006,5935.78,,9501,,34,,
06/17/2006,5935.81,,9527,,26,,
06/18/2006,5935.85,,9561,,34,,
06/19/2006,5935.86,,9570,,9,,
06/20/2006,5935.88,,9587,,17,,
06/21/2006,5935.89,,9596,,9,,
06/22/2006,5935.90,,9604,,8,,
06/23/2006,5935.89,,9596,,-8,,
06/24/2006,5935.86,,9570,,-26,,
06/25/2006,5935.84,,9552,,-18,,
06/26/2006,5935.83,,9544,,-8,,
06/27/2006,5935.89,,9596,,52,,
06/28/2006,5935.87,,9579,,-17,,
06/29/2006,5935.82,,9535,,-44,,
06/30/2006,5935.82,,9535,,0,,
07/01/2006,5935.81,,9527,,-8,,
07/02/2006,5935.79,,9510,,-17,,
07/03/2006,5935.79,,9510,,0,,
07/04/2006,5935.80,,9518,,8,,
07/05/2006,5935.81,,9527,,9,,
07/06/2006,5935.82,,9535,,8,,
07/07/2006,5935.83,,9544,,9,,
07/08/2006,5935.85,,9561,,17,,
07/09/2006,5935.86,,9570,,9,,
07/10/2006,5935.86,,9570,,0,,
07/11/2006,5935.85,,9561,,-9,,
07/12/2006,5935.84,,9552,,-9,,
07/13/2006,5935.83,,9544,,-8,,
07/14/2006,5935.83,,9544,,0,,
07/15/2006,5935.83,,9544,,0,,
07/16/2006,5935.82,,9535,,-9,,
07/17/2006,5935.82,,9535,,0,,
07/18/2006,5935.81,,9527,,-8,,
07/19/2006,5935.81,,9527,,0,,
07/20/2006,5935.80,,9518,,-9,,
07/21/2006,5935.81,,9527,,9,,
07/22/2006,5935.81,,9527,,0,,
07/23/2006,5935.80,,9518,,-9,,
07/24/2006,5935.79,,9510,,-8,,
07/25/2006,5935.78,,9501,,-9,,
07/26/2006,5935.77,,9492,,-9,,
07/27/2006,5935.75,,9475,,-17,,
07/28/2006,5935.73,,9458,,-17,,
07/29/2006,5935.71,,9441,,-17,,
07/30/2006,5935.68,,9415,,-26,,
07/31/2006,5935.66,,9398,,-17,,
08/01/2006,5935.64,,9381,,-17,,
08/02/2006,5935.62,,9364,,-17,,
08/03/2006,5935.60,,9347,,-17,,
08/04/2006,5935.59,,9338,,-9,,
08/05/2006,5935.57,,9321,,-17,,
08/06/2006,5935.56,,9312,,-9,,
08/07/2006,5935.54,,9295,,-17,,
08/08/2006,5935.52,,9278,,-17,,
08/09/2006,5935.49,,9252,,-26,,
08/10/2006,5935.47,,9235,,-17,,
08/11/2006,5935.45,,9218,,-17,,
08/12/2006,5935.43,,9201,,-17,,
08/13/2006,5935.41,,9184,,-17,,
08/14/2006,5935.38,,9158,,-26,,
08/15/2006,5935.37,,9150,,-8,,
08/16/2006,5935.33,,9115,,-35,,
08/17/2006,5935.32,,9107,,-8,,
08/18/2006,5935.30,,9089,,-18,,
08/19/2006,5935.29,,9081,,-8,,
08/20/2006,5935.27,,9064,,-17,,
08/21/2006,5935.25,,9047,,-17,,
08/22/2006,5935.22,,9021,,-26,,
08/23/2006,5935.20,,9004,,-17,,
08/24/2006,5935.16,,8970,,-34,,
08/25/2006,5935.15,,8961,,-9,,
08/26/2006,5935.13,,8944,,-17,,
08/27/2006,5935.11,,8927,,-17,,
08/28/2006,5935.09,,8910,,-17,,
08/29/2006,5935.07,,8893,,-17,,
08/30/2006,5935.04,,8868,,-25,,
08/31/2006,5935.03,,8859,,-9,,
09/01/2006,5935.01,,8842,,-17,,
09/02/2006,5934.99,,8825,,-17,,
09/03/2006,5934.97,,8808,,-17,,
09/04/2006,5934.95,,8791,,-17,,
09/05/2006,5934.93,,8774,,-17,,
09/06/2006,--,,--,,--,,
09/07/2006,5934.89,,8740,,--,,
09/08/2006,5934.87,,8723,,-17,,
09/09/2006,5934.84,,8697,,-26,,
09/10/2006,5934.83,,8689,,-8,,
09/11/2006,5934.81,,8672,,-17,,
09/12/2006,5934.80,,8663,,-9,,
09/13/2006,5934.78,,8646,,-17,,
09/14/2006,--,,--,,--,,
09/15/2006,5934.72,,8596,,--,,
09/16/2006,5934.71,,8587,,-9,,
09/17/2006,5934.69,,8570,,-17,,
09/18/2006,5934.67,,8553,,-17,,
09/19/2006,5934.64,,8528,,-25,,
09/20/2006,5934.63,,8519,,-9,,
09/21/2006,5934.60,,8494,,-25,,
09/22/2006,5934.58,,8477,,-17,,
09/23/2006,5934.56,,8460,,-17,,
09/24/2006,5934.54,,8443,,-17,,
09/25/2006,5934.53,,8434,,-9,,
09/26/2006,5934.52,,8426,,-8,,
09/27/2006,5934.51,,8417,,-9,,
09/28/2006,5934.49,,8401,,-16,,
09/29/2006,5934.46,,8375,,-26,,
09/30/2006,5934.40,,8324,,-51,,
10/01/2006,5934.31,,8248,,-76,,
10/02/2006,5934.10,,8071,,-177,,
10/03/2006,5933.75,,7776,,-295,,
10/04/2006,5933.46,,7533,,-243,,
10/05/2006,5933.18,,7300,,-233,,
10/06/2006,5932.92,,7083,,-217,,
10/07/2006,5932.64,,6851,,-232,,
10/08/2006,5932.36,,6620,,-231,,
10/09/2006,5932.08,,6389,,-231,,
10/10/2006,5931.78,,6143,,-246,,
10/11/2006,5931.51,,5922,,-221,,
10/12/2006,5931.23,,5694,,-228,,
10/13/2006,5930.96,,5475,,-219,,
10/14/2006,5930.70,,5266,,-209,,
10/15/2006,5930.44,,5056,,-210,,
10/16/2006,5930.21,,4871,,-185,,
10/17/2006,5929.99,,4673,,-198,,
10/18/2006,5929.77,,4498,,-175,,
10/19/2006,5929.57,,4339,,-159,,
10/20/2006,5929.39,,4197,,-142,,
10/21/2006,5929.24,,4079,,-118,,
10/22/2006,5929.11,,3976,,-103,,
10/23/2006,5928.99,,3882,,-94,,
10/24/2006,5928.90,,3811,,-71,,
10/25/2006,5928.80,,3733,,-78,,
10/26/2006,5928.72,,3671,,-62,,
10/27/2006,5928.66,,3624,,-47,,
10/28/2006,5928.60,,3577,,-47,,
10/29/2006,5928.54,,3530,,-47,,
10/30/2006,5928.49,,3492,,-38,,
10/31/2006,5928.45,,3460,,-32,,
11/01/2006,5928.41,,3429,,-31,,
11/02/2006,5928.50,,3499,,70,,
11/03/2006,5928.49,,3492,,-7,,
11/04/2006,5928.45,,3460,,-32,,
11/05/2006,5928.42,,3437,,-23,,
11/06/2006,5928.40,,3421,,-16,,
11/07/2006,5928.36,,3390,,-31,,
11/08/2006,5928.40,,3421,,31,,
11/09/2006,5928.36,,3390,,-31,,
11/10/2006,5928.29,,3336,,-54,,
11/11/2006,5928.32,,3359,,23,,
11/12/2006,5928.32,,--,,--,,
11/13/2006,5928.39,,3414,,--,,
11/14/2006,5928.51,,3507,,93,,
11/15/2006,5928.47,,3476,,-31,,
11/16/2006,5928.45,,3460,,-16,,
11/17/2006,5928.43,,3445,,-15,,
11/18/2006,5928.42,,3437,,-8,,
11/19/2006,5928.40,,3421,,-16,,
11/20/2006,5928.34,,3375,,-46,,
11/21/2006,5928.37,,3398,,23,,
11/22/2006,5928.32,,3359,,-39,,
11/23/2006,5928.35,,3383,,24,,
11/24/2006,5928.33,,3367,,-16,,
11/25/2006,5928.31,,3352,,-15,,
11/26/2006,5928.29,,3336,,-16,,
11/27/2006,5928.33,,3367,,31,,
11/28/2006,--,,--,,--,,
11/29/2006,5928.29,,3336,,--,,
11/30/2006,5928.26,,3313,,-23,,
12/01/2006,5928.26,,3313,,0,,
12/02/2006,5928.25,,3305,,-8,,
12/03/2006,5928.24,,3297,,-8,,
12/04/2006,5928.23,,3290,,-7,,
12/05/2006,5928.22,,3282,,-8,,
12/06/2006,5928.22,,3282,,0,,
12/07/2006,5928.21,,3274,,-8,,
12/08/2006,5928.21,,3274,,0,,
12/09/2006,5928.24,,3297,,23,,
