Date,RESELE , ,,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,INFLOW , ,,
 ,FEET, ,AF, ,AF, ,CFS, ,CFS, ,
10/03/2010,583.69,,21702,,-311,,6410,,6258,,
10/04/2010,583.95,,21860,,158,,6535,,6618,,
10/05/2010,583.83,,21787,,-73,,6502,,6467,,
10/06/2010,584.16,,21989,,202,,6534,,6638,,
10/07/2010,583.91,,21835,,-154,,6279,,6205,,
10/08/2010,583.80,,21769,,-66,,6101,,6069,,
10/09/2010,583.86,,21805,,36,,5981,,6002,,
10/10/2010,583.39,,21520,,-285,,6027,,5887,,
10/11/2010,582.80,,21164,,-356,,6061,,5885,,
10/12/2010,582.61,,21050,,-114,,5953,,5901,,
10/13/2010,583.35,,21495,,445,,6050,,6278,,
10/14/2010,583.20,,21404,,-91,,5955,,5913,,
10/15/2010,583.55,,21617,,213,,5949,,6059,,
10/16/2010,583.03,,21301,,-316,,5952,,5794,,
10/17/2010,582.78,,21152,,-149,,6030,,5958,,
10/18/2010,582.62,,21056,,-96,,6061,,6015,,
10/19/2010,582.14,,20770,,-286,,6096,,5953,,
10/20/2010,582.65,,21074,,304,,6013,,6169,,
10/21/2010,582.61,,21050,,-24,,6025,,6017,,
10/22/2010,582.42,,20937,,-113,,5884,,5827,,
10/23/2010,581.92,,20639,,-298,,5963,,5814,,
10/24/2010,582.83,,21182,,543,,5837,,6112,,
10/25/2010,582.43,,20943,,-239,,5917,,5797,,
10/26/2010,581.61,,20457,,-486,,5972,,5728,,
10/27/2010,579.97,,19507,,-950,,6008,,5530,,
10/28/2010,579.58,,19288,,-219,,6058,,5950,,
10/29/2010,578.94,,18929,,-359,,6080,,5900,,
10/30/2010,577.74,,18269,,-660,,6015,,5685,,
10/31/2010,580.23,,19656,,1387,,5974,,6673,,
11/01/2010,578.64,,18763,,-893,,6042,,5592,,
11/02/2010,577.31,,18035,,-728,,5994,,5629,,
11/03/2010,579.30,,19131,,1096,,6114,,6669,,
11/04/2010,579.97,,19507,,376,,5975,,6166,,
11/05/2010,580.68,,19916,,409,,5792,,6001,,
11/06/2010,580.25,,19668,,-248,,5795,,5672,,
11/07/2010,579.99,,19518,,-150,,5476,,5400,,
11/08/2010,580.10,,19582,,64,,5876,,5908,,
11/09/2010,580.61,,19875,,293,,5879,,6028,,
11/10/2010,581.52,,20405,,530,,5792,,6060,,
11/11/2010,580.93,,20060,,-345,,5749,,5575,,
11/12/2010,581.65,,20481,,421,,5787,,6000,,
11/13/2010,580.58,,19858,,-623,,5919,,5608,,
11/14/2010,580.38,,19743,,-115,,5883,,5825,,
11/15/2010,580.10,,19582,,-161,,5757,,5678,,
11/16/2010,580.00,,19524,,-58,,5757,,5729,,
11/17/2010,581.15,,20188,,664,,5723,,6060,,
11/18/2010,580.56,,19847,,-341,,5838,,5667,,
11/19/2010,580.49,,19806,,-41,,5915,,5895,,
11/20/2010,579.55,,19271,,-535,,6021,,5751,,
11/21/2010,580.79,,19979,,708,,5855,,6214,,
11/22/2010,580.86,,20019,,40,,5975,,5996,,
11/23/2010,580.99,,20094,,75,,5934,,5973,,
11/24/2010,581.82,,20581,,487,,5646,,5893,,
11/25/2010,581.81,,20575,,-6,,5843,,5841,,
11/26/2010,582.37,,20907,,332,,5840,,6008,,
11/27/2010,582.59,,21038,,131,,5897,,5964,,
11/28/2010,581.51,,20399,,-639,,5902,,5581,,
11/29/2010,582.08,,20734,,335,,5874,,6045,,
11/30/2010,582.61,,21050,,316,,5880,,6039,,
12/01/2010,582.55,,21014,,-36,,6024,,6007,,
12/02/2010,582.46,,20961,,-53,,5993,,5966,,
12/03/2010,582.76,,21140,,179,,6075,,6166,,
12/04/2010,581.94,,20651,,-489,,5940,,5693,,
12/05/2010,581.49,,20387,,-264,,5910,,5778,,
12/06/2010,582.67,,21086,,699,,5931,,6285,,
12/07/2010,582.64,,21068,,-18,,5968,,5959,,
12/08/2010,582.09,,20740,,-328,,5778,,5613,,
12/09/2010,581.87,,20610,,-130,,5909,,5843,,
12/10/2010,581.46,,20370,,-240,,5353,,5233,,
12/11/2010,580.91,,20048,,-322,,7042,,6880,,
12/12/2010,580.89,,20037,,-11,,6870,,6865,,
12/13/2010,580.78,,19973,,-64,,7096,,7065,,
12/14/2010,581.35,,20305,,332,,13279,,13447,,
12/15/2010,581.33,,20293,,-12,,14231,,14226,,
12/16/2010,580.43,,19772,,-521,,13961,,13699,,
12/17/2010,579.40,,19187,,-585,,13869,,13574,,
12/18/2010,579.58,,19288,,101,,13633,,13684,,
12/19/2010,576.26,,17473,,-1815,,13289,,12374,,
12/20/2010,576.81,,17766,,293,,13190,,13338,,
12/21/2010,580.14,,19605,,1839,,13397,,14325,,
12/22/2010,581.08,,20147,,542,,13689,,13963,,
12/23/2010,582.25,,20835,,688,,14576,,14923,,
12/24/2010,580.26,,19674,,-1161,,12678,,12094,,
12/25/2010,579.85,,19440,,-234,,10707,,10591,,
12/26/2010,581.41,,20340,,900,,10466,,10921,,
12/27/2010,582.06,,20722,,382,,10665,,10858,,
12/28/2010,581.75,,20540,,-182,,10678,,10586,,
12/29/2010,583.18,,21392,,852,,10734,,11164,,
12/30/2010,581.00,,20100,,-1292,,13723,,13074,,
12/31/2010,579.66,,19333,,-767,,14304,,13917,,
01/01/2011,578.25,,18548,,-785,,14147,,13751,,
01/02/2011,579.84,,19434,,886,,14101,,14550,,
01/03/2011,581.06,,20135,,701,,14267,,14622,,
01/04/2011,577.52,,18149,,-1986,,14274,,13273,,
01/05/2011,578.04,,18432,,283,,13833,,13976,,
01/06/2011,580.67,,19910,,1478,,12976,,13722,,
01/07/2011,581.17,,20200,,290,,12470,,12617,,
01/08/2011,580.22,,19651,,-549,,12361,,12084,,
01/09/2011,581.34,,20299,,648,,10794,,11121,,
01/10/2011,580.85,,20014,,-285,,9287,,9145,,
01/11/2011,579.28,,19119,,-895,,8356,,7906,,
01/12/2011,579.67,,19339,,220,,8372,,8484,,
01/13/2011,579.08,,19007,,-332,,8461,,8295,,
01/14/2011,581.56,,20428,,1421,,7327,,8045,,
01/15/2011,582.40,,20925,,497,,6203,,6455,,
01/16/2011,582.16,,20782,,-143,,6051,,5981,,
01/17/2011,582.50,,20985,,203,,6096,,6198,,
01/18/2011,583.33,,21483,,498,,6056,,6307,,
01/19/2011,583.21,,21410,,-73,,5980,,5944,,
01/20/2011,582.59,,21038,,-372,,5806,,5622,,
01/21/2011,583.07,,21325,,287,,5587,,5732,,
01/22/2011,581.81,,20575,,-750,,5293,,4916,,
01/23/2011,580.63,,19887,,-688,,5174,,4831,,
01/24/2011,580.26,,19674,,-213,,4992,,4887,,
01/25/2011,580.31,,19703,,29,,5079,,5095,,
01/26/2011,579.83,,19428,,-275,,4785,,4649,,
01/27/2011,581.02,,20112,,684,,4525,,4872,,
01/28/2011,582.68,,21092,,980,,4214,,4709,,
01/29/2011,583.41,,21532,,--,,4029,,4252,,
01/30/2011,582.77,,21146,,-386,,3978,,3784,,
01/31/2011,582.72,,21116,,-30,,4036,,4021,,
02/01/2011,581.95,,20657,,-459,,4024,,3794,,
02/02/2011,582.65,,21074,,417,,3975,,4188,,
02/03/2011,582.18,,20793,,-281,,4009,,3869,,
02/04/2011,582.42,,20937,,144,,4074,,4148,,
02/05/2011,583.09,,21338,,401,,4013,,4217,,
02/06/2011,582.35,,20895,,-443,,4088,,3866,,
02/07/2011,581.94,,20651,,-244,,4093,,3973,,
02/08/2011,581.49,,20387,,-264,,4067,,3936,,
02/09/2011,581.91,,20633,,246,,4006,,4133,,
02/10/2011,582.81,,21170,,537,,3961,,4236,,
02/11/2011,583.15,,21374,,204,,3995,,4102,,
02/12/2011,583.76,,21744,,370,,3948,,4135,,
02/13/2011,583.27,,21447,,-297,,4000,,3851,,
02/14/2011,584.53,,22217,,770,,4029,,4420,,
02/15/2011,585.13,,22589,,372,,3977,,4167,,
02/16/2011,585.36,,22733,,144,,3929,,4006,,
02/17/2011,584.49,,22192,,-541,,3874,,3602,,
02/18/2011,584.29,,22069,,-123,,3890,,3829,,
02/19/2011,582.23,,20823,,-1246,,3913,,3287,,
02/20/2011,583.73,,21726,,903,,3840,,4296,,
02/21/2011,584.51,,22205,,479,,3918,,4161,,
02/22/2011,584.27,,22057,,-148,,4022,,3948,,
02/23/2011,583.39,,21520,,-537,,3882,,3612,,
02/24/2011,581.99,,20680,,-840,,3892,,3472,,
02/25/2011,581.50,,20393,,-287,,3906,,3761,,
02/26/2011,579.54,,19265,,-1128,,3846,,3278,,
02/27/2011,580.54,,19835,,570,,3744,,4032,,
02/28/2011,582.46,,20961,,1126,,3797,,4367,,
03/01/2011,583.56,,21623,,662,,3904,,4238,,
03/02/2011,582.71,,21110,,-513,,3877,,3620,,
03/03/2011,580.58,,19858,,-1252,,3949,,3320,,
03/04/2011,580.28,,19685,,-173,,3829,,3743,,
03/05/2011,578.51,,18692,,-993,,3891,,3390,,
03/06/2011,577.69,,18242,,-450,,3845,,3618,,
03/07/2011,578.23,,18537,,295,,3838,,3988,,
03/08/2011,578.40,,18631,,94,,3710,,3757,,
03/09/2011,579.81,,19417,,786,,3849,,4245,,
03/10/2011,582.14,,20770,,1353,,3835,,4518,,
03/11/2011,583.43,,21544,,774,,3826,,4219,,
03/12/2011,580.67,,19910,,-1634,,3880,,3058,,
03/13/2011,580.15,,19610,,-300,,3812,,3662,,
03/14/2011,580.04,,19547,,-63,,4056,,4024,,
03/15/2011,580.52,,19824,,277,,13593,,13733,,
03/16/2011,579.91,,19473,,-351,,18360,,18183,,
03/17/2011,584.34,,22100,,2627,,24406,,25732,,
03/18/2011,583.02,,21295,,-805,,29102,,28700,,
03/19/2011,581.94,,20651,,-644,,36203,,35886,,
03/20/2011,584.01,,21896,,1245,,36485,,37113,,
03/21/2011,584.33,,22094,,198,,43198,,43298,,
03/22/2011,580.63,,19887,,-2207,,46250,,45137,,
03/23/2011,579.81,,19417,,-470,,37737,,37501,,
03/24/2011,575.64,,17146,,-2271,,20292,,19148,,
03/25/2011,579.70,,19355,,2209,,25267,,26382,,
03/26/2011,580.63,,19887,,532,,39599,,39868,,
03/27/2011,580.26,,19674,,-213,,37916,,37815,,
03/28/2011,581.02,,20112,,438,,40691,,40912,,
03/29/2011,580.47,,19795,,-317,,47636,,47478,,
03/30/2011,579.24,,19097,,-698,,45702,,45352,,
03/31/2011,578.91,,18912,,-185,,45105,,45014,,
04/01/2011,577.92,,18367,,-545,,42237,,41964,,
04/02/2011,578.46,,18664,,297,,37195,,37351,,
04/03/2011,580.52,,19824,,1160,,32333,,32924,,
04/04/2011,581.03,,20118,,294,,27479,,27629,,
04/05/2011,580.71,,19933,,-185,,23324,,23234,,
04/06/2011,579.84,,19434,,-499,,20027,,19778,,
04/07/2011,581.15,,20188,,754,,17463,,17846,,
04/08/2011,580.14,,19605,,-583,,14199,,13906,,
04/09/2011,580.71,,19933,,328,,13435,,13603,,
04/10/2011,581.12,,20170,,237,,12900,,13023,,
04/11/2011,581.53,,20411,,241,,11164,,11288,,
04/12/2011,581.35,,20305,,-106,,9663,,9612,,
04/13/2011,584.80,,22384,,2079,,8242,,9293,,
04/14/2011,584.50,,22199,,-185,,7092,,6999,,
04/15/2011,584.82,,22396,,197,,6260,,6362,,
04/16/2011,584.26,,22050,,-346,,6189,,6017,,
04/17/2011,584.11,,21958,,-92,,6163,,6119,,
04/18/2011,584.09,,21946,,-12,,6110,,6106,,
04/19/2011,584.29,,22069,,123,,6041,,6106,,
04/20/2011,585.50,,22821,,752,,5978,,6357,,
04/21/2011,584.78,,22371,,-450,,5921,,5695,,
04/22/2011,584.54,,22223,,-148,,5814,,5741,,
04/23/2011,583.83,,21787,,-436,,5831,,5614,,
04/24/2011,583.72,,21720,,-67,,5854,,5821,,
04/25/2011,584.37,,22118,,398,,5843,,6048,,
04/26/2011,584.05,,21921,,-197,,5875,,5777,,
04/27/2011,583.38,,21514,,-407,,5878,,5677,,
04/28/2011,584.38,,22124,,610,,5848,,6160,,
04/29/2011,584.97,,22488,,364,,5957,,6145,,
04/30/2011,585.18,,22620,,132,,5999,,6072,,
05/01/2011,582.56,,21020,,-1600,,5939,,5136,,
05/02/2011,582.62,,21056,,36,,5877,,5899,,
05/03/2011,582.90,,21223,,167,,7443,,7531,,
05/04/2011,583.35,,21495,,272,,7660,,7801,,
05/05/2011,581.61,,20457,,-1038,,7551,,7033,,
05/06/2011,581.32,,20288,,-169,,7413,,7332,,
05/07/2011,581.84,,20592,,304,,7279,,7437,,
05/08/2011,581.22,,20229,,-363,,7306,,7127,,
05/09/2011,582.64,,21068,,839,,7249,,7675,,
05/10/2011,582.34,,20889,,-179,,7295,,7208,,
05/11/2011,583.67,,21690,,801,,7430,,7838,,
05/12/2011,583.02,,21295,,-395,,7515,,7320,,
05/13/2011,583.37,,21508,,213,,7350,,7461,,
05/14/2011,580.78,,19973,,-1535,,7452,,6683,,
05/15/2011,579.63,,19316,,-657,,7437,,7110,,
05/16/2011,581.30,,20276,,960,,7516,,8000,,
05/17/2011,585.67,,22928,,2652,,7510,,8848,,
05/18/2011,584.69,,22316,,-612,,8471,,8164,,
05/19/2011,583.95,,21860,,-456,,8504,,8279,,
05/20/2011,583.57,,21629,,-231,,9455,,9342,,
05/21/2011,584.06,,21927,,298,,9499,,9654,,
05/22/2011,584.40,,22137,,210,,9514,,9625,,
05/23/2011,585.54,,22846,,709,,9806,,10169,,
05/24/2011,585.54,,22846,,0,,9493,,9497,,
05/25/2011,584.25,,22044,,-802,,9501,,9101,,
05/26/2011,583.98,,21878,,-166,,9411,,9331,,
05/27/2011,584.32,,22087,,209,,10451,,10556,,
05/28/2011,584.20,,22013,,-74,,11097,,11064,,
05/29/2011,583.76,,21744,,-269,,11204,,11069,,
05/30/2011,582.96,,21259,,-485,,11206,,10966,,
05/31/2011,584.90,,22445,,1186,,11109,,11709,,
06/01/2011,584.11,,21958,,-487,,11480,,11237,,
06/02/2011,583.27,,21447,,-511,,12754,,12497,,
06/03/2011,583.59,,21641,,194,,13426,,13525,,
06/04/2011,584.63,,22279,,638,,18888,,19211,,
06/05/2011,585.12,,22582,,303,,19184,,19338,,
06/06/2011,578.04,,18432,,-4150,,18544,,16454,,
06/07/2011,581.72,,20522,,2090,,17123,,18178,,
06/08/2011,585.53,,22840,,2318,,14150,,15322,,
06/09/2011,585.57,,22865,,25,,12812,,12833,,
06/10/2011,584.96,,22482,,-383,,10915,,10727,,
06/11/2011,584.57,,22242,,-240,,9494,,9380,,
06/12/2011,584.31,,22081,,-161,,9309,,9232,,
06/13/2011,584.57,,22242,,--,,9932,,10017,,
06/14/2011,585.49,,22815,,573,,11596,,11892,,
06/15/2011,585.84,,23035,,220,,10933,,11044,,
06/16/2011,584.81,,22390,,-645,,10933,,10608,,
06/17/2011,585.21,,22639,,249,,11007,,11141,,
06/18/2011,585.32,,22708,,69,,10950,,10989,,
06/19/2011,585.47,,22802,,94,,11027,,11080,,
06/20/2011,585.34,,22721,,-81,,11066,,11033,,
06/21/2011,581.65,,20481,,-2240,,11181,,10056,,
06/22/2011,585.64,,22909,,2428,,11182,,12414,,
06/23/2011,585.49,,22815,,-94,,11154,,11115,,
06/24/2011,585.02,,22520,,-295,,10452,,10310,,
06/25/2011,584.88,,22433,,-87,,11259,,11223,,
06/26/2011,585.01,,22513,,80,,11256,,11304,,
06/27/2011,585.29,,22689,,176,,11254,,11349,,
06/28/2011,585.32,,22708,,19,,11246,,11257,,
06/29/2011,585.14,,22595,,-113,,11225,,11171,,
06/30/2011,586.35,,23358,,763,,11914,,12306,,
07/01/2011,584.82,,22396,,-962,,12529,,12049,,
07/02/2011,586.23,,23282,,886,,12387,,12840,,
07/03/2011,585.64,,22909,,-373,,12516,,12335,,
07/04/2011,586.06,,23173,,264,,12588,,12727,,
07/05/2011,584.91,,22451,,-722,,12878,,12520,,
07/06/2011,584.09,,21946,,-505,,13000,,12753,,
07/07/2011,585.93,,23091,,1145,,13005,,13588,,
07/08/2011,586.02,,23148,,57,,12995,,13032,,
07/09/2011,585.67,,22928,,-220,,12530,,12425,,
07/10/2011,585.55,,22852,,-76,,12512,,12483,,
07/11/2011,584.67,,22303,,-549,,12504,,12232,,
07/12/2011,583.16,,21380,,-923,,12336,,11877,,
07/13/2011,583.81,,21775,,395,,12219,,12423,,
07/14/2011,582.95,,21253,,-522,,12308,,12047,,
07/15/2011,584.15,,21983,,730,,12224,,12599,,
07/16/2011,584.35,,22106,,123,,12187,,12257,,
07/17/2011,584.95,,22476,,370,,12506,,12696,,
07/18/2011,585.65,,22915,,439,,12513,,12740,,
07/19/2011,585.44,,22783,,-132,,12512,,12445,,
07/20/2011,585.25,,22664,,-119,,11967,,11912,,
07/21/2011,584.83,,22402,,-262,,11921,,11795,,
07/22/2011,584.92,,22458,,56,,11777,,11812,,
07/23/2011,584.92,,22458,,0,,11778,,11783,,
07/24/2011,585.25,,22664,,206,,11842,,11953,,
07/25/2011,585.63,,22903,,239,,12037,,12164,,
07/26/2011,585.67,,22928,,25,,12086,,12104,,
07/27/2011,585.68,,22934,,6,,11959,,11968,,
07/28/2011,585.72,,22959,,25,,11964,,11983,,
07/29/2011,585.74,,22972,,13,,11950,,11963,,
07/30/2011,585.55,,22852,,-120,,12000,,11946,,
07/31/2011,585.89,,23066,,214,,11959,,12073,,
08/01/2011,585.74,,22972,,-94,,11985,,11945,,
08/02/2011,584.96,,22482,,-490,,11988,,11746,,
08/03/2011,585.16,,22607,,125,,12149,,12219,,
08/04/2011,585.65,,22915,,308,,12015,,12176,,
08/05/2011,584.61,,22266,,-649,,12117,,11797,,
08/06/2011,584.81,,22390,,124,,11943,,12012,,
08/07/2011,585.16,,22607,,217,,11718,,11834,,
08/08/2011,585.12,,22582,,-25,,11749,,11742,,
08/09/2011,585.46,,22796,,214,,11699,,11813,,
08/10/2011,585.73,,22965,,169,,11699,,11791,,
08/11/2011,585.69,,22940,,-25,,11707,,11701,,
08/12/2011,586.18,,23250,,310,,11708,,11870,,
08/13/2011,586.01,,23141,,-109,,11482,,11434,,
08/14/2011,585.71,,22953,,-188,,11357,,11268,,
08/15/2011,586.16,,23237,,284,,11331,,11481,,
08/16/2011,585.79,,23003,,-234,,11491,,11379,,
08/17/2011,584.62,,22273,,-730,,11481,,11119,,
08/18/2011,585.57,,22865,,592,,10994,,11298,,
08/19/2011,584.51,,22205,,-660,,11292,,10964,,
08/20/2011,584.62,,22273,,68,,11177,,11219,,
08/21/2011,585.26,,22670,,397,,11112,,11319,,
08/22/2011,584.49,,22192,,-478,,11253,,11018,,
08/23/2011,584.36,,22112,,-80,,11160,,11126,,
08/24/2011,584.16,,21989,,-123,,11121,,11063,,
08/25/2011,583.53,,21605,,-384,,11040,,10855,,
08/26/2011,584.60,,22260,,655,,10872,,11208,,
08/27/2011,584.75,,22353,,93,,10948,,11000,,
08/28/2011,585.18,,22620,,267,,10854,,10996,,
08/29/2011,584.26,,22050,,-570,,10998,,10716,,
08/30/2011,585.57,,22865,,815,,10999,,11416,,
08/31/2011,585.40,,22758,,-107,,10997,,10949,,
09/01/2011,585.61,,22890,,132,,10666,,10740,,
09/02/2011,585.78,,22997,,107,,10740,,10801,,
09/03/2011,585.22,,22645,,-352,,10676,,10505,,
09/04/2011,585.46,,22796,,151,,10755,,10838,,
09/05/2011,585.16,,22607,,-189,,10758,,10668,,
09/06/2011,585.03,,22526,,-81,,10426,,10390,,
09/07/2011,585.31,,22702,,176,,10737,,10832,,
09/08/2011,585.80,,23009,,307,,10469,,10629,,
09/09/2011,585.57,,22865,,-144,,10529,,10461,,
09/10/2011,585.31,,22702,,-163,,10256,,10181,,
09/11/2011,585.71,,22953,,251,,10004,,10138,,
09/12/2011,585.01,,22513,,-440,,10016,,9798,,
09/13/2011,584.88,,22433,,-80,,10016,,9979,,
09/14/2011,584.04,,21915,,-518,,9810,,9549,,
09/15/2011,582.86,,21199,,-716,,9607,,9251,,
09/16/2011,584.37,,22118,,919,,9399,,9864,,
09/17/2011,584.95,,22476,,358,,9403,,9588,,
09/18/2011,585.04,,22532,,56,,9405,,9436,,
09/19/2011,585.68,,22934,,402,,9419,,9627,,
09/20/2011,585.29,,22689,,-245,,9262,,9142,,
09/21/2011,584.90,,22445,,-244,,9319,,9201,,
09/22/2011,584.43,,22155,,-290,,9398,,9257,,
09/23/2011,584.80,,22384,,229,,9206,,9325,,
09/24/2011,584.69,,22316,,-68,,9015,,8987,,
09/25/2011,585.05,,22538,,222,,8813,,8929,,
09/26/2011,585.16,,22607,,69,,8826,,8864,,
09/27/2011,584.65,,22291,,-316,,8807,,8651,,
09/28/2011,583.63,,21665,,-626,,8802,,8489,,
09/29/2011,585.02,,22520,,855,,8801,,9236,,
09/30/2011,585.10,,22570,,50,,8806,,8835,,
10/01/2011,584.95,,22476,,-94,,8764,,8720,,
10/02/2011,584.58,,22248,,-228,,8598,,8484,,
10/03/2011,584.91,,22451,,203,,8223,,8328,,
10/04/2011,584.91,,22451,,0,,8213,,8213,,
10/05/2011,584.26,,22050,,-401,,8201,,8006,,
10/06/2011,584.58,,22248,,198,,8078,,8183,,
10/07/2011,585.43,,22777,,529,,8115,,8384,,
10/08/2011,584.97,,22488,,-289,,8279,,8136,,
10/09/2011,584.39,,22131,,-357,,8181,,8004,,
10/10/2011,583.73,,21726,,-405,,8315,,8112,,
10/11/2011,583.71,,21714,,-12,,8153,,8148,,
10/12/2011,585.58,,22871,,1157,,8071,,8657,,
10/13/2011,584.31,,22081,,-790,,8317,,7920,,
10/14/2011,584.68,,22310,,229,,8208,,8326,,
10/15/2011,584.01,,21896,,-414,,7306,,7100,,
10/16/2011,583.51,,21593,,-303,,6191,,6040,,
10/17/2011,582.81,,21170,,-423,,6000,,5791,,
10/18/2011,582.76,,21140,,-30,,6008,,5994,,
10/19/2011,582.51,,20990,,-150,,6005,,5930,,
10/20/2011,582.29,,20859,,-131,,6937,,6877,,
10/21/2011,582.85,,21193,,334,,7006,,7176,,
10/22/2011,582.48,,20973,,-220,,7007,,6898,,
10/23/2011,582.18,,20793,,-180,,7002,,6914,,
10/24/2011,583.71,,21714,,921,,7002,,7468,,
10/25/2011,584.54,,22223,,509,,7007,,7266,,
10/26/2011,584.08,,21939,,-284,,7028,,6888,,
10/27/2011,583.50,,21587,,-352,,7030,,6856,,
10/28/2011,582.75,,21134,,-453,,7009,,6785,,
10/29/2011,582.46,,20961,,-173,,7005,,6920,,
10/30/2011,582.44,,20949,,-12,,7000,,6996,,
10/31/2011,582.06,,20722,,--,,7004,,6892,,
11/01/2011,582.14,,20770,,48,,6997,,7024,,
11/02/2011,582.21,,20811,,41,,7001,,7025,,
11/03/2011,582.31,,20871,,60,,6999,,7033,,
11/04/2011,582.27,,20847,,-24,,7015,,7005,,
11/05/2011,582.10,,20746,,-101,,7010,,6961,,
11/06/2011,582.02,,20698,,-48,,6728,,6704,,
11/07/2011,582.02,,20698,,0,,7003,,7004,,
11/08/2011,582.90,,21223,,525,,7007,,7272,,
11/09/2011,583.77,,21750,,527,,6997,,7264,,
11/10/2011,584.12,,21964,,214,,7006,,7115,,
11/11/2011,584.74,,22347,,383,,7008,,7202,,
11/12/2011,584.68,,22310,,-37,,7009,,6992,,
11/13/2011,583.98,,21878,,-432,,7006,,6789,,
11/14/2011,584.09,,21946,,68,,7008,,7044,,
11/15/2011,583.09,,21338,,-608,,6766,,6459,,
11/16/2011,582.81,,21170,,-168,,7004,,6920,,
11/17/2011,581.81,,20575,,-595,,7006,,6707,,
11/18/2011,581.75,,20540,,-35,,7006,,6989,,
11/19/2011,581.29,,20270,,-270,,7010,,6875,,
11/20/2011,582.88,,21211,,941,,6781,,7256,,
11/21/2011,583.46,,21562,,351,,7004,,7182,,
11/22/2011,583.59,,21641,,79,,7006,,7047,,
11/23/2011,583.40,,21526,,-115,,7009,,6952,,
11/24/2011,583.34,,21489,,-37,,7005,,6987,,
11/25/2011,582.95,,21253,,-236,,7011,,6895,,
11/26/2011,582.35,,20895,,-358,,7009,,6833,,
11/27/2011,583.52,,21599,,704,,6097,,6453,,
11/28/2011,584.26,,22050,,451,,5996,,6224,,
11/29/2011,584.82,,22396,,346,,6014,,6189,,
11/30/2011,583.94,,21854,,-542,,5975,,5704,,
12/01/2011,583.36,,21502,,-352,,5863,,5689,,
12/02/2011,582.05,,20716,,-786,,5816,,5422,,
12/03/2011,581.63,,20469,,-247,,5616,,5492,,
12/04/2011,581.70,,20510,,41,,5563,,5586,,
12/05/2011,581.48,,20381,,-129,,5601,,5538,,
12/06/2011,581.14,,20182,,-199,,5414,,5317,,
12/07/2011,582.85,,21193,,1011,,5208,,5720,,
12/08/2011,583.25,,21435,,242,,5010,,5132,,
12/09/2011,582.78,,21152,,-283,,4997,,4857,,
12/10/2011,582.35,,20895,,-257,,4902,,4773,,
12/11/2011,582.57,,21026,,131,,5000,,5066,,
12/12/2011,582.79,,21158,,132,,4993,,5061,,
12/13/2011,582.05,,20716,,-442,,4995,,4774,,
12/14/2011,582.40,,20925,,209,,5000,,5106,,
12/15/2011,582.14,,20770,,-155,,4993,,4916,,
12/16/2011,581.98,,20674,,-96,,4996,,4950,,
12/17/2011,582.09,,20740,,66,,4997,,5033,,
12/18/2011,580.93,,20060,,-680,,4997,,4655,,
12/19/2011,581.10,,20159,,99,,4997,,5049,,
12/20/2011,581.50,,20393,,234,,4993,,5113,,
12/21/2011,581.29,,20270,,-123,,4991,,4931,,
12/22/2011,580.84,,20008,,-262,,5001,,4872,,
12/23/2011,580.60,,19870,,-138,,4994,,4925,,
12/24/2011,581.09,,20153,,283,,4992,,5137,,
12/25/2011,580.63,,19887,,-266,,4995,,4863,,
12/26/2011,580.56,,19847,,-40,,5000,,4982,,
12/27/2011,579.78,,19400,,-447,,4992,,4768,,
12/28/2011,579.44,,19209,,-191,,4980,,4885,,
12/29/2011,579.40,,19187,,-22,,4989,,4979,,
12/30/2011,579.66,,19333,,146,,5001,,5076,,
12/31/2011,579.75,,19384,,51,,5006,,5033,,
01/01/2012,578.84,,18874,,--,,4996,,4741,,
01/02/2012,578.06,,18443,,--,,5003,,4788,,
01/03/2012,578.87,,18890,,--,,5010,,5236,,
01/04/2012,579.97,,19507,,--,,4992,,5304,,
01/05/2012,580.94,,20065,,--,,4986,,5268,,
01/06/2012,581.77,,20551,,--,,4999,,5245,,
01/07/2012,580.93,,20060,,--,,4991,,4745,,
01/08/2012,579.58,,19288,,--,,4994,,4607,,
01/09/2012,579.70,,19355,,--,,4899,,4936,,
01/10/2012,579.34,,19153,,--,,4812,,4711,,
01/11/2012,580.52,,19824,,--,,4699,,5039,,
01/12/2012,581.01,,20106,,282,,4595,,4740,,
01/13/2012,581.90,,20627,,521,,4502,,4766,,
01/14/2012,581.21,,20223,,-404,,4500,,4297,,
01/15/2012,580.44,,19777,,-446,,4492,,4269,,
01/16/2012,579.96,,19502,,-275,,4497,,4359,,
01/17/2012,580.22,,19651,,149,,4494,,4569,,
01/18/2012,580.46,,19789,,138,,4402,,4473,,
01/19/2012,581.57,,20434,,645,,4301,,4628,,
01/20/2012,581.40,,20334,,-100,,4216,,4167,,
01/21/2012,580.95,,20071,,-263,,4111,,3979,,
01/22/2012,581.71,,20516,,445,,4013,,4240,,
01/23/2012,582.46,,20961,,445,,4010,,4234,,
01/24/2012,583.35,,21495,,534,,4006,,4276,,
01/25/2012,583.06,,21319,,-176,,4010,,3922,,
01/26/2012,583.88,,21817,,498,,4009,,4261,,
01/27/2012,584.46,,22174,,357,,4010,,4191,,
01/28/2012,583.39,,21520,,-654,,4008,,3680,,
01/29/2012,582.74,,21128,,-392,,4005,,3811,,
01/30/2012,582.88,,21211,,83,,4010,,4054,,
01/31/2012,582.85,,21193,,-18,,4011,,4003,,
