Date,RESELE , ,,STORAGE , ,,RESCHG , ,,PPTINC , ,,
 ,FEET, ,AF, ,AF, ,INCHES, ,
06/07/2003,124624,,
06/08/2003,124510,,
06/09/2003,124328,,
06/10/2003,124579,,
06/11/2003,124510,,
06/12/2003,124396,,
06/13/2003,124419,,
06/14/2003,124260,,
06/15/2003,124169,,
06/16/2003,124146,,
06/17/2003,124214,,
06/18/2003,124260,,
06/19/2003,124214,,
06/20/2003,124124,,
06/21/2003,124033,,
06/22/2003,123942,,
06/23/2003,123964,,
06/24/2003,123874,,
06/25/2003,123851,,
06/26/2003,123874,,
06/27/2003,123783,,
06/28/2003,123624,,
06/29/2003,123692,,
06/30/2003,123556,,
07/01/2003,123692,,
07/02/2003,123510,,
07/03/2003,123488,,
07/04/2003,123601,,
07/05/2003,123556,,
07/06/2003,123351,,
07/07/2003,123215,,
07/08/2003,123261,,
07/09/2003,123442,,
07/10/2003,123283,,
07/11/2003,123125,,
07/12/2003,123261,,
07/13/2003,123170,,
07/14/2003,123057,,
07/15/2003,123079,,
07/16/2003,122921,,
07/17/2003,122830,,
07/18/2003,122944,,
07/19/2003,122762,,
07/20/2003,122740,,
07/21/2003,122808,,
07/22/2003,122808,,
07/23/2003,122694,,
07/24/2003,122649,,
07/25/2003,122627,,
07/26/2003,122491,,
07/27/2003,122355,,
07/28/2003,122310,,
07/29/2003,122513,,
07/30/2003,122287,,
07/31/2003,122265,,
08/01/2003,122333,,
08/02/2003,122265,,
08/03/2003,122107,,
08/04/2003,122220,,
08/05/2003,122084,,
08/06/2003,121994,,
08/07/2003,121836,,
08/08/2003,121948,,
08/09/2003,121790,,
08/10/2003,121813,,
08/11/2003,121790,,
08/12/2003,121520,,
08/13/2003,121452,,
08/14/2003,121069,,
08/15/2003,120867,,
08/16/2003,120529,,
08/17/2003,120103,,
08/18/2003,119609,,
08/19/2003,118982,,
08/20/2003,118491,,
08/21/2003,118000,,
08/22/2003,117576,,
08/23/2003,117220,,
08/24/2003,117020,,
08/25/2003,116731,,
08/26/2003,116576,,
08/27/2003,116398,,
08/28/2003,116332,,
08/29/2003,116110,,
08/30/2003,116132,,
08/31/2003,115955,,
09/01/2003,115866,,
09/02/2003,115689,,
09/03/2003,115557,,
09/04/2003,115424,,
09/05/2003,115181,,
09/06/2003,115114,,
09/07/2003,114893,,
09/08/2003,114695,,
09/09/2003,114430,,
09/10/2003,114474,,
09/11/2003,114452,,
09/12/2003,114408,,
09/13/2003,114320,,
09/14/2003,114298,,
09/15/2003,114276,,
09/16/2003,114254,,
09/17/2003,114144,,
09/18/2003,114034,,
09/19/2003,114144,,
09/20/2003,114034,,
09/21/2003,114144,,
09/22/2003,113946,,
09/23/2003,113946,,
09/24/2003,113880,,
09/25/2003,113814,,
09/26/2003,113748,,
09/27/2003,113704,,
09/28/2003,113682,,
09/29/2003,113550,,
09/30/2003,113594,,
10/01/2003,113418,,
10/02/2003,113484,,
10/03/2003,113506,,
10/04/2003,113528,,
10/05/2003,113572,,
10/06/2003,113396,,
10/07/2003,113484,,
10/08/2003,113308,,
10/09/2003,113440,,
10/10/2003,113330,,
10/11/2003,113352,,
10/12/2003,113374,,
10/13/2003,113308,,
10/14/2003,113308,,
10/15/2003,113352,,
10/16/2003,113572,,
10/17/2003,113660,,
10/18/2003,113880,,
10/19/2003,114012,,
10/20/2003,114100,,
10/21/2003,114452,,
10/22/2003,114562,,
10/23/2003,114629,,
10/24/2003,114893,,
10/25/2003,114761,,
10/26/2003,114232,,
10/27/2003,114188,,
10/28/2003,114629,,
10/29/2003,115357,,
10/30/2003,115446,,
10/31/2003,115601,,
11/01/2003,115756,,
11/02/2003,115911,,
11/03/2003,116154,,
11/04/2003,116576,,
11/05/2003,116842,,
11/06/2003,117131,,
11/07/2003,117420,,
11/08/2003,117599,,
11/09/2003,117532,,
11/10/2003,117710,,
11/11/2003,117888,,
11/12/2003,118067,,
11/13/2003,118401,,
11/14/2003,118602,,
11/15/2003,118937,,
11/16/2003,118602,,
11/17/2003,118915,,
11/18/2003,118915,,
11/19/2003,118915,,
11/20/2003,118893,,
11/21/2003,118893,,
11/22/2003,118915,,
11/23/2003,118915,,
11/24/2003,118915,,
11/25/2003,118937,,
11/26/2003,118803,,
11/27/2003,118357,,
11/28/2003,117777,,
11/29/2003,117242,,
11/30/2003,116554,,
12/01/2003,115579,,
12/02/2003,114717,,
12/03/2003,114012,,
12/04/2003,113352,,
12/05/2003,113044,,
12/06/2003,112168,,
12/07/2003,111599,,
12/08/2003,111206,,
12/09/2003,110683,,
12/10/2003,110247,,
12/11/2003,110008,,
12/12/2003,109639,,
12/13/2003,109422,,
12/14/2003,109096,,
12/15/2003,108858,,
12/16/2003,108685,,
12/17/2003,108641,,
12/18/2003,108209,,
12/19/2003,107712,,
12/20/2003,107281,,
12/21/2003,106850,,
12/22/2003,106418,,
12/23/2003,106893,,
12/24/2003,106461,,
12/25/2003,106396,,
12/26/2003,106203,,
12/27/2003,106182,,
12/28/2003,105967,,
12/29/2003,106504,,
12/30/2003,107496,,
12/31/2003,108360,,
01/01/2004,109205,,
01/02/2004,110138,,
01/03/2004,111031,,
01/04/2004,111883,,
01/05/2004,112869,,
01/06/2004,113836,,
01/07/2004,114629,,
01/08/2004,115291,,
01/09/2004,115778,,
01/10/2004,116132,,
01/11/2004,116398,,
01/12/2004,116976,,
01/13/2004,117354,,
01/14/2004,117621,,
01/15/2004,117799,,
01/16/2004,118022,,
01/17/2004,118401,,
01/18/2004,118625,,
01/19/2004,118915,,
01/20/2004,119184,,
01/21/2004,119452,,
01/22/2004,119587,,
01/23/2004,119587,,
01/24/2004,119609,,
01/25/2004,119609,,
01/26/2004,119744,,
01/27/2004,119587,,
01/28/2004,119766,,
01/29/2004,119721,,
01/30/2004,119699,,
01/31/2004,119788,,
02/01/2004,119856,,
02/02/2004,119878,,
02/03/2004,119968,,
02/04/2004,120103,,
02/05/2004,120417,,
02/06/2004,120642,,
02/07/2004,120597,,
02/08/2004,120687,,
02/09/2004,120934,,
02/10/2004,120844,,
02/11/2004,120979,,
02/12/2004,120957,,
02/13/2004,120889,,
02/14/2004,120912,,
02/15/2004,120889,,
02/16/2004,120912,,
02/17/2004,120934,,
02/18/2004,121137,,
02/19/2004,121339,,
02/20/2004,121407,,
02/21/2004,121430,,
02/22/2004,121723,,
02/23/2004,121881,,
02/24/2004,121948,,
02/25/2004,122129,,
02/26/2004,122220,,
02/27/2004,122220,,
02/28/2004,122152,,
02/29/2004,122242,,
03/01/2004,122310,,
03/02/2004,122446,,
03/03/2004,122513,,
03/04/2004,122559,,
03/05/2004,122672,,
03/06/2004,122581,,
03/07/2004,122604,,
03/08/2004,122649,,
03/09/2004,122785,,
03/10/2004,122581,,
03/11/2004,122491,,
03/12/2004,122423,,
03/13/2004,122468,,
03/14/2004,122446,,
03/15/2004,122491,,
03/16/2004,122423,,
03/17/2004,122423,,
03/18/2004,122333,,
03/19/2004,122310,,
03/20/2004,122265,,
03/21/2004,122355,,
03/22/2004,122378,,
03/23/2004,122333,,
03/24/2004,122491,,
03/25/2004,122400,,
03/26/2004,122423,,
03/27/2004,122310,,
03/28/2004,122310,,
03/29/2004,122333,,
03/30/2004,122355,,
03/31/2004,122355,,
04/01/2004,122220,,
